"Subject","Session","Block","Trial","Shape","Label","Matching","ACC","RT_ms","Response","Age","Sex","Hand"
1,1,2,19,1,2,"Nonmatching",1,618.950461849636,2,22,"f","R"
1,1,2,20,1,3,"Nonmatching",0,842.962434300716,1,22,"f","R"
1,1,2,21,2,3,"Nonmatching",3,1201.60924307129,2,22,"f","R"
1,1,2,22,2,2,"Matching",1,690.952693101281,1,22,"f","R"
1,1,2,23,3,3,"Matching",1,703.769711464702,1,22,"f","R"
1,1,2,24,2,1,"Nonmatching",0,612.283571816533,1,22,"f","R"
1,1,2,25,2,2,"Matching",0,556.285257328909,2,22,"f","R"
1,1,2,26,3,2,"Nonmatching",1,870.973212645822,2,22,"f","R"
1,1,2,27,2,3,"Nonmatching",1,838.399114541517,2,22,"f","R"
1,1,2,28,1,1,"Matching",1,557.648397429148,1,22,"f","R"
1,1,2,29,3,3,"Matching",1,633.631384136606,1,22,"f","R"
1,1,2,30,2,1,"Nonmatching",1,681.736103239473,2,22,"f","R"
1,1,2,31,3,3,"Matching",0,679.691091242603,2,22,"f","R"
1,1,2,32,1,3,"Nonmatching",1,662.41156994738,2,22,"f","R"
1,1,2,33,2,3,"Nonmatching",1,843.692903530609,2,22,"f","R"
1,1,2,34,1,2,"Nonmatching",0,579.026394427729,1,22,"f","R"
1,1,2,35,1,1,"Matching",1,630.282695856749,1,22,"f","R"
1,1,2,36,2,2,"Matching",1,662.95247939388,1,22,"f","R"
1,1,2,37,3,3,"Matching",1,662.377159413154,1,22,"f","R"
1,1,2,38,2,3,"Nonmatching",1,676.264224644456,2,22,"f","R"
1,1,2,39,1,1,"Matching",1,858.390729237726,1,22,"f","R"
1,1,2,40,1,1,"Matching",1,553.210042240607,1,22,"f","R"
1,1,2,41,3,3,"Matching",1,755.788779729755,1,22,"f","R"
1,1,2,42,3,3,"Matching",1,470.331365633683,1,22,"f","R"
1,1,2,43,3,3,"Matching",1,468.344308219912,1,22,"f","R"
1,1,2,44,1,1,"Matching",1,618.378462183955,1,22,"f","R"
1,1,2,45,3,1,"Nonmatching",1,586.512194800434,2,22,"f","R"
1,1,2,46,1,1,"Matching",1,650.966143393816,1,22,"f","R"
1,1,2,47,2,2,"Matching",1,625.026939563213,1,22,"f","R"
1,1,2,48,3,3,"Matching",1,624.323032850953,1,22,"f","R"
1,1,2,49,2,2,"Matching",1,528.407291571057,1,22,"f","R"
1,1,2,50,1,3,"Nonmatching",0,547.672662892182,1,22,"f","R"
1,1,2,51,2,1,"Nonmatching",1,734.411084577914,2,22,"f","R"
1,1,2,52,2,2,"Matching",1,642.353548957544,1,22,"f","R"
1,1,2,53,1,1,"Matching",1,561.070132631357,1,22,"f","R"
1,1,2,54,3,1,"Nonmatching",1,667.022883345908,2,22,"f","R"
1,1,2,55,3,2,"Nonmatching",1,712.966983131992,2,22,"f","R"
1,1,2,56,1,3,"Nonmatching",1,741.161284325244,2,22,"f","R"
1,1,2,57,2,2,"Matching",1,688.287084105468,1,22,"f","R"
1,1,2,58,1,1,"Matching",1,630.54892472519,1,22,"f","R"
1,1,2,59,1,2,"Nonmatching",1,853.661997437939,2,22,"f","R"
1,1,2,60,1,1,"Matching",1,748.993001117924,1,22,"f","R"
1,1,3,1,2,1,"Nonmatching",1,721.789361086849,2,22,"f","R"
1,1,3,2,1,3,"Nonmatching",0,526.463398248325,1,22,"f","R"
1,1,3,3,2,2,"Matching",1,625.783367616805,1,22,"f","R"
1,1,3,4,2,3,"Nonmatching",1,777.6370540264,2,22,"f","R"
1,1,3,5,2,1,"Nonmatching",1,747.767805000422,2,22,"f","R"
1,1,3,6,1,1,"Matching",1,558.364378012811,1,22,"f","R"
1,1,3,7,3,3,"Matching",1,520.995745508571,1,22,"f","R"
1,1,3,8,3,3,"Matching",1,468.995391744102,1,22,"f","R"
1,1,3,9,3,3,"Matching",1,475.059493739536,1,22,"f","R"
1,1,3,10,3,2,"Nonmatching",1,680.953716362183,2,22,"f","R"
1,1,3,11,3,2,"Nonmatching",1,534.374198899968,2,22,"f","R"
1,1,3,12,3,3,"Matching",1,601.67999595842,1,22,"f","R"
1,1,3,13,2,2,"Matching",1,778.353940150737,1,22,"f","R"
1,1,3,14,1,1,"Matching",1,651.751548739412,1,22,"f","R"
1,1,3,15,1,3,"Nonmatching",1,601.65162236035,2,22,"f","R"
1,1,3,16,2,3,"Nonmatching",1,722.360757058595,2,22,"f","R"
1,1,3,17,2,2,"Matching",1,470.301482801005,1,22,"f","R"
1,1,3,18,3,2,"Nonmatching",1,628.316465872103,2,22,"f","R"
1,1,3,19,3,1,"Nonmatching",1,748.331654802314,2,22,"f","R"
1,1,3,20,3,1,"Nonmatching",1,559.086395533086,2,22,"f","R"
1,1,3,21,1,1,"Matching",1,785.124363632804,1,22,"f","R"
1,1,3,22,1,1,"Matching",1,481.644583293019,1,22,"f","R"
1,1,3,23,3,1,"Nonmatching",1,679.809113337342,2,22,"f","R"
1,1,3,24,2,2,"Matching",1,548.407357977339,1,22,"f","R"
1,1,3,25,2,3,"Nonmatching",1,631.727636437063,2,22,"f","R"
1,1,3,26,3,2,"Nonmatching",1,751.090232608931,2,22,"f","R"
1,1,3,27,1,1,"Matching",1,545.126283378522,1,22,"f","R"
1,1,3,28,2,3,"Nonmatching",1,731.729175855435,2,22,"f","R"
1,1,3,29,3,2,"Nonmatching",1,652.442476040051,2,22,"f","R"
1,1,3,30,1,3,"Nonmatching",0,635.707486352658,1,22,"f","R"
1,1,3,31,1,3,"Nonmatching",1,763.634683321925,2,22,"f","R"
1,1,3,32,1,1,"Matching",3,1038.29865993021,2,22,"f","R"
1,1,3,33,1,1,"Matching",1,677.722144636391,1,22,"f","R"
1,1,3,34,1,2,"Nonmatching",1,603.03226957376,2,22,"f","R"
1,1,3,35,1,2,"Nonmatching",1,540.321184340883,2,22,"f","R"
1,1,3,36,2,2,"Matching",1,630.960945592051,1,22,"f","R"
1,1,3,37,1,1,"Matching",1,662.317695595902,1,22,"f","R"
1,1,3,38,2,2,"Matching",1,619.778125745597,1,22,"f","R"
1,1,3,39,1,3,"Nonmatching",1,658.975346098941,2,22,"f","R"
1,1,3,40,3,3,"Matching",1,665.050314578821,1,22,"f","R"
1,1,3,41,3,1,"Nonmatching",1,686.421670948221,2,22,"f","R"
1,1,3,42,1,1,"Matching",1,682.367264875666,1,22,"f","R"
1,1,3,43,2,1,"Nonmatching",1,727.753249948364,2,22,"f","R"
1,1,3,44,3,3,"Matching",0,786.352578218157,2,22,"f","R"
1,1,3,45,1,2,"Nonmatching",1,948.276477209674,2,22,"f","R"
1,1,3,46,2,2,"Matching",1,519.108901229174,1,22,"f","R"
1,1,3,47,2,2,"Matching",1,547.616217542782,1,22,"f","R"
1,1,3,48,1,2,"Nonmatching",1,766.974316197775,2,22,"f","R"
1,1,3,49,1,2,"Nonmatching",1,552.961924179726,2,22,"f","R"
1,1,3,50,2,2,"Matching",0,634.452709249672,2,22,"f","R"
1,1,3,51,2,3,"Nonmatching",1,753.661665406526,2,22,"f","R"
1,1,3,52,2,1,"Nonmatching",1,859.075317755924,2,22,"f","R"
1,1,3,53,3,3,"Matching",1,657.704872963222,1,22,"f","R"
1,1,3,54,3,3,"Matching",1,496.972363248915,1,22,"f","R"
1,1,3,55,3,3,"Matching",1,397.614663031618,1,22,"f","R"
1,1,3,56,3,3,"Matching",1,447.168548569607,1,22,"f","R"
1,1,3,57,3,1,"Nonmatching",1,725.705219483189,2,22,"f","R"
1,1,3,58,1,1,"Matching",3,1010.29271113339,1,22,"f","R"
1,1,3,59,2,1,"Nonmatching",1,689.830728585548,2,22,"f","R"
1,1,3,60,2,2,"Matching",1,527.119009474518,1,22,"f","R"
1,1,4,1,3,1,"Nonmatching",1,672.942400729426,2,22,"f","R"
1,1,4,2,3,1,"Nonmatching",1,415.624049863254,2,22,"f","R"
1,1,4,3,1,1,"Matching",1,544.459201974405,1,22,"f","R"
1,1,4,4,2,2,"Matching",1,579.659668991553,1,22,"f","R"
1,1,4,5,1,2,"Nonmatching",1,677.048120755899,2,22,"f","R"
1,1,4,6,3,2,"Nonmatching",1,707.088215065141,2,22,"f","R"
1,1,4,7,2,3,"Nonmatching",1,671.622122873487,2,22,"f","R"
1,1,4,8,1,3,"Nonmatching",1,677.70886337803,2,22,"f","R"
1,1,4,9,3,3,"Matching",1,651.220902083878,1,22,"f","R"
1,1,4,10,2,1,"Nonmatching",1,729.611720629691,2,22,"f","R"
1,1,4,11,3,3,"Matching",1,652.464812702419,1,22,"f","R"
1,1,4,12,2,1,"Nonmatching",1,635.012936890689,2,22,"f","R"
1,1,4,13,3,1,"Nonmatching",1,634.288806443692,2,22,"f","R"
1,1,4,14,2,2,"Matching",1,585.652233297878,1,22,"f","R"
1,1,4,15,3,2,"Nonmatching",1,627.081912504309,2,22,"f","R"
1,1,4,16,2,1,"Nonmatching",1,755.031747982684,2,22,"f","R"
1,1,4,17,1,1,"Matching",1,797.209403532634,1,22,"f","R"
1,1,4,18,1,2,"Nonmatching",1,653.048584392764,2,22,"f","R"
1,1,4,19,1,1,"Matching",1,684.429482139421,1,22,"f","R"
1,1,4,20,2,1,"Nonmatching",1,625.767671584072,2,22,"f","R"
1,1,4,21,1,2,"Nonmatching",1,785.724736896555,2,22,"f","R"
1,1,4,22,2,2,"Matching",1,827.642502361414,1,22,"f","R"
1,1,4,23,2,2,"Matching",1,530.963933875682,1,22,"f","R"
1,1,4,24,3,2,"Nonmatching",1,590.968962642819,2,22,"f","R"
1,1,4,25,1,1,"Matching",1,608.433516019886,1,22,"f","R"
1,1,4,26,1,1,"Matching",1,545.074969424149,1,22,"f","R"
1,1,4,27,3,3,"Matching",1,700.365483376117,1,22,"f","R"
1,1,4,28,2,3,"Nonmatching",1,513.079511614706,2,22,"f","R"
1,1,4,29,1,3,"Nonmatching",1,629.065347756296,2,22,"f","R"
1,1,4,30,1,1,"Matching",1,485.063601874572,1,22,"f","R"
1,1,4,31,3,1,"Nonmatching",1,898.328379764735,2,22,"f","R"
1,1,4,32,3,2,"Nonmatching",1,694.356015649646,2,22,"f","R"
1,1,4,33,2,2,"Matching",1,605.103844088262,1,22,"f","R"
1,1,4,34,3,3,"Matching",0,518.372998757513,2,22,"f","R"
1,1,4,35,1,1,"Matching",1,571.175057593791,1,22,"f","R"
1,1,4,36,3,2,"Nonmatching",1,772.393975297746,2,22,"f","R"
1,1,4,37,2,2,"Matching",1,581.101591103561,1,22,"f","R"
1,1,4,38,2,1,"Nonmatching",1,598.342476009748,2,22,"f","R"
1,1,4,39,2,2,"Matching",1,703.066106599181,1,22,"f","R"
1,1,4,40,1,3,"Nonmatching",0,634.346157333766,1,22,"f","R"
1,1,4,41,3,3,"Matching",1,776.93978794332,1,22,"f","R"
1,1,4,42,2,2,"Matching",1,722.315781887119,1,22,"f","R"
1,1,4,43,2,2,"Matching",1,766.318704971582,1,22,"f","R"
1,1,4,44,3,3,"Matching",1,663.697135422808,1,22,"f","R"
1,1,4,45,1,3,"Nonmatching",1,748.375724433572,2,22,"f","R"
1,1,4,46,3,3,"Matching",1,839.018202305851,1,22,"f","R"
1,1,4,47,1,3,"Nonmatching",1,797.608143141133,2,22,"f","R"
1,1,4,48,3,3,"Matching",1,525.807183328652,1,22,"f","R"
1,1,4,49,1,2,"Nonmatching",1,712.323445777201,2,22,"f","R"
1,1,4,50,1,1,"Matching",1,788.967476953076,1,22,"f","R"
1,1,4,51,3,3,"Matching",1,654.421081743749,1,22,"f","R"
1,1,4,52,1,1,"Matching",1,700.454528178852,1,22,"f","R"
1,1,4,53,3,3,"Matching",1,912.985456155184,1,22,"f","R"
1,1,4,54,2,3,"Nonmatching",1,845.015898007659,2,22,"f","R"
1,1,4,55,2,3,"Nonmatching",1,748.360933941058,2,22,"f","R"
1,1,4,56,2,2,"Matching",1,807.039044223075,1,22,"f","R"
1,1,4,57,1,2,"Nonmatching",1,695.040000473455,2,22,"f","R"
1,1,4,58,3,1,"Nonmatching",1,667.681513039952,2,22,"f","R"
1,1,4,59,2,3,"Nonmatching",1,768.272257391345,2,22,"f","R"
1,1,4,60,1,1,"Matching",1,802.315141972031,1,22,"f","R"
1,2,1,1,1,2,"Nonmatching",1,630.068985647085,2,22,"f","R"
1,2,1,2,1,3,"Nonmatching",1,790.036313750534,2,22,"f","R"
1,2,1,3,3,3,"Matching",1,616.795574937896,1,22,"f","R"
1,2,1,4,2,1,"Nonmatching",1,568.703533400367,2,22,"f","R"
1,2,1,5,2,2,"Matching",1,554.861141494257,1,22,"f","R"
1,2,1,6,2,1,"Nonmatching",1,581.345480625714,2,22,"f","R"
1,2,1,7,2,1,"Nonmatching",1,542.712411921457,2,22,"f","R"
1,2,1,8,1,1,"Matching",1,593.460101510573,1,22,"f","R"
1,2,1,9,3,2,"Nonmatching",1,602.73072194741,2,22,"f","R"
1,2,1,10,3,1,"Nonmatching",1,738.12108077982,2,22,"f","R"
1,2,1,11,3,1,"Nonmatching",1,626.305559878347,2,22,"f","R"
1,2,1,12,3,2,"Nonmatching",1,690.099671391181,2,22,"f","R"
1,2,1,13,3,3,"Matching",1,695.668442805072,1,22,"f","R"
1,2,1,14,3,2,"Nonmatching",1,540.317257648894,2,22,"f","R"
1,2,1,15,3,3,"Matching",1,678.785548191627,1,22,"f","R"
1,2,1,16,3,3,"Matching",1,693.326715415424,1,22,"f","R"
1,2,1,17,2,2,"Matching",1,546.101849517981,1,22,"f","R"
1,2,1,18,1,3,"Nonmatching",1,580.08194996637,2,22,"f","R"
1,2,1,19,2,3,"Nonmatching",1,693.021850157493,2,22,"f","R"
1,2,1,20,2,3,"Nonmatching",1,721.686428648354,2,22,"f","R"
1,2,1,21,1,1,"Matching",1,644.969350549218,1,22,"f","R"
1,2,1,22,3,3,"Matching",1,764.11220225873,1,22,"f","R"
1,2,1,23,2,2,"Matching",1,526.759809111354,1,22,"f","R"
1,2,1,24,3,3,"Matching",1,546.107584606943,1,22,"f","R"
1,2,1,25,1,2,"Nonmatching",1,588.822225594413,2,22,"f","R"
1,2,1,26,2,2,"Matching",1,773.442890206752,1,22,"f","R"
1,2,1,27,3,1,"Nonmatching",1,582.788911972784,2,22,"f","R"
1,2,1,28,2,3,"Nonmatching",1,822.765561104461,2,22,"f","R"
1,2,1,29,1,1,"Matching",1,567.099519562362,1,22,"f","R"
1,2,1,30,1,3,"Nonmatching",0,952.062538803148,1,22,"f","R"
1,2,1,31,1,1,"Matching",1,522.157852963574,1,22,"f","R"
1,2,1,32,1,1,"Matching",1,629.392848839416,1,22,"f","R"
1,2,1,33,2,2,"Matching",1,516.698953780178,1,22,"f","R"
1,2,1,34,1,1,"Matching",1,600.115823212946,1,22,"f","R"
1,2,1,35,2,2,"Matching",1,688.795995109103,1,22,"f","R"
1,2,1,36,1,1,"Matching",1,533.335843261739,1,22,"f","R"
1,2,1,37,2,3,"Nonmatching",1,792.79217493513,2,22,"f","R"
1,2,1,38,3,3,"Matching",1,706.084873653708,1,22,"f","R"
1,2,1,39,1,1,"Matching",1,622.742560378356,1,22,"f","R"
1,2,1,40,2,2,"Matching",1,414.035729374518,1,22,"f","R"
1,2,1,41,1,1,"Matching",1,605.488696061002,1,22,"f","R"
1,2,1,42,3,1,"Nonmatching",1,566.83751654964,2,22,"f","R"
1,2,1,43,1,3,"Nonmatching",1,648.377502646326,2,22,"f","R"
1,2,1,44,3,2,"Nonmatching",1,927.493719395898,2,22,"f","R"
1,2,1,45,3,3,"Matching",1,420.107679387002,1,22,"f","R"
1,2,1,46,1,2,"Nonmatching",1,676.061380919236,2,22,"f","R"
1,2,1,47,2,3,"Nonmatching",1,593.467647680882,2,22,"f","R"
1,2,1,48,1,1,"Matching",1,498.521438287753,1,22,"f","R"
1,2,1,49,3,3,"Matching",1,606.681594571455,1,22,"f","R"
1,2,1,50,2,2,"Matching",1,543.790306806841,1,22,"f","R"
1,2,1,51,1,2,"Nonmatching",1,530.094310592176,2,22,"f","R"
1,2,1,52,2,1,"Nonmatching",1,645.458040500671,2,22,"f","R"
1,2,1,53,2,1,"Nonmatching",1,506.834600709226,2,22,"f","R"
1,2,1,54,2,2,"Matching",1,655.688835574438,1,22,"f","R"
1,2,1,55,3,3,"Matching",0,678.082547019585,2,22,"f","R"
1,2,1,56,2,2,"Matching",1,603.394784884586,1,22,"f","R"
1,2,1,57,1,3,"Nonmatching",1,602.925413127195,2,22,"f","R"
1,2,1,58,1,2,"Nonmatching",1,611.568494089624,2,22,"f","R"
1,2,1,59,3,1,"Nonmatching",1,620.744636481504,2,22,"f","R"
1,2,1,60,3,2,"Nonmatching",1,676.793359382827,2,22,"f","R"
1,2,2,1,1,1,"Matching",1,718.121919914665,1,22,"f","R"
1,2,2,2,3,2,"Nonmatching",1,522.734984025192,2,22,"f","R"
1,2,2,3,2,2,"Matching",1,551.479551913872,1,22,"f","R"
1,2,2,4,3,3,"Matching",1,546.091284880276,1,22,"f","R"
1,2,2,5,3,3,"Matching",1,484.870417245475,1,22,"f","R"
1,2,2,6,1,1,"Matching",1,546.055365111897,1,22,"f","R"
1,2,2,7,1,1,"Matching",1,556.771831669721,1,22,"f","R"
1,2,2,8,3,3,"Matching",1,487.447283285292,1,22,"f","R"
1,2,2,9,3,3,"Matching",1,564.81785968208,1,22,"f","R"
1,2,2,10,1,2,"Nonmatching",1,718.80892320678,2,22,"f","R"
1,2,2,11,3,3,"Matching",1,555.553578028594,1,22,"f","R"
1,2,2,12,1,2,"Nonmatching",1,549.542601068424,2,22,"f","R"
1,2,2,13,2,1,"Nonmatching",1,792.081929440428,2,22,"f","R"
1,2,2,14,3,3,"Matching",1,505.567447888097,1,22,"f","R"
1,2,2,15,1,3,"Nonmatching",1,725.509620080629,2,22,"f","R"
1,2,2,16,3,3,"Matching",1,578.074668817862,1,22,"f","R"
1,2,2,17,3,3,"Matching",1,498.696509425827,1,22,"f","R"
1,2,2,18,2,2,"Matching",1,534.86409355537,1,22,"f","R"
1,2,2,19,2,3,"Nonmatching",1,609.468545976597,2,22,"f","R"
1,2,2,20,1,1,"Matching",1,538.16478819499,1,22,"f","R"
1,2,2,21,2,3,"Nonmatching",1,556.829786253729,2,22,"f","R"
1,2,2,22,2,2,"Matching",1,526.74833893434,1,22,"f","R"
1,2,2,23,1,1,"Matching",1,674.254827885306,1,22,"f","R"
1,2,2,24,1,2,"Nonmatching",1,511.504472385241,2,22,"f","R"
1,2,2,25,2,3,"Nonmatching",1,603.5055626553,2,22,"f","R"
1,2,2,26,2,1,"Nonmatching",1,778.749356761182,2,22,"f","R"
1,2,2,27,1,2,"Nonmatching",1,629.465593915484,2,22,"f","R"
1,2,2,28,2,3,"Nonmatching",1,557.764002065596,2,22,"f","R"
1,2,2,29,3,1,"Nonmatching",1,680.17766558296,2,22,"f","R"
1,2,2,30,1,2,"Nonmatching",1,661.217763213244,2,22,"f","R"
1,2,2,31,2,2,"Matching",1,618.751240285746,1,22,"f","R"
1,2,2,32,2,2,"Matching",1,482.742397382026,1,22,"f","R"
1,2,2,33,3,2,"Nonmatching",1,503.570429531464,2,22,"f","R"
1,2,2,34,2,1,"Nonmatching",1,531.402514576257,2,22,"f","R"
1,2,2,35,2,2,"Matching",1,758.809056019345,1,22,"f","R"
1,2,2,36,3,3,"Matching",1,457.462426938946,1,22,"f","R"
1,2,2,37,3,1,"Nonmatching",1,671.365248572329,2,22,"f","R"
1,2,2,38,3,2,"Nonmatching",1,556.842463817702,2,22,"f","R"
1,2,2,39,1,1,"Matching",1,535.457826189486,1,22,"f","R"
1,2,2,40,1,3,"Nonmatching",1,610.108461170057,2,22,"f","R"
1,2,2,41,2,2,"Matching",1,504.020181246233,1,22,"f","R"
1,2,2,42,3,1,"Nonmatching",1,484.849287970064,2,22,"f","R"
1,2,2,43,2,1,"Nonmatching",1,682.775660898187,2,22,"f","R"
1,2,2,44,3,2,"Nonmatching",1,558.009101658172,2,22,"f","R"
1,2,2,45,1,3,"Nonmatching",1,657.56541706287,2,22,"f","R"
1,2,2,46,2,1,"Nonmatching",1,648.788617972968,2,22,"f","R"
1,2,2,47,1,3,"Nonmatching",1,600.134839561179,2,22,"f","R"
1,2,2,48,1,1,"Matching",1,616.788934308715,1,22,"f","R"
1,2,2,49,2,2,"Matching",1,592.694618053429,1,22,"f","R"
1,2,2,50,2,2,"Matching",1,738.029017509689,1,22,"f","R"
1,2,2,51,3,3,"Matching",1,533.405569870411,1,22,"f","R"
1,2,2,52,2,2,"Matching",1,552.80345193114,1,22,"f","R"
1,2,2,53,1,1,"Matching",1,738.900449190623,1,22,"f","R"
1,2,2,54,3,2,"Nonmatching",1,542.46097354644,2,22,"f","R"
1,2,2,55,1,1,"Matching",1,585.456633894864,1,22,"f","R"
1,2,2,56,3,1,"Nonmatching",0,458.053141105665,1,22,"f","R"
1,2,2,57,1,1,"Matching",1,568.03252798727,1,22,"f","R"
1,2,2,58,3,1,"Nonmatching",1,545.559430837784,2,22,"f","R"
1,2,2,59,2,3,"Nonmatching",1,634.728594531225,2,22,"f","R"
1,2,2,60,1,3,"Nonmatching",1,634.126410187491,2,22,"f","R"
1,2,3,1,3,3,"Matching",1,718.797754874686,1,22,"f","R"
1,2,3,2,3,3,"Matching",1,522.029266231584,1,22,"f","R"
1,2,3,3,1,3,"Nonmatching",1,606.055564330745,2,22,"f","R"
1,2,3,4,2,2,"Matching",1,582.848375788672,1,22,"f","R"
1,2,3,5,1,2,"Nonmatching",1,640.733232709863,2,22,"f","R"
1,2,3,6,3,2,"Nonmatching",1,648.701384251581,2,22,"f","R"
1,2,3,7,1,3,"Nonmatching",1,679.745722827647,2,22,"f","R"
1,2,3,8,1,1,"Matching",1,580.700434037681,1,22,"f","R"
1,2,3,9,2,2,"Matching",1,558.726893323183,1,22,"f","R"
1,2,3,10,1,1,"Matching",1,825.428151631968,1,22,"f","R"
