"Subject","Session","Block","Trial","Shape","Label","Matching","ACC","RT_ms","Response","Age","Sex","Hand"
1,1,1,1,1,3,"Nonmatching",1,623.053465255452,2,22,"f","R"
1,1,1,2,2,3,"Nonmatching",1,574.301888483205,2,22,"f","R"
1,1,1,3,3,3,"Matching",1,464.385587579727,1,22,"f","R"
1,1,1,4,2,2,"Matching",1,599.031894076688,1,22,"f","R"
1,1,1,5,3,2,"Nonmatching",0,543.604975560811,1,22,"f","R"
1,1,1,6,3,1,"Nonmatching",1,875.614408876572,2,22,"f","R"
1,1,1,7,3,3,"Matching",1,841.801229702924,1,22,"f","R"
1,1,1,8,2,3,"Nonmatching",1,641.71604853891,2,22,"f","R"
1,1,1,9,2,2,"Matching",0,457.069425102418,2,22,"f","R"
1,1,1,10,2,1,"Nonmatching",0,904.350525056088,1,22,"f","R"
1,1,1,11,2,2,"Matching",1,885.081531573633,1,22,"f","R"
1,1,1,12,3,3,"Matching",0,834.532759018657,2,22,"f","R"
1,1,1,13,1,2,"Nonmatching",1,689.699123385253,2,22,"f","R"
1,1,1,14,2,2,"Matching",1,598.230490851165,1,22,"f","R"
1,1,1,15,1,3,"Nonmatching",1,816.428290448584,2,22,"f","R"
1,1,1,16,2,1,"Nonmatching",0,601.026497659859,1,22,"f","R"
1,1,1,17,1,1,"Matching",1,570.398405805463,1,22,"f","R"
1,1,1,18,3,3,"Matching",1,797.065422614196,1,22,"f","R"
1,1,1,19,2,1,"Nonmatching",0,526.265084908118,1,22,"f","R"
1,1,1,20,1,1,"Matching",1,530.301983867048,1,22,"f","R"
1,1,1,21,1,2,"Nonmatching",1,637.747065107305,2,22,"f","R"
1,1,1,22,2,3,"Nonmatching",0,781.665501275256,1,22,"f","R"
1,1,1,23,3,2,"Nonmatching",3,1008.35032704481,1,22,"f","R"
1,1,1,24,1,1,"Matching",1,526.990120895334,1,22,"f","R"
1,1,1,25,1,1,"Matching",1,490.97195092645,1,22,"f","R"
1,1,1,26,3,1,"Nonmatching",1,784.311792076551,2,22,"f","R"
1,1,1,27,1,1,"Matching",0,522.351339438956,2,22,"f","R"
1,1,1,28,1,3,"Nonmatching",1,917.091779875591,2,22,"f","R"
1,1,1,29,1,2,"Nonmatching",1,881.698734607198,2,22,"f","R"
1,1,1,30,1,2,"Nonmatching",1,535.120666009789,2,22,"f","R"
1,1,1,31,1,1,"Matching",1,722.993126082201,1,22,"f","R"
1,1,1,32,2,2,"Matching",1,846.953754394235,1,22,"f","R"
1,1,1,33,3,2,"Nonmatching",1,670.938439895508,2,22,"f","R"
1,1,1,34,2,1,"Nonmatching",1,893.267918343554,2,22,"f","R"
1,1,1,35,3,3,"Matching",3,1074.26672333258,1,22,"f","R"
1,1,1,36,3,3,"Matching",1,521.008121227169,1,22,"f","R"
1,1,1,37,2,3,"Nonmatching",1,757.710034543379,2,22,"f","R"
1,1,1,38,2,2,"Matching",1,432.974505153652,1,22,"f","R"
1,1,1,39,1,3,"Nonmatching",1,929.155086806531,2,22,"f","R"
1,1,1,40,1,2,"Nonmatching",1,684.350096433718,2,22,"f","R"
1,1,1,41,3,2,"Nonmatching",0,809.805470046285,1,22,"f","R"
1,1,1,42,3,3,"Matching",1,610.406990328102,1,22,"f","R"
1,1,1,43,1,3,"Nonmatching",1,635.407752491119,2,22,"f","R"
1,1,1,44,1,1,"Matching",1,634.326537292054,1,22,"f","R"
1,1,1,45,2,3,"Nonmatching",1,770.314854613844,2,22,"f","R"
1,1,1,46,2,2,"Matching",1,691.094259244892,1,22,"f","R"
1,1,1,47,2,1,"Nonmatching",1,600.382356611135,2,22,"f","R"
1,1,1,48,2,2,"Matching",1,752.367044527546,1,22,"f","R"
1,1,1,49,3,1,"Nonmatching",1,610.374089028028,2,22,"f","R"
1,1,1,50,3,1,"Nonmatching",1,546.997431624732,2,22,"f","R"
1,1,1,51,2,2,"Matching",1,677.842581505047,1,22,"f","R"
1,1,1,52,1,1,"Matching",1,618.953178470747,1,22,"f","R"
1,1,1,53,1,1,"Matching",1,499.046956231268,1,22,"f","R"
1,1,1,54,3,2,"Nonmatching",1,632.458407513695,2,22,"f","R"
1,1,1,55,3,3,"Matching",0,696.332206578518,2,22,"f","R"
1,1,1,56,3,1,"Nonmatching",0,855.045964966394,1,22,"f","R"
1,1,1,57,3,3,"Matching",1,989.666312639201,1,22,"f","R"
1,1,1,58,1,1,"Matching",1,525.699122178139,1,22,"f","R"
1,1,1,59,2,2,"Matching",1,641.024215698053,1,22,"f","R"
1,1,1,60,3,3,"Matching",1,744.97723143395,1,22,"f","R"
1,1,2,1,2,3,"Nonmatching",1,671.01541082684,2,22,"f","R"
1,1,2,2,2,2,"Matching",1,717.612405217551,1,22,"f","R"
1,1,2,3,3,1,"Nonmatching",1,641.778832670752,2,22,"f","R"
1,1,2,4,3,1,"Nonmatching",1,753.627254872299,2,22,"f","R"
1,1,2,5,2,1,"Nonmatching",1,803.042290887333,2,22,"f","R"
1,1,2,6,3,3,"Matching",1,643.152235561956,1,22,"f","R"
1,1,2,7,3,3,"Matching",1,626.463428432999,1,22,"f","R"
1,1,2,8,1,2,"Nonmatching",1,777.675992262175,2,22,"f","R"
1,1,2,9,1,2,"Nonmatching",1,827.644615288591,2,22,"f","R"
1,1,2,10,1,3,"Nonmatching",1,731.66095848137,2,22,"f","R"
1,1,2,11,2,2,"Matching",1,615.650974596974,1,22,"f","R"
1,1,2,12,2,1,"Nonmatching",1,552.345553036048,2,22,"f","R"
1,1,2,13,3,1,"Nonmatching",1,793.730317439895,2,22,"f","R"
1,1,2,14,3,2,"Nonmatching",1,818.982517978839,2,22,"f","R"
1,1,2,15,1,1,"Matching",1,562.367470131448,1,22,"f","R"
1,1,2,16,3,2,"Nonmatching",1,829.087141094078,2,22,"f","R"
1,1,2,17,2,2,"Matching",1,468.474706032794,1,22,"f","R"
1,1,2,18,3,2,"Nonmatching",1,618.395063757362,2,22,"f","R"
