"Subject","Session","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
4,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",1025.19684983963,1.02519684983963,3
4,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",541.998196325949,0.541998196325949,1
4,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",800.076646175967,0.800076646175967,1
4,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",739.302446746933,0.739302446746933,1
4,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",617.297049089757,0.617297049089757,0
4,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",607.434145710613,0.607434145710613,1
4,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",640.670998166115,0.640670998166115,1
4,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",509.931309088188,0.509931309088188,1
4,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",753.263850572239,0.753263850572239,1
4,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",568.738059268526,0.568738059268526,1
4,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",566.749480616181,0.566749480616181,1
4,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",473.388006942969,0.473388006942969,1
4,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",525.986033034314,0.525986033034314,1
4,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",657.380129901867,0.657380129901867,1
4,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",513.474709938237,0.513474709938237,1
4,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",588.0476167913,0.5880476167913,1
4,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",305.422234160687,0.305422234160687,0
4,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",558.086123618978,0.558086123618978,1
4,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",555.994010893301,0.555994010893301,0
4,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",588.5707204352,0.5885707204352,1
4,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",508.723310945697,0.508723310945697,1
4,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",407.298555314355,0.407298555314355,1
4,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",732.660268051859,0.732660268051859,1
4,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",452.721338062474,0.452721338062474,1
4,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",344.772124695282,0.344772124695282,1
4,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",455.264110765711,0.455264110765711,1
4,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",519.448595807717,0.519448595807717,1
4,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",394.02929035532,0.39402929035532,1
4,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",413.427591370237,0.413427591370237,1
4,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",508.622191660379,0.508622191660379,1
4,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",514.065729519643,0.514065729519643,1
4,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",442.194367738466,0.442194367738466,1
4,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",229.403774306775,0.229403774306775,1
4,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",738.088411631452,0.738088411631452,1
4,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",779.342363206979,0.779342363206979,1
4,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",447.99197401835,0.44799197401835,1
4,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",355.302415354345,0.355302415354345,0
4,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",609.974503624926,0.609974503624926,1
4,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",601.33801115353,0.60133801115353,1
4,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",549.325269520523,0.549325269520523,1
4,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",340.636195021489,0.340636195021489,0
4,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",547.255191742806,0.547255191742806,1
4,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",465.336195232794,0.465336195232794,1
4,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",578.05371111499,0.57805371111499,1
4,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",350.004066677684,0.350004066677684,1
4,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",429.283095232677,0.429283095232677,1
4,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",286.102715633206,0.286102715633206,1
4,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",562.011966659611,0.562011966659611,0
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",468.975848790251,0.468975848790251,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",426.238311289126,0.426238311289126,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",644.297974083202,0.644297974083202,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",479.614804949961,0.479614804949961,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",250.302829619613,0.250302829619613,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",361.544909489567,0.361544909489567,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",376.958808832569,0.376958808832569,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",517.026525550136,0.517026525550136,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",449.367762990732,0.449367762990732,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",667.559333626741,0.667559333626741,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",593.642343806096,0.593642343806096,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",520.968064718545,0.520968064718545,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",543.699981798454,0.543699981798454,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",416.887645003953,0.416887645003953,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",346.289178817642,0.346289178817642,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",618.220668841786,0.618220668841786,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",368.985477761271,0.368985477761271,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",408.234550859561,0.408234550859561,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",365.049371867826,0.365049371867826,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",514.308680652903,0.514308680652903,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",770.189974460664,0.770189974460664,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",489.040631539865,0.489040631539865,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",438.953985895751,0.438953985895751,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",566.966472769309,0.566966472769309,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",483.041088538812,0.483041088538812,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",462.218062077227,0.462218062077227,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",422.309751611465,0.422309751611465,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",441.560448655764,0.441560448655764,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",472.27445041699,0.47227445041699,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",564.302658773158,0.564302658773158,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",526.226569378196,0.526226569378196,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",478.917534657739,0.478917534657739,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",566.233584340807,0.566233584340807,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",550.996568283153,0.550996568283153,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",666.97344547174,0.66697344547174,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",516.258622682471,0.516258622682471,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",590.186479053955,0.590186479053955,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",705.538831465674,0.705538831465674,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",568.956560664446,0.568956560664446,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",447.561199051961,0.447561199051961,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",510.967216523568,0.510967216523568,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",510.331825197682,0.510331825197682,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",562.892120211473,0.562892120211473,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",478.248336286015,0.478248336286015,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",579.626607230239,0.579626607230239,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",737.629564743656,0.737629564743656,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",533.630010271736,0.533630010271736,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",499.636121498952,0.499636121498952,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",565.625661237391,0.565625661237391,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",468.891633028761,0.468891633028761,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",384.382171733705,0.384382171733705,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",432.31542938338,0.43231542938338,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",623.597800006792,0.623597800006792,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",482.856055340562,0.482856055340562,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",490.36091736707,0.49036091736707,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",344.313579656045,0.344313579656045,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",480.172017487348,0.480172017487348,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",528.235673736162,0.528235673736162,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",567.561718231445,0.567561718231445,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",498.346020533063,0.498346020533063,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",428.460822616216,0.428460822616216,0
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",660.189699779039,0.660189699779039,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",690.265291726064,0.690265291726064,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",438.886673655361,0.438886673655361,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",500.99987352587,0.50099987352587,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",674.227471302402,0.674227471302402,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",558.214070431859,0.558214070431859,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",516.987285231153,0.516987285231153,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",585.533180859784,0.585533180859784,0
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",463.516916653134,0.463516916653134,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",512.872484960099,0.512872484960099,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",568.340487648129,0.568340487648129,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",746.976005148099,0.746976005148099,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",525.567332011633,0.525567332011633,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",381.66674162585,0.38166674162585,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",578.247159076454,0.578247159076454,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",668.292523903801,0.668292523903801,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",506.296712958829,0.506296712958829,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",421.544263533178,0.421544263533178,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",482.268054243832,0.482268054243832,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",584.352650939763,0.584352650939763,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",349.682259059591,0.349682259059591,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",821.660897836409,0.821660897836409,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",542.255938041308,0.542255938041308,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",690.215184857152,0.690215184857152,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",432.517064256899,0.432517064256899,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",531.63750758722,0.53163750758722,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",583.604368232045,0.583604368232045,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",320.290656065481,0.320290656065481,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",360.325441099121,0.360325441099121,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",413.544067935618,0.413544067935618,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",464.897572201153,0.464897572201153,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",517.624185800742,0.517624185800742,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",466.337088229011,0.466337088229011,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",805.611003468584,0.805611003468584,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",541.667333249279,0.541667333249279,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",545.779718731865,0.545779718731865,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",391.562848351896,0.391562848351896,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",957.64581023559,0.95764581023559,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",584.350839848412,0.584350839848412,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",652.96887729528,0.65296887729528,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",400.946717985789,0.400946717985789,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",566.8653534849,0.5668653534849,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",593.038646583409,0.593038646583409,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",529.76363140715,0.52976363140715,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",409.062219751831,0.409062219751831,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",608.746546475231,0.608746546475231,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",744.299815359227,0.744299815359227,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",678.946874342728,0.678946874342728,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",649.025225186961,0.649025225186961,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",590.975813172008,0.590975813172008,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",538.259160576672,0.538259160576672,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",604.907032136907,0.604907032136907,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",559.567257756498,0.559567257756498,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",575.725817625425,0.575725817625425,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",492.40111213112,0.49240111213112,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",478.954662036813,0.478954662036813,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",586.284482053998,0.586284482053998,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",546.304633467116,0.546304633467116,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",447.631529777937,0.447631529777937,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",436.291077445276,0.436291077445276,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",644.288314927508,0.644288314927508,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",436.442605448065,0.436442605448065,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",462.253378364949,0.462253378364949,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",594.320899484046,0.594320899484046,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",468.245978848245,0.468245978848245,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",523.653309965994,0.523653309965994,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",523.623125104677,0.523623125104677,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",858.99806182988,0.85899806182988,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",946.907545883732,0.946907545883732,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",520.30520516837,0.52030520516837,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",494.909775940869,0.494909775940869,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",864.952025691309,0.864952025691309,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",532.517094441573,0.532517094441573,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",306.921177366348,0.306921177366348,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",499.65543980943,0.49965543980943,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",406.90913360686,0.40690913360686,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",472.924028628768,0.472924028628768,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",606.235467875194,0.606235467875194,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",485.582955696373,0.485582955696373,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",526.244076598232,0.526244076598232,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",391.068118477961,0.391068118477961,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",551.630148518598,0.551630148518598,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",1002.2777496215,1.0022777496215,3
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",529.00719878744,0.52900719878744,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",776.278562801963,0.776278562801963,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",617.568072144422,0.617568072144422,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",514.286947553046,0.514286947553046,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",442.915748921223,0.442915748921223,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",394.239641838794,0.394239641838794,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",760.272134633851,0.760272134633851,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",638.372383990827,0.638372383990827,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",384.894408827677,0.384894408827677,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",858.216273925791,0.858216273925791,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",778.249030538063,0.778249030538063,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",772.979055630458,0.772979055630458,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",633.579933586589,0.633579933586589,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",504.307832457926,0.504307832457926,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",386.242162878261,0.386242162878261,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",613.647360530194,0.613647360530194,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",561.039373434141,0.561039373434141,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",476.976648085838,0.476976648085838,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",506.982513004004,0.506982513004004,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",540.319881048163,0.540319881048163,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",778.395125265888,0.778395125265888,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",562.302006176651,0.562302006176651,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",454.947132724556,0.454947132724556,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",726.250475789129,0.726250475789129,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",426.253705569252,0.426253705569252,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",477.608719078489,0.477608719078489,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",484.340848659485,0.484340848659485,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",624.975738917783,0.624975738917783,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",409.843705807361,0.409843705807361,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",570.353817886826,0.570353817886826,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",482.204364187965,0.482204364187965,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",432.96017801822,0.43296017801822,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",406.991538277907,0.406991538277907,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",595.609491207142,0.595609491207142,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",469.664063624805,0.469664063624805,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1169.06661466783,1.16906661466783,3
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",534.987725325664,0.534987725325664,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",516.364269697078,0.516364269697078,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",498.982619255003,0.498982619255003,1
4,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",554.300905032505,0.554300905032505,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",393.66492208228,0.39366492208228,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",984.276403980402,0.984276403980402,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",686.912961046801,0.686912961046801,1
4,"2",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",597.556112901657,0.597556112901657,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",585.676558949672,0.585676558949672,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",602.97157883997,0.60297157883997,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",603.024704196287,0.603024704196287,1
4,"2",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",855.624601748787,0.855624601748787,1
4,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",681.556959285444,0.681556959285444,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",658.247002114877,0.658247002114877,1
4,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",490.197919116326,0.490197919116326,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",740.903112934575,0.740903112934575,1
4,"2",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",494.375202049923,0.494375202049923,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",576.900914269572,0.576900914269572,1
4,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",502.202136544838,0.502202136544838,1
4,"2",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",533.578997856239,0.533578997856239,1
4,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",490.987555083848,0.490987555083848,0
