"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
31001,"Hu_2023_psyarxiv_Exp3b",22,"Female","R","/","/","/","/","/"
31002,"Hu_2023_psyarxiv_Exp3b",22,"Female","R","/","/","/","/","/"
31003,"Hu_2023_psyarxiv_Exp3b",25,"Female","R","/","/","/","/","/"
31004,"Hu_2023_psyarxiv_Exp3b",24,"Male","R","/","/","/","/","/"
31005,"Hu_2023_psyarxiv_Exp3b",19,"Male","L","/","/","/","/","/"
31006,"Hu_2023_psyarxiv_Exp3b",19,"Male","R","/","/","/","/","/"
31007,"Hu_2023_psyarxiv_Exp3b",22,"Female","R","/","/","/","/","/"
31008,"Hu_2023_psyarxiv_Exp3b",19,"Female","R","/","/","/","/","/"
31009,"Hu_2023_psyarxiv_Exp3b",19,"Female","R","/","/","/","/","/"
31010,"Hu_2023_psyarxiv_Exp3b",NA,"Female","R","/","/","/","/","/"
31011,"Hu_2023_psyarxiv_Exp3b",20,"Male","R","/","/","/","/","/"
31012,"Hu_2023_psyarxiv_Exp3b",20,"Female","R","/","/","/","/","/"
31013,"Hu_2023_psyarxiv_Exp3b",18,"Female","R","/","/","/","/","/"
31014,"Hu_2023_psyarxiv_Exp3b",16,"Female","R","/","/","/","/","/"
31015,"Hu_2023_psyarxiv_Exp3b",19,"Female","R","/","/","/","/","/"
31016,"Hu_2023_psyarxiv_Exp3b",20,"Male","R","/","/","/","/","/"
31017,"Hu_2023_psyarxiv_Exp3b",18,"Female","L","/","/","/","/","/"
31018,"Hu_2023_psyarxiv_Exp3b",20,"Female","R","/","/","/","/","/"
31019,"Hu_2023_psyarxiv_Exp3b",21,"Female","R","/","/","/","/","/"
31020,"Hu_2023_psyarxiv_Exp3b",18,"Female","R","/","/","/","/","/"
31021,"Hu_2023_psyarxiv_Exp3b",19,"Female","R","/","/","/","/","/"
31022,"Hu_2023_psyarxiv_Exp3b",19,"Female","R","/","/","/","/","/"
31023,"Hu_2023_psyarxiv_Exp3b",19,"Male","R","/","/","/","/","/"
31024,"Hu_2023_psyarxiv_Exp3b",19,"Female","R","/","/","/","/","/"
31025,"Hu_2023_psyarxiv_Exp3b",NA,"Male","R","/","/","/","/","/"
31026,"Hu_2023_psyarxiv_Exp3b",20,"Female","R","/","/","/","/","/"
31027,"Hu_2023_psyarxiv_Exp3b",22,"Female","R","/","/","/","/","/"
31028,"Hu_2023_psyarxiv_Exp3b",23,"Male","R","/","/","/","/","/"
31029,"Hu_2023_psyarxiv_Exp3b",20,"Female","R","/","/","/","/","/"
31032,"Hu_2023_psyarxiv_Exp3b",19,"Male","R","/","/","/","/","/"
31033,"Hu_2023_psyarxiv_Exp3b",21,"Female","R","/","/","/","/","/"
31034,"Hu_2023_psyarxiv_Exp3b",21,"Female","R","/","/","/","/","/"
31035,"Hu_2023_psyarxiv_Exp3b",22,"Female","R","/","/","/","/","/"
31036,"Hu_2023_psyarxiv_Exp3b",20,"Female","R","/","/","/","/","/"
31037,"Hu_2023_psyarxiv_Exp3b",18,"Female","R","/","/","/","/","/"
31038,"Hu_2023_psyarxiv_Exp3b",NA,"Female","R","/","/","/","/","/"
31039,"Hu_2023_psyarxiv_Exp3b",19,"Male","R","/","/","/","/","/"
31040,"Hu_2023_psyarxiv_Exp3b",20,"Female","R","/","/","/","/","/"
31041,"Hu_2023_psyarxiv_Exp3b",20,"Male","R","/","/","/","/","/"
31042,"Hu_2023_psyarxiv_Exp3b",20,"Female","R","/","/","/","/","/"
31043,"Hu_2023_psyarxiv_Exp3b",22,"Female","R","/","/","/","/","/"
31044,"Hu_2023_psyarxiv_Exp3b",NA,"Female","R","/","/","/","/","/"
31045,"Hu_2023_psyarxiv_Exp3b",19,"Male","R","/","/","/","/","/"
31046,"Hu_2023_psyarxiv_Exp3b",20,"Female","R","/","/","/","/","/"
31047,"Hu_2023_psyarxiv_Exp3b",21,"Female","R","/","/","/","/","/"
31048,"Hu_2023_psyarxiv_Exp3b",19,"Female","R","/","/","/","/","/"
31049,"Hu_2023_psyarxiv_Exp3b",22,"Female","R","/","/","/","/","/"
31050,"Hu_2023_psyarxiv_Exp3b",20,"Male","R","/","/","/","/","/"
31051,"Hu_2023_psyarxiv_Exp3b",19,"Male","R","/","/","/","/","/"
31052,"Hu_2023_psyarxiv_Exp3b",22,"Female","R","/","/","/","/","/"
31055,"Hu_2023_psyarxiv_Exp3b",19,"Male","R","/","/","/","/","/"
31056,"Hu_2023_psyarxiv_Exp3b",20,"Male","R","/","/","/","/","/"
31057,"Hu_2023_psyarxiv_Exp3b",23,"Female","R","/","/","/","/","/"
31058,"Hu_2023_psyarxiv_Exp3b",22,"Female","R","/","/","/","/","/"
31059,"Hu_2023_psyarxiv_Exp3b",21,"Female","R","/","/","/","/","/"
31060,"Hu_2023_psyarxiv_Exp3b",20,"Female","R","/","/","/","/","/"
31061,"Hu_2023_psyarxiv_Exp3b",24,"Female","R","/","/","/","/","/"
31062,"Hu_2023_psyarxiv_Exp3b",23,"Female","R","/","/","/","/","/"
31063,"Hu_2023_psyarxiv_Exp3b",22,"Female","R","/","/","/","/","/"
31064,"Hu_2023_psyarxiv_Exp3b",23,"Female","R","/","/","/","/","/"
31065,"Hu_2023_psyarxiv_Exp3b",21,"Female","R","/","/","/","/","/"
