"Subject","Block","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"93","2","22","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","737","0.737","1"
"93","2","23","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","914","0.914","1"
"93","2","24","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","624","0.624","1"
"93","2","25","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","621","0.621","1"
"93","2","26","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","550","0.55","1"
"93","2","27","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","390","0.39","1"
"93","2","28","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","426","0.426","1"
"93","2","29","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","457","0.457","1"
"93","2","30","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","542","0.542","1"
"93","2","31","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","30","733","0.733","0"
"93","2","32","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","426","0.426","1"
"93","2","33","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","446","0.446","1"
"93","2","34","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","497","0.497","1"
"93","2","35","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","653","0.653","1"
"93","2","36","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","434","0.434","1"
"93","2","37","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","579","0.579","1"
"93","2","38","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","628","0.628","1"
"93","2","39","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","542","0.542","1"
"93","2","40","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","422","0.422","1"
"93","2","41","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","541","0.541","1"
"93","2","42","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","523","0.523","1"
"93","2","43","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","477","0.477","1"
"93","2","44","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","428","0.428","1"
"93","2","45","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","362","0.362","1"
"93","2","46","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","412","0.412","1"
"93","2","47","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","423","0.423","1"
"93","2","48","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","592","0.592","1"
"93","2","49","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","370","0.37","1"
"93","2","50","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","519","0.519","1"
"93","2","51","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","521","0.521","1"
"93","2","52","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","349","0.349","1"
"93","2","53","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","454","0.454","1"
"93","2","54","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","385","0.385","1"
"93","2","55","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","691","0.691","1"
"93","2","56","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","681","0.681","1"
"93","2","57","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","655","0.655","1"
"93","2","58","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","405","0.405","1"
"93","2","59","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","546","0.546","1"
"93","2","60","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","543","0.543","1"
"93","2","61","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","474","0.474","1"
"93","2","62","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","0","800","0.8","0"
"93","2","63","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","636","0.636","1"
"93","2","64","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","637","0.637","1"
"93","2","65","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","408","0.408","1"
"93","2","66","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","434","0.434","1"
"93","2","67","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","513","0.513","1"
"93","2","68","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","400","0.4","1"
"93","2","69","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","350","0.35","1"
"93","2","70","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","490","0.49","1"
"93","2","71","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","395","0.395","1"
"93","2","72","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","421","0.421","1"
"93","2","73","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","328","0.328","1"
"93","2","74","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","596","0.596","1"
"93","2","75","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","489","0.489","1"
"93","2","76","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","369","0.369","1"
"93","2","77","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","363","0.363","1"
"93","2","78","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","487","0.487","1"
"93","2","79","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","394","0.394","1"
"93","2","80","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","429","0.429","1"
"93","2","81","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","411","0.411","1"
"93","2","82","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","330","0.33","1"
"93","2","83","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","327","0.327","1"
"93","2","84","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","398","0.398","1"
"93","2","85","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","543","0.543","1"
"93","2","86","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","0","800","0.8","0"
"93","2","87","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","452","0.452","1"
"93","2","88","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","452","0.452","1"
"93","2","89","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","359","0.359","1"
"93","2","90","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","246","0.246","1"
"93","2","91","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","362","0.362","1"
"93","2","92","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","395","0.395","1"
"93","2","93","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","30","418","0.418","0"
"93","2","94","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","449","0.449","1"
"93","2","95","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","388","0.388","1"
"93","2","96","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","442","0.442","1"
"93","2","97","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","249","0.249","1"
"93","2","98","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","356","0.356","1"
"93","2","99","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","460","0.46","1"
"93","2","100","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","587","0.587","1"
"93","2","101","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","258","0.258","1"
"93","2","102","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","417","0.417","1"
"93","2","103","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","395","0.395","1"
"93","2","104","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","464","0.464","1"
"93","2","105","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","486","0.486","1"
"93","2","106","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","389","0.389","1"
"93","2","107","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","453","0.453","1"
"93","2","108","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","340","0.34","1"
"93","2","109","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","419","0.419","1"
"93","2","110","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","553","0.553","1"
"93","2","111","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","598","0.598","1"
"93","2","112","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","460","0.46","1"
"93","2","113","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","463","0.463","1"
"93","2","114","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","417","0.417","1"
"93","2","115","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","526","0.526","1"
"93","2","116","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","594","0.594","1"
"93","2","117","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","416","0.416","1"
"93","2","118","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","460","0.46","1"
"93","2","119","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","450","0.45","1"
"93","2","120","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","328","0.328","1"
"93","3","1","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","428","0.428","1"
"93","3","2","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","430","0.43","1"
"93","3","3","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","412","0.412","1"
"93","3","4","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","578","0.578","1"
"93","3","5","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","771","0.771","1"
"93","3","6","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","454","0.454","1"
"93","3","7","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","499","0.499","1"
"93","3","8","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","383","0.383","1"
"93","3","9","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","410","0.41","1"
"93","3","10","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","421","0.421","1"
"93","3","11","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","30","464","0.464","0"
"93","3","12","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","452","0.452","1"
"93","3","13","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","338","0.338","1"
"93","3","14","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","515","0.515","1"
"93","3","15","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","606","0.606","1"
"93","3","16","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","0","1000","1","0"
"93","3","17","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","603","0.603","1"
"93","3","18","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","481","0.481","1"
"93","3","19","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","424","0.424","1"
"93","3","20","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","30","327","0.327","0"
"93","3","21","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","385","0.385","1"
"93","3","22","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","397","0.397","1"
"93","3","23","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","367","0.367","1"
"93","3","24","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","505","0.505","1"
"93","3","25","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","491","0.491","1"
"93","3","26","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","38","344","0.344","0"
"93","3","27","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","366","0.366","1"
"93","3","28","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","304","0.304","1"
"93","3","29","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","469","0.469","1"
"93","3","30","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","453","0.453","1"
"93","3","31","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","402","0.402","1"
"93","3","32","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","432","0.432","1"
"93","3","33","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","376","0.376","1"
"93","3","34","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","673","0.673","1"
"93","3","35","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","574","0.574","1"
"93","3","36","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","441","0.441","1"
"93","3","37","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","441","0.441","1"
"93","3","38","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","521","0.521","1"
"93","3","39","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","667","0.667","1"
"93","3","40","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","626","0.626","1"
"93","3","41","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","493","0.493","1"
"93","3","42","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","552","0.552","1"
"93","3","43","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","570","0.57","1"
"93","3","44","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","701","0.701","1"
"93","3","45","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","510","0.51","1"
"93","3","46","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","30","328","0.328","0"
"93","3","47","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","421","0.421","1"
"93","3","48","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","721","0.721","1"
"93","3","49","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","445","0.445","1"
"93","3","50","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","413","0.413","1"
"93","3","51","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","549","0.549","1"
"93","3","52","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","515","0.515","1"
"93","3","53","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","622","0.622","1"
"93","3","54","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","485","0.485","1"
"93","3","55","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","416","0.416","1"
"93","3","56","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","454","0.454","1"
"93","3","57","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","572","0.572","1"
"93","3","58","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","504","0.504","1"
"93","3","59","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","330","0.33","1"
"93","3","60","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","310","0.31","1"
"93","3","61","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","394","0.394","1"
"93","3","62","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","465","0.465","1"
"93","3","63","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","402","0.402","1"
"93","3","64","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","422","0.422","1"
"93","3","65","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","459","0.459","1"
"93","3","66","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","578","0.578","1"
"93","3","67","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","447","0.447","1"
"93","3","68","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","424","0.424","1"
"93","3","69","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","454","0.454","1"
"93","3","70","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","421","0.421","1"
"93","3","71","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","441","0.441","1"
"93","3","72","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","476","0.476","1"
"93","3","73","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","687","0.687","1"
"93","3","74","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","404","0.404","1"
"93","3","75","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","344","0.344","1"
"93","3","76","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","436","0.436","1"
"93","3","77","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","513","0.513","1"
"93","3","78","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","461","0.461","1"
"93","3","79","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","390","0.39","1"
"93","3","80","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","456","0.456","1"
"93","3","81","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","518","0.518","1"
"93","3","82","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","554","0.554","1"
"93","3","83","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","377","0.377","1"
"93","3","84","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","395","0.395","1"
"93","3","85","circle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","self","Self","Self","38","422","0.422","1"
"93","3","86","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","405","0.405","1"
"93","3","87","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","408","0.408","1"
"93","3","88","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","30","376","0.376","0"
"93","3","89","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","488","0.488","1"
"93","3","90","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","444","0.444","1"
"93","3","91","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","503","0.503","1"
"93","3","92","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","38","422","0.422","0"
"93","3","93","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","552","0.552","1"
"93","3","94","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","501","0.501","1"
"93","3","95","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","297","0.297","1"
"93","3","96","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","465","0.465","1"
"93","3","97","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","660","0.66","1"
"93","3","98","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","395","0.395","1"
"93","3","99","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","269","0.269","1"
"93","3","100","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","616","0.616","1"
"93","3","101","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","374","0.374","1"
"93","3","102","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","446","0.446","1"
"93","3","103","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","386","0.386","1"
"93","3","104","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","466","0.466","1"
"93","3","105","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","676","0.676","1"
"93","3","106","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","386","0.386","1"
"93","3","107","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","599","0.599","1"
"93","3","108","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","457","0.457","1"
"93","3","109","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","350","0.35","1"
"93","3","110","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","415","0.415","1"
"93","3","111","circle.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","self","Self","Self","38","533","0.533","1"
"93","3","112","square.jpg","FRIEND","self-matching","Matching","Friend","Friend","Close","friend","Friend","Close","30","416","0.416","1"
"93","3","113","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","469","0.469","1"
"93","3","114","square.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","friend","Friend","Close","38","522","0.522","1"
"93","3","115","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","424","0.424","1"
"93","3","116","triangle.jpg","STRANGER","self-matching","Matching","Stranger","Stranger","Stranger","stranger","Stranger","Stranger","30","387","0.387","1"
"93","3","117","circle.jpg","YOU","self-matching","Matching","Self","Self","Self","self","Self","Self","30","363","0.363","1"
"93","3","118","triangle.jpg","YOU","self-matching","Nonmatching","Self","Self","Self","stranger","Stranger","Stranger","38","426","0.426","1"
"93","3","119","triangle.jpg","FRIEND","self-matching","Nonmatching","Friend","Friend","Close","stranger","Stranger","Stranger","38","515","0.515","1"
"93","3","120","square.jpg","STRANGER","self-matching","Nonmatching","Stranger","Stranger","Stranger","friend","Friend","Close","38","781","0.781","1"
