"Subject","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
39,"pentagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",562,0.562,1
39,"pentagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",642,0.642,1
39,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1054,1.054,1
39,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",809,0.809,1
39,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",755,0.755,1
39,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",639,0.639,1
39,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",637,0.637,1
39,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",583,0.583,1
40,"diamond","label_you","Matching","label_you","Self","Self","self","Self","Self",79,0.079,1
40,"diamond","label_you","Matching","label_you","Self","Self","self","Self","Self",1004,1.004,1
40,"diamond","label_you","Matching","label_you","Self","Self","self","Self","Self",1104,1.104,1
40,"diamond","label_you","Matching","label_you","Self","Self","self","Self","Self",1521,1.521,1
40,"diamond","label_you","Matching","label_you","Self","Self","self","Self","Self",1203,1.203,0
40,"diamond","label_you","Matching","label_you","Self","Self","self","Self","Self",637,0.637,1
40,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",566,0.566,1
40,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",349,0.349,1
40,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1467,1.467,0
40,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",943,0.943,1
40,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",704,0.704,1
40,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",732,0.732,1
40,"triangle","label_9","Matching","label_9","£9","£9","9","£9","£9",216,0.216,0
40,"triangle","label_9","Matching","label_9","£9","£9","9","£9","£9",1060,1.06,0
40,"triangle","label_9","Matching","label_9","£9","£9","9","£9","£9",770,0.77,1
40,"triangle","label_9","Matching","label_9","£9","£9","9","£9","£9",1049,1.049,0
40,"triangle","label_9","Matching","label_9","£9","£9","9","£9","£9",1090,1.09,0
40,"triangle","label_9","Matching","label_9","£9","£9","9","£9","£9",1338,1.338,1
40,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",228,0.228,0
40,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",860,0.86,1
40,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1066,1.066,1
40,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1153,1.153,1
40,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1534,1.534,0
40,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",769,0.769,1
40,"diamond","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",138,0.138,0
40,"diamond","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",797,0.797,1
40,"diamond","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",732,0.732,1
40,"diamond","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1663,1.663,0
40,"diamond","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",974,0.974,1
40,"diamond","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",919,0.919,1
40,"rhomboid","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",807,0.807,0
40,"rhomboid","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",853,0.853,1
40,"rhomboid","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1648,1.648,0
40,"rhomboid","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1150,1.15,1
40,"rhomboid","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1042,1.042,1
40,"rhomboid","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",884,0.884,1
40,"triangle","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",532,0.532,1
40,"triangle","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",303,0.303,1
40,"triangle","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1450,1.45,1
40,"triangle","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1039,1.039,1
40,"triangle","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1112,1.112,1
40,"triangle","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1240,1.24,0
40,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",883,0.883,0
40,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1221,1.221,1
40,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1334,1.334,1
40,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1148,1.148,1
40,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1025,1.025,1
40,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1159,1.159,1
40,"kite","label_you","Matching","label_you","Self","Self","self","Self","Self",1222,1.222,1
40,"kite","label_you","Matching","label_you","Self","Self","self","Self","Self",1154,1.154,1
40,"kite","label_you","Matching","label_you","Self","Self","self","Self","Self",912,0.912,1
40,"kite","label_you","Matching","label_you","Self","Self","self","Self","Self",1163,1.163,1
40,"kite","label_you","Matching","label_you","Self","Self","self","Self","Self",433,0.433,1
40,"kite","label_you","Matching","label_you","Self","Self","self","Self","Self",806,0.806,1
40,"square","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",681,0.681,1
40,"square","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",590,0.59,1
40,"square","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",840,0.84,1
40,"square","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",883,0.883,1
40,"square","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1076,1.076,1
40,"square","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",569,0.569,1
40,"trapeze","label_9","Matching","label_9","£9","£9","9","£9","£9",947,0.947,0
40,"trapeze","label_9","Matching","label_9","£9","£9","9","£9","£9",1006,1.006,1
40,"trapeze","label_9","Matching","label_9","£9","£9","9","£9","£9",1278,1.278,1
40,"trapeze","label_9","Matching","label_9","£9","£9","9","£9","£9",976,0.976,1
40,"trapeze","label_9","Matching","label_9","£9","£9","9","£9","£9",903,0.903,1
40,"trapeze","label_9","Matching","label_9","£9","£9","9","£9","£9",770,0.77,1
40,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",835,0.835,1
40,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1311,1.311,1
40,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",743,0.743,1
40,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1285,1.285,1
40,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",474,0.474,1
40,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1141,1.141,1
40,"kite","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",752,0.752,1
40,"kite","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1593,1.593,1
40,"kite","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1299,1.299,1
40,"kite","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",955,0.955,1
40,"kite","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",886,0.886,1
40,"kite","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",881,0.881,0
40,"square","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1099,1.099,0
40,"square","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",738,0.738,0
40,"square","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1354,1.354,1
40,"square","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",766,0.766,1
40,"square","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",880,0.88,1
40,"square","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",842,0.842,1
40,"trapeze","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",881,0.881,1
40,"trapeze","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",983,0.983,1
40,"trapeze","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1473,1.473,1
40,"trapeze","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",790,0.79,1
40,"trapeze","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",749,0.749,1
40,"trapeze","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1209,1.209,1
40,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1348,1.348,1
40,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",769,0.769,1
40,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",981,0.981,0
40,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1647,1.647,0
40,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",928,0.928,1
40,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1247,1.247,1
42,"pentagon","label_you","Matching","label_you","Self","Self","self","Self","Self",245,0.245,0
42,"pentagon","label_you","Matching","label_you","Self","Self","self","Self","Self",921,0.921,1
42,"pentagon","label_you","Matching","label_you","Self","Self","self","Self","Self",1019,1.019,0
42,"pentagon","label_you","Matching","label_you","Self","Self","self","Self","Self",713,0.713,0
42,"pentagon","label_you","Matching","label_you","Self","Self","self","Self","Self",835,0.835,0
42,"pentagon","label_you","Matching","label_you","Self","Self","self","Self","Self",892,0.892,1
42,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",646,0.646,0
42,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",854,0.854,1
42,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",957,0.957,0
42,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",889,0.889,0
42,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1305,1.305,1
42,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",922,0.922,1
42,"square","label_9","Matching","label_9","£9","£9","9","£9","£9",799,0.799,0
42,"square","label_9","Matching","label_9","£9","£9","9","£9","£9",764,0.764,1
42,"square","label_9","Matching","label_9","£9","£9","9","£9","£9",495,0.495,0
42,"square","label_9","Matching","label_9","£9","£9","9","£9","£9",1648,1.648,0
42,"square","label_9","Matching","label_9","£9","£9","9","£9","£9",957,0.957,1
42,"square","label_9","Matching","label_9","£9","£9","9","£9","£9",719,0.719,1
42,"kite","label_1","Matching","label_1","£1","£1","1","£1","£1",1168,1.168,1
42,"kite","label_1","Matching","label_1","£1","£1","1","£1","£1",485,0.485,1
42,"kite","label_1","Matching","label_1","£1","£1","1","£1","£1",288,0.288,1
42,"kite","label_1","Matching","label_1","£1","£1","1","£1","£1",934,0.934,1
42,"kite","label_1","Matching","label_1","£1","£1","1","£1","£1",1027,1.027,0
42,"kite","label_1","Matching","label_1","£1","£1","1","£1","£1",670,0.67,1
42,"pentagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",711,0.711,0
42,"pentagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",345,0.345,1
42,"pentagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",709,0.709,0
42,"pentagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",663,0.663,1
42,"pentagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",731,0.731,1
42,"pentagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",815,0.815,0
42,"trapeze","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",326,0.326,1
42,"trapeze","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",869,0.869,1
42,"trapeze","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1404,1.404,1
42,"trapeze","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1396,1.396,1
42,"trapeze","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1267,1.267,1
42,"trapeze","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",973,0.973,1
42,"square","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1222,1.222,1
42,"square","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",751,0.751,1
42,"square","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",707,0.707,0
42,"square","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1090,1.09,0
42,"square","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1184,1.184,1
42,"square","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",915,0.915,1
42,"kite","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",643,0.643,0
42,"kite","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",841,0.841,1
42,"kite","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",802,0.802,1
42,"kite","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",532,0.532,0
42,"kite","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",580,0.58,0
42,"kite","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",728,0.728,1
42,"octagon","label_you","Matching","label_you","Self","Self","self","Self","Self",628,0.628,1
42,"octagon","label_you","Matching","label_you","Self","Self","self","Self","Self",575,0.575,1
42,"octagon","label_you","Matching","label_you","Self","Self","self","Self","Self",1649,1.649,0
42,"octagon","label_you","Matching","label_you","Self","Self","self","Self","Self",525,0.525,1
42,"octagon","label_you","Matching","label_you","Self","Self","self","Self","Self",442,0.442,1
42,"octagon","label_you","Matching","label_you","Self","Self","self","Self","Self",523,0.523,1
42,"triangle","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",565,0.565,1
42,"triangle","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",896,0.896,1
42,"triangle","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1647,1.647,0
42,"triangle","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",557,0.557,1
42,"triangle","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1380,1.38,1
42,"triangle","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",887,0.887,1
42,"rhomboid","label_9","Matching","label_9","£9","£9","9","£9","£9",423,0.423,1
42,"rhomboid","label_9","Matching","label_9","£9","£9","9","£9","£9",919,0.919,1
42,"rhomboid","label_9","Matching","label_9","£9","£9","9","£9","£9",604,0.604,1
42,"rhomboid","label_9","Matching","label_9","£9","£9","9","£9","£9",709,0.709,1
42,"rhomboid","label_9","Matching","label_9","£9","£9","9","£9","£9",965,0.965,0
42,"rhomboid","label_9","Matching","label_9","£9","£9","9","£9","£9",506,0.506,1
42,"diamond","label_1","Matching","label_1","£1","£1","1","£1","£1",831,0.831,0
42,"diamond","label_1","Matching","label_1","£1","£1","1","£1","£1",505,0.505,1
42,"diamond","label_1","Matching","label_1","£1","£1","1","£1","£1",759,0.759,1
42,"diamond","label_1","Matching","label_1","£1","£1","1","£1","£1",552,0.552,0
42,"diamond","label_1","Matching","label_1","£1","£1","1","£1","£1",475,0.475,0
42,"diamond","label_1","Matching","label_1","£1","£1","1","£1","£1",810,0.81,0
42,"octagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",693,0.693,1
42,"octagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",723,0.723,1
42,"octagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",620,0.62,1
42,"octagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",670,0.67,0
42,"octagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",640,0.64,0
42,"octagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",526,0.526,0
42,"triangle","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1056,1.056,1
42,"triangle","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1082,1.082,1
42,"triangle","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",787,0.787,1
42,"triangle","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",784,0.784,1
42,"triangle","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",718,0.718,1
42,"triangle","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",938,0.938,1
42,"rhomboid","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",642,0.642,1
42,"rhomboid","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",731,0.731,1
42,"rhomboid","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",607,0.607,1
42,"rhomboid","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",807,0.807,0
42,"rhomboid","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",840,0.84,1
42,"rhomboid","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",650,0.65,1
42,"diamond","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1441,1.441,1
42,"diamond","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",743,0.743,1
42,"diamond","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",691,0.691,1
42,"diamond","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",560,0.56,1
42,"diamond","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",681,0.681,1
42,"diamond","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",678,0.678,1
43,"square","label_you","Matching","label_you","Self","Self","self","Self","Self",168,0.168,1
43,"square","label_you","Matching","label_you","Self","Self","self","Self","Self",77,0.077,0
43,"square","label_you","Matching","label_you","Self","Self","self","Self","Self",40,0.04,1
43,"square","label_you","Matching","label_you","Self","Self","self","Self","Self",117,0.117,1
43,"square","label_you","Matching","label_you","Self","Self","self","Self","Self",183,0.183,1
43,"square","label_you","Matching","label_you","Self","Self","self","Self","Self",608,0.608,1
43,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",176,0.176,1
43,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",181,0.181,1
43,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",130,0.13,1
43,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",169,0.169,1
43,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",199,0.199,1
43,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",911,0.911,0
43,"kite","label_9","Matching","label_9","£9","£9","9","£9","£9",236,0.236,0
43,"kite","label_9","Matching","label_9","£9","£9","9","£9","£9",172,0.172,1
43,"kite","label_9","Matching","label_9","£9","£9","9","£9","£9",346,0.346,1
43,"kite","label_9","Matching","label_9","£9","£9","9","£9","£9",278,0.278,0
43,"kite","label_9","Matching","label_9","£9","£9","9","£9","£9",832,0.832,1
43,"kite","label_9","Matching","label_9","£9","£9","9","£9","£9",808,0.808,1
43,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",43,0.043,1
43,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",214,0.214,1
43,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",220,0.22,0
43,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",194,0.194,1
43,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",462,0.462,0
43,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",806,0.806,1
43,"square","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",182,0.182,0
43,"square","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",100,0.1,0
43,"square","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",226,0.226,1
43,"square","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",261,0.261,1
43,"square","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",31,0.031,0
43,"square","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1056,1.056,1
43,"trapeze","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",367,0.367,0
43,"trapeze","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",121,0.121,0
43,"trapeze","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",256,0.256,1
43,"trapeze","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",273,0.273,0
43,"trapeze","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",779,0.779,1
43,"trapeze","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",716,0.716,0
43,"kite","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",142,0.142,0
43,"kite","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",174,0.174,1
43,"kite","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",239,0.239,0
43,"kite","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",976,0.976,0
43,"kite","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",968,0.968,0
43,"kite","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",948,0.948,1
43,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",110,0.11,1
43,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",112,0.112,0
43,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",89,0.089,0
43,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",215,0.215,1
43,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",298,0.298,1
43,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1178,1.178,1
43,"rhomboid","label_you","Matching","label_you","Self","Self","self","Self","Self",607,0.607,1
43,"rhomboid","label_you","Matching","label_you","Self","Self","self","Self","Self",1453,1.453,1
43,"rhomboid","label_you","Matching","label_you","Self","Self","self","Self","Self",1102,1.102,1
43,"rhomboid","label_you","Matching","label_you","Self","Self","self","Self","Self",995,0.995,0
43,"rhomboid","label_you","Matching","label_you","Self","Self","self","Self","Self",858,0.858,1
43,"rhomboid","label_you","Matching","label_you","Self","Self","self","Self","Self",1115,1.115,1
43,"triangle","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1086,1.086,1
43,"triangle","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",801,0.801,1
43,"triangle","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",556,0.556,0
43,"triangle","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",934,0.934,1
43,"triangle","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",825,0.825,1
43,"triangle","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",872,0.872,1
43,"diamond","label_9","Matching","label_9","£9","£9","9","£9","£9",1224,1.224,1
43,"diamond","label_9","Matching","label_9","£9","£9","9","£9","£9",1273,1.273,1
43,"diamond","label_9","Matching","label_9","£9","£9","9","£9","£9",1013,1.013,1
43,"diamond","label_9","Matching","label_9","£9","£9","9","£9","£9",1134,1.134,1
43,"diamond","label_9","Matching","label_9","£9","£9","9","£9","£9",651,0.651,1
43,"diamond","label_9","Matching","label_9","£9","£9","9","£9","£9",1032,1.032,1
43,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1140,1.14,1
43,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1137,1.137,1
43,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1153,1.153,1
43,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",928,0.928,1
43,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1259,1.259,1
43,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",966,0.966,1
43,"rhomboid","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",954,0.954,1
43,"rhomboid","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1278,1.278,1
43,"rhomboid","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",978,0.978,1
43,"rhomboid","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1172,1.172,1
43,"rhomboid","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",994,0.994,1
43,"rhomboid","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",800,0.8,0
43,"triangle","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",856,0.856,1
43,"triangle","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",935,0.935,1
43,"triangle","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",971,0.971,1
43,"triangle","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1008,1.008,1
43,"triangle","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",899,0.899,1
43,"triangle","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1227,1.227,0
43,"diamond","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1446,1.446,1
43,"diamond","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1354,1.354,1
43,"diamond","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",910,0.91,0
43,"diamond","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1101,1.101,1
43,"diamond","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1229,1.229,1
43,"diamond","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",859,0.859,1
43,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",834,0.834,1
43,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1011,1.011,1
43,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1211,1.211,1
43,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",757,0.757,1
43,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1060,1.06,1
43,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1126,1.126,1
44,"diamond","label_you","Matching","label_you","Self","Self","self","Self","Self",600,0.6,1
44,"diamond","label_you","Matching","label_you","Self","Self","self","Self","Self",1320,1.32,1
44,"diamond","label_you","Matching","label_you","Self","Self","self","Self","Self",614,0.614,1
44,"diamond","label_you","Matching","label_you","Self","Self","self","Self","Self",595,0.595,1
44,"diamond","label_you","Matching","label_you","Self","Self","self","Self","Self",921,0.921,1
44,"diamond","label_you","Matching","label_you","Self","Self","self","Self","Self",946,0.946,1
44,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",983,0.983,1
44,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",653,0.653,1
44,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",524,0.524,1
44,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",926,0.926,1
44,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",872,0.872,1
44,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",870,0.87,1
44,"triangle","label_9","Matching","label_9","£9","£9","9","£9","£9",1083,1.083,1
44,"triangle","label_9","Matching","label_9","£9","£9","9","£9","£9",550,0.55,1
44,"triangle","label_9","Matching","label_9","£9","£9","9","£9","£9",708,0.708,1
44,"triangle","label_9","Matching","label_9","£9","£9","9","£9","£9",1005,1.005,1
44,"triangle","label_9","Matching","label_9","£9","£9","9","£9","£9",726,0.726,1
44,"triangle","label_9","Matching","label_9","£9","£9","9","£9","£9",411,0.411,1
