"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
"23061227","Martinez-Perez_2024_ConsciousCog_Exp2","20","Female","R","/","/","/","/","/"
"23334772","Martinez-Perez_2024_ConsciousCog_Exp2","21","Male","R","/","/","/","/","/"
"23835869","Martinez-Perez_2024_ConsciousCog_Exp2","20","Female","R","/","/","/","/","/"
"24408280","Martinez-Perez_2024_ConsciousCog_Exp2","21","Female","R","/","/","/","/","/"
"24418398","Martinez-Perez_2024_ConsciousCog_Exp2","21","Male","L","/","/","/","/","/"
"24418581","Martinez-Perez_2024_ConsciousCog_Exp2","20","Female","R","/","/","/","/","/"
"26619665","Martinez-Perez_2024_ConsciousCog_Exp2","18","Female","R","/","/","/","/","/"
"2832782","Martinez-Perez_2024_ConsciousCog_Exp2","22","Female","R","/","/","/","/","/"
"48129636","Martinez-Perez_2024_ConsciousCog_Exp2","20","Female","R","/","/","/","/","/"
"48156899","Martinez-Perez_2024_ConsciousCog_Exp2","20","Female","R","/","/","/","/","/"
"48261328","Martinez-Perez_2024_ConsciousCog_Exp2","21","Female","R","/","/","/","/","/"
"48699889","Martinez-Perez_2024_ConsciousCog_Exp2","28","Female","R","/","/","/","/","/"
"48702114","Martinez-Perez_2024_ConsciousCog_Exp2","21","Male","R","/","/","/","/","/"
"48742438","Martinez-Perez_2024_ConsciousCog_Exp2","21","Female","R","/","/","/","/","/"
"48743215","Martinez-Perez_2024_ConsciousCog_Exp2","23","Male","R","/","/","/","/","/"
"48744831","Martinez-Perez_2024_ConsciousCog_Exp2","18","Female","R","/","/","/","/","/"
"48755705","Martinez-Perez_2024_ConsciousCog_Exp2","20","Male","R","/","/","/","/","/"
"48791497","Martinez-Perez_2024_ConsciousCog_Exp2","19","Female","R","/","/","/","/","/"
"48840021","Martinez-Perez_2024_ConsciousCog_Exp2","19","Female","R","/","/","/","/","/"
"48845508","Martinez-Perez_2024_ConsciousCog_Exp2","23","Female","R","/","/","/","/","/"
"48848108","Martinez-Perez_2024_ConsciousCog_Exp2","19","Female","R","/","/","/","/","/"
"49183336","Martinez-Perez_2024_ConsciousCog_Exp2","21","Female","R","/","/","/","/","/"
"49196800","Martinez-Perez_2024_ConsciousCog_Exp2","19","Female","R","/","/","/","/","/"
"49198247","Martinez-Perez_2024_ConsciousCog_Exp2","19","Female","R","/","/","/","/","/"
"49273693","Martinez-Perez_2024_ConsciousCog_Exp2","19","Female","R","/","/","/","/","/"
"49276164","Martinez-Perez_2024_ConsciousCog_Exp2","20","Female","R","/","/","/","/","/"
"49338547","Martinez-Perez_2024_ConsciousCog_Exp2","19","Female","R","/","/","/","/","/"
"5390520","Martinez-Perez_2024_ConsciousCog_Exp2","18","Female","R","/","/","/","/","/"
"54809786","Martinez-Perez_2024_ConsciousCog_Exp2","21","Female","R","/","/","/","/","/"
"55140937","Martinez-Perez_2024_ConsciousCog_Exp2","19","Female","R","/","/","/","/","/"
"6121887","Martinez-Perez_2024_ConsciousCog_Exp2","17","Female","R","/","/","/","/","/"
"9341983","Martinez-Perez_2024_ConsciousCog_Exp2","21","Female","R","/","/","/","/","/"
