"subj_idx","year","education","dist","trial_type","image","word","target","valence","matchness","exp_condition","response","key_press","correct_response","correct","rt","ACC","target_identity","test_identity"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","朋友","Mismatch","Formal","j","j","j",TRUE,0.67,1,"朋友","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","自我","Mismatch","Formal","j","j","j",TRUE,0.596,1,"他人","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","f",TRUE,0.607,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","Formal","f","f","f",TRUE,0.627,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","f",TRUE,0.603,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Word","自我","Mismatch","Formal","j","j","j",TRUE,0.569,1,"朋友","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","朋友","Mismatch","Formal","j","j","j",TRUE,0.604,1,"自我","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","Formal","f","f","f",TRUE,0.542,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Image","自我","Mismatch","Formal","j","j","j",TRUE,0.76,1,"自我","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","Formal","j","j","j",TRUE,0.608,1,"朋友","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","Formal","f","f","f",TRUE,0.615,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Image","他人","Mismatch","Formal","j","j","j",TRUE,1.189,1,"他人","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Word","朋友","Mismatch","Formal","j","j","j",TRUE,0.666,1,"他人","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","自我","Mismatch","Formal","j","j","j",TRUE,0.673,1,"自我","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","Formal","f","f","f",TRUE,0.599,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","Formal","f","f","f",TRUE,0.604,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","Formal","j","j","j",TRUE,0.607,1,"他人","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","Formal","f","f","f",TRUE,0.604,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","Formal","f","f","f",TRUE,0.575,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Image","朋友","Mismatch","Formal","j","j","j",TRUE,0.666,1,"朋友","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","Formal","f","f","f",TRUE,0.72,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","Formal","j","j","j",TRUE,0.556,1,"自我","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","f",TRUE,0.738,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","f",TRUE,0.593,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","f",TRUE,0.58,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","f",TRUE,0.557,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","Formal","f","f","f",TRUE,0.7,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","Formal","f","f","f",TRUE,0.583,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","Formal","f","f","f",TRUE,0.513,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","Formal","j","j","j",TRUE,0.772,1,"自我","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","Formal","f","f","f",TRUE,0.653,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","f",TRUE,0.56,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Image","朋友","Mismatch","Formal","j","j","j",TRUE,0.572,1,"朋友","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Word","自我","Mismatch","Formal","j","j","j",TRUE,0.918,1,"朋友","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","自我","Mismatch","Formal","j","j","j",TRUE,0.616,1,"他人","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","Formal","f","f","f",TRUE,0.578,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Image","自我","Mismatch","Formal","j","j","j",TRUE,0.774,1,"自我","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","Formal","f","f","f",TRUE,0.622,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","Formal","j","j","j",TRUE,0.552,1,"朋友","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","Formal","f","f","f",TRUE,0.669,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","自我","Mismatch","Formal","j","j","j",TRUE,0.743,1,"自我","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","Formal","f","f","f",TRUE,0.629,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Image","他人","Mismatch","Formal","j","j","j",TRUE,0.699,1,"他人","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Word","朋友","Mismatch","Formal","j","j","j",TRUE,0.71,1,"他人","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","朋友","Mismatch","Formal","j","j","j",TRUE,0.698,1,"朋友","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","Formal","j","j","j",TRUE,0.666,1,"他人","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","朋友","Mismatch","Formal","j","j","j",TRUE,0.668,1,"自我","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","f",TRUE,0.599,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","Formal","f","f","f",TRUE,0.744,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","f",TRUE,0.517,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","Formal","j","j","j",TRUE,0.531,1,"朋友","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","f",TRUE,0.606,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","Formal","f","f","f",TRUE,0.57,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","Formal","f","f","f",TRUE,0.568,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","Formal","j","j","j",TRUE,0.55,1,"他人","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","自我","Mismatch","Formal","j","j","j",TRUE,0.621,1,"自我","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Word","朋友","Mismatch","Formal","j","j","j",TRUE,0.731,1,"他人","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","自我","Mismatch","Formal","j","j","j",TRUE,0.573,1,"他人","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","朋友","Mismatch","Formal","j","j","j",TRUE,0.689,1,"朋友","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","f",TRUE,0.577,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Image","他人","Mismatch","Formal","j","j","j",TRUE,0.598,1,"他人","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Image","朋友","Mismatch","Formal","j","j","j",TRUE,0.632,1,"朋友","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","f",TRUE,0.573,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","朋友","Mismatch","Formal","j","j","j",TRUE,0.668,1,"自我","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","Formal","f","f","f",TRUE,0.543,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","Formal","f","f","f",TRUE,0.609,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","Formal","f","f","f",TRUE,0.572,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","Formal","f","f","f",TRUE,0.584,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Image","自我","Mismatch","Formal","j","j","j",TRUE,0.721,1,"自我","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","Formal","j","j","j",TRUE,0.606,1,"自我","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","Formal","f","f","f",TRUE,0.757,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Word","自我","Mismatch","Formal","j","j","j",TRUE,0.554,1,"朋友","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","Formal","f","f","f",TRUE,0.565,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","Formal","f","f","f",TRUE,0.704,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","朋友","Mismatch","Formal","j","j","j",TRUE,0.566,1,"自我","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","Formal","j","j","j",TRUE,0.639,1,"朋友","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","自我","Mismatch","Formal","j","j","j",TRUE,1.152,1,"自我","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Word","朋友","Mismatch","Formal","j","j","j",TRUE,0.594,1,"他人","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","Formal","f","f","f",TRUE,0.613,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","f",TRUE,0.766,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","Formal","j","j","j",TRUE,0.542,1,"自我","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Image","自我","Mismatch","Formal","j","j","j",TRUE,0.636,1,"自我","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","f",TRUE,0.703,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","Formal","f","f","f",TRUE,0.572,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Image","他人","Mismatch","Formal","j","j","j",TRUE,0.599,1,"他人","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","Formal","j","j","j",TRUE,0.577,1,"他人","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","自我","Mismatch","Formal","j","j","j",TRUE,0.596,1,"他人","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","f",TRUE,0.592,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","朋友","Mismatch","Formal","j","j","j",TRUE,0.751,1,"朋友","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","Formal","f","f","f",TRUE,1.094,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","Formal","f","f","f",TRUE,0.584,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Word","自我","Mismatch","Formal","j","j","j",TRUE,0.977,1,"朋友","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Image","朋友","Mismatch","Formal","j","j","j",TRUE,1.032,1,"朋友","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","Formal","f","f","f",TRUE,0.852,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","f",TRUE,0.597,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","Formal","f","f","f",TRUE,0.471,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","Formal","f","f","f",TRUE,0.488,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","Formal","f","f","f",TRUE,0.602,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","f",TRUE,0.694,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Image","朋友","Mismatch","Formal","j","j","j",TRUE,0.576,1,"朋友","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","朋友","Mismatch","Formal","j","j","j",TRUE,0.673,1,"自我","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","f",TRUE,0.587,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","Formal","f","f","f",TRUE,0.54,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Word","自我","Mismatch","Formal","j","j","j",TRUE,0.533,1,"朋友","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Image","自我","Mismatch","Formal","j","j","j",TRUE,1.005,1,"自我","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","Formal","f","f","f",TRUE,0.519,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","Formal","f","f","f",TRUE,0.679,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","f",TRUE,0.565,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","Formal","f","f","f",TRUE,0.543,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","Formal","j","j","j",TRUE,0.687,1,"自我","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","Formal","j","j","j",TRUE,1.042,1,"他人","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Image","他人","Mismatch","Formal","j","j","j",TRUE,0.725,1,"他人","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","Formal","j","j","f",FALSE,1.313,0,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","自我","Mismatch","Formal","j","j","j",TRUE,0.72,1,"自我","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","Formal","f","f","f",TRUE,0.552,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Word","朋友","Mismatch","Formal","j","j","j",TRUE,0.637,1,"他人","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","Formal","j","j","j",TRUE,0.598,1,"朋友","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","自我","Mismatch","Formal","j","j","j",TRUE,0.599,1,"他人","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","朋友","Mismatch","Formal","j","j","j",TRUE,0.643,1,"朋友","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","f",TRUE,0.688,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Image","自我","Mismatch","Formal","j","j","j",TRUE,0.569,1,"自我","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Image","他人","Mismatch","Formal","j","j","j",TRUE,0.634,1,"他人","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","f",TRUE,0.643,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Word","自我","Mismatch","Formal","j","j","j",TRUE,0.542,1,"朋友","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","Formal","j","j","j",TRUE,0.602,1,"他人","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","Formal","f","f","f",TRUE,0.664,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","朋友","Mismatch","Formal","j","j","j",TRUE,0.545,1,"朋友","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","Formal","f","f","f",TRUE,0.599,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","Formal","f","f","f",TRUE,0.57,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","朋友","Mismatch","Formal","j","j","j",TRUE,0.707,1,"自我","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","自我","Mismatch","Formal","j","j","j",TRUE,0.616,1,"自我","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","Formal","f","f","f",TRUE,0.584,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","自我","Mismatch","Formal","j","j","j",TRUE,0.602,1,"他人","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","f",TRUE,0.526,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","Formal","j","j","j",TRUE,0.748,1,"自我","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","Formal","f","f","f",TRUE,0.744,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Image","朋友","Mismatch","Formal","j","j","j",TRUE,0.597,1,"朋友","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","f",TRUE,0.606,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","Formal","j","j","j",TRUE,0.613,1,"朋友","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Word","朋友","Mismatch","Formal","j","j","j",TRUE,0.684,1,"他人","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","Formal","f","f","f",TRUE,0.561,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","f",TRUE,0.679,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","Formal","f","f","f",TRUE,0.485,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","Formal","f","f","f",TRUE,0.579,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Image","他人","Mismatch","Formal","j","j","j",TRUE,0.508,1,"他人","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","Formal","j","j","j",TRUE,0.628,1,"他人","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","f",TRUE,0.571,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","f",TRUE,0.465,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","Formal","f","f","f",TRUE,0.631,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","Formal","j","j","j",TRUE,0.531,1,"朋友","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","自我","Mismatch","Formal","j","j","j",TRUE,0.603,1,"他人","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","f",TRUE,0.67,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","Formal","f","f","f",TRUE,0.687,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Image","自我","Mismatch","Formal","j","j","j",TRUE,0.557,1,"自我","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","Formal","f","f","f",TRUE,0.49,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","Formal","f","f","f",TRUE,0.561,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","自我","Mismatch","Formal","j","j","j",TRUE,0.565,1,"自我","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","Formal","f","f","f",TRUE,0.568,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","朋友","Mismatch","Formal","j","j","j",TRUE,0.573,1,"朋友","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","Formal","j","j","j",TRUE,0.807,1,"自我","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","Formal","f","f","f",TRUE,0.645,1,"他人","他人"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Word","自我","Mismatch","Formal","j","j","j",TRUE,0.658,1,"朋友","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","f",TRUE,0.512,1,"朋友","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","朋友","Mismatch","Formal","j","j","j",TRUE,0.548,1,"自我","朋友"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","Formal","f","f","f",TRUE,0.544,1,"自我","自我"
1010,"2002","5",516.28,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Word","朋友","Mismatch","Formal","j","j","j",TRUE,0.642,1,"他人","朋友"
