"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
1,"Hobbs_2023_PsychMed_Exp1",28,"Female","/","White","Employed","/","/","Higher Degree (Masters, PhD or equivalent)"
2,"Hobbs_2023_PsychMed_Exp1",27,"Female","/","White","Student","/","/","Higher Degree (Masters, PhD or equivalent)"
3,"Hobbs_2023_PsychMed_Exp1",37,"Female","/","White","Employed","/","/","Diploma (e.g. NVQ, BTEC First or equivalent)"
4,"Hobbs_2023_PsychMed_Exp1",19,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
5,"Hobbs_2023_PsychMed_Exp1",19,"Male","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
6,"Hobbs_2023_PsychMed_Exp1",20,"Male","/",NA,"Student","/","/","A-Level, International Baccalaureate or equivalent"
7,"Hobbs_2023_PsychMed_Exp1",50,"Female","/","Asian","Employed","/","/","Higher Degree (Masters, PhD or equivalent)"
8,"Hobbs_2023_PsychMed_Exp1",21,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
9,"Hobbs_2023_PsychMed_Exp1",20,"Female","/","White","Student","/","/","Degree (e.g. BA, BSc or equivalent)"
10,"Hobbs_2023_PsychMed_Exp1",26,"Female","/","White","Employed","/","/","Degree (e.g. BA, BSc or equivalent)"
11,"Hobbs_2023_PsychMed_Exp1",19,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
12,"Hobbs_2023_PsychMed_Exp1",19,"Female","/","Asian","Student","/","/","A-Level, International Baccalaureate or equivalent"
13,"Hobbs_2023_PsychMed_Exp1",22,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
14,"Hobbs_2023_PsychMed_Exp1",22,"Female","/","White","Student","/","/","Degree (e.g. BA, BSc or equivalent)"
15,"Hobbs_2023_PsychMed_Exp1",23,"Female","/","Asian","Student","/","/","A-Level, International Baccalaureate or equivalent"
16,"Hobbs_2023_PsychMed_Exp1",22,"Female","/","White","Student","/","/","Degree (e.g. BA, BSc or equivalent)"
17,"Hobbs_2023_PsychMed_Exp1",18,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
18,"Hobbs_2023_PsychMed_Exp1",27,"Female","/","Mixed","Student","/","/","Higher Degree (Masters, PhD or equivalent)"
19,"Hobbs_2023_PsychMed_Exp1",18,"Male","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
20,"Hobbs_2023_PsychMed_Exp1",25,"Male","/","White","Student","/","/","Higher Degree (Masters, PhD or equivalent)"
21,"Hobbs_2023_PsychMed_Exp1",19,"Male","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
22,"Hobbs_2023_PsychMed_Exp1",21,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
23,"Hobbs_2023_PsychMed_Exp1",19,"Female","/","Asian","Student","/","/","A-Level, International Baccalaureate or equivalent"
24,"Hobbs_2023_PsychMed_Exp1",22,"Female","/","Mixed","Student","/","/","A-Level, International Baccalaureate or equivalent"
25,"Hobbs_2023_PsychMed_Exp1",19,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
26,"Hobbs_2023_PsychMed_Exp1",21,"Male","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
27,"Hobbs_2023_PsychMed_Exp1",27,"Female","/","Black","Student","/","/","Higher Degree (Masters, PhD or equivalent)"
28,"Hobbs_2023_PsychMed_Exp1",18,"Female","/","Asian","Student","/","/","A-Level, International Baccalaureate or equivalent"
29,"Hobbs_2023_PsychMed_Exp1",23,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
30,"Hobbs_2023_PsychMed_Exp1",19,"Male","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
31,"Hobbs_2023_PsychMed_Exp1",19,"Male","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
32,"Hobbs_2023_PsychMed_Exp1",23,"Female","/","White","Student","/","/","Degree (e.g. BA, BSc or equivalent)"
33,"Hobbs_2023_PsychMed_Exp1",21,"Female","/","White","Student","/","/","Diploma (e.g. NVQ, BTEC First or equivalent)"
34,"Hobbs_2023_PsychMed_Exp1",21,"Male","/","Asian","Student","/","/","A-Level, International Baccalaureate or equivalent"
35,"Hobbs_2023_PsychMed_Exp1",21,"Other","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
36,"Hobbs_2023_PsychMed_Exp1",19,"Female","/","Asian","Student","/","/","A-Level, International Baccalaureate or equivalent"
37,"Hobbs_2023_PsychMed_Exp1",24,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
38,"Hobbs_2023_PsychMed_Exp1",19,"Female","/","Asian","Student","/","/","A-Level, International Baccalaureate or equivalent"
39,"Hobbs_2023_PsychMed_Exp1",18,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
40,"Hobbs_2023_PsychMed_Exp1",20,"Male","/","Mixed","Student","/","/","A-Level, International Baccalaureate or equivalent"
41,"Hobbs_2023_PsychMed_Exp1",20,"Female","/","White","Student","/","/","Degree (e.g. BA, BSc or equivalent)"
42,"Hobbs_2023_PsychMed_Exp1",21,"Female","/","Asian","Student","/","/","Degree (e.g. BA, BSc or equivalent)"
43,"Hobbs_2023_PsychMed_Exp1",20,"Female","/","Asian","Student","/","/","A-Level, International Baccalaureate or equivalent"
44,"Hobbs_2023_PsychMed_Exp1",27,"Female","/","White","Employed","/","/","Higher Degree (Masters, PhD or equivalent)"
45,"Hobbs_2023_PsychMed_Exp1",18,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
46,"Hobbs_2023_PsychMed_Exp1",20,"Male","/","Other","Student","/","/","A-Level, International Baccalaureate or equivalent"
47,"Hobbs_2023_PsychMed_Exp1",20,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
48,"Hobbs_2023_PsychMed_Exp1",20,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
49,"Hobbs_2023_PsychMed_Exp1",28,"Female","/","White","Student","/","/","Higher Degree (Masters, PhD or equivalent)"
50,"Hobbs_2023_PsychMed_Exp1",20,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
51,"Hobbs_2023_PsychMed_Exp1",23,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
52,"Hobbs_2023_PsychMed_Exp1",22,"Male","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
53,"Hobbs_2023_PsychMed_Exp1",20,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
54,"Hobbs_2023_PsychMed_Exp1",21,"Female","/","Asian","Student","/","/","Degree (e.g. BA, BSc or equivalent)"
55,"Hobbs_2023_PsychMed_Exp1",18,"Female","/","Asian","Student","/","/","A-Level, International Baccalaureate or equivalent"
56,"Hobbs_2023_PsychMed_Exp1",20,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
57,"Hobbs_2023_PsychMed_Exp1",18,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
58,"Hobbs_2023_PsychMed_Exp1",19,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
59,"Hobbs_2023_PsychMed_Exp1",20,"Male","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
60,"Hobbs_2023_PsychMed_Exp1",21,"Male","/","Black","Student","/","/","Degree (e.g. BA, BSc or equivalent)"
61,"Hobbs_2023_PsychMed_Exp1",18,"Female","/","Asian","Student","/","/","A-Level, International Baccalaureate or equivalent"
62,"Hobbs_2023_PsychMed_Exp1",23,"Female","/","White","Student","/","/","Degree (e.g. BA, BSc or equivalent)"
63,"Hobbs_2023_PsychMed_Exp1",20,"Male","/","Asian","Student","/","/","A-Level, International Baccalaureate or equivalent"
64,"Hobbs_2023_PsychMed_Exp1",27,"Female","/","Mixed","Student","/","/","Higher Degree (Masters, PhD or equivalent)"
65,"Hobbs_2023_PsychMed_Exp1",22,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
66,"Hobbs_2023_PsychMed_Exp1",19,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
67,"Hobbs_2023_PsychMed_Exp1",22,"Female","/","White","Student","/","/","Degree (e.g. BA, BSc or equivalent)"
68,"Hobbs_2023_PsychMed_Exp1",21,"Female","/","Asian","Student","/","/","Degree (e.g. BA, BSc or equivalent)"
69,"Hobbs_2023_PsychMed_Exp1",19,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
70,"Hobbs_2023_PsychMed_Exp1",18,"Male","/","Mixed","Student","/","/","A-Level, International Baccalaureate or equivalent"
71,"Hobbs_2023_PsychMed_Exp1",18,"Male","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
72,"Hobbs_2023_PsychMed_Exp1",20,"Female","/","White","Other","/","/","Degree (e.g. BA, BSc or equivalent)"
73,"Hobbs_2023_PsychMed_Exp1",18,"Female","/","White","Employed","/","/","A-Level, International Baccalaureate or equivalent"
74,"Hobbs_2023_PsychMed_Exp1",21,"Female","/","Asian","Student","/","/","Degree (e.g. BA, BSc or equivalent)"
75,"Hobbs_2023_PsychMed_Exp1",19,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
76,"Hobbs_2023_PsychMed_Exp1",21,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
77,"Hobbs_2023_PsychMed_Exp1",23,"Female","/","White","Student","/","/","Higher Degree (Masters, PhD or equivalent)"
78,"Hobbs_2023_PsychMed_Exp1",20,"Female","/","White","Student","/","/","A-Level, International Baccalaureate or equivalent"
79,"Hobbs_2023_PsychMed_Exp1",19,"Female","/","White","Student","/","/","Other"
80,"Hobbs_2023_PsychMed_Exp1",21,"Female","/","White","Student","/","/","Degree (e.g. BA, BSc or equivalent)"
81,"Hobbs_2023_PsychMed_Exp1",23,"Female","/","Asian","Student","/","/","Higher Degree (Masters, PhD or equivalent)"
