"Subject","Trial","Task","Block","Shape","ShapeCode","Label","LabelCode","Matching","ACC","RT_ms","Response","CorrectResp"
130,155,"Self",1,"Square","Friend","friend",NA,"Matching",1,651,"m","m"
130,156,"Self",1,"Circle","Stranger","stranger",NA,"Nonmatching",1,579,"n","n"
130,157,"Self",1,"Square","Friend","friend",NA,"Matching",1,953,"m","m"
130,158,"Self",1,"Circle","Stranger","stranger",NA,"Matching",1,588,"m","m"
130,159,"Self",1,"Circle","Stranger","stranger",NA,"Nonmatching",1,565,"n","n"
130,160,"Self",1,"Square","Friend","friend",NA,"Matching",1,730,"m","m"
130,161,"Self",1,"Circle","Stranger","stranger",NA,"Matching",NA,NA,NA,"m"
130,162,"Self",1,"Triangle","Self","self",NA,"Nonmatching",1,831,"n","n"
130,163,"Self",1,"Triangle","Self","self",NA,"Matching",1,753,"m","m"
130,164,"Self",1,"Triangle","Self","self",NA,"Matching",1,684,"m","m"
130,165,"Self",1,"Circle","Stranger","stranger",NA,"Nonmatching",1,696,"n","n"
130,166,"Self",1,"Square","Friend","friend",NA,"Nonmatching",1,675,"n","n"
130,167,"Self",1,"Triangle","Self","self",NA,"Nonmatching",1,711,"n","n"
130,168,"Self",1,"Square","Friend","friend",NA,"Nonmatching",1,704,"n","n"
130,169,"Self",1,"Square","Friend","friend",NA,"Nonmatching",1,700,"n","n"
130,170,"Self",1,"Circle","Stranger","stranger",NA,"Matching",0,855,"n","m"
130,171,"Self",1,"Circle","Stranger","stranger",NA,"Nonmatching",1,750,"n","n"
130,172,"Self",1,"Circle","Stranger","stranger",NA,"Nonmatching",1,996,"n","n"
130,173,"Self",1,"Square","Friend","friend",NA,"Matching",1,676,"m","m"
130,174,"Self",1,"Triangle","Self","self",NA,"Matching",1,724,"m","m"
130,175,"Self",1,"Triangle","Self","self",NA,"Matching",NA,NA,NA,"m"
130,176,"Self",1,"Square","Friend","friend",NA,"Nonmatching",1,987,"n","n"
130,177,"Self",1,"Square","Friend","friend",NA,"Matching",1,628,"m","m"
130,178,"Self",1,"Triangle","Self","self",NA,"Nonmatching",1,633,"n","n"
130,179,"Self",1,"Triangle","Self","self",NA,"Nonmatching",1,925,"n","n"
130,180,"Self",1,"Circle","Stranger","stranger",NA,"Matching",1,681,"m","m"
130,181,"Self",2,"Triangle","Self","self",NA,"Matching",1,657,"m","m"
130,182,"Self",2,"Triangle","Self","self",NA,"Nonmatching",1,678,"n","n"
130,183,"Self",2,"Square","Friend","friend",NA,"Nonmatching",1,621,"n","n"
130,184,"Self",2,"Circle","Stranger","stranger",NA,"Matching",1,781,"m","m"
130,185,"Self",2,"Square","Friend","friend",NA,"Matching",1,764,"m","m"
130,186,"Self",2,"Triangle","Self","self",NA,"Nonmatching",1,688,"n","n"
130,187,"Self",2,"Triangle","Self","self",NA,"Matching",1,762,"m","m"
130,188,"Self",2,"Circle","Stranger","stranger",NA,"Nonmatching",NA,NA,NA,"n"
130,189,"Self",2,"Circle","Stranger","stranger",NA,"Nonmatching",1,645,"n","n"
130,190,"Self",2,"Square","Friend","friend",NA,"Nonmatching",0,935,"m","n"
130,191,"Self",2,"Circle","Stranger","stranger",NA,"Matching",1,1040,"m","m"
130,192,"Self",2,"Square","Friend","friend",NA,"Matching",1,697,"m","m"
130,193,"Self",2,"Square","Friend","friend",NA,"Matching",1,649,"m","m"
130,194,"Self",2,"Square","Friend","friend",NA,"Matching",1,483,"m","m"
130,195,"Self",2,"Circle","Stranger","stranger",NA,"Matching",NA,NA,NA,"m"
130,196,"Self",2,"Triangle","Self","self",NA,"Matching",1,578,"m","m"
130,197,"Self",2,"Triangle","Self","self",NA,"Matching",1,849,"m","m"
130,198,"Self",2,"Circle","Stranger","stranger",NA,"Nonmatching",1,632,"n","n"
130,199,"Self",2,"Square","Friend","friend",NA,"Nonmatching",0,456,"m","n"
130,200,"Self",2,"Square","Friend","friend",NA,"Nonmatching",1,804,"n","n"
130,201,"Self",2,"Circle","Stranger","stranger",NA,"Nonmatching",1,834,"n","n"
130,202,"Self",2,"Triangle","Self","self",NA,"Nonmatching",1,928,"n","n"
130,203,"Self",2,"Triangle","Self","self",NA,"Nonmatching",1,736,"n","n"
130,204,"Self",2,"Circle","Stranger","stranger",NA,"Matching",1,517,"m","m"
130,205,"Self",2,"Square","Friend","friend",NA,"Matching",1,814,"m","m"
130,206,"Self",2,"Triangle","Self","self",NA,"Matching",1,731,"m","m"
130,207,"Self",2,"Square","Friend","friend",NA,"Nonmatching",NA,NA,NA,"n"
130,208,"Self",2,"Circle","Stranger","stranger",NA,"Matching",1,570,"m","m"
130,209,"Self",2,"Circle","Stranger","stranger",NA,"Nonmatching",1,624,"n","n"
130,210,"Self",2,"Square","Friend","friend",NA,"Matching",1,485,"m","m"
130,211,"Self",2,"Triangle","Self","self",NA,"Nonmatching",1,698,"n","n"
130,212,"Self",2,"Triangle","Self","self",NA,"Nonmatching",NA,NA,NA,"n"
130,213,"Self",2,"Triangle","Self","self",NA,"Matching",1,470,"m","m"
130,214,"Self",2,"Circle","Stranger","stranger",NA,"Matching",0,612,"n","m"
130,215,"Self",2,"Circle","Stranger","stranger",NA,"Nonmatching",1,714,"n","n"
130,216,"Self",2,"Square","Friend","friend",NA,"Nonmatching",1,652,"n","n"
130,217,"Self",2,"Triangle","Self","self",NA,"Matching",1,561,"m","m"
130,218,"Self",2,"Circle","Stranger","stranger",NA,"Nonmatching",1,614,"n","n"
130,219,"Self",2,"Circle","Stranger","stranger",NA,"Matching",0,779,"n","m"
130,220,"Self",2,"Circle","Stranger","stranger",NA,"Nonmatching",1,769,"n","n"
130,221,"Self",2,"Square","Friend","friend",NA,"Matching",1,735,"m","m"
130,222,"Self",2,"Triangle","Self","self",NA,"Matching",1,629,"m","m"
130,223,"Self",2,"Triangle","Self","self",NA,"Nonmatching",1,660,"n","n"
130,224,"Self",2,"Triangle","Self","self",NA,"Nonmatching",1,1051,"n","n"
130,225,"Self",2,"Circle","Stranger","stranger",NA,"Matching",1,864,"m","m"
130,226,"Self",2,"Square","Friend","friend",NA,"Nonmatching",1,647,"n","n"
130,227,"Self",2,"Square","Friend","friend",NA,"Nonmatching",1,914,"n","n"
130,228,"Self",2,"Square","Friend","friend",NA,"Matching",1,653,"m","m"
130,229,"Self",2,"Triangle","Self","self",NA,"Matching",1,609,"m","m"
130,230,"Self",2,"Triangle","Self","self",NA,"Nonmatching",1,794,"n","n"
130,231,"Self",2,"Square","Friend","friend",NA,"Nonmatching",1,512,"n","n"
130,232,"Self",2,"Circle","Stranger","stranger",NA,"Matching",1,374,"m","m"
130,233,"Self",2,"Circle","Stranger","stranger",NA,"Matching",1,496,"m","m"
130,234,"Self",2,"Square","Friend","friend",NA,"Matching",1,795,"m","m"
130,235,"Self",2,"Square","Friend","friend",NA,"Nonmatching",1,770,"n","n"
130,236,"Self",2,"Square","Friend","friend",NA,"Matching",1,929,"m","m"
130,237,"Self",2,"Circle","Stranger","stranger",NA,"Nonmatching",1,982,"n","n"
130,238,"Self",2,"Triangle","Self","self",NA,"Nonmatching",1,839,"n","n"
130,239,"Self",2,"Circle","Stranger","stranger",NA,"Nonmatching",1,1051,"n","n"
130,240,"Self",2,"Triangle","Self","self",NA,"Matching",1,547,"m","m"
130,241,"Reward",1,"Oval","LowReward","£1","3","Nonmatching",1,1028,"n","n"
130,242,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,578,"m","m"
130,243,"Reward",1,"Oval","LowReward","£1","1","Matching",1,635,"m","m"
130,244,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,468,"m","m"
130,245,"Reward",1,"Oval","LowReward","£1","9","Nonmatching",1,483,"n","n"
130,246,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",1,633,"n","n"
130,247,"Reward",1,"Diamond","HighReward","£9","3","Nonmatching",0,551,"m","n"
130,248,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",0,556,"m","n"
130,249,"Reward",1,"Diamond","HighReward","£9","1","Nonmatching",1,767,"n","n"
130,250,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,555,"m","m"
130,251,"Reward",1,"Oval","LowReward","£1","1","Matching",1,710,"m","m"
130,252,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,538,"m","m"
130,253,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,486,"m","m"
130,254,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",0,489,"m","n"
130,255,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",1,619,"n","n"
130,256,"Reward",1,"Oval","LowReward","£1","1","Matching",1,688,"m","m"
130,257,"Reward",1,"Diamond","HighReward","£9","3","Nonmatching",1,689,"n","n"
130,258,"Reward",1,"Oval","LowReward","£1","3","Nonmatching",0,643,"m","n"
130,259,"Reward",1,"Oval","LowReward","£1","9","Nonmatching",1,702,"n","n"
130,260,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,730,"m","m"
130,261,"Reward",1,"Oval","LowReward","£1","1","Matching",1,658,"m","m"
130,262,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,772,"m","m"
130,263,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,647,"m","m"
130,264,"Reward",1,"Diamond","HighReward","£9","1","Nonmatching",1,606,"n","n"
130,265,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,563,"m","m"
130,266,"Reward",1,"Oval","LowReward","£1","1","Matching",1,853,"m","m"
130,267,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,523,"m","m"
130,268,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,589,"m","m"
130,269,"Reward",1,"Diamond","HighReward","£9","9","Matching",0,531,"n","m"
130,270,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",0,522,"m","n"
130,271,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",1,655,"n","n"
130,272,"Reward",1,"Diamond","HighReward","£9","1","Nonmatching",1,753,"n","n"
130,273,"Reward",1,"Oval","LowReward","£1","3","Nonmatching",1,915,"n","n"
130,274,"Reward",1,"Oval","LowReward","£1","9","Nonmatching",1,702,"n","n"
130,275,"Reward",1,"Oval","LowReward","£1","1","Matching",1,688,"m","m"
130,276,"Reward",1,"Diamond","HighReward","£9","3","Nonmatching",1,699,"n","n"
130,277,"Reward",1,"Oval","LowReward","£1","3","Nonmatching",1,724,"n","n"
130,278,"Reward",1,"Diamond","HighReward","£9","3","Nonmatching",1,695,"n","n"
130,279,"Reward",1,"Diamond","HighReward","£9","1","Nonmatching",1,617,"n","n"
130,280,"Reward",1,"Oval","LowReward","£1","1","Matching",1,750,"m","m"
130,281,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,805,"m","m"
130,282,"Reward",1,"Oval","LowReward","£1","9","Nonmatching",1,629,"n","n"
130,283,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",1,715,"n","n"
130,284,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,662,"m","m"
130,285,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",1,1017,"n","n"
130,286,"Reward",1,"Oval","LowReward","£1","1","Matching",1,700,"m","m"
130,287,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,648,"m","m"
130,288,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,536,"m","m"
130,289,"Reward",1,"Oval","LowReward","£1","3","Nonmatching",1,668,"n","n"
130,290,"Reward",1,"Oval","LowReward","£1","9","Nonmatching",1,716,"n","n"
130,291,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",1,692,"n","n"
130,292,"Reward",1,"Oval","LowReward","£1","1","Matching",1,692,"m","m"
130,293,"Reward",1,"Diamond","HighReward","£9","1","Nonmatching",1,671,"n","n"
130,294,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,665,"m","m"
130,295,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,699,"m","m"
130,296,"Reward",1,"Diamond","HighReward","£9","3","Nonmatching",1,672,"n","n"
130,297,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,515,"m","m"
130,298,"Reward",1,"Oval","LowReward","£1","1","Matching",1,680,"m","m"
130,299,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",0,606,"n","m"
130,300,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",1,801,"n","n"
130,301,"Reward",2,"Oval","LowReward","£1","1","Matching",1,651,"m","m"
130,302,"Reward",2,"Diamond","HighReward","£9","9","Matching",1,474,"m","m"
130,303,"Reward",2,"Pentagon","MediumReward","£3","1","Nonmatching",1,639,"n","n"
130,304,"Reward",2,"Diamond","HighReward","£9","9","Matching",1,583,"m","m"
130,305,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,637,"m","m"
130,306,"Reward",2,"Oval","LowReward","£1","9","Nonmatching",1,662,"n","n"
130,307,"Reward",2,"Oval","LowReward","£1","3","Nonmatching",1,782,"n","n"
130,308,"Reward",2,"Diamond","HighReward","£9","1","Nonmatching",1,780,"n","n"
130,309,"Reward",2,"Oval","LowReward","£1","1","Matching",1,602,"m","m"
130,310,"Reward",2,"Pentagon","MediumReward","£3","9","Nonmatching",1,714,"n","n"
130,311,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,705,"m","m"
130,312,"Reward",2,"Diamond","HighReward","£9","3","Nonmatching",1,783,"n","n"
130,313,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,666,"m","m"
130,314,"Reward",2,"Diamond","HighReward","£9","9","Matching",1,715,"m","m"
130,315,"Reward",2,"Pentagon","MediumReward","£3","1","Nonmatching",1,947,"n","n"
130,316,"Reward",2,"Oval","LowReward","£1","9","Nonmatching",1,625,"n","n"
130,317,"Reward",2,"Oval","LowReward","£1","1","Matching",1,732,"m","m"
130,318,"Reward",2,"Diamond","HighReward","£9","1","Nonmatching",1,650,"n","n"
130,319,"Reward",2,"Oval","LowReward","£1","1","Matching",1,824,"m","m"
130,320,"Reward",2,"Diamond","HighReward","£9","9","Matching",1,665,"m","m"
130,321,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,638,"m","m"
130,322,"Reward",2,"Diamond","HighReward","£9","3","Nonmatching",1,753,"n","n"
130,323,"Reward",2,"Oval","LowReward","£1","3","Nonmatching",1,687,"n","n"
130,324,"Reward",2,"Pentagon","MediumReward","£3","9","Nonmatching",0,582,"m","n"
130,325,"Reward",2,"Oval","LowReward","£1","9","Nonmatching",1,665,"n","n"
130,326,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",0,628,"n","m"
130,327,"Reward",2,"Oval","LowReward","£1","1","Matching",1,672,"m","m"
130,328,"Reward",2,"Oval","LowReward","£1","3","Nonmatching",0,815,"m","n"
130,329,"Reward",2,"Oval","LowReward","£1","1","Matching",1,739,"m","m"
130,330,"Reward",2,"Pentagon","MediumReward","£3","9","Nonmatching",1,972,"n","n"
130,331,"Reward",2,"Diamond","HighReward","£9","9","Matching",1,666,"m","m"
130,332,"Reward",2,"Diamond","HighReward","£9","9","Matching",1,754,"m","m"
130,333,"Reward",2,"Diamond","HighReward","£9","3","Nonmatching",1,733,"n","n"
130,334,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,718,"m","m"
130,335,"Reward",2,"Pentagon","MediumReward","£3","1","Nonmatching",1,898,"n","n"
130,336,"Reward",2,"Diamond","HighReward","£9","1","Nonmatching",1,732,"n","n"
130,337,"Reward",2,"Oval","LowReward","£1","3","Nonmatching",0,750,"m","n"
130,338,"Reward",2,"Pentagon","MediumReward","£3","9","Nonmatching",0,623,"m","n"
130,339,"Reward",2,"Diamond","HighReward","£9","9","Matching",1,588,"m","m"
130,340,"Reward",2,"Diamond","HighReward","£9","9","Matching",1,902,"m","m"
130,341,"Reward",2,"Oval","LowReward","£1","9","Nonmatching",1,606,"n","n"
130,342,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,811,"m","m"
130,343,"Reward",2,"Diamond","HighReward","£9","3","Nonmatching",1,700,"n","n"
130,344,"Reward",2,"Oval","LowReward","£1","1","Matching",1,847,"m","m"
130,345,"Reward",2,"Pentagon","MediumReward","£3","1","Nonmatching",1,936,"n","n"
130,346,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,766,"m","m"
130,347,"Reward",2,"Diamond","HighReward","£9","1","Nonmatching",1,583,"n","n"
130,348,"Reward",2,"Oval","LowReward","£1","1","Matching",1,766,"m","m"
130,349,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,934,"m","m"
130,350,"Reward",2,"Diamond","HighReward","£9","9","Matching",1,728,"m","m"
130,351,"Reward",2,"Oval","LowReward","£1","9","Nonmatching",1,652,"n","n"
130,352,"Reward",2,"Oval","LowReward","£1","3","Nonmatching",1,882,"n","n"
130,353,"Reward",2,"Pentagon","MediumReward","£3","1","Nonmatching",1,649,"n","n"
130,354,"Reward",2,"Diamond","HighReward","£9","1","Nonmatching",1,834,"n","n"
130,355,"Reward",2,"Diamond","HighReward","£9","3","Nonmatching",1,847,"n","n"
130,356,"Reward",2,"Oval","LowReward","£1","1","Matching",1,750,"m","m"
130,357,"Reward",2,"Pentagon","MediumReward","£3","9","Nonmatching",1,786,"n","n"
130,358,"Reward",2,"Diamond","HighReward","£9","9","Matching",1,732,"m","m"
130,359,"Reward",2,"Oval","LowReward","£1","1","Matching",1,699,"m","m"
130,360,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,846,"m","m"
121,1,"Valence",1,"Rectangle","Sad","sad","Neutral","Nonmatching",1,857,"m","m"
121,2,"Valence",1,"Hexagon","Neutral","neutral","Neutral","Matching",NA,NA,NA,"n"
121,3,"Valence",1,"Hexagon","Neutral","neutral","Sad","Nonmatching",0,1027,"n","m"
121,4,"Valence",1,"Hexagon","Neutral","neutral","Happy","Nonmatching",NA,NA,NA,"m"
121,5,"Valence",1,"Hexagon","Neutral","neutral","Neutral","Matching",0,916,"m","n"
121,6,"Valence",1,"Star","Happy","happy","Happy","Matching",NA,NA,NA,"n"
121,7,"Valence",1,"Star","Happy","happy","Neutral","Nonmatching",NA,NA,NA,"m"
121,8,"Valence",1,"Rectangle","Sad","sad","Happy","Nonmatching",0,899,"n","m"
121,9,"Valence",1,"Star","Happy","happy","Sad","Nonmatching",1,859,"m","m"
121,10,"Valence",1,"Rectangle","Sad","sad","Sad","Matching",0,714,"m","n"
121,11,"Valence",1,"Rectangle","Sad","sad","Sad","Matching",0,682,"m","n"
121,12,"Valence",1,"Star","Happy","happy","Happy","Matching",1,946,"n","n"
121,13,"Valence",1,"Star","Happy","happy","Sad","Nonmatching",1,783,"m","m"
121,14,"Valence",1,"Rectangle","Sad","sad","Neutral","Nonmatching",1,777,"m","m"
121,15,"Valence",1,"Hexagon","Neutral","neutral","Neutral","Matching",1,760,"n","n"
121,16,"Valence",1,"Star","Happy","happy","Happy","Matching",1,680,"n","n"
121,17,"Valence",1,"Hexagon","Neutral","neutral","Neutral","Matching",0,618,"m","n"
121,18,"Valence",1,"Rectangle","Sad","sad","Happy","Nonmatching",NA,NA,NA,"m"
121,19,"Valence",1,"Star","Happy","happy","Happy","Matching",1,634,"n","n"
121,20,"Valence",1,"Rectangle","Sad","sad","Sad","Matching",0,629,"m","n"
121,21,"Valence",1,"Hexagon","Neutral","neutral","Happy","Nonmatching",0,777,"n","m"
121,22,"Valence",1,"Hexagon","Neutral","neutral","Sad","Nonmatching",1,661,"m","m"
121,23,"Valence",1,"Rectangle","Sad","sad","Sad","Matching",0,828,"m","n"
121,24,"Valence",1,"Star","Happy","happy","Neutral","Nonmatching",0,883,"n","m"
121,25,"Valence",1,"Hexagon","Neutral","neutral","Neutral","Matching",1,699,"n","n"
121,26,"Valence",1,"Star","Happy","happy","Happy","Matching",1,565,"n","n"
121,27,"Valence",1,"Rectangle","Sad","sad","Sad","Matching",0,678,"m","n"
121,28,"Valence",1,"Rectangle","Sad","sad","Sad","Matching",1,650,"n","n"
121,29,"Valence",1,"Rectangle","Sad","sad","Happy","Nonmatching",1,799,"m","m"
121,30,"Valence",1,"Hexagon","Neutral","neutral","Sad","Nonmatching",1,544,"m","m"
121,31,"Valence",1,"Star","Happy","happy","Neutral","Nonmatching",1,669,"m","m"
121,32,"Valence",1,"Hexagon","Neutral","neutral","Neutral","Matching",1,700,"n","n"
121,33,"Valence",1,"Rectangle","Sad","sad","Neutral","Nonmatching",1,629,"m","m"
121,34,"Valence",1,"Hexagon","Neutral","neutral","Happy","Nonmatching",0,647,"n","m"
121,35,"Valence",1,"Star","Happy","happy","Happy","Matching",1,558,"n","n"
121,36,"Valence",1,"Star","Happy","happy","Sad","Nonmatching",1,653,"m","m"
121,37,"Valence",1,"Hexagon","Neutral","neutral","Neutral","Matching",1,714,"n","n"
121,38,"Valence",1,"Rectangle","Sad","sad","Sad","Matching",0,692,"m","n"
121,39,"Valence",1,"Star","Happy","happy","Happy","Matching",1,502,"n","n"
121,40,"Valence",1,"Star","Happy","happy","Neutral","Nonmatching",1,661,"m","m"
121,41,"Valence",1,"Hexagon","Neutral","neutral","Sad","Nonmatching",1,501,"m","m"
121,42,"Valence",1,"Hexagon","Neutral","neutral","Happy","Nonmatching",0,547,"n","m"
121,43,"Valence",1,"Rectangle","Sad","sad","Neutral","Nonmatching",0,692,"n","m"
121,44,"Valence",1,"Hexagon","Neutral","neutral","Neutral","Matching",1,537,"n","n"
121,45,"Valence",1,"Star","Happy","happy","Sad","Nonmatching",1,693,"m","m"
121,46,"Valence",1,"Rectangle","Sad","sad","Happy","Nonmatching",1,666,"m","m"
121,47,"Valence",1,"Rectangle","Sad","sad","Sad","Matching",0,768,"m","n"
121,48,"Valence",1,"Star","Happy","happy","Happy","Matching",1,535,"n","n"
121,49,"Valence",1,"Rectangle","Sad","sad","Neutral","Nonmatching",1,767,"m","m"
121,50,"Valence",1,"Hexagon","Neutral","neutral","Neutral","Matching",1,811,"n","n"
121,51,"Valence",1,"Star","Happy","happy","Neutral","Nonmatching",0,586,"n","m"
121,52,"Valence",1,"Rectangle","Sad","sad","Sad","Matching",0,622,"m","n"
121,53,"Valence",1,"Star","Happy","happy","Happy","Matching",1,518,"n","n"
121,54,"Valence",1,"Hexagon","Neutral","neutral","Happy","Nonmatching",1,702,"m","m"
121,55,"Valence",1,"Star","Happy","happy","Happy","Matching",1,562,"n","n"
121,56,"Valence",1,"Hexagon","Neutral","neutral","Neutral","Matching",1,785,"n","n"
121,57,"Valence",1,"Star","Happy","happy","Sad","Nonmatching",1,767,"m","m"
121,58,"Valence",1,"Rectangle","Sad","sad","Happy","Nonmatching",1,845,"m","m"
121,59,"Valence",1,"Hexagon","Neutral","neutral","Sad","Nonmatching",1,637,"m","m"
121,60,"Valence",1,"Rectangle","Sad","sad","Sad","Matching",0,533,"m","n"
121,61,"Valence",2,"Rectangle","Sad","sad","Neutral","Nonmatching",1,848,"m","m"
121,62,"Valence",2,"Star","Happy","happy","Happy","Matching",1,531,"n","n"
121,63,"Valence",2,"Rectangle","Sad","sad","Sad","Matching",0,752,"m","n"
121,64,"Valence",2,"Hexagon","Neutral","neutral","Happy","Nonmatching",1,774,"m","m"
121,65,"Valence",2,"Hexagon","Neutral","neutral","Neutral","Matching",0,950,"m","n"
121,66,"Valence",2,"Hexagon","Neutral","neutral","Neutral","Matching",1,611,"n","n"
121,67,"Valence",2,"Hexagon","Neutral","neutral","Sad","Nonmatching",1,633,"m","m"
121,68,"Valence",2,"Star","Happy","happy","Neutral","Nonmatching",1,765,"m","m"
121,69,"Valence",2,"Star","Happy","happy","Sad","Nonmatching",1,663,"m","m"
121,70,"Valence",2,"Rectangle","Sad","sad","Sad","Matching",0,475,"m","n"
121,71,"Valence",2,"Rectangle","Sad","sad","Happy","Nonmatching",1,615,"m","m"
121,72,"Valence",2,"Star","Happy","happy","Happy","Matching",1,535,"n","n"
121,73,"Valence",2,"Rectangle","Sad","sad","Neutral","Nonmatching",1,877,"m","m"
121,74,"Valence",2,"Hexagon","Neutral","neutral","Sad","Nonmatching",1,530,"m","m"
121,75,"Valence",2,"Hexagon","Neutral","neutral","Neutral","Matching",1,734,"n","n"
121,76,"Valence",2,"Rectangle","Sad","sad","Happy","Nonmatching",1,726,"m","m"
121,77,"Valence",2,"Rectangle","Sad","sad","Sad","Matching",1,945,"n","n"
121,78,"Valence",2,"Hexagon","Neutral","neutral","Neutral","Matching",1,684,"n","n"
121,79,"Valence",2,"Star","Happy","happy","Sad","Nonmatching",1,775,"m","m"
121,80,"Valence",2,"Star","Happy","happy","Happy","Matching",1,632,"n","n"
121,81,"Valence",2,"Star","Happy","happy","Happy","Matching",1,797,"n","n"
121,82,"Valence",2,"Hexagon","Neutral","neutral","Happy","Nonmatching",1,684,"m","m"
121,83,"Valence",2,"Rectangle","Sad","sad","Sad","Matching",1,704,"n","n"
121,84,"Valence",2,"Star","Happy","happy","Neutral","Nonmatching",1,680,"m","m"
121,85,"Valence",2,"Hexagon","Neutral","neutral","Neutral","Matching",0,563,"m","n"
121,86,"Valence",2,"Star","Happy","happy","Neutral","Nonmatching",1,703,"m","m"
121,87,"Valence",2,"Hexagon","Neutral","neutral","Neutral","Matching",1,767,"n","n"
121,88,"Valence",2,"Rectangle","Sad","sad","Neutral","Nonmatching",1,700,"m","m"
121,89,"Valence",2,"Rectangle","Sad","sad","Happy","Nonmatching",0,500,"n","m"
121,90,"Valence",2,"Rectangle","Sad","sad","Sad","Matching",0,593,"m","n"
121,91,"Valence",2,"Star","Happy","happy","Sad","Nonmatching",1,663,"m","m"
121,92,"Valence",2,"Hexagon","Neutral","neutral","Happy","Nonmatching",1,917,"m","m"
121,93,"Valence",2,"Hexagon","Neutral","neutral","Sad","Nonmatching",1,945,"m","m"
121,94,"Valence",2,"Rectangle","Sad","sad","Sad","Matching",1,683,"n","n"
121,95,"Valence",2,"Star","Happy","happy","Happy","Matching",1,645,"n","n"
121,96,"Valence",2,"Star","Happy","happy","Happy","Matching",1,785,"n","n"
121,97,"Valence",2,"Star","Happy","happy","Neutral","Nonmatching",1,621,"m","m"
121,98,"Valence",2,"Rectangle","Sad","sad","Sad","Matching",0,747,"m","n"
121,99,"Valence",2,"Hexagon","Neutral","neutral","Neutral","Matching",1,844,"n","n"
121,100,"Valence",2,"Hexagon","Neutral","neutral","Sad","Nonmatching",1,969,"m","m"
121,101,"Valence",2,"Hexagon","Neutral","neutral","Neutral","Matching",1,812,"n","n"
121,102,"Valence",2,"Star","Happy","happy","Sad","Nonmatching",1,784,"m","m"
121,103,"Valence",2,"Rectangle","Sad","sad","Happy","Nonmatching",1,756,"m","m"
121,104,"Valence",2,"Star","Happy","happy","Happy","Matching",1,585,"n","n"
121,105,"Valence",2,"Rectangle","Sad","sad","Sad","Matching",1,468,"n","n"
121,106,"Valence",2,"Hexagon","Neutral","neutral","Happy","Nonmatching",1,746,"m","m"
121,107,"Valence",2,"Star","Happy","happy","Happy","Matching",0,633,"m","n"
121,108,"Valence",2,"Rectangle","Sad","sad","Neutral","Nonmatching",1,887,"m","m"
121,109,"Valence",2,"Rectangle","Sad","sad","Sad","Matching",1,667,"n","n"
121,110,"Valence",2,"Hexagon","Neutral","neutral","Neutral","Matching",1,701,"n","n"
121,111,"Valence",2,"Star","Happy","happy","Happy","Matching",1,601,"n","n"
121,112,"Valence",2,"Rectangle","Sad","sad","Happy","Nonmatching",0,664,"n","m"
121,113,"Valence",2,"Star","Happy","happy","Sad","Nonmatching",1,778,"m","m"
121,114,"Valence",2,"Hexagon","Neutral","neutral","Neutral","Matching",1,844,"n","n"
121,115,"Valence",2,"Star","Happy","happy","Happy","Matching",1,582,"n","n"
121,116,"Valence",2,"Hexagon","Neutral","neutral","Happy","Nonmatching",0,617,"n","m"
