"Subject","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","604","0.604","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","575","0.575","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","620","0.62","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","894","0.894","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","695","0.695","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","m","518","0.518","0"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","605","0.605","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","625","0.625","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","459","0.459","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","453","0.453","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","544","0.544","0"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","743","0.743","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","596","0.596","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","817","0.817","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","635","0.635","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","885","0.885","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","700","0.7","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","m","781","0.781","0"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","672","0.672","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","642","0.642","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","532","0.532","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","z","489","0.489","0"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","594","0.594","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","677","0.677","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","1023","1.023","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","648","0.648","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","754","0.754","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","718","0.718","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","694","0.694","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","662","0.662","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","472","0.472","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","z","512","0.512","0"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","688","0.688","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","m","591","0.591","0"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","725","0.725","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","498","0.498","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","939","0.939","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","696","0.696","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","591","0.591","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","565","0.565","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","490","0.49","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","617","0.617","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","692","0.692","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","564","0.564","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","651","0.651","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","563","0.563","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","377","0.377","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","677","0.677","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","535","0.535","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","654","0.654","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","648","0.648","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","1080","1.08","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","440","0.44","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","746","0.746","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","610","0.61","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","644","0.644","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","463","0.463","0"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","495","0.495","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","608","0.608","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","693","0.693","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","m","389","0.389","0"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","651","0.651","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","612","0.612","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","z","741","0.741","0"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","581","0.581","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","857","0.857","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","529","0.529","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","433","0.433","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","530","0.53","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","594","0.594","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","638","0.638","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","536","0.536","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","559","0.559","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","652","0.652","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","509","0.509","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","606","0.606","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","794","0.794","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","675","0.675","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","702","0.702","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","630","0.63","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","633","0.633","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","761","0.761","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","878","0.878","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","375","0.375","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","692","0.692","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","493","0.493","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","525","0.525","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","1271","1.271","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","662","0.662","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","694","0.694","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","573","0.573","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","540","0.54","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","665","0.665","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","740","0.74","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","768","0.768","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","566","0.566","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","857","0.857","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","m","739","0.739","0"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","456","0.456","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","817","0.817","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","z","469","0.469","0"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","662","0.662","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","z","471","0.471","0"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","593","0.593","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","510","0.51","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","790","0.79","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","728","0.728","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","533","0.533","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","596","0.596","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","585","0.585","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","695","0.695","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","597","0.597","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","706","0.706","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","490","0.49","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","649","0.649","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","588","0.588","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","544","0.544","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","686","0.686","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","605","0.605","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","761","0.761","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","694","0.694","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","767","0.767","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","716","0.716","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","641","0.641","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","699","0.699","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","1091","1.091","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","616","0.616","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","1021","1.021","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","717","0.717","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","764","0.764","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","698","0.698","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","657","0.657","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","859","0.859","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","850","0.85","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","1236","1.236","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","676","0.676","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","590","0.59","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","521","0.521","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","409","0.409","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","m","476","0.476","0"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","551","0.551","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","540","0.54","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","458","0.458","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","508","0.508","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","660","0.66","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","z","540","0.54","0"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","796","0.796","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","728","0.728","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","694","0.694","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","781","0.781","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","482","0.482","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","698","0.698","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","928","0.928","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","527","0.527","0"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","639","0.639","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","z","586","0.586","0"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","726","0.726","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","501","0.501","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","555","0.555","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","592","0.592","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","670","0.67","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","613","0.613","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","385","0.385","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","558","0.558","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","549","0.549","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","321","0.321","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","562","0.562","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","z","503","0.503","0"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","512","0.512","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","622","0.622","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","578","0.578","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","464","0.464","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","649","0.649","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","450","0.45","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","437","0.437","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","718","0.718","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","693","0.693","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","476","0.476","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","m","606","0.606","0"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","585","0.585","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","886","0.886","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","622","0.622","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","424","0.424","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","653","0.653","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","669","0.669","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","599","0.599","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","m","857","0.857","0"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","578","0.578","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","824","0.824","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","617","0.617","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","965","0.965","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","672","0.672","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","698","0.698","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","561","0.561","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","972","0.972","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","401","0.401","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","583","0.583","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","539","0.539","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","1073","1.073","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","809","0.809","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","771","0.771","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","952","0.952","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","501","0.501","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","507","0.507","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","500","0.5","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","780","0.78","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","511","0.511","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","1123","1.123","1"
"2501","none","Anna","self-matching","Nonmatching","Anna","Close","Close","none","NonPerson","NonPerson","m","897","0.897","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","585","0.585","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","z","533","0.533","0"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","492","0.492","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","540","0.54","1"
"2501","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","547","0.547","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","640","0.64","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","m","850","0.85","0"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","691","0.691","1"
"2501","Anna","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Anna","Close","Close","m","659","0.659","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","581","0.581","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","432","0.432","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","563","0.563","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","602","0.602","1"
"2501","You","Anna","self-matching","Nonmatching","Anna","Close","Close","You","Self","Self","m","524","0.524","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","555","0.555","1"
"2501","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","610","0.61","1"
"2501","Anna","You","self-matching","Nonmatching","You","Self","Self","Anna","Close","Close","m","692","0.692","1"
"2501","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","533","0.533","1"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","627","0.627","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","478","0.478","0"
"2501","Anna","Anna","self-matching","Matching","Anna","Close","Close","Anna","Close","Close","z","495","0.495","1"
"2501","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","585","0.585","1"
