match,shape_identity,corr,rt,subj_idx,response
1,1,1,0.639718800026458,1,1
1,1,1,0.811300200002734,1,1
1,1,1,0.797203900001477,1,1
1,2,0,1.00593640000443,1,0
1,1,1,0.80453480000142,1,1
1,2,0,0.916086700017331,1,0
1,1,0,0.646192500047619,1,0
1,1,0,0.542397300043376,1,0
1,1,1,0.777961400017375,1,1
1,2,0,0.675612300023204,1,0
1,1,1,0.946873900044011,1,1
1,2,1,0.691080500051612,1,1
1,1,0,0.76638150002691,1,0
1,1,1,0.743566800025292,1,1
1,1,1,0.765536800026894,1,1
1,2,0,0.821224200044526,1,0
1,1,0,0.960870400012936,1,0
1,3,0,0.92242380004609,1,0
1,1,0,0.598549300018931,1,0
1,2,1,0.889957400038838,1,1
1,3,0,0.572742400021525,1,0
1,3,1,0.703117600030964,1,1
1,3,1,0.464373200025875,1,1
1,2,0,0.720357800048077,1,0
1,3,1,0.512681400025031,1,1
1,1,1,0.612348800030304,1,1
1,2,1,0.697038600017549,1,1
1,3,1,0.880356900044717,1,1
1,2,0,0.62010320002446,1,0
1,2,0,0.826145000028191,1,0
1,2,1,0.502220900030807,1,1
1,3,0,0.728939600026933,1,0
1,1,1,0.787429300020449,1,1
1,2,1,0.852328100037994,1,1
1,1,0,1.01644360003411,1,0
1,3,1,0.690058800042607,1,1
1,2,0,0.370569100021385,1,0
1,1,1,0.780193700018572,1,1
1,1,0,0.750304700020934,1,0
1,3,1,0.562288000044646,1,1
1,1,1,0.776920100004645,1,1
1,2,1,0.643259400007082,1,1
1,3,1,0.462035400036257,1,1
1,3,1,0.517351200018311,1,1
1,1,1,0.603522600024007,1,1
1,2,0,0.718258600012632,1,0
1,3,1,0.82673510001041,1,1
1,1,0,0.630024900019635,1,0
1,3,1,0.53232240001671,1,1
1,3,1,0.757622600038303,1,1
1,3,1,0.370183500024723,1,1
1,1,1,0.499813400005223,1,1
1,3,1,1.0496664000384,1,1
1,3,0,0.469910200044978,1,0
1,2,0,0.427902500028722,1,0
1,1,1,0.30971110003884,1,1
1,3,1,0.505142500041984,1,1
1,2,1,0.585554700024659,1,1
1,2,1,0.522767800022848,1,1
1,2,1,0.38395150002907,1,1
1,2,1,0.451828200020827,1,1
1,1,0,0.539041300013196,1,0
1,1,1,0.517703300021822,1,1
1,1,1,0.38801250004326,1,1
1,1,0,0.478101700020488,1,0
1,2,0,0.667698400007794,1,0
1,2,1,0.873421400028747,1,1
1,3,1,0.587160000024596,1,1
1,1,0,0.501831100031268,1,0
1,3,1,0.635275400010869,1,1
1,3,1,0.480260000011185,1,1
1,3,1,0.385945500020171,1,1
1,2,1,0.587924899999052,1,1
1,3,1,0.582746000029147,1,1
1,1,0,0.481475800013868,1,0
1,3,1,0.443928900029277,1,1
1,1,1,0.519951100024628,1,1
1,1,1,0.329827000037767,1,1
1,1,1,0.765293200005544,1,1
1,2,1,0.626288800005568,1,1
1,3,1,0.550912400009111,1,1
1,3,0,0.755345100042177,1,0
1,3,1,0.542991900030756,1,1
1,2,1,0.675288900034502,1,1
1,2,0,0.409525700029917,1,0
1,1,1,0.704198900028132,1,1
1,2,1,0.608179700036999,1,1
1,2,1,0.594905400037533,1,1
1,2,1,0.537268300016876,1,1
1,1,0,0.530030900030397,1,0
1,1,1,0.481721800024388,1,1
1,2,1,0.819735600030981,1,1
1,3,1,1.06641260001925,1,1
1,1,1,0.396617900027195,1,1
1,2,1,0.719492200034438,1,1
1,3,1,0.552928900026018,1,1
1,3,1,0.453090800030623,1,1
1,3,1,0.394132400047965,1,1
1,3,1,0.278040700039128,1,1
1,3,1,0.282230300043011,1,1
1,2,1,0.731602500018198,1,1
1,1,1,0.676880400045775,1,1
1,3,1,0.572398500022246,1,1
1,2,1,0.245103600027505,1,1
1,2,1,0.425178900011815,1,1
1,3,1,0.801892200019211,1,1
1,1,1,0.767664800019702,1,1
1,3,1,0.397161200002301,1,1
1,3,0,0.685885800019605,1,0
1,1,0,0.771880600019358,1,0
1,1,1,0.937683900032425,1,1
1,1,1,0.504958600038663,1,1
1,2,0,0.406161700026132,1,0
1,2,1,0.749921600043308,1,1
1,3,1,0.856560200016247,1,1
1,3,1,0.479603100015083,1,1
1,3,1,0.388062700018054,1,1
1,1,1,0.681378400011454,1,1
1,2,0,0.460405900026672,1,0
1,3,1,0.514613400038797,1,1
1,1,1,0.63355720002437,1,1
1,1,1,0.711092000012286,1,1
1,2,0,0.717576200026087,1,0
1,3,1,0.418319900025381,1,1
1,1,1,0.514644200040493,1,1
1,1,1,0.515643700025976,1,1
1,3,1,0.690016400010791,1,1
1,3,1,0.660684800037416,1,1
1,2,1,0.474603000009665,1,1
1,2,1,0.590328100020997,1,1
1,1,0,0.34390269999858,1,0
1,2,0,0.643448600021657,1,0
1,2,1,0.459540100040613,1,1
1,1,1,0.55272600002354,1,1
1,3,1,0.492733000050066,1,1
1,1,0,0.260830500046723,1,0
1,3,1,0.596422300033737,1,1
1,3,1,0.645126300019911,1,1
1,1,1,0.703084200038575,1,1
1,3,0,0.599727200024063,1,0
1,3,1,0.612908500042977,1,1
1,2,0,1.01205340001616,1,0
1,1,1,0.770590900006937,1,1
1,2,1,1.02195240001311,1,1
1,2,1,0.745362000045134,1,1
1,2,1,0.48484840002493,1,1
1,1,1,0.554331900028046,1,1
1,3,1,0.441581600025529,1,1
1,1,0,0.629764500015881,1,0
1,2,0,0.717901000025449,1,0
1,1,0,0.873508500022581,1,0
1,3,1,0.59971350003616,1,1
1,2,0,0.418785300018499,1,0
1,2,1,0.863201100029983,1,1
1,1,1,0.648042300017551,1,1
1,1,1,0.479929800028913,1,1
1,1,1,0.345435400027782,1,1
1,2,0,0.401980900031049,1,0
1,3,1,0.210669100022642,1,1
1,2,1,0.328524000011384,1,1
1,1,1,0.644333200034453,1,1
1,3,1,0.678102800040506,1,1
1,1,1,0.717211900016991,1,1
1,3,1,0.61233970001922,1,1
1,3,1,0.551983700017445,1,1
0,1,0,0.715011300024344,1,1
0,1,0,0.563224900048226,1,1
0,3,1,0.870820200041635,1,0
0,1,1,0.877593500015792,1,0
0,1,0,0.852071700035594,1,1
0,3,1,0.404880900023272,1,0
0,3,0,1.06351610002457,1,1
0,1,0,0.72118560000672,1,1
0,3,1,0.497887300036382,1,0
0,2,1,0.85925380003755,1,0
0,1,0,0.690443300030893,1,1
0,2,0,1.02200190001167,1,1
0,3,0,0.947338200028753,1,1
0,2,1,0.516172500036191,1,0
0,1,1,0.969950800033985,1,0
0,3,0,0.988632300024619,1,1
0,2,0,0.844497800047975,1,1
0,2,0,0.835173400031636,1,1
0,2,1,0.971545100037474,1,0
0,3,1,0.55820730002597,1,0
0,2,0,0.744089900021208,1,1
0,3,0,0.733204600022873,1,1
0,2,1,0.91216110001551,1,0
0,2,1,0.321397500025341,1,0
0,2,0,0.929706700029783,1,1
0,1,1,0.885033500031568,1,0
0,3,1,0.760735800053226,1,0
0,2,1,0.884514800010948,1,0
0,1,0,1.05042750001303,1,1
0,2,0,0.591808299999684,1,1
0,3,0,0.620220100012375,1,1
0,2,1,0.632155300030718,1,0
0,1,0,0.605255700036651,1,1
0,1,1,0.569860600022366,1,0
0,1,1,0.418520200008061,1,0
0,1,0,0.955869200028246,1,1
0,2,0,0.506744700018317,1,1
0,3,0,0.661300100036897,1,1
0,3,1,0.647203400003491,1,0
0,1,0,0.479005400004098,1,1
0,2,1,0.499362900009146,1,0
0,2,1,0.455714200012153,1,0
0,2,1,0.242440800037002,1,0
0,3,0,0.601866100041661,1,1
0,1,1,0.97482260002289,1,0
0,1,1,0.420749900018563,1,0
0,1,1,0.304882400028873,1,0
0,1,0,0.574590300006093,1,1
0,2,1,0.296039400011068,1,0
0,3,0,0.363671100029023,1,1
0,1,0,0.569090700038942,1,1
0,2,0,0.488070300023537,1,1
0,3,0,0.719328300037887,1,1
0,3,0,0.644209600024624,1,1
0,2,0,0.504280800028937,1,1
0,1,0,0.620485800027382,1,1
0,1,1,0.385638100036886,1,0
0,2,1,0.340538700023899,1,0
0,1,1,0.767414600035409,1,0
0,3,1,0.748983100027544,1,0
0,3,1,0.703787500038743,1,0
0,1,1,0.514605200005462,1,0
0,2,1,0.453639500017744,1,0
0,1,0,0.557884200010449,1,1
0,3,0,0.446674300008453,1,1
0,3,0,0.387976100028027,1,1
0,3,0,0.5184089000104,1,1
0,1,0,0.594210800016299,1,1
0,1,0,0.434382600040408,1,1
0,1,1,0.29795990002458,1,0
0,2,0,0.769549100019503,1,1
0,2,1,0.61135760002071,1,0
0,2,1,0.746880900027463,1,0
0,3,0,0.48401360004209,1,1
0,3,0,0.463071100035449,1,1
0,2,0,0.709159400023054,1,1
0,3,0,0.516009100014344,1,1
0,1,0,0.683319600007962,1,1
0,2,1,0.411599900020519,1,0
0,1,1,0.807691500027431,1,0
0,2,1,0.351892100006808,1,0
0,2,1,0.50966770001105,1,0
0,3,1,0.785588000027929,1,0
0,1,0,0.423145000007935,1,1
0,2,1,0.771912700030953,1,0
0,2,1,0.400365200010128,1,0
0,1,0,0.400173600006383,1,1
0,2,1,0.461044200026663,1,0
0,1,1,0.661034200020367,1,0
0,3,0,0.551236700033769,1,1
0,2,1,0.415534500032663,1,0
0,1,1,0.417332600045484,1,0
0,1,0,0.485709400032647,1,1
0,2,0,0.977461900009075,1,1
0,1,0,0.531990000017686,1,1
0,3,0,0.8570858000312,1,1
0,3,0,0.544771100045182,1,1
0,1,0,0.569197200034978,1,1
0,3,1,0.699944700027118,1,0
0,2,1,0.393038200039882,1,0
0,3,1,0.49969019999844,1,0
0,3,1,0.275924700021278,1,0
0,1,1,0.756175500020618,1,0
0,3,1,0.379582100023981,1,0
0,3,0,0.350622500031022,1,1
0,3,0,0.423137200006749,1,1
0,1,0,0.766121000022395,1,1
0,2,0,1.05159980000462,1,1
0,2,0,0.550748300011037,1,1
0,2,0,0.507950900035212,1,1
0,1,1,0.555594600038603,1,0
0,2,1,0.761787700030254,1,0
0,2,0,0.382990700018127,1,1
0,3,1,0.68480540002929,1,0
0,1,1,0.36613270000089,1,0
0,3,0,0.680170100007672,1,1
0,1,1,0.583257100021001,1,0
0,2,0,0.42076080001425,1,1
0,2,1,0.404548300022725,1,0
0,1,0,0.481361700018169,1,1
0,3,1,0.454064400022617,1,0
0,3,1,0.392237400024896,1,0
0,3,1,0.418350500025554,1,0
0,2,0,0.720362000021851,1,1
0,3,1,0.834038100030739,1,0
0,2,0,0.624697400024161,1,1
0,2,1,0.310197100014193,1,0
0,2,1,0.336900200025411,1,0
0,2,0,0.479798600019421,1,1
0,1,1,0.616142600018065,1,0
0,3,0,0.729091100016376,1,1
0,2,0,0.802780500031076,1,1
0,3,1,1.01248250002391,1,0
0,1,0,0.525844000047073,1,1
0,3,1,1.0036245000083,1,0
0,1,1,0.90406990001793,1,0
0,2,0,0.565933500009123,1,1
0,3,0,0.966863500041654,1,1
0,1,1,0.643211500020698,1,0
0,1,1,0.506982300023083,1,0
0,3,0,0.4674230000237,1,1
0,3,0,0.508114300027955,1,1
0,3,0,0.665304000023752,1,1
0,1,1,0.449534100014716,1,0
0,1,1,0.583540100022219,1,0
0,2,1,0.339145700039808,1,0
0,3,1,0.691620100027649,1,0
0,2,0,0.863804200023878,1,1
0,2,1,0.495597400004044,1,0
0,1,1,0.703022700006841,1,0
0,2,1,0.529164900042815,1,0
0,2,1,0.478479300043546,1,0
0,3,0,0.229054600000381,1,1
0,3,0,0.501393700047629,1,1
0,2,1,0.614946900022915,1,0
0,1,0,0.900941400032025,1,1
0,1,1,0.469503600033931,1,0
0,1,0,0.641079100023489,1,1
0,1,0,0.561560700036353,1,1
0,2,0,0.363484900037292,1,1
0,3,0,0.583210500044515,1,1
0,3,1,0.551888600050006,1,0
0,1,1,0.654165800020564,1,0
0,3,0,0.518093600025168,1,1
0,3,0,0.515706500009401,1,1
0,3,1,0.633251600025687,1,0
0,2,1,0.556300400028704,1,0
0,1,1,0.505745500035118,1,0
1,3,1,0.922550899995258,2,1
1,3,1,0.769782999996096,2,1
1,2,1,0.708397399983369,2,1
1,2,1,0.697535399987828,2,1
1,1,1,0.522300399985397,2,1
1,1,1,0.632780399988405,2,1
1,2,1,0.913821399997687,2,1
1,1,1,0.627840000001015,2,1
1,1,1,0.57030599997961,2,1
1,2,0,0.983862599998247,2,0
1,1,1,0.549921800004086,2,1
1,3,1,0.504189100000076,2,1
1,1,1,0.532729400001699,2,1
1,3,1,0.755341099982616,2,1
1,3,1,0.685717000014847,2,1
1,1,1,0.535283300006995,2,1
1,3,0,0.714569499978097,2,0
1,1,1,0.538877600018168,2,1
1,2,1,0.536627900000894,2,1
1,3,1,0.610379999998258,2,1
1,1,1,0.422504200018011,2,1
1,1,1,0.802792000002228,2,1
1,1,1,0.636671200016281,2,1
1,1,1,0.538066999986768,2,1
1,2,1,0.738084200012963,2,1
1,1,1,0.482429800002137,2,1
1,3,1,0.635376299993368,2,1
1,1,1,0.560930400009966,2,1
1,2,0,0.60793339999509,2,0
1,2,1,0.694858700007899,2,1
1,1,1,0.597450500004925,2,1
1,2,1,0.561518000002252,2,1
1,2,1,0.508683299995027,2,1
1,2,1,0.440614899998764,2,1
1,3,1,0.654228900006274,2,1
1,1,1,0.507019699987723,2,1
1,3,1,0.600995799992234,2,1
1,1,1,0.415076300007058,2,1
1,2,1,0.715625399985583,2,1
1,2,0,0.596255499986,2,0
1,2,1,0.443885099986801,2,1
1,2,1,0.602553599979728,2,1
1,3,1,0.998003099986818,2,1
1,3,1,0.468974199990043,2,1
1,3,1,0.358742900018115,2,1
1,1,1,0.439679200004321,2,1
1,1,1,0.495624100003624,2,1
1,1,1,0.385186200001044,2,1
1,3,1,0.575889300002018,2,1
1,3,1,0.49007009997149,2,1
1,2,0,0.62585169999511,2,0
1,1,1,0.508367500005988,2,1
1,1,1,0.544520199997351,2,1
1,3,1,0.754340300016338,2,1
1,1,1,0.515816999977687,2,1
1,1,1,0.360013500001514,2,1
1,1,1,0.379407400003402,2,1
1,1,1,0.395609699975466,2,1
1,3,0,0.553128400002606,2,0
1,3,1,0.422462699993048,2,1
1,3,1,0.401876199990511,2,1
1,3,0,0.659012100019027,2,0
1,3,1,0.788456699985545,2,1
1,2,1,0.623857300000964,2,1
1,2,1,0.365211199998157,2,1
1,2,1,0.605607999983476,2,1
1,2,1,0.372522499994375,2,1
1,2,1,0.379150099994149,2,1
1,3,0,0.394538099993952,2,0
1,2,1,0.883216799993534,2,1
1,2,1,0.853457200020785,2,1
1,2,1,0.638109699997585,2,1
1,2,1,0.561224999983096,2,1
1,3,0,0.614079699997092,2,0
1,1,1,0.578549499972723,2,1
1,1,1,0.667431199981365,2,1
1,3,1,0.822673899994697,2,1
1,1,1,0.575406699994346,2,1
1,2,1,0.783105300011812,2,1
1,3,1,0.767060499987565,2,1
1,2,1,0.811984900006792,2,1
1,1,1,0.688026499992702,2,1
1,3,1,0.613552399998298,2,1
1,1,1,0.583139800000936,2,1
1,3,1,0.799010399990948,2,1
1,1,1,0.773875700018834,2,1
1,2,1,0.641673400008585,2,1
1,1,1,0.662082099996042,2,1
1,3,1,0.658140300016385,2,1
1,1,1,0.638368699990679,2,1
1,2,0,0.557749500003411,2,0
1,3,1,0.844912899978226,2,1
1,1,1,0.576252599974396,2,1
1,3,1,0.764269299979787,2,1
1,1,1,0.548877399996854,2,1
1,3,0,0.748160599992843,2,0
1,2,1,0.636322999984259,2,1
1,3,0,0.615888099971926,2,0
1,2,0,0.68390449997969,2,0
1,3,1,0.530953599984059,2,1
1,2,1,0.638599999976577,2,1
1,3,1,0.599377499980619,2,1
1,3,1,0.593664299987722,2,1
1,2,1,0.619803099980345,2,1
1,2,1,0.79291839999496,2,1
1,2,0,0.58466620001127,2,0
1,1,1,0.658405199996196,2,1
1,3,0,0.577089400001569,2,0
1,1,1,0.597472800000105,2,1
1,3,1,0.811896100000013,2,1
1,3,1,0.667719399993075,2,1
1,1,1,0.734517600008985,2,1
1,2,0,0.73474219997297,2,0
1,3,1,0.779569899983471,2,1
1,2,0,0.515215999999782,2,0
1,2,1,0.685947799996939,2,1
1,2,0,0.659722400014289,2,0
1,2,0,0.877616900019348,2,0
1,3,1,0.475575199990999,2,1
1,1,1,0.525783599994611,2,1
1,3,1,0.652631599979941,2,1
1,1,1,0.706911499990383,2,1
1,2,0,0.604339899990009,2,0
1,2,1,0.695760799979325,2,1
1,3,1,0.82209529998363,2,1
1,3,1,0.769662699982291,2,1
1,3,1,0.820686199993361,2,1
1,2,1,0.874990999989677,2,1
1,3,0,0.714521600020817,2,0
1,3,1,0.613497299986193,2,1
1,2,1,0.899322300014319,2,1
1,2,1,0.690966499998467,2,1
1,1,1,0.543669000006048,2,1
1,2,1,0.79921430000104,2,1
1,2,1,0.878228599991417,2,1
1,3,1,0.904856999986805,2,1
1,2,1,0.750642800005153,2,1
1,3,1,0.757366199977696,2,1
1,3,1,0.810247699992033,2,1
1,2,1,0.641923600021983,2,1
1,2,1,0.805948699999135,2,1
1,1,1,0.983812899998156,2,1
1,3,0,0.871661099983612,2,0
1,1,1,0.778968800004805,2,1
1,1,1,0.691190999990795,2,1
1,1,1,1.03244400001131,2,1
1,3,0,0.775081900006626,2,0
1,1,1,0.677858899987768,2,1
1,2,1,0.765364599996246,2,1
1,1,1,1.03224499998032,2,1
1,2,1,0.899339299998246,2,1
1,2,1,0.731004800007213,2,1
1,1,0,0.753140099986922,2,0
1,1,1,0.717348000005586,2,1
1,3,1,0.629414499999257,2,1
1,3,1,1.03632969997125,2,1
1,3,1,0.67821310000727,2,1
1,1,1,0.568147399986628,2,1
1,2,1,0.91369700001087,2,1
1,3,1,0.772958999994444,2,1
1,1,1,0.609847499988973,2,1
1,1,1,0.849429099995177,2,1
1,2,0,0.906796699971892,2,0
1,1,1,0.620720099977916,2,1
1,3,0,0.684528699988732,2,0
1,3,1,0.950189499999397,2,1
1,3,0,0.818690399988554,2,0
1,1,1,0.61223090000567,2,1
1,1,1,0.614500299998326,2,1
1,2,1,0.673021900001913,2,1
1,1,1,0.548350700002629,2,1
1,1,1,0.529881199996453,2,1
1,3,1,0.837558100000024,2,1
1,2,0,0.543698599998606,2,0
1,2,0,0.783001800009515,2,0
1,1,1,0.724121000006562,2,1
1,2,0,1.01888759998837,2,0
1,1,1,0.566511000011815,2,1
1,3,1,0.946542699995916,2,1
1,2,0,0.93613380001625,2,0
0,3,1,0.729064100014511,2,0
0,2,0,0.541620600008173,2,1
0,3,1,0.729043200000888,2,0
0,1,1,0.902603599999566,2,0
0,2,1,0.721988999983296,2,0
0,1,0,0.55358140001772,2,1
0,1,0,0.646431299974211,2,1
0,2,1,0.721340000018245,2,0
0,1,1,0.704616900009569,2,0
0,3,0,0.603478900011396,2,1
0,2,1,0.798313000006601,2,0
0,2,1,0.535287700011395,2,0
0,3,1,0.670225000008941,2,0
0,1,0,0.495342900016112,2,1
0,2,1,0.653641999990214,2,0
0,3,1,0.616536699992139,2,0
0,3,1,0.662739299994428,2,0
0,1,0,0.724618800013559,2,1
0,2,1,0.617598699987866,2,0
0,2,1,0.480292799999006,2,0
0,1,1,0.668250300019281,2,0
0,2,1,0.603019400004996,2,0
0,1,1,0.699682400008896,2,0
0,1,1,0.833579400001327,2,0
0,3,1,0.77245300001232,2,0
0,1,0,0.604680999997072,2,1
0,1,1,0.572030199982692,2,0
0,3,1,0.533009599981597,2,0
0,3,1,0.560341100004734,2,0
0,2,1,0.663387299980968,2,0
0,1,1,0.521732799999882,2,0
0,3,1,0.424907800013898,2,0
0,3,1,0.608437999995658,2,0
0,3,1,0.517354899988277,2,0
0,2,1,0.660195900010876,2,0
0,3,1,0.654258800001116,2,0
0,3,1,0.592816500022309,2,0
0,1,1,0.541819100006251,2,0
0,2,0,0.63157929998124,2,1
0,1,1,0.699386699998286,2,0
0,3,1,0.915407099993899,2,0
0,1,1,1.01493470001151,2,0
0,2,0,0.577143500006059,2,1
0,2,0,0.581348400010029,2,1
0,2,1,0.596659700007876,2,0
0,2,1,0.607803899998544,2,0
0,3,1,0.615581099991687,2,0
0,2,1,0.627127000014298,2,0
0,2,1,0.580671500007156,2,0
0,1,1,0.6433868999884,2,0
0,3,1,0.470304599992232,2,0
0,2,1,0.642118100018706,2,0
0,1,0,0.883103899977868,2,1
0,2,1,0.58252949998132,2,0
0,1,1,0.71667389999493,2,0
0,3,1,0.684264399984386,2,0
0,1,1,0.702568299981067,2,0
0,3,1,0.582646299997577,2,0
0,3,1,0.451061700005084,2,0
0,2,1,0.59640449998551,2,0
0,1,1,0.56944759999169,2,0
0,1,1,0.45222430001013,2,0
0,2,1,0.413539700006368,2,0
0,3,0,0.3692422999884,2,1
0,3,1,0.620017700013705,2,0
0,2,1,0.529497999988962,2,0
0,1,1,0.665497499983758,2,0
0,3,1,0.700935900007607,2,0
0,1,1,0.729376800009049,2,0
0,2,1,0.685986500000581,2,0
0,3,0,0.787371800019173,2,1
0,2,1,0.629456399998162,2,0
0,1,0,0.681743900000583,2,1
0,1,1,0.599569600017276,2,0
0,2,1,0.645271299988963,2,0
0,2,1,0.516775299998699,2,0
0,1,1,0.676898000005167,2,0
0,3,0,0.570658299984643,2,1
0,2,1,0.642553899990162,2,0
0,2,1,0.649490699986927,2,0
0,2,1,0.879423800011864,2,0
0,2,1,0.712603899999522,2,0
0,3,0,0.686089999973774,2,1
0,2,1,0.840544000006048,2,0
0,2,1,0.681381000002148,2,0
0,2,1,0.729826199996751,2,0
0,3,1,0.672772899997653,2,0
0,3,1,0.841830099991057,2,0
0,3,1,0.641815299983136,2,0
