Subject,Task,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,Response,RT_ms,RT_sec,ACC
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,434.570499986876,0.434570499986876,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,516.243899997789,0.516243899997789,0
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,447.816799976863,0.447816799976863,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,697.179099952336,0.697179099952336,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,625.398800009862,0.625398800009862,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,371.629000001121,0.371629000001121,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,345.360100036487,0.345360100036487,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,559.49790001614,0.55949790001614,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,479.875899967737,0.479875899967737,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,462.293099961244,0.462293099961244,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,450.970100006089,0.450970100006089,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,1000.02859998494,1.00002859998494,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,707.939699990675,0.707939699990675,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,507.191699987743,0.507191699987743,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,847.385699977167,0.847385699977167,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,607.006399950478,0.607006399950478,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,691.54890003847,0.69154890003847,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,350.50100000808,0.35050100000808,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,518.06289999513,0.51806289999513,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,646.820799971465,0.646820799971465,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,579.253799980506,0.579253799980506,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,747.736899997108,0.747736899997108,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,621.297400037292,0.621297400037292,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,314.199600019492,0.314199600019492,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,282.470999984071,0.282470999984071,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,391.851400025189,0.391851400025189,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,484.721400018316,0.484721400018316,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,524.124799994752,0.524124799994752,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,507.706199947279,0.507706199947279,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,492.308200045954,0.492308200045954,0
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,593.39049999835,0.59339049999835,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,530.750399979297,0.530750399979297,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,544.603399990592,0.544603399990592,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,684.08159998944,0.68408159998944,0
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,356.556500017177,0.356556500017177,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,550.088400021195,0.550088400021195,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,439.938299998175,0.439938299998175,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,785.478300007526,0.785478300007526,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,0,366.530600003898,0.366530600003898,0
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,622.134400007781,0.622134400007781,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,631.4339999808,0.6314339999808,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,378.507499990519,0.378507499990519,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,425.625200034119,0.425625200034119,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,603.143500047736,0.603143500047736,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,602.45769994799,0.60245769994799,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,514.010399987455,0.514010399987455,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,505.493000033312,0.505493000033312,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,630.20440004766,0.63020440004766,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,599.04890001053,0.59904890001053,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,695.478500041645,0.695478500041645,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,517.396799987182,0.517396799987182,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,481.669899949338,0.481669899949338,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,350.82870000042,0.35082870000042,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,506.837000022642,0.506837000022642,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,551.781199988909,0.551781199988909,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,571.491299953777,0.571491299953777,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,388.208399992436,0.388208399992436,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,545.154099992942,0.545154099992942,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,552.995699981693,0.552995699981693,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,473.875700030476,0.473875700030476,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,489.877299987711,0.489877299987711,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,461.240299977362,0.461240299977362,0
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,609.527900000103,0.609527900000103,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,486.95490002865,0.48695490002865,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,300.489000044763,0.300489000044763,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,516.752300027292,0.516752300027292,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,519.176699977834,0.519176699977834,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,542.686200002208,0.542686200002208,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,697.25239998661,0.69725239998661,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,570.851499971468,0.570851499971468,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,585.768099990673,0.585768099990673,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,633.300599991344,0.633300599991344,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,639.403000008315,0.639403000008315,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,395.160900021438,0.395160900021438,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,498.946900013834,0.498946900013834,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,748.002000036649,0.748002000036649,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,471.204100002069,0.471204100002069,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,391.414499958046,0.391414499958046,0
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,335.69959999295,0.33569959999295,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,515.368000022136,0.515368000022136,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,470.029399963096,0.470029399963096,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,341.071099974215,0.341071099974215,0
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,669.530600018334,0.669530600018334,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,400.767499988433,0.400767499988433,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,421.969600021839,0.421969600021839,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,762.006799981464,0.762006799981464,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,515.920499979984,0.515920499979984,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,389.762000006158,0.389762000006158,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,502.443500037771,0.502443500037771,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,840.496100019664,0.840496100019664,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,664.18690001592,0.66418690001592,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,326.762199983932,0.326762199983932,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,675.59070000425,0.67559070000425,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,273.546199954581,0.273546199954581,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,570.774699968752,0.570774699968752,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,719.38330004923,0.71938330004923,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,484.908399987034,0.484908399987034,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,454.33509995928,0.45433509995928,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,468.557999993209,0.468557999993209,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,594.766199996229,0.594766199996229,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,560.231300012674,0.560231300012674,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,433.698099979665,0.433698099979665,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,576.635600009467,0.576635600009467,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,497.426800022367,0.497426800022367,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,1025.05749999546,1.02505749999546,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,585.167800018098,0.585167800018098,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,493.996599980164,0.493996599980164,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,534.09010003088,0.53409010003088,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,618.398999969941,0.618398999969941,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,494.925200007856,0.494925200007856,0
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,510.266099998262,0.510266099998262,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,508.385900000576,0.508385900000576,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,552.795099967625,0.552795099967625,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,795.96760001732,0.79596760001732,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,382.26299994858,0.38226299994858,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,607.17889998341,0.60717889998341,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,662.898600043263,0.662898600043263,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,445.318699989002,0.445318699989002,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,477.494699996896,0.477494699996896,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,501.481999992393,0.501481999992393,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,535.877199959941,0.535877199959941,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,484.540500037838,0.484540500037838,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,666.887400031555,0.666887400031555,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,662.823699996807,0.662823699996807,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,461.519500007853,0.461519500007853,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,392.065299965907,0.392065299965907,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,645.815700001549,0.645815700001549,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,422.20750002889,0.42220750002889,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,533.685699978378,0.533685699978378,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,465.770799957681,0.465770799957681,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,540.533100022003,0.540533100022003,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,564.886400010437,0.564886400010437,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,526.735699968413,0.526735699968413,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,586.864399956539,0.586864399956539,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,417.080899991561,0.417080899991561,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,494.732099992689,0.494732099992689,1
20,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,561.385300010443,0.561385300010443,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,702.589900000021,0.702589900000021,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,486.381899972912,0.486381899972912,1
20,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,778.929499967489,0.778929499967489,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,529.689199989662,0.529689199989662,1
20,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,442.184899991844,0.442184899991844,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,359.280799981207,0.359280799981207,0
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,738.190100004431,0.738190100004431,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,595.282000023872,0.595282000023872,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,624.194500036538,0.624194500036538,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,664.076799992472,0.664076799992472,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,952.133000013418,0.952133000013418,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,615.260999999009,0.615260999999009,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,509.405600023456,0.509405600023456,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,515.920499979984,0.515920499979984,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,585.591700044461,0.585591700044461,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,548.12429996673,0.54812429996673,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,811.954399978276,0.811954399978276,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,625.781899958383,0.625781899958383,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,798.248399980366,0.798248399980366,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,510.712100018281,0.510712100018281,0
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,590.759499988053,0.590759499988053,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,767.569099960383,0.767569099960383,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,643.547300016508,0.643547300016508,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,704.318400006741,0.704318400006741,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,627.774799999315,0.627774799999315,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,753.55889997445,0.75355889997445,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,935.304600046948,0.935304600046948,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,721.295900002588,0.721295900002588,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,665.560900000855,0.665560900000855,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,330.821899988223,0.330821899988223,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,524.062200041953,0.524062200041953,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,505.852099973708,0.505852099973708,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,565.021099988371,0.565021099988371,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,492.352099972777,0.492352099972777,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,453.060699976049,0.453060699976049,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,474.035499966703,0.474035499966703,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,695.56919997558,0.69556919997558,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,427.051800012123,0.427051800012123,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,598.026200023014,0.598026200023014,0
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,799.431699968409,0.799431699968409,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,637.160799989942,0.637160799989942,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,912.244400009513,0.912244400009513,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,565.144099993631,0.565144099993631,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,578.065599955153,0.578065599955153,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,659.902699990198,0.659902699990198,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,645.706099981908,0.645706099981908,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,921.348200005013,0.921348200005013,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,647.133399965242,0.647133399965242,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,602.468499972019,0.602468499972019,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,554.142799985129,0.554142799985129,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,652.545899967663,0.652545899967663,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,534.553400008008,0.534553400008008,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,413.49760000594,0.41349760000594,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,579.209699993953,0.579209699993953,0
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,537.022500007879,0.537022500007879,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,427.310200000647,0.427310200000647,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,794.703899999149,0.794703899999149,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,543.272699986119,0.543272699986119,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,545.877200027462,0.545877200027462,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,330.996200034861,0.330996200034861,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,686.516399960965,0.686516399960965,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,740.54090003483,0.74054090003483,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,558.15460003214,0.55815460003214,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,615.624300029594,0.615624300029594,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,507.71249999525,0.50771249999525,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,417.99359995639,0.41799359995639,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,521.153200010303,0.521153200010303,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,501.945699972566,0.501945699972566,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,383.761300006881,0.383761300006881,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,436.055500002112,0.436055500002112,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,534.976699971594,0.534976699971594,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,569.570499996189,0.569570499996189,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,505.528800014872,0.505528800014872,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,512.95039994875,0.51295039994875,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,339.879399980418,0.339879399980418,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,631.661099963821,0.631661099963821,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,376.713200006634,0.376713200006634,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,534.997299953829,0.534997299953829,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,589.037899975665,0.589037899975665,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,693.486600008328,0.693486600008328,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,638.361599994823,0.638361599994823,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,431.378999957815,0.431378999957815,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,454.493700002786,0.454493700002786,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,435.9998999862,0.4359998999862,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,678.511900012381,0.678511900012381,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,578.452399990056,0.578452399990056,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,561.242000025231,0.561242000025231,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,918.082099989988,0.918082099989988,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,813.946899957955,0.813946899957955,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,644.438799994532,0.644438799994532,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,331.440199981444,0.331440199981444,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,644.565500027966,0.644565500027966,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,673.043499991763,0.673043499991763,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,388.203400012571,0.388203400012571,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,453.935099998489,0.453935099998489,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,441.625199979171,0.441625199979171,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,610.130899993237,0.610130899993237,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,521.518800000194,0.521518800000194,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,621.108199993614,0.621108199993614,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,478.625799994916,0.478625799994916,0
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,490.585899970029,0.490585899970029,1
20,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,465.343300020322,0.465343300020322,1
20,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,498.433100001421,0.498433100001421,1
20,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,400.50039999187,0.40050039999187,1
