"ExperimentName","Subject","Age","Handedness","Sex","Identity","Shape","Target.ACC","Target.RESP","Target.RT","Session","Group","Label","Phase"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",464,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",534,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",404,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",394,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",536,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",472,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",604,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",442,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",493,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",462,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",532,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",586,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",409,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",407,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",421,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",443,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",497,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",511,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",549,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",459,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",570,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",410,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",490,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",570,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",472,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",558,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",452,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",546,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",400,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",686,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",420,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",426,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",368,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",382,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",444,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",418,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",354,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",520,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",508,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",530,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",496,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",415,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",477,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",542,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",441,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",515,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",572,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",490,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",576,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",526,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",428,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",458,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",456,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",632,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",470,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",476,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",514,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",448,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",486,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",464,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",0,"m",366,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",468,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",459,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",681,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",380,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",407,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",0,"m",495,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",454,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",494,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",508,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",266,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",648,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",472,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",390,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",388,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",373,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",320,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",582,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",420,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",434,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",571,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",438,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",452,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",458,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",536,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",502,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",412,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",794,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",432,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",408,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",356,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",586,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",416,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",410,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",468,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",354,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",544,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",494,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",460,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",522,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",426,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",544,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",448,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",518,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",580,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",610,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",608,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",502,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",700,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",615,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",472,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",694,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",492,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",690,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",391,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",357,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",468,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",433,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",463,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",437,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",716,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",618,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",696,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",510,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",589,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",491,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",544,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",574,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",436,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",402,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",496,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",486,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",620,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",690,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",424,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",598,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",596,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",474,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",384,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",942,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",359,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",446,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",452,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",498,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",584,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",406,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",412,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",354,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",475,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",526,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",454,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",718,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",580,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",610,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",0,"m",696,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",558,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",532,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",474,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",792,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",414,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",0,"m",548,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",497,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",539,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",349,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",379,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",529,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",447,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",461,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",443,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",461,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",389,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",390,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",428,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",354,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",440,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",598,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",572,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",474,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",458,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",0,"m",232,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",382,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",428,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",427,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",512,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",393,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",428,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",473,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",471,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",493,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",427,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",471,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",479,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",493,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",475,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",649,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",527,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",547,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",599,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",537,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",500,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",0,"m",406,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",516,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",506,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",410,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",710,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",417,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",546,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",467,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"n",530,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",440,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",494,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"m",523,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",498,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",567,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",438,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",371,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"n",585,1,2,"Friend","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",383,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Stranger","S.bmp",1,"m",405,1,2,"Stranger","Breaking"
"breaking",5,20,"right","male","Self","C.bmp",1,"m",379,1,2,"Self","Breaking"
"breaking",5,20,"right","male","Friend","T.bmp",1,"n",457,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,NA,0,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,NA,0,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,"n",941,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,"n",564,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,"m",1050,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,"n",934,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",1,"m",588,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,NA,0,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,"n",870,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,NA,0,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,NA,0,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,"m",1064,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,NA,0,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",1,"m",1073,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,"n",1063,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,"m",797,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,"n",995,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,NA,0,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,NA,0,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",1,"m",459,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,"m",418,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,NA,0,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,NA,0,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",1,"n",650,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",1,"m",592,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",1,"m",886,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,"n",524,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,NA,0,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",1,"m",623,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,"n",597,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,"m",731,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",1,"n",145,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,"m",551,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,"n",813,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,"n",8,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,"m",303,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",1,"n",37,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",1,"m",37,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",1,"n",219,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",1,"m",33,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,"n",119,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",1,"m",77,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,"n",35,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",1,"m",249,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,"m",512,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,"n",134,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,NA,0,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",1,"n",162,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",1,"m",72,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,NA,0,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,NA,0,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,"n",506,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",1,"m",1,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,"n",22,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,NA,0,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,NA,0,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,NA,0,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,"m",187,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",1,"n",145,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,"m",871,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,"n",349,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,"m",276,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",0,NA,0,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Stranger","T.bmp",0,"m",208,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",1,"m",982,1,2,"Self","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",1,"m",1020,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",1,"m",978,1,2,"Stranger","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",0,NA,0,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Friend","S.bmp",1,"m",590,1,2,"Friend","Breaking"
"breaking",6,20,"right","female","Self","C.bmp",1,"n",755,1,2,"Stranger","Breaking"
