"Subject","Task","Phase","Block","Trial","Practice","Matching","Shape","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","CorrResponse","Response","RT_ms","RT_sec","ACC"
6,"self-matching","Breaking",2,4,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","m",717,0.717,0
6,"self-matching","Breaking",2,5,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m","m",755,0.755,1
6,"self-matching","Breaking",2,6,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m","n",842,0.842,0
6,"self-matching","Breaking",2,7,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m","m",672,0.672,1
6,"self-matching","Breaking",2,8,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","n",918,0.918,1
6,"self-matching","Breaking",2,9,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","n",748,0.748,1
6,"self-matching","Breaking",2,10,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",882,0.882,1
6,"self-matching","Breaking",2,11,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","n",872,0.872,0
6,"self-matching","Breaking",2,12,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",574,0.574,1
6,"self-matching","Breaking",2,13,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","n",836,0.836,1
6,"self-matching","Breaking",2,14,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",1002,1.002,1
6,"self-matching","Breaking",2,15,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","n",1072,1.072,0
6,"self-matching","Breaking",2,16,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m",NA,NA,NA,NA
6,"self-matching","Breaking",2,17,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m","n",861,0.861,0
6,"self-matching","Breaking",2,18,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","n",1021,1.021,1
6,"self-matching","Breaking",2,19,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","n",611,0.611,1
6,"self-matching","Breaking",2,20,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","n",873,0.873,1
6,"self-matching","Breaking",2,21,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","n",351,0.351,1
6,"self-matching","Breaking",2,22,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",677,0.677,1
6,"self-matching","Breaking",2,23,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",1035,1.035,1
6,"self-matching","Breaking",2,24,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","n",833,0.833,1
6,"self-matching","Breaking",2,25,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",664,0.664,1
6,"self-matching","Breaking",2,26,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",NA,NA,NA,NA
6,"self-matching","Breaking",2,27,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",755,0.755,1
6,"self-matching","Breaking",2,28,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n",NA,NA,NA,NA
6,"self-matching","Breaking",2,29,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","n",511,0.511,1
6,"self-matching","Breaking",2,30,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","m",981,0.981,0
6,"self-matching","Breaking",2,31,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m",NA,NA,NA,NA
6,"self-matching","Breaking",2,32,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","n",641,0.641,0
6,"self-matching","Breaking",2,33,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m",NA,NA,NA,NA
6,"self-matching","Breaking",2,34,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m",NA,NA,NA,NA
6,"self-matching","Breaking",2,35,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n",NA,NA,NA,NA
6,"self-matching","Breaking",2,36,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",1034,1.034,1
6,"self-matching","Breaking",2,37,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m",NA,NA,NA,NA
6,"self-matching","Breaking",2,38,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",992,0.992,1
6,"self-matching","Breaking",2,39,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",614,0.614,1
6,"self-matching","Breaking",2,40,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","n",876,0.876,1
6,"self-matching","Breaking",2,41,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",642,0.642,1
6,"self-matching","Breaking",2,42,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","n",552,0.552,1
6,"self-matching","Breaking",2,43,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",718,0.718,1
6,"self-matching","Breaking",2,44,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",757,0.757,1
6,"self-matching","Breaking",2,45,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","m",955,0.955,0
6,"self-matching","Breaking",2,46,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",NA,NA,NA,NA
6,"self-matching","Breaking",2,47,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",951,0.951,1
6,"self-matching","Breaking",2,48,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m","m",957,0.957,1
6,"self-matching","Breaking",2,49,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m",NA,NA,NA,NA
6,"self-matching","Breaking",2,50,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m","m",857,0.857,1
6,"self-matching","Breaking",2,51,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","m",415,0.415,0
6,"self-matching","Breaking",2,52,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",1045,1.045,1
6,"self-matching","Breaking",2,53,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","m",699,0.699,0
6,"self-matching","Breaking",2,54,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",674,0.674,1
6,"self-matching","Breaking",2,55,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",616,0.616,1
6,"self-matching","Breaking",2,56,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m","m",856,0.856,1
6,"self-matching","Breaking",2,57,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n",NA,NA,NA,NA
6,"self-matching","Breaking",2,58,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m","m",932,0.932,1
6,"self-matching","Breaking",2,59,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m","m",586,0.586,1
6,"self-matching","Breaking",2,60,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",784,0.784,1
6,"self-matching","Breaking",2,61,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",614,0.614,1
6,"self-matching","Breaking",2,62,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","n",1036,1.036,1
6,"self-matching","Breaking",2,63,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","n",547,0.547,1
6,"self-matching","Breaking",2,64,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","n",393,0.393,1
6,"self-matching","Breaking",2,65,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",479,0.479,1
6,"self-matching","Breaking",2,66,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","n",836,0.836,0
6,"self-matching","Breaking",2,67,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m",NA,NA,NA,NA
6,"self-matching","Breaking",2,68,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","n",1072,1.072,1
6,"self-matching","Breaking",2,69,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",614,0.614,1
6,"self-matching","Breaking",2,70,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n",NA,NA,NA,NA
6,"self-matching","Breaking",2,71,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","m",1014,1.014,0
6,"self-matching","Breaking",2,72,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m","n",700,0.7,0
6,"self-matching","Breaking",2,73,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",865,0.865,1
6,"self-matching","Breaking",2,74,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","n",775,0.775,1
6,"self-matching","Breaking",2,75,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",683,0.683,1
6,"self-matching","Breaking",2,76,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m","n",993,0.993,0
6,"self-matching","Breaking",2,77,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m","m",1015,1.015,1
6,"self-matching","Breaking",2,78,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","n",1006,1.006,0
6,"self-matching","Breaking",2,79,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",857,0.857,1
6,"self-matching","Breaking",2,80,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",942,0.942,1
6,"self-matching","Breaking",2,81,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","m",755,0.755,0
6,"self-matching","Breaking",3,1,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m","m",778,0.778,1
6,"self-matching","Breaking",3,2,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",512,0.512,1
6,"self-matching","Breaking",3,3,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",790,0.79,1
6,"self-matching","Breaking",3,4,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","n",700,0.7,0
6,"self-matching","Breaking",3,5,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","n",1026,1.026,1
6,"self-matching","Breaking",3,6,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",985,0.985,1
6,"self-matching","Breaking",3,7,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m",NA,NA,NA,NA
6,"self-matching","Breaking",3,8,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","n",891,0.891,1
6,"self-matching","Breaking",3,9,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",523,0.523,1
6,"self-matching","Breaking",3,10,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m","m",945,0.945,1
6,"self-matching","Breaking",3,11,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","n",1079,1.079,1
6,"self-matching","Breaking",3,12,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","m",733,0.733,0
6,"self-matching","Breaking",3,13,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","n",1075,1.075,0
6,"self-matching","Breaking",3,14,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",953,0.953,1
6,"self-matching","Breaking",3,15,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",704,0.704,1
6,"self-matching","Breaking",3,16,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n",NA,NA,NA,NA
6,"self-matching","Breaking",3,17,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",812,0.812,1
6,"self-matching","Breaking",3,18,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","m",738,0.738,0
6,"self-matching","Breaking",3,19,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",904,0.904,1
6,"self-matching","Breaking",3,20,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m","n",622,0.622,0
6,"self-matching","Breaking",3,21,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","m",742,0.742,0
6,"self-matching","Breaking",3,22,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m","m",537,0.537,1
6,"self-matching","Breaking",3,23,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m",NA,NA,NA,NA
6,"self-matching","Breaking",3,24,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","n",821,0.821,1
6,"self-matching","Breaking",3,25,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m",NA,NA,NA,NA
6,"self-matching","Breaking",3,26,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","n",770,0.77,1
6,"self-matching","Breaking",3,27,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",728,0.728,1
6,"self-matching","Breaking",3,28,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",990,0.99,1
6,"self-matching","Breaking",3,29,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",420,0.42,1
6,"self-matching","Breaking",3,30,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",874,0.874,1
6,"self-matching","Breaking",3,31,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m","m",656,0.656,1
6,"self-matching","Breaking",3,32,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m","m",502,0.502,1
6,"self-matching","Breaking",3,33,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","m",716,0.716,0
6,"self-matching","Breaking",3,34,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m",NA,NA,NA,NA
6,"self-matching","Breaking",3,35,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","n",793,0.793,0
6,"self-matching","Breaking",3,36,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",655,0.655,1
6,"self-matching","Breaking",3,37,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","n",837,0.837,1
6,"self-matching","Breaking",3,38,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","m",827,0.827,0
6,"self-matching","Breaking",3,39,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","n",417,0.417,0
6,"self-matching","Breaking",3,40,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m",NA,NA,NA,NA
6,"self-matching","Breaking",3,41,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",NA,NA,NA,NA
6,"self-matching","Breaking",3,42,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m",NA,NA,NA,NA
6,"self-matching","Breaking",3,43,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m","m",522,0.522,1
6,"self-matching","Breaking",3,44,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","n",720,0.72,0
6,"self-matching","Breaking",3,45,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","m",1062,1.062,0
6,"self-matching","Breaking",3,46,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","n",582,0.582,1
6,"self-matching","Breaking",3,47,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","n",1020,1.02,1
6,"self-matching","Breaking",3,48,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",722,0.722,1
6,"self-matching","Breaking",3,49,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",1064,1.064,1
6,"self-matching","Breaking",3,50,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n",NA,NA,NA,NA
6,"self-matching","Breaking",3,51,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","n",500,0.5,1
6,"self-matching","Breaking",3,52,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",1050,1.05,1
6,"self-matching","Breaking",3,53,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","n",849,0.849,1
6,"self-matching","Breaking",3,54,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",983,0.983,1
6,"self-matching","Breaking",3,55,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",525,0.525,1
6,"self-matching","Breaking",3,56,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",627,0.627,1
6,"self-matching","Breaking",3,57,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","m",905,0.905,0
6,"self-matching","Breaking",3,58,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",590,0.59,1
6,"self-matching","Breaking",3,59,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","n",932,0.932,1
6,"self-matching","Breaking",3,60,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m",NA,NA,NA,NA
6,"self-matching","Breaking",3,61,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",1072,1.072,1
6,"self-matching","Breaking",3,62,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m",NA,NA,NA,NA
6,"self-matching","Breaking",3,63,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n",NA,NA,NA,NA
6,"self-matching","Breaking",3,64,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m","m",691,0.691,1
6,"self-matching","Breaking",3,65,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",963,0.963,1
6,"self-matching","Breaking",3,66,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m",NA,NA,NA,NA
6,"self-matching","Breaking",3,67,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","n",799,0.799,1
6,"self-matching","Breaking",3,68,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","m",997,0.997,0
6,"self-matching","Breaking",3,69,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","n",571,0.571,1
6,"self-matching","Breaking",3,70,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m","m",961,0.961,1
6,"self-matching","Breaking",3,71,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m",NA,NA,NA,NA
6,"self-matching","Breaking",3,72,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","n",686,0.686,1
6,"self-matching","Breaking",3,73,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","n",1028,1.028,0
6,"self-matching","Breaking",3,74,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",922,0.922,1
6,"self-matching","Breaking",3,75,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","n",480,0.48,1
6,"self-matching","Breaking",3,76,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","m",646,0.646,0
6,"self-matching","Breaking",3,77,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",1084,1.084,1
6,"self-matching","Breaking",3,78,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",898,0.898,1
6,"self-matching","Breaking",3,79,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m","m",984,0.984,1
6,"self-matching","Breaking",3,80,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m",NA,NA,NA,NA
6,"self-matching","Breaking",3,81,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",900,0.9,1
6,"self-matching","Breaking",4,1,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","m",575,0.575,0
6,"self-matching","Breaking",4,2,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","n",853,0.853,0
6,"self-matching","Breaking",4,3,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","m",891,0.891,0
6,"self-matching","Breaking",4,4,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n","n",689,0.689,1
6,"self-matching","Breaking",4,5,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","n",1032,1.032,1
6,"self-matching","Breaking",4,6,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","n",606,0.606,0
6,"self-matching","Breaking",4,7,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m","m",798,0.798,1
6,"self-matching","Breaking",4,8,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m",NA,NA,NA,NA
6,"self-matching","Breaking",4,9,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","m",922,0.922,0
6,"self-matching","Breaking",4,10,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n","n",720,0.72,1
6,"self-matching","Breaking",4,11,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","n",1046,1.046,1
6,"self-matching","Breaking",4,12,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","n",828,0.828,0
6,"self-matching","Breaking",4,13,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m",NA,NA,NA,NA
6,"self-matching","Breaking",4,14,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",920,0.92,1
6,"self-matching","Breaking",4,15,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","n",1070,1.07,0
6,"self-matching","Breaking",4,16,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m",NA,NA,NA,NA
6,"self-matching","Breaking",4,17,0,"Nonmatching","C.bmp","Self","Self","Self","Friend","Friend","Friend","Close","m",NA,NA,NA,NA
6,"self-matching","Breaking",4,18,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",592,0.592,1
6,"self-matching","Breaking",4,19,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",806,0.806,1
6,"self-matching","Breaking",4,20,0,"Matching","C.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","n","m",1084,1.084,0
6,"self-matching","Breaking",4,21,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m",NA,NA,NA,NA
6,"self-matching","Breaking",4,22,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",920,0.92,1
6,"self-matching","Breaking",4,23,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m","m",1054,1.054,1
6,"self-matching","Breaking",4,24,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","n",885,0.885,0
6,"self-matching","Breaking",4,25,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","n",NA,NA,NA,NA
6,"self-matching","Breaking",4,26,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m","m",1003,1.003,1
6,"self-matching","Breaking",4,27,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",785,0.785,1
6,"self-matching","Breaking",4,28,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",519,0.519,1
6,"self-matching","Breaking",4,29,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",557,0.557,1
6,"self-matching","Breaking",4,30,0,"Nonmatching","C.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",515,0.515,1
6,"self-matching","Breaking",4,31,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","m",NA,NA,NA,NA
6,"self-matching","Breaking",4,32,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m",NA,NA,NA,NA
6,"self-matching","Breaking",4,33,0,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",902,0.902,1
6,"self-matching","Breaking",4,34,0,"Matching","T.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","n",NA,NA,NA,NA
