"Subject","Task","Phase","Block","Trial","Practice","Matching","Shape","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","CorrResponse","Response","RT_ms","RT_sec","ACC"
15,"self-matching","Association",NA,NA,0,"Matching","S.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",637,0.637,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","n",675,0.675,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","m",891,0.891,0
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","m",1020,1.02,0
15,"self-matching","Association",NA,NA,0,"Matching","S.bmp","Self","Self","Self","Self","Self","Self","Self","b",NA,NA,NA,NA
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",914,0.914,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",1025,1.025,1
15,"self-matching","Association",NA,NA,0,"Matching","S.bmp","Self","Self","Self","Self","Self","Self","Self","n","m",760,0.76,0
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",957,0.957,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",700,0.7,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","m",948,0.948,0
15,"self-matching","Association",NA,NA,0,"Matching","S.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",572,0.572,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","n",839,0.839,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",763,0.763,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",704,0.704,1
15,"self-matching","Association",NA,NA,0,"Matching","S.bmp","Self","Self","Self","Self","Self","Self","Self","b","b",713,0.713,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","b",1031,1.031,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","m",845,0.845,0
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",890,0.89,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",652,0.652,1
15,"self-matching","Association",NA,NA,0,"Matching","S.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",591,0.591,1
15,"self-matching","Association",NA,NA,0,"Matching","S.bmp","Self","Self","Self","Self","Self","Self","Self","b","b",749,0.749,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","m",628,0.628,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",645,0.645,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",769,0.769,1
15,"self-matching","Association",NA,NA,0,"Matching","S.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",700,0.7,1
15,"self-matching","Association",NA,NA,0,"Matching","S.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",517,0.517,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","b",651,0.651,0
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",1070,1.07,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",1219,1.219,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","m",963,0.963,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",1142,1.142,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",606,0.606,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","n",666,0.666,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",755,0.755,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","n",1018,1.018,0
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",1051,1.051,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",900,0.9,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",949,0.949,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",572,0.572,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",774,0.774,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","b",849,0.849,0
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",1212,1.212,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",653,0.653,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","b",744,0.744,0
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",561,0.561,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","m",773,0.773,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","n",552,0.552,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","b",614,0.614,0
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",753,0.753,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",672,0.672,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","n",550,0.55,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",973,0.973,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",799,0.799,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","m",1011,1.011,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",1509,1.509,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",1650,1.65,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",852,0.852,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",631,0.631,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","n",1013,1.013,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",887,0.887,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",635,0.635,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","n",874,0.874,0
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",657,0.657,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","n",651,0.651,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",1030,1.03,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",827,0.827,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",836,0.836,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","n",643,0.643,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","b",751,0.751,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",750,0.75,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",757,0.757,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","m",1003,1.003,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",1087,1.087,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",714,0.714,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",760,0.76,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",804,0.804,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","n",889,0.889,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",1020,1.02,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",995,0.995,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","m",998,0.998,0
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",930,0.93,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",765,0.765,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",665,0.665,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","b",650,0.65,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",716,0.716,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",819,0.819,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",796,0.796,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",827,0.827,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",939,0.939,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",796,0.796,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",851,0.851,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","b",806,0.806,0
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",1042,1.042,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","m",694,0.694,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",776,0.776,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",650,0.65,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",837,0.837,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",1003,1.003,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",799,0.799,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",779,0.779,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","b",812,0.812,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",991,0.991,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",750,0.75,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","b",804,0.804,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",657,0.657,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",756,0.756,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",802,0.802,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",679,0.679,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",604,0.604,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",896,0.896,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",643,0.643,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",680,0.68,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",716,0.716,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",699,0.699,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",708,0.708,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",923,0.923,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",888,0.888,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",667,0.667,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",668,0.668,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",756,0.756,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",731,0.731,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",702,0.702,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","m","m",566,0.566,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",651,0.651,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",781,0.781,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",766,0.766,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","n",923,0.923,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",744,0.744,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",672,0.672,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",719,0.719,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",724,0.724,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",520,0.52,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",653,0.653,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",647,0.647,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",795,0.795,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",634,0.634,1
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",648,0.648,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","m",659,0.659,0
15,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",875,0.875,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",642,0.642,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",839,0.839,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",516,0.516,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",666,0.666,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","n",515,0.515,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",697,0.697,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",828,0.828,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",597,0.597,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","n",467,0.467,0
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",660,0.66,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",580,0.58,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",501,0.501,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",629,0.629,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",548,0.548,1
15,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",483,0.483,1
15,"self-matching","Breaking",NA,1,1,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","m",278,0.278,0
15,"self-matching","Breaking",NA,2,1,"Nonmatching","S.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",52,0.052,1
15,"self-matching","Breaking",NA,3,1,"Nonmatching","S.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","m",98,0.098,0
15,"self-matching","Breaking",NA,4,1,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n",NA,NA,NA,NA
15,"self-matching","Breaking",NA,5,1,"Matching","T.bmp","Friend","Friend","Close","Self","Self","Self","Self","m",NA,NA,NA,NA
15,"self-matching","Breaking",NA,6,1,"Matching","S.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",12,0.012,1
15,"self-matching","Breaking",NA,7,1,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","n",18,0.018,0
15,"self-matching","Breaking",NA,8,1,"Nonmatching","T.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n",NA,NA,NA,NA
15,"self-matching","Breaking",NA,9,1,"Nonmatching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",94,0.094,1
15,"self-matching","Breaking",1,1,0,"Nonmatching","T.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","m",249,0.249,0
15,"self-matching","Breaking",1,2,0,"Nonmatching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",351,0.351,1
15,"self-matching","Breaking",1,3,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","n",1005,1.005,0
15,"self-matching","Breaking",1,4,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","m",451,0.451,0
15,"self-matching","Breaking",1,5,0,"Nonmatching","T.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",657,0.657,1
15,"self-matching","Breaking",1,6,0,"Matching","S.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","n",583,0.583,0
15,"self-matching","Breaking",1,7,0,"Nonmatching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","m",869,0.869,0
15,"self-matching","Breaking",1,8,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","n",963,0.963,0
15,"self-matching","Breaking",1,9,0,"Nonmatching","S.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","m",777,0.777,0
15,"self-matching","Breaking",1,10,0,"Nonmatching","S.bmp","Self","Self","Self","Self","Self","Self","Self","n","m",1015,1.015,0
15,"self-matching","Breaking",1,11,0,"Matching","S.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","n",837,0.837,0
15,"self-matching","Breaking",1,12,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","m",1036,1.036,0
15,"self-matching","Breaking",1,13,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",906,0.906,1
15,"self-matching","Breaking",1,14,0,"Matching","T.bmp","Friend","Friend","Close","Self","Self","Self","Self","m",NA,NA,NA,NA
15,"self-matching","Breaking",1,15,0,"Nonmatching","T.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",766,0.766,1
15,"self-matching","Breaking",1,16,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",988,0.988,1
15,"self-matching","Breaking",1,17,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n",NA,NA,NA,NA
15,"self-matching","Breaking",1,18,0,"Nonmatching","S.bmp","Self","Self","Self","Self","Self","Self","Self","n","m",976,0.976,0
15,"self-matching","Breaking",1,19,0,"Nonmatching","S.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","m",1014,1.014,0
15,"self-matching","Breaking",1,20,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n",NA,NA,NA,NA
15,"self-matching","Breaking",1,21,0,"Matching","T.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","n",948,0.948,0
15,"self-matching","Breaking",1,22,0,"Nonmatching","S.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",916,0.916,1
15,"self-matching","Breaking",1,23,0,"Nonmatching","S.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","m",947,0.947,0
15,"self-matching","Breaking",1,24,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",811,0.811,1
15,"self-matching","Breaking",1,25,0,"Matching","S.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","n",773,0.773,0
15,"self-matching","Breaking",1,26,0,"Nonmatching","T.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",737,0.737,1
15,"self-matching","Breaking",1,27,0,"Matching","T.bmp","Friend","Friend","Close","Self","Self","Self","Self","m",NA,NA,NA,NA
