"Subject","Task","Phase","Block","Trial","Matching","Shape","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","extraIV1","Response","RT_ms","RT_sec","ACC"
12,"self-matching",1,2,23,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,850.547543626817,0.851,1
12,"self-matching",1,2,24,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,623.187925115417,0.623,1
12,"self-matching",1,2,25,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,718.470363352026,0.718,1
12,"self-matching",1,2,26,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,553.156028772719,0.553,1
12,"self-matching",1,2,27,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,634.622252365261,0.635,1
12,"self-matching",1,2,28,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,689.170522336099,0.689,1
12,"self-matching",1,2,29,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,517.579849578397,0.518,1
12,"self-matching",1,2,30,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,399.777995685326,0.4,1
12,"self-matching",1,2,31,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,431.744367334431,0.432,1
12,"self-matching",1,2,32,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,526.417373224831,0.526,1
12,"self-matching",1,2,33,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,490.46267587164,0.49,1
12,"self-matching",1,2,34,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,471.3194369333,0.471,1
12,"self-matching",1,2,35,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,588.504312265286,0.589,1
12,"self-matching",1,2,36,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,501.112498581278,0.501,1
12,"self-matching",1,2,37,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,538.395027975639,0.538,1
12,"self-matching",1,2,38,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,460.516275129521,0.461,1
12,"self-matching",1,2,39,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,586.412501387713,0.586,1
12,"self-matching",1,2,40,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,515.29545928679,0.515,1
12,"self-matching",1,2,41,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,565.751567631196,0.566,1
12,"self-matching",1,2,42,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,463.093760422453,0.463,1
12,"self-matching",1,2,43,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,412.512083055844,0.413,1
12,"self-matching",1,2,44,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,467.758830713137,0.468,1
12,"self-matching",1,2,45,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,320.506513345208,0.321,1
12,"self-matching",1,2,46,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,603.845466092935,0.604,1
12,"self-matching",1,2,47,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,2,518.590438729916,0.519,0
12,"self-matching",1,2,48,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,1,585.714929246933,0.586,0
12,"self-matching",1,2,49,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,594.444994787409,0.594,1
12,"self-matching",1,2,50,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,434.380713107203,0.434,1
12,"self-matching",1,2,51,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,601.175313277054,0.601,1
12,"self-matching",1,2,52,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,514.503106681332,0.515,1
12,"self-matching",1,2,53,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,598.502745670885,0.599,1
12,"self-matching",1,2,54,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,487.231084637642,0.487,1
12,"self-matching",1,2,55,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,675.844207988121,0.676,1
12,"self-matching",1,2,56,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,600.408014105597,0.6,1
12,"self-matching",1,2,57,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,439.845380368752,0.44,1
12,"self-matching",1,2,58,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,700.489241567084,0.7,1
12,"self-matching",1,2,59,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,601.060912652429,0.601,1
12,"self-matching",1,2,60,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,600.445745182697,0.6,1
12,"self-matching",1,3,1,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,744.546461197388,0.745,1
12,"self-matching",1,3,2,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,723.826968810499,0.724,1
12,"self-matching",1,3,3,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,455.158160427345,0.455,1
12,"self-matching",1,3,4,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,501.829992730563,0.502,1
12,"self-matching",1,3,5,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,417.852992386543,0.418,1
12,"self-matching",1,3,6,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,457.101763636274,0.457,1
12,"self-matching",1,3,7,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,591.86901873727,0.592,1
12,"self-matching",1,3,8,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,2,576.49677450172,0.576,0
12,"self-matching",1,3,9,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,729.798741738705,0.73,1
12,"self-matching",1,3,10,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,891.824737544994,0.892,1
12,"self-matching",1,3,11,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,487.27787117241,0.487,1
12,"self-matching",1,3,12,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,443.724738723176,0.444,1
12,"self-matching",1,3,13,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,458.714238919129,0.459,1
12,"self-matching",1,3,14,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,479.197383842802,0.479,1
12,"self-matching",1,3,15,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,532.444686297822,0.532,1
12,"self-matching",1,3,16,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,726.536663795741,0.727,1
12,"self-matching",1,3,17,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,537.892450037361,0.538,1
12,"self-matching",1,3,18,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,652.488369829371,0.652,1
12,"self-matching",1,3,19,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,459.103321778457,0.459,1
12,"self-matching",1,3,20,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,491.184999598772,0.491,1
12,"self-matching",1,3,21,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,599.711649359051,0.6,1
12,"self-matching",1,3,22,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,559.159495805943,0.559,1
12,"self-matching",1,3,23,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,888.461540316712,0.888,1
12,"self-matching",1,3,24,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,621.100641967132,0.621,1
12,"self-matching",1,3,25,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,588.511254783043,0.589,1
12,"self-matching",1,3,26,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,525.139648052573,0.525,1
12,"self-matching",1,3,27,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,423.734512580268,0.424,1
12,"self-matching",1,3,28,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,519.126823712213,0.519,1
12,"self-matching",1,3,29,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,450.438153690811,0.45,1
12,"self-matching",1,3,30,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,1,520.505366321231,0.521,0
12,"self-matching",1,3,31,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,453.127021120963,0.453,1
12,"self-matching",1,3,32,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,627.760026032774,0.628,1
12,"self-matching",1,3,33,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,619.94969321222,0.62,1
12,"self-matching",1,3,34,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,491.087502497066,0.491,1
12,"self-matching",1,3,35,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,831.061404665888,0.831,1
12,"self-matching",1,3,36,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,590.448519172242,0.59,1
12,"self-matching",1,3,37,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,503.098360595686,0.503,1
12,"self-matching",1,3,38,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,467.084199066448,0.467,1
12,"self-matching",1,3,39,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,535.869460642971,0.536,1
12,"self-matching",1,3,40,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,449.752655493285,0.45,1
12,"self-matching",1,3,41,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,607.148293600403,0.607,1
12,"self-matching",1,3,42,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,631.093943946325,0.631,1
12,"self-matching",1,3,43,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,461.739969399787,0.462,1
12,"self-matching",1,3,44,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,595.112985764899,0.595,1
12,"self-matching",1,3,45,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,947.792299686625,0.948,1
12,"self-matching",1,3,46,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,469.891089303928,0.47,1
12,"self-matching",1,3,47,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,530.507120060975,0.531,1
12,"self-matching",1,3,48,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,485.788550122379,0.486,1
12,"self-matching",1,3,49,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,434.425688549709,0.434,1
12,"self-matching",1,3,50,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,384.541281475322,0.385,1
12,"self-matching",1,3,51,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,2,473.757770016164,0.474,0
12,"self-matching",1,3,52,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,439.118227063773,0.439,1
12,"self-matching",1,3,53,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,605.825592984729,0.606,1
12,"self-matching",1,3,54,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,796.471063036734,0.796,1
12,"self-matching",1,3,55,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,1,619.750473128079,0.62,0
12,"self-matching",1,3,56,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,459.38404098797,0.459,1
12,"self-matching",1,3,57,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,552.408047913559,0.552,1
12,"self-matching",1,3,58,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,538.502184232129,0.539,1
12,"self-matching",1,3,59,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,484.470075388344,0.484,1
12,"self-matching",1,3,60,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,544.423850291423,0.544,1
12,"self-matching",1,4,1,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,522.489719091936,0.522,1
12,"self-matching",1,4,2,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,534.36957489248,0.534,1
12,"self-matching",1,4,3,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,768.452871225236,0.768,1
12,"self-matching",1,4,4,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,466.421339515364,0.466,1
12,"self-matching",1,4,5,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,479.21036333355,0.479,1
12,"self-matching",1,4,6,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,676.429794294563,0.676,1
12,"self-matching",1,4,7,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,514.419796465518,0.514,1
12,"self-matching",1,4,8,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,430.497128872048,0.43,1
12,"self-matching",1,4,9,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,549.0357952267,0.549,1
12,"self-matching",1,4,10,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,463.151413507148,0.463,1
12,"self-matching",1,4,11,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,484.541613509464,0.485,1
12,"self-matching",1,4,12,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,528.486545455053,0.528,1
12,"self-matching",1,4,13,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,570.004010869525,0.57,1
12,"self-matching",1,4,14,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,634.357531132991,0.634,1
12,"self-matching",1,4,15,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,481.20829929212,0.481,1
12,"self-matching",1,4,16,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,503.113151177786,0.503,1
12,"self-matching",1,4,17,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,698.510020222784,0.699,1
12,"self-matching",1,4,18,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,445.833151274201,0.446,1
12,"self-matching",1,4,19,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,507.053784799609,0.507,1
12,"self-matching",1,4,20,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,527.136678465467,0.527,1
12,"self-matching",1,4,21,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,531.081839817489,0.531,1
12,"self-matching",1,4,22,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,485.880010252004,0.486,1
12,"self-matching",1,4,23,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,498.539842865284,0.499,1
12,"self-matching",1,4,24,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,622.508162042323,0.623,1
12,"self-matching",1,4,25,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,516.516738768587,0.517,1
12,"self-matching",1,4,26,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,640.402955124046,0.64,1
12,"self-matching",1,4,27,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,527.076006895186,0.527,1
12,"self-matching",1,4,28,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,713.835176075008,0.714,1
12,"self-matching",1,4,29,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,693.140737121212,0.693,1
12,"self-matching",1,4,30,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,442.392680800367,0.442,1
12,"self-matching",1,4,31,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,385.16761734445,0.385,1
12,"self-matching",1,4,32,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,2,577.101980968109,0.577,0
12,"self-matching",1,4,33,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,737.730417702551,0.738,1
12,"self-matching",1,4,34,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,781.944296762049,0.782,1
12,"self-matching",1,4,35,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,647.142329071357,0.647,1
12,"self-matching",1,4,36,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,509.155556680525,0.509,1
12,"self-matching",1,4,37,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,577.140617589976,0.577,1
12,"self-matching",1,4,38,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,569.027832459142,0.569,1
12,"self-matching",1,4,39,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,634.390734480803,0.634,1
12,"self-matching",1,4,40,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,473.204481511857,0.473,1
12,"self-matching",1,4,41,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,510.735432313595,0.511,1
12,"self-matching",1,4,42,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,625.822157947368,0.626,1
12,"self-matching",1,4,43,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,2,609.710686462677,0.61,0
12,"self-matching",1,4,44,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,762.511283156527,0.763,1
12,"self-matching",1,4,45,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,948.476892337567,0.948,1
12,"self-matching",1,4,46,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,663.194940077119,0.663,1
12,"self-matching",1,4,47,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,852.426853081852,0.852,1
12,"self-matching",1,4,48,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,617.820453107015,0.618,1
12,"self-matching",1,4,49,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,752.52311260374,0.753,1
12,"self-matching",1,4,50,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,738.425575054862,0.738,1
12,"self-matching",1,4,51,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,852.469413735889,0.852,1
12,"self-matching",1,4,52,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,490.48169233356,0.49,1
12,"self-matching",1,4,53,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,583.097599936991,0.583,1
12,"self-matching",1,4,54,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,576.486511648909,0.576,1
12,"self-matching",1,4,55,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,673.296002010829,0.673,1
12,"self-matching",1,4,56,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,541.741925379029,0.542,1
12,"self-matching",1,4,57,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,663.134570354487,0.663,1
12,"self-matching",1,4,58,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,1,604.426524670998,0.604,0
12,"self-matching",1,4,59,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,652.405361460296,0.652,1
12,"self-matching",1,4,60,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,594.505364510042,0.595,1
12,"self-matching",2,1,1,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,465.46961083277,0.465,1
12,"self-matching",2,1,2,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,622.651540122206,0.623,1
12,"self-matching",2,1,3,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,572.00224866574,0.572,1
12,"self-matching",2,1,4,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,589.223315647359,0.589,1
12,"self-matching",2,1,5,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,2,643.371334357653,0.643,1
12,"self-matching",2,1,6,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,1,872.507030098859,0.873,0
12,"self-matching",2,1,7,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,654.393940101727,0.654,1
12,"self-matching",2,1,8,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,562.511222777175,0.563,1
12,"self-matching",2,1,9,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,1331.83609911612,1.332,3
12,"self-matching",2,1,10,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,703.06491575866,0.703,1
12,"self-matching",2,1,11,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,987.033524709659,0.987,1
12,"self-matching",2,1,12,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,2,595.195390424124,0.595,1
12,"self-matching",2,1,13,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,2,554.053122834375,0.554,1
12,"self-matching",2,1,14,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,714.679748478375,0.715,1
12,"self-matching",2,1,15,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,589.779018940135,0.59,1
12,"self-matching",2,1,16,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,1,597.793703271236,0.598,0
12,"self-matching",2,1,17,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,2,1055.85319702914,1.056,3
12,"self-matching",2,1,18,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,540.397491652584,0.54,1
12,"self-matching",2,1,19,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,2,813.84758204149,0.814,1
12,"self-matching",2,1,20,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,643.831653489542,0.644,1
12,"self-matching",2,1,21,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",0,2,578.459092314006,0.578,1
12,"self-matching",2,1,22,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,1,875.114700253107,0.875,0
12,"self-matching",2,1,23,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,616.546651955105,0.617,1
12,"self-matching",2,1,24,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",0,1,727.875362375926,0.728,0
12,"self-matching",2,1,25,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,515.809809309758,0.516,1
12,"self-matching",2,1,26,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,2,678.485081479266,0.678,1
12,"self-matching",2,1,27,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,457.76552872212,0.458,1
12,"self-matching",2,1,28,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,432.038066022869,0.432,1
12,"self-matching",2,1,29,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,799.198265230189,0.799,1
12,"self-matching",2,1,30,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",0,2,1079.77590688097,1.08,3
12,"self-matching",2,1,31,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,677.328397599922,0.677,1
12,"self-matching",2,1,32,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,1,514.632599725701,0.515,0
12,"self-matching",2,1,33,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,925.142485418291,0.925,1
12,"self-matching",2,1,34,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",0,2,1183.46120676324,1.183,3
12,"self-matching",2,1,35,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,615.832478140874,0.616,1
12,"self-matching",2,1,36,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,2,791.14524612578,0.791,1
12,"self-matching",2,1,37,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,2,647.393467104848,0.647,0
12,"self-matching",2,1,38,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,621.179122595095,0.621,1
12,"self-matching",2,1,39,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,603.252635409262,0.603,1
12,"self-matching",2,1,40,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,2,811.20036971879,0.811,1
12,"self-matching",2,1,41,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,505.860879076863,0.506,1
12,"self-matching",2,1,42,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,2,709.206327606807,0.709,1
12,"self-matching",2,1,43,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,433.224029216944,0.433,1
12,"self-matching",2,1,44,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,911.912762627253,0.912,1
12,"self-matching",2,1,45,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,483.037501867329,0.483,1
12,"self-matching",2,1,46,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,872.40168493372,0.872,1
12,"self-matching",2,1,47,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,477.275513723725,0.477,1
12,"self-matching",2,1,48,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,642.047728196303,0.642,1
12,"self-matching",2,1,49,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,703.74347143661,0.704,1
