"Subject","Phase","Task","extraIV1","Block","Trial","Shape","Label","Matching","Reward","ACC","RT_ms","Response","Age","Sex","Hand","StartTime","EndTime"
6,1,"self-matching",4,3,18,3,2,"Nonmatching",0.008,1,512.655417607675,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,19,2,3,"Nonmatching",0.032,1,611.224991541349,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,3,20,1,2,"Nonmatching",0.008,1,497.857635947184,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,3,21,2,1,"Nonmatching",0.002,1,541.969055177105,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,3,22,3,1,"Nonmatching",0.002,1,624.145884200516,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,23,3,3,"Matching",0.032,1,493.971648653314,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,24,2,3,"Nonmatching",0.032,1,673.968865617098,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,3,25,2,1,"Nonmatching",0.002,1,654.016732625678,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,3,26,1,1,"Matching",0.002,0,514.782840199587,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,3,27,1,1,"Matching",0.002,1,734.037765373614,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,3,28,3,1,"Nonmatching",0.002,1,570.092507265144,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,3,29,2,2,"Matching",0.008,1,722.525595930165,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,30,1,3,"Nonmatching",0.032,1,397.895940420312,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,31,3,3,"Matching",0.032,1,589.986685497934,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,3,32,3,1,"Nonmatching",0.002,1,389.29116802683,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,3,33,2,2,"Matching",0.008,1,540.6572250713,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,34,1,3,"Nonmatching",0.032,1,461.974886874486,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,35,2,3,"Nonmatching",0.032,1,634.56325203515,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,3,36,1,2,"Nonmatching",0.008,0,592.613666033685,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,3,37,3,2,"Nonmatching",0.008,1,559.89246977515,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,38,2,3,"Nonmatching",0.032,1,489.334966127899,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,3,39,2,2,"Matching",0.008,1,660.573468372604,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,3,40,1,1,"Matching",0.002,0,506.595523176657,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,3,41,1,2,"Nonmatching",0.008,1,614.754798548347,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,3,42,3,2,"Nonmatching",0.008,1,589.938389865893,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,3,43,1,1,"Matching",0.002,1,445.364509773754,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,44,3,3,"Matching",0.032,1,435.333808844007,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,45,3,3,"Matching",0.032,1,473.994462302471,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,3,46,3,1,"Nonmatching",0.002,1,431.353041371949,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,47,3,3,"Matching",0.032,1,428.532576460384,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,3,48,3,2,"Nonmatching",0.008,1,714.102837700921,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,3,49,2,2,"Matching",0.008,1,485.317675084843,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,3,50,1,1,"Matching",0.002,1,416.902384567038,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,51,2,3,"Nonmatching",0.032,1,783.94103827759,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,3,52,2,2,"Matching",0.008,1,737.286552172009,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,3,53,1,1,"Matching",0.002,1,444.669354519647,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,54,1,3,"Nonmatching",0.032,1,481.947545510593,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,3,55,2,1,"Nonmatching",0.002,1,501.982686620067,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,3,56,2,2,"Matching",0.008,1,505.948361706942,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,57,1,3,"Nonmatching",0.032,1,621.92881284227,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,3,58,3,3,"Matching",0.032,1,732.548448820125,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,3,59,3,1,"Nonmatching",0.002,1,735.312770058954,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,3,60,2,2,"Matching",0.008,1,490.569523222803,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,1,2,1,"Nonmatching",0.002,1,482.301009167713,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,2,1,3,"Nonmatching",0.032,1,511.299517737825,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,3,3,3,"Matching",0.032,1,402.641288117593,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,4,1,2,"Nonmatching",0.008,1,377.948636991277,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,5,2,2,"Matching",0.008,1,346.540478229144,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,6,1,3,"Nonmatching",0.032,1,411.998264979957,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,7,3,2,"Nonmatching",0.008,1,385.983520925947,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,8,3,3,"Matching",0.032,1,490.011708671773,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,9,1,1,"Matching",0.002,0,429.304401030095,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,10,1,3,"Nonmatching",0.032,1,477.35523459778,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,11,1,1,"Matching",0.002,1,626.683819665232,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,12,2,2,"Matching",0.008,1,465.865100036353,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,13,2,2,"Matching",0.008,1,423.316044502826,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,14,1,3,"Nonmatching",0.032,1,486.007397079447,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,15,1,2,"Nonmatching",0.008,1,754.53322422527,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,16,1,1,"Matching",0.002,0,669.286000394095,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,17,2,2,"Matching",0.008,1,428.681689224504,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,18,3,3,"Matching",0.032,1,372.067738246187,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,19,2,2,"Matching",0.008,1,500.591168721257,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,20,2,2,"Matching",0.008,1,319.238957430571,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,21,1,1,"Matching",0.002,1,386.022157432308,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,22,3,3,"Matching",0.032,1,465.214920090148,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,23,2,3,"Nonmatching",0.032,1,501.999891937885,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,24,2,3,"Nonmatching",0.032,1,658.050021596864,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,25,2,3,"Nonmatching",0.032,1,440.65236532424,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,26,1,1,"Matching",0.002,1,511.916796284822,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,27,1,3,"Nonmatching",0.032,1,587.244700987867,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,28,2,2,"Matching",0.008,1,582.587190971935,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,29,1,2,"Nonmatching",0.008,1,613.935885737192,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,30,1,1,"Matching",0.002,1,446.133919562271,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,31,1,2,"Nonmatching",0.008,1,555.987466075749,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,32,3,3,"Matching",0.032,1,342.687694182132,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,33,3,2,"Nonmatching",0.008,1,401.188193288363,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,34,1,2,"Nonmatching",0.008,1,801.886789605305,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,35,1,1,"Matching",0.002,1,402.676604297994,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,36,3,3,"Matching",0.032,1,427.262703185079,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,37,2,1,"Nonmatching",0.002,1,432.582467055909,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,38,3,2,"Nonmatching",0.008,1,478.549645948078,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,39,3,1,"Nonmatching",0.002,1,459.48886921451,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,40,3,3,"Matching",0.032,1,496.671072637582,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,41,2,1,"Nonmatching",0.002,1,700.001116836575,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,42,3,1,"Nonmatching",0.002,0,472.555856162217,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,43,1,1,"Matching",0.002,1,581.847060410837,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,44,3,3,"Matching",0.032,1,775.465456700658,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,45,3,3,"Matching",0.032,1,336.56743021038,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,46,3,1,"Nonmatching",0.002,1,410.508646578819,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,47,3,3,"Matching",0.032,1,417.923233489091,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,48,2,1,"Nonmatching",0.002,1,481.294648934636,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,49,2,1,"Nonmatching",0.002,1,420.730718949926,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,50,3,1,"Nonmatching",0.002,1,330.110606052585,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,51,1,1,"Matching",0.002,1,435.221823347092,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,52,1,1,"Matching",0.002,1,313.264787745538,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",1,4,53,3,1,"Nonmatching",0.002,1,378.572254339815,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,54,2,3,"Nonmatching",0.032,1,580.607371905899,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,55,2,2,"Matching",0.008,1,605.312096939087,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,56,2,2,"Matching",0.008,1,389.380213097866,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,57,3,2,"Nonmatching",0.008,1,557.270318801784,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,58,2,2,"Matching",0.008,1,717.303932562572,1,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",4,4,59,3,2,"Nonmatching",0.008,1,512.686809768638,2,20,"f","R",4212.98733809267,4687.16368536724
6,1,"self-matching",16,4,60,2,3,"Nonmatching",0.032,0,692.594981661387,1,20,"f","R",4212.98733809267,4687.16368536724
6,2,"self-matching",0,1,1,1,3,"Nonmatching",0,1,539.397650007231,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,2,2,3,"Nonmatching",0,1,436.613980329639,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,3,2,2,"Matching",0,1,490.687581062048,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,4,2,1,"Nonmatching",0,1,645.386036718264,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,5,3,2,"Nonmatching",0,1,906.607753211574,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,6,3,1,"Nonmatching",0,1,662.729601884166,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,7,2,3,"Nonmatching",0,1,651.369563682238,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,8,3,3,"Matching",0,1,545.379365884401,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,9,3,1,"Nonmatching",0,1,442.69560779594,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,10,3,3,"Matching",0,1,792.023649537441,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,11,1,2,"Nonmatching",0,1,960.635473093134,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,12,2,2,"Matching",0,1,611.413078047008,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,13,1,3,"Nonmatching",0,1,602.233587631417,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,14,1,1,"Matching",0,1,498.692280226351,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,15,3,3,"Matching",0,0,606.701235444234,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,16,3,2,"Nonmatching",0,1,359.412205102672,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,17,2,1,"Nonmatching",0,0,674.06851074702,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,18,1,1,"Matching",0,1,424.088206309534,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,19,1,2,"Nonmatching",0,1,678.011849104223,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,20,2,2,"Matching",0,1,730.745246046354,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,21,3,2,"Nonmatching",0,1,597.372028571044,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,22,1,1,"Matching",0,1,486.766277586867,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,23,3,1,"Nonmatching",0,1,874.868467521992,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,24,2,2,"Matching",0,1,450.025375503174,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,25,3,2,"Nonmatching",0,1,952.100125671677,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,26,1,2,"Nonmatching",0,1,930.746513806298,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,27,1,2,"Nonmatching",0,1,702.691822625638,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,28,2,2,"Matching",0,1,283.52225998151,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,29,2,2,"Matching",0,1,344.008615107668,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,30,1,2,"Nonmatching",0,1,394.086959678134,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,31,2,3,"Nonmatching",0,0,554.687141571776,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,32,2,2,"Matching",0,1,509.507181482149,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,33,1,1,"Matching",0,0,441.276319908866,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,34,2,2,"Matching",0,1,808.676587165792,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,35,2,1,"Nonmatching",0,0,385.27481791516,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,36,3,2,"Nonmatching",0,1,778.732691596815,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,37,1,1,"Matching",0,1,500.915388540307,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,38,3,3,"Matching",0,1,744.653784381626,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,39,3,3,"Matching",0,1,379.975579688107,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,40,1,1,"Matching",0,1,325.335108974286,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,41,2,3,"Nonmatching",0,1,384.01641485234,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,42,2,1,"Nonmatching",0,1,737.314357548712,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,43,3,3,"Matching",0,1,572.894594854915,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,44,3,1,"Nonmatching",0,1,693.314923814796,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,45,2,1,"Nonmatching",0,1,507.365270200353,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,46,3,3,"Matching",0,1,480.677405776078,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,47,1,1,"Matching",0,1,581.95908129619,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,48,1,1,"Matching",0,1,495.970217665672,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,49,3,3,"Matching",0,1,996.649525915018,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,50,1,1,"Matching",0,0,389.927800215446,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,51,2,2,"Matching",0,1,583.267591077856,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,52,1,1,"Matching",0,1,416.774134682782,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,53,3,1,"Nonmatching",0,1,520.724747570057,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,54,1,3,"Nonmatching",0,1,500.683569505782,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,55,2,2,"Matching",0,1,457.986004903432,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,56,3,3,"Matching",0,1,551.981378785058,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,57,2,3,"Nonmatching",0,1,466.249689396136,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,58,1,3,"Nonmatching",0,1,552.64242524936,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,59,1,3,"Nonmatching",0,1,427.350878102516,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,1,60,3,3,"Matching",0,1,498.69228022726,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,1,2,2,"Matching",0,1,500.730959594875,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,2,2,2,"Matching",0,1,401.330398943173,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,3,1,2,"Nonmatching",0,1,817.42262428179,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,4,1,1,"Matching",0,1,498.630401448281,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,5,2,2,"Matching",0,1,518.000873920755,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,6,3,3,"Matching",0,1,393.412933763102,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,7,2,2,"Matching",0,1,320.711707749069,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,8,3,3,"Matching",0,1,333.306001197343,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,9,3,1,"Nonmatching",0,1,504.021401376122,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,10,1,1,"Matching",0,1,581.295921898345,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,11,3,2,"Nonmatching",0,1,566.662647234807,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,12,3,3,"Matching",0,0,455.940986733367,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,13,3,3,"Matching",0,1,270.593217433998,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,14,3,1,"Nonmatching",0,1,436.740454516439,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,15,3,3,"Matching",0,1,380.10477050284,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,16,2,1,"Nonmatching",0,1,364.115294121802,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,17,3,2,"Nonmatching",0,0,358.013141011725,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,18,1,1,"Matching",0,1,408.054962011192,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,19,1,1,"Matching",0,1,319.18073621182,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,20,2,3,"Nonmatching",0,0,432.012915834093,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,21,2,1,"Nonmatching",0,1,478.611258266938,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,22,2,2,"Matching",0,0,394.716312132914,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,23,1,3,"Nonmatching",0,1,474.082637218999,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,24,2,3,"Nonmatching",0,0,463.468766532969,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,25,1,3,"Nonmatching",0,1,765.277830354535,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,26,2,3,"Nonmatching",0,1,503.356732740031,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,27,3,1,"Nonmatching",0,1,476.009632938258,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,28,3,3,"Matching",0,1,633.951743982834,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,29,1,1,"Matching",0,1,626.004094033306,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,30,3,2,"Nonmatching",0,3,1080.80436291857,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,31,3,1,"Nonmatching",0,1,759.351050759506,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,32,3,2,"Nonmatching",0,1,746.029304352305,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,33,1,2,"Nonmatching",0,1,420.717473039076,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,34,2,1,"Nonmatching",0,1,669.398624975656,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,35,2,3,"Nonmatching",0,1,435.96168744898,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,36,3,3,"Matching",0,1,627.43636137111,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,37,1,2,"Nonmatching",0,1,842.684862018359,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,38,3,3,"Matching",0,1,538.145585745951,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,39,2,2,"Matching",0,1,452.029040538036,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,40,2,1,"Nonmatching",0,1,513.347891621379,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,41,1,2,"Nonmatching",0,1,628.586099262066,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,42,1,3,"Nonmatching",0,1,834.590815933552,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,43,1,1,"Matching",0,1,490.024421664202,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,44,1,1,"Matching",0,1,429.988725155454,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,45,1,3,"Nonmatching",0,1,572.599991500283,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,46,3,2,"Nonmatching",0,1,668.714939933125,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,47,3,3,"Matching",0,1,474.716517389425,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,48,1,3,"Nonmatching",0,1,975.42510486619,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,49,3,1,"Nonmatching",0,1,697.29689867836,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,50,2,2,"Matching",0,1,854.678478542155,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,51,2,3,"Nonmatching",0,3,1106.6678812731,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,52,2,1,"Nonmatching",0,1,759.939351926732,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,53,2,2,"Matching",0,1,650.609511172661,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,54,1,2,"Nonmatching",0,1,583.907508202174,2,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,55,2,2,"Matching",0,1,481.975652734945,1,20,"f","R",6047.78852459561,6518.03166922163
6,2,"self-matching",0,2,56,3,3,"Matching",0,0,591.338998583524,2,20,"f","R",6047.78852459561,6518.03166922163
