"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
"1","Sui_2015_unpub_Exp1","22","f","/","/","/","/","/","/"
"2","Sui_2015_unpub_Exp1","20","f","/","/","/","/","/","/"
"3","Sui_2015_unpub_Exp1","20","f","/","/","/","/","/","/"
"4","Sui_2015_unpub_Exp1","20","f","/","/","/","/","/","/"
"5","Sui_2015_unpub_Exp1","21","f","/","/","/","/","/","/"
"6","Sui_2015_unpub_Exp1","20","f","/","/","/","/","/","/"
"7","Sui_2015_unpub_Exp1","20","f","/","/","/","/","/","/"
"8","Sui_2015_unpub_Exp1","21","f","/","/","/","/","/","/"
"9","Sui_2015_unpub_Exp1","21","m","/","/","/","/","/","/"
"10","Sui_2015_unpub_Exp1","22","m","/","/","/","/","/","/"
"11","Sui_2015_unpub_Exp1","20","f","/","/","/","/","/","/"
"12","Sui_2015_unpub_Exp1","21","m","/","/","/","/","/","/"
"13","Sui_2015_unpub_Exp1","21","f","/","/","/","/","/","/"
"14","Sui_2015_unpub_Exp1","20","f","/","/","/","/","/","/"
"15","Sui_2015_unpub_Exp1","20","f","/","/","/","/","/","/"
"16","Sui_2015_unpub_Exp1","20","f","/","/","/","/","/","/"
"17","Sui_2015_unpub_Exp1","21","fm","/","/","/","/","/","/"
"18","Sui_2015_unpub_Exp1","21","f","/","/","/","/","/","/"
"19","Sui_2015_unpub_Exp1","20","f","/","/","/","/","/","/"
"20","Sui_2015_unpub_Exp1","20","f","/","/","/","/","/","/"
