"Subject","Shape","Task","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","Response","RT_ms","RT_sec","ACC"
"NF99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","808.47","0.80847","1"
"NF99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1090.52","1.09052","1"
"NF99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1080.5","1.0805","1"
"NF99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1005.36","1.00536","1"
"NF99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","829.375","0.829375","1"
"NF99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","784.995","0.784995","1"
"NF99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","930.72","0.93072","1"
"NF99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","620.005","0.620005","1"
"NF99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","missed","NA","NA","NA"
"NF99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1073.385","1.073385","1"
"NF99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","725.71","0.72571","1"
"NF99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","736.445","0.736445","1"
"NF99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1132.685","1.132685","1"
"NF99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1003.105","1.003105","1"
"NF99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","945.34","0.94534","1"
"NF99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","911.45","0.91145","1"
"NF99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","658.595","0.658595","0"
"NF99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1323.805","1.323805","1"
"NF99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","640.14","0.64014","1"
"NF99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","677.695","0.677695","1"
"NF99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","592.97","0.59297","1"
"NF99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","927.32","0.92732","1"
"NF99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","767.555","0.767555","1"
"NF99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","846.04","0.84604","1"
"NF99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","745.885","0.745885","1"
"NF99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","missed","NA","NA","NA"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","823","0.823","0"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","773","0.773","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","707","0.707","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","789","0.789","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","940","0.94","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1139","1.139","0"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","959","0.959","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","958","0.958","0"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1155","1.155","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1291","1.291","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","1028","1.028","0"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","853","0.853","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","830","0.83","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","873","0.873","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","760","0.76","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1175","1.175","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","829","0.829","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","930","0.93","0"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1087","1.087","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1287","1.287","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1073","1.073","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","730","0.73","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","906","0.906","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","708","0.708","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","813","0.813","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","809","0.809","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1005","1.005","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","639","0.639","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","705","0.705","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","671","0.671","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","677","0.677","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","813","0.813","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1114","1.114","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","873","0.873","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","673","0.673","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","856","0.856","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1121","1.121","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","946","0.946","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","960","0.96","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","723","0.723","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","939","0.939","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","850","0.85","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1126","1.126","0"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","793","0.793","0"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1025","1.025","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","903","0.903","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","1252","1.252","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","missed","NA","NA","NA"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","822","0.822","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","738","0.738","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","962","0.962","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","723","0.723","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","940","0.94","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","825","0.825","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","846","0.846","0"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","940","0.94","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1339","1.339","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","738","0.738","0"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","991","0.991","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1029","1.029","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","989","0.989","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1173","1.173","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1196","1.196","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1238","1.238","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","797","0.797","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","903","0.903","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1173","1.173","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","690","0.69","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","707","0.707","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","missed","NA","NA","NA"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","690","0.69","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","773","0.773","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1079","1.079","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","796","0.796","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","989","0.989","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","906","0.906","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","1341","1.341","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","910","0.91","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","595","0.595","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1087","1.087","0"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","856","0.856","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","840","0.84","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","1260","1.26","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","759","0.759","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","756","0.756","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","740","0.74","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","840","0.84","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1073","1.073","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","1023","1.023","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","890","0.89","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1123","1.123","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","790","0.79","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","936","0.936","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","1289","1.289","0"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","973","0.973","0"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","891","0.891","0"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","955","0.955","0"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","910","0.91","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","788","0.788","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1189","1.189","0"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","724","0.724","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","973","0.973","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","822","0.822","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","957","0.957","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","1022","1.022","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","722","0.722","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","895","0.895","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","872","0.872","0"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1212","1.212","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","955","0.955","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","640","0.64","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","908","0.908","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","846","0.846","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","738","0.738","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1089","1.089","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","674","0.674","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","877","0.877","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1038","1.038","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","793","0.793","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","923","0.923","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","840","0.84","0"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","693","0.693","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1057","1.057","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","754","0.754","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1430","1.43","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1257","1.257","0"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1239","1.239","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","892","0.892","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","872","0.872","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","810","0.81","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1022","1.022","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","788","0.788","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","857","0.857","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","877","0.877","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","725","0.725","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","718","0.718","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1027","1.027","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","840","0.84","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","691","0.691","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","804","0.804","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","906","0.906","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","955","0.955","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","652","0.652","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1039","1.039","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","806","0.806","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1021","1.021","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1056","1.056","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","860","0.86","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","607","0.607","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1257","1.257","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","872","0.872","0"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","939","0.939","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","878","0.878","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","777","0.777","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","804","0.804","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","722","0.722","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","587","0.587","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","705","0.705","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","1088","1.088","0"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","822","0.822","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","697","0.697","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","889","0.889","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","972","0.972","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1290","1.29","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1221","1.221","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","740","0.74","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","873","0.873","0"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1046","1.046","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1339","1.339","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","955","0.955","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","793","0.793","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","639","0.639","0"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","771","0.771","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1108","1.108","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","772","0.772","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","857","0.857","0"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","956","0.956","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","939","0.939","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","690","0.69","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","727","0.727","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","862","0.862","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1156","1.156","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","778","0.778","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","1154","1.154","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","741","0.741","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","729","0.729","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","489","0.489","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1091","1.091","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1006","1.006","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","756","0.756","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1006","1.006","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1024","1.024","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","1058","1.058","0"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","856","0.856","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","1048","1.048","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","740","0.74","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","807","0.807","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","775","0.775","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","839","0.839","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","611","0.611","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","807","0.807","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1008","1.008","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","744","0.744","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","957","0.957","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","977","0.977","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1346","1.346","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","822","0.822","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","848","0.848","0"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","873","0.873","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1041","1.041","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","853","0.853","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","739","0.739","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","845","0.845","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","789","0.789","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","722","0.722","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1021","1.021","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1025","1.025","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","729","0.729","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","724","0.724","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","1043","1.043","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","821","0.821","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","739","0.739","0"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1091","1.091","0"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","977","0.977","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1142","1.142","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1144","1.144","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","1078","1.078","0"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","955","0.955","1"
"OG99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","863","0.863","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","741","0.741","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","839","0.839","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1091","1.091","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","774","0.774","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","1073","1.073","0"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","841","0.841","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1027","1.027","1"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1107","1.107","1"
"OG99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","874","0.874","0"
"OG99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","942","0.942","1"
"OG99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","1239","1.239","0"
"PC98","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","l","757.475","0.757475","1"
"PC98","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","655.315","0.655315","0"
