"SampleSize","Mean_d","CI_lower","CI_upper","Identity"
10,0.0670858543649573,-0.116521278452927,0.30856885590227,"Shape"
20,0.0668549622099973,-0.071279111511248,0.21861960141867,"Shape"
30,0.0699236832416872,-0.0392918799720556,0.193006348183903,"Shape"
40,0.0685737610000487,-0.0288481095920653,0.176460790785988,"Shape"
50,0.0654510868540408,-0.0162851073696257,0.166379484666142,"Shape"
60,0.0662714762677045,-0.0180846221948276,0.166951012566391,"Shape"
70,0.0670348972192655,-0.010014754517208,0.157204913118296,"Shape"
80,0.0675011271870109,-0.0131641635210881,0.149448742664113,"Shape"
90,0.0682433018974163,0.000299467501417434,0.145712919550476,"Shape"
100,0.0654384285111994,0.00410924574172306,0.131422754323175,"Shape"
110,0.0678095241483188,0.00858321845696977,0.128360629440202,"Shape"
120,0.0690864559271966,0.00785209165534516,0.1290579541849,"Shape"
130,0.0670415252955393,0.0154209091401272,0.129416381743374,"Shape"
140,0.0654738654945914,0.0136341223158833,0.120921756016154,"Shape"
150,0.0680977919996327,0.0152741509877086,0.115817693634484,"Shape"
160,0.0661252439887862,0.0106612925271996,0.116831842876257,"Shape"
170,0.0689190161851023,0.022298194941416,0.11835784808029,"Shape"
180,0.0674123653160538,0.0234444369611538,0.118928080972071,"Shape"
190,0.0686690399219851,0.0170811131891449,0.11849285071061,"Shape"
200,0.0664288806330118,0.0191851046310408,0.11569225433058,"Shape"
210,0.0674559122359737,0.0259460976163897,0.113263995195596,"Shape"
220,0.066694237401209,0.0238208347796182,0.116430706725223,"Shape"
230,0.0673122084582932,0.0236306854049309,0.108173265711576,"Shape"
240,0.0687453724020755,0.0290606494541781,0.116142971091367,"Shape"
250,0.0657205286839791,0.0225212091739092,0.105589947343398,"Shape"
260,0.068453314071504,0.0313301653132806,0.110525703752114,"Shape"
270,0.0653079680539103,0.02677753234413,0.108945445958551,"Shape"
280,0.0662898072099937,0.0236103456555272,0.10864644944338,"Shape"
