"Identity","Predicted_Value"
"NonPerson",0.224929218048248
"NonPerson",0.259087354167644
"NonPerson",0.246111041049973
"NonPerson",0.255494340041184
"NonPerson",0.248534270808819
"NonPerson",0.287387433667023
"NonPerson",0.27021897517865
"NonPerson",0.26242979326786
"NonPerson",0.257167631396647
"NonPerson",0.2685817720923
"NonPerson",0.242225599108723
"NonPerson",0.272248011206001
"NonPerson",0.285428277654147
"NonPerson",0.236969786622661
"NonPerson",0.237824128184051
"NonPerson",0.227277847985128
"NonPerson",0.256591452738253
"NonPerson",0.246629125535882
"NonPerson",0.302741234296492
"NonPerson",0.255181963013397
"NonPerson",0.254977996196958
"NonPerson",0.27215106706798
"NonPerson",0.264650467898703
"NonPerson",0.248281907055878
"NonPerson",0.262711198767729
"NonPerson",0.266848653887742
"NonPerson",0.259691606856222
"NonPerson",0.248309174089952
"NonPerson",0.259503724719261
"NonPerson",0.236782037311187
"NonPerson",0.240871206782403
"NonPerson",0.260489835451305
"NonPerson",0.267076475349053
"NonPerson",0.264234632715672
"NonPerson",0.274339366358115
"NonPerson",0.254618719007287
"NonPerson",0.23487242604799
"NonPerson",0.276965703721493
"NonPerson",0.216738368108997
"NonPerson",0.225652477348852
"NonPerson",0.232795291125699
"NonPerson",0.224076746689595
"NonPerson",0.255839670471566
"NonPerson",0.247680606213065
"NonPerson",0.258602589068955
"NonPerson",0.281090664212944
"NonPerson",0.291235125392835
"NonPerson",0.24479467336678
"NonPerson",0.258408311605206
"NonPerson",0.228971338224288
"NonPerson",0.23139703546289
"NonPerson",0.214252430515866
"NonPerson",0.25241061017347
"NonPerson",0.256134210637177
"NonPerson",0.287824118873827
"NonPerson",0.258625902848632
"NonPerson",0.210556957033809
"NonPerson",0.246406366791147
"NonPerson",0.233011360658655
"NonPerson",0.265562399063313
"NonPerson",0.228416379559022
"NonPerson",0.255141967192034
"NonPerson",0.259384807138534
"NonPerson",0.290282050369461
"NonPerson",0.267424666134221
"NonPerson",0.244552319328099
"NonPerson",0.264334172859943
"NonPerson",0.243246672936534
"NonPerson",0.267702494074693
"NonPerson",0.275812476328466
"NonPerson",0.26315687537336
"NonPerson",0.247728495305472
"NonPerson",0.269891382671926
"NonPerson",0.284282314543444
"NonPerson",0.274742891978915
"NonPerson",0.274726047955106
"NonPerson",0.272825740849452
"NonPerson",0.247613665375014
"NonPerson",0.220721991663706
"NonPerson",0.252518211276794
"NonPerson",0.221534940902379
"NonPerson",0.211795007442996
"NonPerson",0.26085168764296
"NonPerson",0.238610029323029
"NonPerson",0.245097682165568
"NonPerson",0.293068485918204
"NonPerson",0.224707981794273
"NonPerson",0.28434286431855
"NonPerson",0.256215136822167
"NonPerson",0.242500032488989
"NonPerson",0.241380759115498
"NonPerson",0.274467206248612
"NonPerson",0.249959367450528
"NonPerson",0.231592540461808
"NonPerson",0.257881672410308
"NonPerson",0.275644787819368
"NonPerson",0.258301091367309
"NonPerson",0.22535049099801
"NonPerson",0.211341692828472
"NonPerson",0.243127746981174
"NonPerson",0.251257553082966
"NonPerson",0.247551135711394
"NonPerson",0.268235471803085
"NonPerson",0.233765486358184
"NonPerson",0.224421608640474
"NonPerson",0.240567193083043
"NonPerson",0.275979632901044
"NonPerson",0.27426118404059
"NonPerson",0.245414920622857
"NonPerson",0.272977535522074
"NonPerson",0.276401819931661
"NonPerson",0.253762955907645
"NonPerson",0.25114635527459
"NonPerson",0.262857087373218
"NonPerson",0.275521540928584
"NonPerson",0.284076794240747
"NonPerson",0.249281071968782
"NonPerson",0.25938979554924
"NonPerson",0.259753597847773
"NonPerson",0.261683004701824
"NonPerson",0.218083575366671
"NonPerson",0.245101607654863
"NonPerson",0.264033299256162
"NonPerson",0.289494172038055
"NonPerson",0.249306294701263
"NonPerson",0.278697647386478
"NonPerson",0.307463038160884
"NonPerson",0.264504329794147
"NonPerson",0.265328117253875
"NonPerson",0.228770888108845
"NonPerson",0.284766427775151
"NonPerson",0.239540556277016
"NonPerson",0.251907467663881
"NonPerson",0.255719352470392
"NonPerson",0.269610470572152
"NonPerson",0.259952973908667
"NonPerson",0.270714896305897
"NonPerson",0.275707988504271
"NonPerson",0.210133958421974
"NonPerson",0.27846922966282
"NonPerson",0.26969097512461
"NonPerson",0.202152379295927
"NonPerson",0.277362969865551
"NonPerson",0.239004026188994
"NonPerson",0.277760859726236
"NonPerson",0.27189505161909
"NonPerson",0.272416220997253
"NonPerson",0.26516610444953
"NonPerson",0.238356530188019
"NonPerson",0.285671416032069
"NonPerson",0.280466247765772
"NonPerson",0.238301291690524
"NonPerson",0.255195703331641
"NonPerson",0.216853786878394
"NonPerson",0.252581808816667
"NonPerson",0.264287186788691
"NonPerson",0.269037433572309
"NonPerson",0.262680089184241
"NonPerson",0.253750904744181
"NonPerson",0.224976476837418
"NonPerson",0.235041474902242
"NonPerson",0.274804114086711
"NonPerson",0.243415938803229
"NonPerson",0.22926718331325
"NonPerson",0.253086971310808
"NonPerson",0.287504138029133
"NonPerson",0.242059385194599
"NonPerson",0.213694694765495
"NonPerson",0.258116746893544
"NonPerson",0.22294936697738
"NonPerson",0.271848477301491
"NonPerson",0.245603682599541
"NonPerson",0.27477020261688
"NonPerson",0.284655019096463
"NonPerson",0.252713278704773
"NonPerson",0.273866304928034
"NonPerson",0.249532882459143
"NonPerson",0.224053449987201
"NonPerson",0.246581325326433
"NonPerson",0.239235762240679
"NonPerson",0.271641704068233
