"Identity","Predicted_Value"
"NonPerson",0.175297336419371
"NonPerson",0.179335351904842
"NonPerson",0.160225858996158
"NonPerson",0.167451398339369
"NonPerson",0.19422408071842
"NonPerson",0.212166239501971
"NonPerson",0.166407351509488
"NonPerson",0.18911052724501
"NonPerson",0.170613825996628
"NonPerson",0.233360202952683
"NonPerson",0.149594332432703
"NonPerson",0.189097528487423
"NonPerson",0.230841114091412
"NonPerson",0.148629559775551
"NonPerson",0.149465395206181
"NonPerson",0.178147458340438
"NonPerson",0.189565902048703
"NonPerson",0.14084525518572
"NonPerson",0.234314034666388
"NonPerson",0.203802796190844
"NonPerson",0.197819569713043
"NonPerson",0.166643857225962
"NonPerson",0.190260569587103
"NonPerson",0.159787287117272
"NonPerson",0.180710255698012
"NonPerson",0.206509261618876
"NonPerson",0.191170546975976
"NonPerson",0.165776407231664
"NonPerson",0.181356934622261
"NonPerson",0.188127657496898
"NonPerson",0.176310045310881
"NonPerson",0.182691322447513
"NonPerson",0.188266372361987
"NonPerson",0.15971447743314
"NonPerson",0.1969194719961
"NonPerson",0.17956063539747
"NonPerson",0.150874747858171
"NonPerson",0.211527951134368
"NonPerson",0.157837180204386
"NonPerson",0.166873314157367
"NonPerson",0.164269229244134
"NonPerson",0.15151075687741
"NonPerson",0.170870858663099
"NonPerson",0.15075242287224
"NonPerson",0.174204248275135
"NonPerson",0.173556465226015
"NonPerson",0.230718636818244
"NonPerson",0.151148751595105
"NonPerson",0.186023260224258
"NonPerson",0.160659636011965
"NonPerson",0.151476100712071
"NonPerson",0.152588960627502
"NonPerson",0.178020171451714
"NonPerson",0.203201220867829
"NonPerson",0.217361568890128
"NonPerson",0.203467146067309
"NonPerson",0.163185180819371
"NonPerson",0.199207250731257
"NonPerson",0.167514706570447
"NonPerson",0.191423621908595
"NonPerson",0.148059550021142
"NonPerson",0.192189075479408
"NonPerson",0.166667336657514
"NonPerson",0.230159191435142
"NonPerson",0.186554858003238
"NonPerson",0.152976857608254
"NonPerson",0.205924501618801
"NonPerson",0.159388129729112
"NonPerson",0.19338857795587
"NonPerson",0.215478355112288
"NonPerson",0.200657840734669
"NonPerson",0.166276333508957
"NonPerson",0.1870871094446
"NonPerson",0.184974982674718
"NonPerson",0.222402825500884
"NonPerson",0.188180735570475
"NonPerson",0.183614712121194
"NonPerson",0.178336765112444
"NonPerson",0.125723076583282
"NonPerson",0.182316201791185
"NonPerson",0.167704970296126
"NonPerson",0.166579578420785
"NonPerson",0.20969015381497
"NonPerson",0.169649467703823
"NonPerson",0.174246413581868
"NonPerson",0.214580128007728
"NonPerson",0.158291953975543
"NonPerson",0.222357563417331
"NonPerson",0.171080654759269
"NonPerson",0.162856259442135
"NonPerson",0.13914722269493
"NonPerson",0.218770102570172
"NonPerson",0.162409281399089
"NonPerson",0.194315638390015
"NonPerson",0.174383875713025
"NonPerson",0.166966015556656
"NonPerson",0.196774699444612
"NonPerson",0.162404062664378
"NonPerson",0.159891941860164
