"SampleSize","Mean_d","CI_lower","CI_upper","Identity"
10,0.0964597107082417,-0.119743836666914,0.334084617347362,"Shape"
20,0.0960835334578627,-0.0571930711576724,0.270624666106919,"Shape"
30,0.0914126036111443,-0.0388092676060628,0.218079008271375,"Shape"
40,0.101088852952992,-0.0138528143652899,0.217667392627634,"Shape"
50,0.099009764877466,0.00177237201323707,0.20085653452435,"Shape"
60,0.0961735937803683,0.00360472503999196,0.189172999420924,"Shape"
70,0.0971670279455637,0.00920876384304448,0.178146299893945,"Shape"
80,0.0987393569050221,0.0155322645704527,0.179158462580488,"Shape"
90,0.0986350494460438,0.0225297489348923,0.177939134917668,"Shape"
100,0.0984544548371541,0.028255330286697,0.173721623499476,"Shape"
110,0.0982184031104649,0.0258353712621684,0.171256802251268,"Shape"
120,0.0987408629927723,0.0259048953506737,0.170491204341604,"Shape"
130,0.0964620168955337,0.0349515512013134,0.167464935564946,"Shape"
140,0.0991893494318654,0.0371264521290979,0.156717714826026,"Shape"
150,0.100916460427611,0.0407183951431656,0.162761828288632,"Shape"
160,0.098015606227473,0.0407700843241531,0.152371185662049,"Shape"
170,0.0997802188817443,0.044806919056782,0.154804870542713,"Shape"
180,0.0969590773199522,0.0394973894436471,0.150828470324959,"Shape"
190,0.099750872921587,0.0498200059787947,0.145983582896631,"Shape"
200,0.0989065385796583,0.0474933873783738,0.14811969587774,"Shape"
210,0.0984120843602506,0.0437937961927697,0.148240598771398,"Shape"
220,0.0992619533902147,0.0513448904548212,0.14471275799763,"Shape"
230,0.0972125362628345,0.0522266216198816,0.144485037543607,"Shape"
240,0.100141459890345,0.0540853233312989,0.148003460791633,"Shape"
250,0.0970996056007083,0.0526383870939158,0.147203736522178,"Shape"
260,0.0995977708092356,0.0578073921172741,0.143833714509908,"Shape"
270,0.098462388282586,0.0528244563887322,0.142243279229192,"Shape"
280,0.0978695899696945,0.0551511455620299,0.137646972745821,"Shape"
290,0.0996253561794496,0.0585102978691787,0.144168952027416,"Shape"
300,0.0974320565052501,0.0499446619259417,0.13958349756932,"Shape"
310,0.099996157534971,0.0580735038607704,0.142576547577545,"Shape"
320,0.0976853000629573,0.0607829799127299,0.136683389132734,"Shape"
330,0.0992147356125119,0.0541787275999593,0.134649483557851,"Shape"
