"Identity","Predicted_Value"
"NonPerson",0.269875722714908
"NonPerson",0.271346149141575
"NonPerson",0.268125510776546
"NonPerson",0.246724282967232
"NonPerson",0.252232315560254
"NonPerson",0.226359859455818
"NonPerson",0.209939112155834
"NonPerson",0.294888582974619
"NonPerson",0.223371298382407
"NonPerson",0.276285400213618
"NonPerson",0.266041661278451
"NonPerson",0.253697565065562
"NonPerson",0.206003630172439
"NonPerson",0.309770648930156
"NonPerson",0.28399568462051
"NonPerson",0.242381262425197
"NonPerson",0.250768379968266
"NonPerson",0.24599053179278
"NonPerson",0.268978443013862
"NonPerson",0.26165512724203
"NonPerson",0.259452243842682
"NonPerson",0.267515609923103
"NonPerson",0.233726415290823
"NonPerson",0.211704282694915
"NonPerson",0.266622080502179
"NonPerson",0.278777536219486
"NonPerson",0.264288462283036
"NonPerson",0.243467256702603
"NonPerson",0.246503615677521
"NonPerson",0.237829988612812
"NonPerson",0.253272603024125
"NonPerson",0.260942522441919
"NonPerson",0.248709821684084
"NonPerson",0.248423124015091
"NonPerson",0.217671559982688
"NonPerson",0.250709352246363
"NonPerson",0.259391585650479
"NonPerson",0.222424349532365
"NonPerson",0.244934730810311
"NonPerson",0.255670738300345
"NonPerson",0.237446975725428
"NonPerson",0.249400507432587
"NonPerson",0.264008015804184
"NonPerson",0.235242066770244
"NonPerson",0.263826229973697
"NonPerson",0.215983659474356
"NonPerson",0.23486527535016
"NonPerson",0.283736567542798
"NonPerson",0.241146515094079
"NonPerson",0.234245805650462
"NonPerson",0.209372715467911
"NonPerson",0.228372651596083
"NonPerson",0.303416576057274
"NonPerson",0.289489594972769
"NonPerson",0.241552200034066
"NonPerson",0.285940141445859
"NonPerson",0.220501274401435
"NonPerson",0.266092815914876
"NonPerson",0.272971832469201
"NonPerson",0.275797743500022
"NonPerson",0.277800501490327
"NonPerson",0.280211854774645
"NonPerson",0.220255832809671
"NonPerson",0.283870768227813
"NonPerson",0.251326283892222
"NonPerson",0.28118532087574
"NonPerson",0.245623581107629
"NonPerson",0.248449333567498
"NonPerson",0.253695619637349
"NonPerson",0.253411036708377
"NonPerson",0.272344041790366
"NonPerson",0.274909828651925
"NonPerson",0.168317459581553
"NonPerson",0.23945129216723
"NonPerson",0.214419412045036
"NonPerson",0.232626311852483
"NonPerson",0.245296210445334
"NonPerson",0.261945084599314
"NonPerson",0.22182531311351
"NonPerson",0.262466588660905
"NonPerson",0.247142205738256
"NonPerson",0.213436371379054
"NonPerson",0.245484238089207
"NonPerson",0.220904226843453
"NonPerson",0.24231335410819
"NonPerson",0.258496124555066
"NonPerson",0.243838045814676
"NonPerson",0.264811578056853
"NonPerson",0.230374751487992
