"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
1,"P46E1",24,"F","R","/","/","/","Russian","/"
2,"P46E1",25,"M","R","/","/","/","English","/"
3,"P46E1",22,"M","R","/","/","/","Hungarian","/"
4,"P46E1",27,"F","L","/","/","/","Rusiian","/"
5,"P46E1",26,"M","R","/","/","/","Portuguese","/"
6,"P46E1",29,"F","R","/","/","/","Turkish","/"
7,"P46E1",26,"M","R","/","/","/","English","/"
8,"P46E1",31,"F","R","/","/","/","Mongolian","/"
9,"P46E1",23,"F","R","/","/","/","Hungarian","/"
10,"P46E1",23,"F","R","/","/","/","Hungarian","/"
11,"P46E1",23,"M","R","/","/","/","Hungarian","/"
12,"P46E1",26,"F","R","/","/","/","Hungarian","/"
13,"P46E1",18,"M","R","/","/","/","Mongolian","/"
14,"P46E1",44,"F","R","/","/","/","Armenian","/"
15,"P46E1",23,"M","R","/","/","/","Ukrainian","/"
16,"P46E1",23,"M","R","/","/","/","Azerbaijani","/"
17,"P46E1",26,"F","R","/","/","/","hungarian","/"
18,"P46E1",29,"M","R","/","/","/","English","/"
19,"P46E1",28,"M","R","/","/","/","Turkish","/"
20,"P46E1",33,"F","R","/","/","/","English","/"
21,"P46E1",20,"M","R","/","/","/","Hungarian","/"
22,"P46E1",26,"F","R","/","/","/","Turkish","/"
23,"P46E1",28,"M","R","/","/","/","Greek","/"
24,"P46E1",22,"F","R","/","/","/","Hungarian","/"
25,"P46E1",26,"M","R","/","/","/","English","/"
26,"P46E1",23,"F","R","/","/","/","Portuguese","/"
27,"P46E1",21,"M","R","/","/","/","Hungarian","/"
28,"P46E1",23,"F","R","/","/","/","Hungarian","/"
29,"P46E1",28,"M","R","/","/","/","Hungarian","/"
30,"P46E1",19,"F","R","/","/","/","Turkish","/"
31,"P46E1",23,"M","R","/","/","/","Russian","/"
32,"P46E1",25,"M","R","/","/","/","Arabic","/"
33,"P46E1",26,"F","R","/","/","/","Hungarian","/"
34,"P46E1",22,"F","R","/","/","/","Hungarian","/"
35,"P46E1",26,"M","R","/","/","/","Turkish","/"
36,"P46E1",23,"M","R","/","/","/","Italian","/"
37,"P46E1",22,"F","R","/","/","/","Hungarian","/"
38,"P46E1",18,"F","R","/","/","/","Hungarian","/"
39,"P46E1",23,"F","R","/","/","/","Hungarian","/"
40,"P46E1",18,"M","R","/","/","/","Hungarian","/"
41,"P46E1",21,"M","R","/","/","/","Hungarian","/"
42,"P46E1",25,"F","R","/","/","/","Hungarian","/"
43,"P46E1",28,"F","R","/","/","/","Hungarian","/"
44,"P46E1",20,"F","R","/","/","/","Hungarian","/"
45,"P46E1",25,"F","R","/","/","/","Hungarian","/"
46,"P46E1",27,"M","R","/","/","/","English","/"
47,"P46E1",20,"F","R","/","/","/","Hungarian","/"
48,"P46E1",21,"F","R","/","/","/","Hungarian","/"
49,"P46E1",30,"M","R","/","/","/","Hungarian","/"
50,"P46E1",19,"M","R","/","/","/","Hungarian","/"
51,"P46E1",22,"F","R","/","/","/","Hungarian","/"
52,"P46E1",21,"F","R","/","/","/","Hungarian","/"
53,"P46E1",22,"F","R","/","/","/","Hungarian","/"
54,"P46E1",20,"M","R","/","/","/","Hungarian","/"
55,"P46E1",22,"F","R","/","/","/","Hungarian","/"
56,"P46E1",29,"F","R","/","/","/","Russian","/"
