"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
"1","Constable_2021_CogEmo_Exp1","24","F","R","/","/","/","Russian","/"
"2","Constable_2021_CogEmo_Exp1","25","M","R","/","/","/","English","/"
"3","Constable_2021_CogEmo_Exp1","22","M","R","/","/","/","Hungarian","/"
"4","Constable_2021_CogEmo_Exp1","27","F","L","/","/","/","Rusiian","/"
"5","Constable_2021_CogEmo_Exp1","26","M","R","/","/","/","Portuguese","/"
"6","Constable_2021_CogEmo_Exp1","29","F","R","/","/","/","Turkish","/"
"7","Constable_2021_CogEmo_Exp1","26","M","R","/","/","/","English","/"
"8","Constable_2021_CogEmo_Exp1","31","F","R","/","/","/","Mongolian","/"
"9","Constable_2021_CogEmo_Exp1","23","F","R","/","/","/","Hungarian","/"
"10","Constable_2021_CogEmo_Exp1","23","F","R","/","/","/","Hungarian","/"
"11","Constable_2021_CogEmo_Exp1","23","M","R","/","/","/","Hungarian","/"
"12","Constable_2021_CogEmo_Exp1","26","F","R","/","/","/","Hungarian","/"
"13","Constable_2021_CogEmo_Exp1","18","M","R","/","/","/","Mongolian","/"
"14","Constable_2021_CogEmo_Exp1","44","F","R","/","/","/","Armenian","/"
"15","Constable_2021_CogEmo_Exp1","23","M","R","/","/","/","Ukrainian","/"
"16","Constable_2021_CogEmo_Exp1","23","M","R","/","/","/","Azerbaijani","/"
"17","Constable_2021_CogEmo_Exp1","26","F","R","/","/","/","hungarian","/"
"18","Constable_2021_CogEmo_Exp1","29","M","R","/","/","/","English","/"
"19","Constable_2021_CogEmo_Exp1","28","M","R","/","/","/","Turkish","/"
"20","Constable_2021_CogEmo_Exp1","33","F","R","/","/","/","English","/"
"21","Constable_2021_CogEmo_Exp1","20","M","R","/","/","/","Hungarian","/"
"22","Constable_2021_CogEmo_Exp1","26","F","R","/","/","/","Turkish","/"
"23","Constable_2021_CogEmo_Exp1","28","M","R","/","/","/","Greek","/"
"24","Constable_2021_CogEmo_Exp1","22","F","R","/","/","/","Hungarian","/"
"25","Constable_2021_CogEmo_Exp1","26","M","R","/","/","/","English","/"
"26","Constable_2021_CogEmo_Exp1","23","F","R","/","/","/","Portuguese","/"
"27","Constable_2021_CogEmo_Exp1","21","M","R","/","/","/","Hungarian","/"
"28","Constable_2021_CogEmo_Exp1","23","F","R","/","/","/","Hungarian","/"
"29","Constable_2021_CogEmo_Exp1","28","M","R","/","/","/","Hungarian","/"
"30","Constable_2021_CogEmo_Exp1","19","F","R","/","/","/","Turkish","/"
"31","Constable_2021_CogEmo_Exp1","23","M","R","/","/","/","Russian","/"
"32","Constable_2021_CogEmo_Exp1","25","M","R","/","/","/","Arabic","/"
"33","Constable_2021_CogEmo_Exp1","26","F","R","/","/","/","Hungarian","/"
"34","Constable_2021_CogEmo_Exp1","22","F","R","/","/","/","Hungarian","/"
"35","Constable_2021_CogEmo_Exp1","26","M","R","/","/","/","Turkish","/"
"36","Constable_2021_CogEmo_Exp1","23","M","R","/","/","/","Italian","/"
"37","Constable_2021_CogEmo_Exp1","22","F","R","/","/","/","Hungarian","/"
"38","Constable_2021_CogEmo_Exp1","18","F","R","/","/","/","Hungarian","/"
"39","Constable_2021_CogEmo_Exp1","23","F","R","/","/","/","Hungarian","/"
"40","Constable_2021_CogEmo_Exp1","18","M","R","/","/","/","Hungarian","/"
"41","Constable_2021_CogEmo_Exp1","21","M","R","/","/","/","Hungarian","/"
"42","Constable_2021_CogEmo_Exp1","25","F","R","/","/","/","Hungarian","/"
"43","Constable_2021_CogEmo_Exp1","28","F","R","/","/","/","Hungarian","/"
"44","Constable_2021_CogEmo_Exp1","20","F","R","/","/","/","Hungarian","/"
"45","Constable_2021_CogEmo_Exp1","25","F","R","/","/","/","Hungarian","/"
"46","Constable_2021_CogEmo_Exp1","27","M","R","/","/","/","English","/"
"47","Constable_2021_CogEmo_Exp1","20","F","R","/","/","/","Hungarian","/"
"48","Constable_2021_CogEmo_Exp1","21","F","R","/","/","/","Hungarian","/"
"49","Constable_2021_CogEmo_Exp1","30","M","R","/","/","/","Hungarian","/"
"50","Constable_2021_CogEmo_Exp1","19","M","R","/","/","/","Hungarian","/"
"51","Constable_2021_CogEmo_Exp1","22","F","R","/","/","/","Hungarian","/"
"52","Constable_2021_CogEmo_Exp1","21","F","R","/","/","/","Hungarian","/"
"53","Constable_2021_CogEmo_Exp1","22","F","R","/","/","/","Hungarian","/"
"54","Constable_2021_CogEmo_Exp1","20","M","R","/","/","/","Hungarian","/"
"55","Constable_2021_CogEmo_Exp1","22","F","R","/","/","/","Hungarian","/"
"56","Constable_2021_CogEmo_Exp1","29","F","R","/","/","/","Russian","/"
