"Subject","Block","Trial","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","ShapeLoc","Colour","ShapeColour","textColour","Stimuli_Type","RT_ms","RT_sec","ACC"
21,2,55,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","k","Bottom","Strong","SelfStrong","white","Self = Positive",216.748757,0.216748757,1
21,2,56,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Bottom","Strong","OtherStrong","black","Self = Positive",383.506357,0.383506357,0
21,2,57,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Bottom","Strong","SelfStrong","white","Self = Positive",300.164865,0.300164865,0
21,2,58,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Top","Strong","SelfStrong","white","Self = Positive",350.137861,0.350137861,0
21,2,59,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","white","Self = Positive",316.812002,0.316812002,1
21,2,60,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Top","Strong","SelfStrong","white","Self = Positive",216.881012,0.216881012,1
21,2,61,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Top","Strong","OtherStrong","black","Self = Positive",300.150257,0.300150257,0
21,2,62,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Bottom","Light","OtherLight","black","Self = Positive",216.747967,0.216747967,0
21,2,63,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","k","Top","Light","SelfLight","black","Self = Positive",316.822267,0.316822267,1
21,2,64,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Bottom","Light","SelfLight","black","Self = Positive",216.74323,0.21674323,0
21,2,65,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Bottom","Light","OtherLight","white","Self = Positive",216.744809,0.216744809,1
21,2,66,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Top","Light","OtherLight","black","Self = Positive",216.776392,0.216776392,1
21,2,67,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Top","Strong","OtherStrong","black","Self = Positive",216.897593,0.216897593,1
21,2,68,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Top","Light","OtherLight","black","Self = Positive",216.87509,0.21687509,1
21,2,69,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Top","Light","OtherLight","black","Self = Positive",233.516306,0.233516306,1
21,2,70,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Top","Light","SelfLight","white","Self = Positive",233.562101,0.233562101,0
21,2,71,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Top","Strong","OtherStrong","black","Self = Positive",216.765733,0.216765733,1
21,2,72,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Top","Light","OtherLight","white","Self = Positive",216.905883,0.216905883,1
21,2,73,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Top","Light","SelfLight","white","Self = Positive",216.742045,0.216742045,0
21,2,74,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Top","Strong","OtherStrong","black","Self = Positive",216.823372,0.216823372,0
21,2,75,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Bottom","Strong","SelfStrong","white","Self = Positive",216.740466,0.216740466,0
21,2,76,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Bottom","Light","SelfLight","black","Self = Positive",233.504857,0.233504857,0
21,2,77,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Bottom","Light","OtherLight","black","Self = Positive",216.7985,0.2167985,1
21,2,78,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","k","Bottom","Light","SelfLight","white","Self = Positive",250.503753,0.250503753,1
21,2,79,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Bottom","Light","SelfLight","white","Self = Positive",216.770076,0.216770076,0
21,2,80,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Bottom","Light","OtherLight","white","Self = Positive",216.745598,0.216745598,1
21,2,81,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","k","Top","Light","SelfLight","black","Self = Positive",216.750336,0.216750336,1
21,2,82,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","white","Self = Positive",216.727043,0.216727043,1
21,2,83,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","k","Bottom","Strong","SelfStrong","white","Self = Positive",216.762969,0.216762969,1
21,2,84,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Top","Light","OtherLight","white","Self = Positive",216.764548,0.216764548,0
21,2,85,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Top","Strong","SelfStrong","white","Self = Positive",316.837664,0.316837664,1
21,2,86,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Top","Strong","SelfStrong","white","Self = Positive",216.762969,0.216762969,0
21,2,87,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Top","Light","OtherLight","white","Self = Positive",216.759021,0.216759021,0
21,2,88,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Top","Strong","OtherStrong","white","Self = Positive",216.774813,0.216774813,1
21,2,89,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Top","Light","SelfLight","white","Self = Positive",216.782709,0.216782709,1
21,2,90,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Top","Light","SelfLight","black","Self = Positive",216.904699,0.216904699,0
21,2,91,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Bottom","Light","SelfLight","white","Self = Positive",216.759021,0.216759021,1
21,2,92,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Top","Strong","OtherStrong","black","Self = Positive",216.772049,0.216772049,0
21,2,93,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","k","Top","Light","SelfLight","black","Self = Positive",216.887723,0.216887723,1
21,2,94,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Top","Strong","OtherStrong","white","Self = Positive",250.167391,0.250167391,0
21,2,95,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Top","Light","SelfLight","white","Self = Positive",216.719937,0.216719937,0
21,2,96,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Bottom","Light","OtherLight","black","Self = Positive",366.760127,0.366760127,0
21,2,97,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Bottom","Light","SelfLight","white","Self = Positive",433.549231,0.433549231,0
21,2,98,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Bottom","Strong","SelfStrong","black","Self = Positive",216.880222,0.216880222,1
21,2,99,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Top","Light","OtherLight","white","Self = Positive",266.763996,0.266763996,0
21,2,100,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Top","Light","SelfLight","white","Self = Positive",566.792263,0.566792263,1
21,2,101,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Top","Strong","SelfStrong","black","Self = Positive",216.75152,0.21675152,0
21,2,102,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Top","Light","SelfLight","white","Self = Positive",233.508015,0.233508015,0
21,2,103,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Bottom","Light","SelfLight","black","Self = Positive",216.6773,0.2166773,0
21,2,104,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Top","Strong","SelfStrong","black","Self = Positive",216.759021,0.216759021,1
21,2,105,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Top","Strong","SelfStrong","black","Self = Positive",216.898777,0.216898777,1
21,2,106,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Top","Strong","OtherStrong","white","Self = Positive",216.747572,0.216747572,1
21,2,107,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Top","Light","OtherLight","black","Self = Positive",216.764943,0.216764943,0
21,2,108,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Top","Strong","SelfStrong","black","Self = Positive",216.761785,0.216761785,1
21,2,109,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Bottom","Light","SelfLight","white","Self = Positive",216.757442,0.216757442,1
21,2,110,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Bottom","Light","SelfLight","black","Self = Positive",233.786737,0.233786737,1
21,2,111,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Top","Light","OtherLight","black","Self = Positive",233.506831,0.233506831,0
21,2,112,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","k","Bottom","Strong","SelfStrong","black","Self = Positive",366.809476,0.366809476,1
21,2,113,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","white","Self = Positive",267.137073,0.267137073,0
21,2,114,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Bottom","Light","OtherLight","white","Self = Positive",216.74323,0.21674323,0
21,2,115,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Top","Light","OtherLight","black","Self = Positive",216.772049,0.216772049,1
21,2,116,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Top","Strong","OtherStrong","white","Self = Positive",216.782709,0.216782709,0
21,2,117,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Top","Strong","OtherStrong","black","Self = Positive",216.764548,0.216764548,1
21,2,118,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Bottom","Strong","OtherStrong","white","Self = Positive",300.142756,0.300142756,0
21,2,119,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Bottom","Light","SelfLight","white","Self = Positive",216.774023,0.216774023,1
21,2,120,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Top","Strong","OtherStrong","white","Self = Positive",300.213424,0.300213424,1
21,2,121,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Top","Strong","OtherStrong","white","Self = Positive",216.927202,0.216927202,0
21,2,122,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Light","OtherLight","white","Self = Positive",233.521833,0.233521833,0
21,2,123,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","k","Top","Strong","SelfStrong","white","Self = Positive",333.519148,0.333519148,1
21,2,124,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Bottom","Strong","SelfStrong","black","Self = Positive",216.748757,0.216748757,0
21,2,125,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Bottom","Strong","OtherStrong","black","Self = Positive",216.766917,0.216766917,0
21,2,126,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Bottom","Light","OtherLight","black","Self = Positive",1316.757916,1.316757916,0
21,2,127,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Top","Strong","OtherStrong","black","Self = Positive",216.760206,0.216760206,1
21,2,128,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Bottom","Light","SelfLight","black","Self = Positive",216.769681,0.216769681,0
21,2,129,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Bottom","Strong","SelfStrong","white","Self = Positive",900.114016,0.900114016,0
21,2,130,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Bottom","Strong","SelfStrong","white","Self = Positive",216.758232,0.216758232,0
21,2,131,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Top","Light","OtherLight","white","Self = Positive",216.779156,0.216779156,1
21,2,132,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Top","Light","OtherLight","black","Self = Positive",216.809949,0.216809949,1
21,2,133,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Bottom","Light","OtherLight","white","Self = Positive",216.75152,0.21675152,1
21,2,134,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Bottom","Strong","SelfStrong","black","Self = Positive",216.838374,0.216838374,0
21,2,135,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Top","Light","OtherLight","white","Self = Positive",216.817056,0.216817056,1
21,2,136,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","black","Self = Positive",216.744019,0.216744019,1
21,2,137,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Bottom","Strong","SelfStrong","black","Self = Positive",216.762574,0.216762574,0
21,2,138,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Bottom","Strong","SelfStrong","white","Self = Positive",216.97813,0.21697813,0
21,2,139,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Top","Strong","OtherStrong","black","Self = Positive",533.473905,0.533473905,1
21,2,140,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Top","Light","SelfLight","white","Self = Positive",216.757442,0.216757442,0
21,2,141,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Bottom","Light","OtherLight","white","Self = Positive",483.479985,0.483479985,0
21,2,142,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Light","OtherLight","black","Self = Positive",250.135808,0.250135808,0
21,2,143,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Top","Strong","SelfStrong","black","Self = Positive",1016.760837,1.016760837,0
21,2,144,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Bottom","Strong","SelfStrong","black","Self = Positive",216.760995,0.216760995,0
21,2,145,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Bottom","Light","OtherLight","black","Self = Positive",216.748757,0.216748757,1
21,2,146,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Top","Strong","OtherStrong","white","Self = Positive",300.160127,0.300160127,1
21,2,147,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Bottom","Strong","SelfStrong","white","Self = Positive",233.521043,0.233521043,1
21,2,148,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Top","Light","SelfLight","black","Self = Positive",266.877301,0.266877301,0
21,2,149,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","black","Self = Positive",266.851244,0.266851244,0
21,2,150,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Top","Light","OtherLight","white","Self = Positive",300.175129,0.300175129,0
21,2,151,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","k","Top","Light","SelfLight","black","Self = Positive",216.749546,0.216749546,1
21,2,152,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Bottom","Light","OtherLight","black","Self = Positive",250.157916,0.250157916,1
21,2,153,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Top","Light","OtherLight","black","Self = Positive",267.055351,0.267055351,0
21,2,154,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Top","Strong","SelfStrong","white","Self = Positive",216.775603,0.216775603,1
21,2,155,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","k","Top","Strong","SelfStrong","white","Self = Positive",216.760601,0.216760601,1
21,2,156,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Bottom","Light","OtherLight","black","Self = Positive",216.740466,0.216740466,1
21,2,157,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Bottom","Light","OtherLight","white","Self = Positive",216.697829,0.216697829,1
21,2,158,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Bottom","Strong","OtherStrong","white","Self = Positive",283.500356,0.283500356,1
21,2,159,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Bottom","Strong","OtherStrong","white","Self = Positive",233.542757,0.233542757,1
21,2,160,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Bottom","Strong","OtherStrong","white","Self = Positive",216.759416,0.216759416,0
21,2,161,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","k","Bottom","Light","SelfLight","white","Self = Positive",300.161706,0.300161706,1
21,2,162,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Bottom","Light","SelfLight","white","Self = Positive",333.493882,0.333493882,1
21,2,163,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Top","Strong","SelfStrong","black","Self = Positive",316.849113,0.316849113,0
21,2,164,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","black","Self = Positive",216.760995,0.216760995,0
21,2,165,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Top","Light","OtherLight","black","Self = Positive",366.804738,0.366804738,0
21,2,166,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","black","Self = Positive",233.520254,0.233520254,0
21,2,167,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Bottom","Strong","OtherStrong","white","Self = Positive",216.755073,0.216755073,1
21,2,168,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","k","Bottom","Strong","SelfStrong","black","Self = Positive",233.485907,0.233485907,1
21,2,169,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Bottom","Light","OtherLight","white","Self = Positive",216.764154,0.216764154,1
21,2,170,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","white","Self = Positive",416.825109,0.416825109,0
21,2,171,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","k","Bottom","Strong","SelfStrong","black","Self = Positive",216.730991,0.216730991,1
21,2,172,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","k","Bottom","Light","SelfLight","white","Self = Positive",216.728228,0.216728228,1
21,2,173,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Bottom","Strong","SelfStrong","black","Self = Positive",233.474853,0.233474853,1
21,2,174,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Top","Strong","SelfStrong","white","Self = Positive",216.772839,0.216772839,1
21,2,175,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Top","Light","OtherLight","black","Self = Positive",216.747572,0.216747572,0
21,2,176,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Bottom","Light","SelfLight","black","Self = Positive",216.777971,0.216777971,1
21,2,177,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Bottom","Light","SelfLight","black","Self = Positive",216.78034,0.21678034,1
21,2,178,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Bottom","Light","SelfLight","black","Self = Positive",233.525386,0.233525386,0
21,2,179,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","black","Self = Positive",333.466641,0.333466641,0
21,2,180,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Bottom","Light","OtherLight","white","Self = Positive",616.796842,0.616796842,0
21,2,181,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Top","Light","SelfLight","black","Self = Positive",316.810028,0.316810028,1
21,2,182,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Top","Strong","SelfStrong","black","Self = Positive",266.825583,0.266825583,0
21,2,183,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Top","Light","OtherLight","white","Self = Positive",216.772049,0.216772049,0
21,2,184,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Top","Light","OtherLight","white","Self = Positive",216.805607,0.216805607,1
21,2,185,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Top","Strong","SelfStrong","black","Self = Positive",216.730202,0.216730202,1
21,2,186,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Top","Strong","OtherStrong","black","Self = Positive",216.774418,0.216774418,1
21,2,187,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","black","Self = Positive",216.772839,0.216772839,0
21,2,188,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Bottom","Strong","OtherStrong","black","Self = Positive",216.804817,0.216804817,0
21,2,189,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Light","OtherLight","white","Self = Positive",216.685985,0.216685985,0
21,2,190,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","k","Bottom","Strong","SelfStrong","black","Self = Positive",216.754679,0.216754679,0
21,2,191,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","k","Bottom","Light","OtherLight","white","Self = Positive",217.050377,0.217050377,1
21,2,192,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","k","Top","Strong","OtherStrong","black","Self = Positive",216.810739,0.216810739,0
21,3,1,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Top","Light","SelfLight","black","Self = Positive",216.744414,0.216744414,0
21,3,2,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Bottom","Light","SelfLight","white","Self = Positive",216.768891,0.216768891,1
21,3,3,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Top","Light","SelfLight","white","Self = Positive",216.759021,0.216759021,0
21,3,4,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Bottom","Strong","SelfStrong","black","Self = Positive",216.769286,0.216769286,1
21,3,5,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Bottom","Strong","SelfStrong","black","Self = Positive",216.74244,0.21674244,0
21,3,6,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Bottom","Strong","SelfStrong","white","Self = Positive",216.753889,0.216753889,0
21,3,7,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Top","Light","SelfLight","black","Self = Positive",216.956022,0.216956022,1
21,3,8,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","black","Self = Positive",216.867984,0.216867984,0
21,3,9,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Top","Light","OtherLight","black","Self = Positive",216.88417,0.21688417,0
21,3,10,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Top","Light","SelfLight","black","Self = Positive",216.762969,0.216762969,1
21,3,11,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Top","Strong","OtherStrong","black","Self = Positive",216.779156,0.216779156,0
21,3,12,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Bottom","Strong","SelfStrong","black","Self = Positive",216.760995,0.216760995,0
21,3,13,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Top","Strong","SelfStrong","white","Self = Positive",216.772049,0.216772049,1
21,3,14,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Top","Light","OtherLight","black","Self = Positive",400.214687,0.400214687,0
21,3,15,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Top","Light","OtherLight","white","Self = Positive",216.766128,0.216766128,0
21,3,16,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Top","Strong","OtherStrong","black","Self = Positive",300.120253,0.300120253,1
21,3,17,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Light","OtherLight","white","Self = Positive",216.760206,0.216760206,0
21,3,18,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Top","Light","OtherLight","black","Self = Positive",216.736124,0.216736124,1
21,3,19,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","black","Self = Positive",216.76218,0.21676218,0
21,3,20,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Top","Strong","OtherStrong","black","Self = Positive",216.762574,0.216762574,0
21,3,21,"Self","Self","Matching","Self","Self","Self","Self","Self","Self","l","Bottom","Strong","SelfStrong","white","Self = Positive",216.82811,0.21682811,1
21,3,22,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Top","Light","SelfLight","white","Self = Positive",216.757837,0.216757837,0
21,3,23,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Top","Strong","SelfStrong","white","Self = Positive",216.730991,0.216730991,0
21,3,24,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","white","Self = Positive",216.729017,0.216729017,1
21,3,25,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","l","Bottom","Light","SelfLight","white","Self = Positive",216.854561,0.216854561,0
21,3,26,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","white","Self = Positive",216.757442,0.216757442,1
21,3,27,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Light","OtherLight","white","Self = Positive",216.764154,0.216764154,0
21,3,28,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","l","Bottom","Light","OtherLight","black","Self = Positive",216.774023,0.216774023,1
21,3,29,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Light","OtherLight","black","Self = Positive",216.777182,0.216777182,0
21,3,30,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","l","Bottom","Strong","OtherStrong","white","Self = Positive",216.779156,0.216779156,0
