Shape,Colour,ShapeColour,textColour,ShapeLoc,Condition,Label,.thisRepN,.thisTrialN,.thisN,.thisIndex,resp,Exclude,rt,corr,nCorr,trialinBlock,BlankFrames,Block,4. Handedness,3. Age,2. Gender (M/F),6. Stimuli Type(Self = Positive/Self = Negative),1. Participant Number,5. First Lanugage
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,5,23,183,10,l,0,0.800117094,1,122,184,68,1,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,5,24,184,11,l,0,0.467070246,1,123,185,68,1,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,5,25,185,8,l,0,0.816800882,1,124,186,70,1,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,5,26,186,24,l,0,0.533491538,1,125,187,49,1,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,5,27,187,27,l,0,0.433478826,1,126,188,48,1,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Top,Match,Self,5,28,188,17,l,0,0.533720121,1,127,189,72,1,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,5,29,189,26,l,0,0.616834676,1,128,190,65,1,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,5,30,190,6,l,0,0.516846046,0,128,191,60,1,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,5,31,191,27,l,0,0.466846006,1,129,192,48,1,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,0,0,0,15,k,0,0.917026385,1,1,1,70,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Top,Match,Self,0,1,1,1,l,0,0.533512857,1,2,2,72,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,0,2,2,22,l,0,0.50014094,0,2,3,66,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Top,Match,Self,0,3,3,16,l,0,0.466825082,1,3,4,69,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Top,Match,Self,0,4,4,16,l,0,0.550096368,1,4,5,69,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Bottom,Match,Self,0,5,5,2,l,0,0.516785643,1,5,6,51,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Top,Match,Stranger,0,6,6,25,l,0,0.600384998,1,6,7,70,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Top,Match,Self,0,7,7,0,l,0,0.466813633,1,7,8,50,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,0,8,8,23,k,0,0.717056231,1,8,9,55,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,0,9,9,13,k,0,0.733706856,1,9,10,72,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,0,10,10,22,l,0,0.583444598,0,9,11,76,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Bottom,Match,Self,0,11,11,19,l,0,0.400144809,1,10,12,57,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,0,12,12,27,l,0,0.816789038,1,11,13,70,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Top,Match,Self,0,13,13,0,l,0,0.550124003,1,12,14,59,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Top,Match,Stranger,0,14,14,25,l,0,0.683499553,1,13,15,54,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,0,15,15,8,k,0,0.56704348,0,13,16,75,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,0,16,16,5,k,0,0.933526991,1,14,17,63,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,0,17,17,12,k,0,0.667152126,1,15,18,60,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,0,18,18,24,l,0,0.650159613,1,16,19,64,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Bottom,Match,Self,0,19,19,18,l,0,0.450144059,1,17,20,64,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,0,20,20,8,l,0,0.583849257,1,18,21,49,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,0,21,21,29,k,0,0.683464022,1,19,22,50,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,0,22,22,6,l,0,0.600127201,0,19,23,67,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,0,23,23,20,l,0,0.600108251,0,19,24,61,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,0,24,24,27,l,0,0.716816594,1,20,25,54,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,0,25,25,29,l,0,0.533485222,0,20,26,68,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,0,26,26,31,k,0,0.516795907,1,21,27,63,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,0,27,27,28,k,0,0.466799816,1,22,28,58,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Top,Match,Self,0,28,28,1,l,0,0.45012353,1,23,29,52,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,0,29,29,4,k,0,0.633455297,1,24,30,75,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,0,30,30,31,l,0,0.500115673,0,24,31,48,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,0,31,31,5,k,0,0.73350433,1,25,32,75,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Top,Match,Self,1,0,32,0,l,0,0.600147335,1,26,33,67,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Bottom,Match,Self,1,1,33,19,l,0,0.466841664,1,27,34,50,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Top,Match,Self,1,2,34,16,l,0,0.400177181,1,28,35,49,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Top,Match,Self,1,3,35,0,l,0,0.367002264,1,29,36,63,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,1,4,36,24,l,0,0.650109475,1,30,37,65,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,1,5,37,12,k,0,0.650149744,1,31,38,49,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Top,Match,Self,1,6,38,16,l,0,0.60016589,1,32,39,73,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Top,Match,Stranger,1,7,39,9,k,0,0.933483564,0,32,40,69,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,1,8,40,12,k,0,0.683491657,1,33,41,52,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,1,9,41,4,k,0,0.617065627,1,34,42,70,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,1,10,42,23,k,0,0.766792947,1,35,43,60,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,1,11,43,13,k,0,0.733759758,1,36,44,73,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,1,12,44,10,l,0,0.600142993,1,37,45,50,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,1,13,45,20,k,0,0.933451586,1,38,46,48,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Top,Match,Stranger,1,14,46,25,l,0,0.850141216,1,39,47,60,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,1,15,47,30,k,0,0.717090183,1,40,48,62,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,1,16,48,13,k,0,0.883469312,1,41,49,54,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,1,17,49,22,k,0,0.667084617,1,42,50,75,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,1,18,50,15,k,0,0.650176589,1,43,51,48,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Bottom,Match,Self,1,19,51,19,l,0,0.550427201,1,44,52,66,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,1,20,52,15,k,0,0.666882485,1,45,53,57,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,1,21,53,6,k,0,0.783471602,1,46,54,76,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,1,22,54,27,l,0,0.850426649,1,47,55,59,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Top,Match,Self,1,23,55,16,l,0,0.566825556,1,48,56,65,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,1,24,56,7,k,0,0.533486011,1,49,57,62,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,1,25,57,6,k,0,0.966815607,1,50,58,53,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,1,26,58,30,l,0,0.566818845,0,50,59,51,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Top,Match,Stranger,1,27,59,9,l,0,1.000092775,1,51,60,71,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,1,28,60,5,l,0,0.483735084,0,51,61,71,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Bottom,Match,Self,1,29,61,18,l,0,0.500217134,1,52,62,65,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,1,30,62,27,k,0,0.600129175,0,52,63,72,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Top,Match,Stranger,1,31,63,25,l,0,0.817075655,1,53,64,51,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,2,0,64,8,l,0,0.416785959,1,54,65,62,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,2,1,65,26,l,0,0.550190328,1,55,66,71,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Top,Match,Self,2,2,66,1,l,0,0.766796105,1,56,67,60,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Bottom,Match,Self,2,3,67,3,l,0,0.500129886,1,57,68,72,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,2,4,68,29,k,1,1.150491236,1,58,69,57,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Top,Match,Self,2,5,69,0,l,0,0.566905698,1,59,70,61,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,2,6,70,14,l,0,0.833446769,0,59,71,72,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Top,Match,Self,2,7,71,17,l,0,0.450524635,1,60,72,74,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,2,8,72,14,l,0,0.433493828,0,60,73,60,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,2,9,73,7,k,0,0.716820148,1,61,74,70,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Top,Match,Self,2,10,74,17,l,0,0.583455257,1,62,75,62,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,2,11,75,10,k,0,0.783464495,0,62,76,66,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Top,Match,Self,2,12,76,17,l,0,0.61679796,1,63,77,67,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Top,Match,Stranger,2,13,77,9,l,0,0.666816555,1,64,78,73,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,2,14,78,28,k,0,0.816790617,1,65,79,77,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,2,15,79,28,k,0,0.683515344,1,66,80,75,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,2,16,80,31,k,0,0.55038338,1,67,81,69,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,2,17,81,26,l,0,0.633457666,1,68,82,63,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Top,Match,Stranger,2,18,82,9,l,0,0.76702074,1,69,83,75,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,2,19,83,30,l,0,0.41681162,0,69,84,68,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,2,20,84,4,l,0,0.500157916,0,69,85,66,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,2,21,85,23,k,0,0.550133478,1,70,86,55,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Bottom,Match,Self,2,22,86,19,l,0,0.433744519,1,71,87,63,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,2,23,87,20,k,0,0.583715029,1,72,88,72,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,2,24,88,22,l,0,0.600115357,0,72,89,51,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Top,Match,Self,2,25,89,17,l,0,0.683470338,1,73,90,76,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,2,26,90,21,k,0,0.650130794,1,74,91,58,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Bottom,Match,Self,2,27,91,2,l,0,0.616730846,1,75,92,72,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,2,28,92,11,l,0,0.683422569,1,76,93,58,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Bottom,Match,Self,2,29,93,19,l,0,0.567057692,1,77,94,67,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,2,30,94,26,l,0,0.550132689,1,78,95,65,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,2,31,95,5,l,0,0.550080576,0,78,96,65,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,3,0,96,22,k,0,0.76687072,1,79,97,66,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,3,1,97,14,k,0,0.63345885,1,80,98,58,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,3,2,98,4,k,0,0.867055955,1,81,99,77,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,3,3,99,7,k,0,0.600164706,1,82,100,56,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,3,4,100,4,k,0,0.583497105,1,83,101,64,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,3,5,101,31,k,0,0.583450915,1,84,102,66,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,3,6,102,29,k,0,0.583508159,1,85,103,63,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,3,7,103,10,k,0,0.566807791,0,85,104,51,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,3,8,104,5,k,0,0.583469075,1,86,105,53,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Bottom,Match,Self,3,9,105,18,l,0,0.366811186,1,87,106,56,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,3,10,106,20,k,0,0.533764733,1,88,107,60,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,3,11,107,21,k,0,0.616805856,1,89,108,75,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,3,12,108,21,k,0,0.416862943,1,90,109,68,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,3,13,109,8,l,0,0.600117726,1,91,110,73,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,3,14,110,11,l,0,0.500137387,1,92,111,72,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,3,15,111,8,l,0,0.633510173,1,93,112,75,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,3,16,112,27,l,0,0.500133439,1,94,113,59,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,3,17,113,28,k,0,0.566829109,1,95,114,62,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,3,18,114,24,l,0,0.73344748,1,96,115,51,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,3,19,115,29,l,0,0.550132689,0,96,116,52,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,3,20,116,13,k,0,0.533716568,1,97,117,72,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,3,21,117,21,k,0,0.700148993,1,98,118,66,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Bottom,Match,Self,3,22,118,3,l,0,0.533461535,1,99,119,71,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,3,23,119,7,k,0,0.566863456,1,100,120,56,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,3,24,120,13,k,0,0.616809014,1,101,121,55,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Bottom,Match,Self,3,25,121,3,l,0,0.750121398,1,102,122,60,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,3,26,122,12,k,0,0.78349371,1,103,123,63,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,3,27,123,28,k,0,0.51681999,1,104,124,55,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,3,28,124,15,k,0,0.466805738,1,105,125,68,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Top,Match,Stranger,3,29,125,25,l,0,0.700113857,1,106,126,48,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,3,30,126,15,k,0,0.667066851,1,107,127,59,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Top,Match,Self,3,31,127,1,l,0,0.50013186,1,108,128,58,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,4,0,128,21,k,0,0.616879287,1,109,129,71,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,4,1,129,14,k,0,0.633732834,1,110,130,49,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,4,2,130,20,k,0,0.616793618,1,111,131,75,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,4,3,131,31,l,0,0.600368022,0,111,132,50,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Bottom,Match,Self,4,4,132,18,l,0,0.366836058,1,112,133,59,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,4,5,133,4,k,0,0.566792789,1,113,134,71,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,4,6,134,30,k,0,0.600116147,1,114,135,62,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Top,Match,Stranger,4,7,135,9,l,0,0.566746204,1,115,136,75,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,4,8,136,12,k,0,0.53347022,1,116,137,48,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,4,9,137,14,k,0,0.600131939,1,117,138,53,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,4,10,138,24,k,0,0.73372857,0,117,139,66,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,4,11,139,15,k,0,0.683740374,1,118,140,55,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,4,12,140,23,l,0,0.383484709,0,118,141,69,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,4,13,141,22,None,1,,3,118,142,71,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,4,14,142,11,k,1,1.383758692,0,118,143,56,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,4,15,143,13,k,0,0.717043203,1,119,144,68,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Top,Match,Self,4,16,144,0,l,0,0.367055165,1,120,145,65,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Bottom,Match,Self,4,17,145,19,l,0,0.61706089,1,121,146,68,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,4,18,146,11,l,0,0.73347472,1,122,147,70,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Bottom,Match,Self,4,19,147,2,k,0,0.400174418,0,122,148,60,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,4,20,148,23,k,0,0.600126806,1,123,149,49,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,4,21,149,27,l,0,0.800392262,1,124,150,48,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,4,22,150,11,l,0,0.383756718,1,125,151,77,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Bottom,Match,Self,4,23,151,2,l,0,0.350159376,1,126,152,75,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,4,24,152,10,l,0,0.366835268,1,127,153,73,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,4,25,153,6,k,0,0.583418147,1,128,154,60,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,4,26,154,20,k,0,0.58345052,1,129,155,52,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Bottom,Match,Self,4,27,155,2,l,0,0.466798237,1,130,156,70,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,black,Top,Match,Self,4,28,156,17,l,0,0.450177221,1,131,157,75,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,black,Bottom,Match,Self,4,29,157,18,l,0,0.466782445,1,132,158,56,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,4,30,158,30,l,0,0.533547204,0,132,159,68,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Bottom,Match,Self,4,31,159,3,l,0,0.53373157,1,133,160,71,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,5,0,160,10,k,0,0.716786196,0,133,161,54,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,5,1,161,10,l,0,0.483716134,1,134,162,62,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Bottom,Match,Self,5,2,162,3,l,0,0.483701132,1,135,163,59,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,5,3,163,7,l,0,0.533748941,0,135,164,71,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,5,4,164,26,k,0,0.583762403,0,135,165,55,2,R,24,F,Self = Positive,1,Russian
Self,Light,SelfLight,white,Top,Match,Self,5,5,165,1,l,0,0.500181603,1,136,166,50,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Top,Match,Stranger,5,6,166,25,k,0,0.566814107,0,136,167,55,2,R,24,F,Self = Positive,1,Russian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,5,7,167,6,None,1,,3,136,168,48,2,R,24,F,Self = Positive,1,Russian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,5,8,168,14,k,0,0.716787775,1,137,169,70,2,R,24,F,Self = Positive,1,Russian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,5,9,169,31,l,0,0.366983314,0,137,170,74,2,R,24,F,Self = Positive,1,Russian
