Subject,Condition,Matching,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,RT_ms,RT_sec,ACC
8,mm,Matching,Mutter,Mother,Close,478.0,0.478,1
8,mm,Matching,Mutter,Mother,Close,458.0,0.458,1
8,mm,Matching,Mutter,Mother,Close,472.0,0.472,1
8,mm,Matching,Mutter,Mother,Close,615.0,0.615,1
8,mm,Matching,Mutter,Mother,Close,520.0,0.52,1
8,mm,Matching,Mutter,Mother,Close,499.0,0.499,1
8,mm,Matching,Mutter,Mother,Close,496.0,0.496,1
8,mm,Matching,Mutter,Mother,Close,516.0,0.516,1
8,mm,Matching,Mutter,Mother,Close,709.0,0.709,1
8,mm,Matching,Mutter,Mother,Close,597.0,0.597,1
8,mm,Matching,Mutter,Mother,Close,532.0,0.532,1
8,mm,Matching,Mutter,Mother,Close,638.0,0.638,1
8,mm,Matching,Mutter,Mother,Close,1048.0,1.048,0
8,mm,Matching,Mutter,Mother,Close,562.0,0.562,1
8,mn,Nonmatching,Mutter,Mother,Close,712.0,0.712,1
8,mn,Nonmatching,Mutter,Mother,Close,549.0,0.549,1
8,mn,Nonmatching,Mutter,Mother,Close,435.0,0.435,1
8,mn,Nonmatching,Mutter,Mother,Close,544.0,0.544,1
8,mn,Nonmatching,Mutter,Mother,Close,487.0,0.487,1
8,mn,Nonmatching,Mutter,Mother,Close,424.0,0.424,0
8,mn,Nonmatching,Mutter,Mother,Close,748.0,0.748,1
8,mn,Nonmatching,Mutter,Mother,Close,531.0,0.531,0
8,mn,Nonmatching,Mutter,Mother,Close,503.0,0.503,1
8,mn,Nonmatching,Mutter,Mother,Close,500.0,0.5,1
8,mn,Nonmatching,Mutter,Mother,Close,513.0,0.513,1
8,mn,Nonmatching,Mutter,Mother,Close,516.0,0.516,1
8,mn,Nonmatching,Mutter,Mother,Close,702.0,0.702,0
8,mn,Nonmatching,Mutter,Mother,Close,829.0,0.829,1
8,mn,Nonmatching,Mutter,Mother,Close,427.0,0.427,0
8,mn,Nonmatching,Mutter,Mother,Close,418.0,0.418,0
8,mn,Nonmatching,Mutter,Mother,Close,419.0,0.419,1
8,mn,Nonmatching,Mutter,Mother,Close,685.0,0.685,1
8,nm,Matching,Nichts,none,NonPerson,560.0,0.56,0
8,nm,Matching,Nichts,none,NonPerson,534.0,0.534,0
8,nm,Matching,Nichts,none,NonPerson,0.0,0.0,0
8,nm,Matching,Nichts,none,NonPerson,575.0,0.575,1
8,nm,Matching,Nichts,none,NonPerson,580.0,0.58,1
8,nm,Matching,Nichts,none,NonPerson,559.0,0.559,0
8,nm,Matching,Nichts,none,NonPerson,449.0,0.449,0
8,nm,Matching,Nichts,none,NonPerson,546.0,0.546,1
8,nm,Matching,Nichts,none,NonPerson,374.0,0.374,1
8,nm,Matching,Nichts,none,NonPerson,436.0,0.436,0
8,nm,Matching,Nichts,none,NonPerson,547.0,0.547,1
8,nm,Matching,Nichts,none,NonPerson,537.0,0.537,1
8,nm,Matching,Nichts,none,NonPerson,454.0,0.454,0
8,nm,Matching,Nichts,none,NonPerson,429.0,0.429,0
8,nm,Matching,Nichts,none,NonPerson,477.0,0.477,0
8,nm,Matching,Nichts,none,NonPerson,708.0,0.708,1
8,nm,Matching,Nichts,none,NonPerson,563.0,0.563,1
8,nm,Matching,Nichts,none,NonPerson,604.0,0.604,1
8,nn,Nonmatching,Nichts,none,NonPerson,852.0,0.852,1
8,nn,Nonmatching,Nichts,none,NonPerson,509.0,0.509,1
8,nn,Nonmatching,Nichts,none,NonPerson,683.0,0.683,1
8,nn,Nonmatching,Nichts,none,NonPerson,498.0,0.498,1
8,nn,Nonmatching,Nichts,none,NonPerson,737.0,0.737,1
8,nn,Nonmatching,Nichts,none,NonPerson,548.0,0.548,1
8,nn,Nonmatching,Nichts,none,NonPerson,508.0,0.508,1
8,nn,Nonmatching,Nichts,none,NonPerson,430.0,0.43,1
8,nn,Nonmatching,Nichts,none,NonPerson,649.0,0.649,1
8,nn,Nonmatching,Nichts,none,NonPerson,478.0,0.478,1
8,nn,Nonmatching,Nichts,none,NonPerson,368.0,0.368,1
8,nn,Nonmatching,Nichts,none,NonPerson,487.0,0.487,1
8,nn,Nonmatching,Nichts,none,NonPerson,612.0,0.612,1
8,nn,Nonmatching,Nichts,none,NonPerson,421.0,0.421,1
8,nn,Nonmatching,Nichts,none,NonPerson,518.0,0.518,1
8,nn,Nonmatching,Nichts,none,NonPerson,649.0,0.649,1
8,nn,Nonmatching,Nichts,none,NonPerson,635.0,0.635,1
8,nn,Nonmatching,Nichts,none,NonPerson,826.0,0.826,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,1118.0,1.118,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,838.0,0.838,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,668.0,0.668,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,825.0,0.825,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,901.0,0.901,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,745.0,0.745,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,831.0,0.831,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,638.0,0.638,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,1117.0,1.117,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,858.0,0.858,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,504.0,0.504,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,828.0,0.828,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,822.0,0.822,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,838.0,0.838,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,532.0,0.532,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,637.0,0.637,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,791.0,0.791,1
9,bm,Matching,Bekannter,Acquaintance,Acquaintance,634.0,0.634,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,0.0,0.0,0
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,1212.0,1.212,0
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,857.0,0.857,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,1099.0,1.099,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,990.0,0.99,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,977.0,0.977,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,1291.0,1.291,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,837.0,0.837,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,767.0,0.767,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,971.0,0.971,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,655.0,0.655,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,1089.0,1.089,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,1080.0,1.08,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,837.0,0.837,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,897.0,0.897,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,688.0,0.688,1
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,617.0,0.617,0
9,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,681.0,0.681,1
9,im,Matching,Ich,Self,Self,1313.0,1.313,1
9,im,Matching,Ich,Self,Self,669.0,0.669,1
9,im,Matching,Ich,Self,Self,1332.0,1.332,1
9,im,Matching,Ich,Self,Self,723.0,0.723,1
9,im,Matching,Ich,Self,Self,843.0,0.843,1
9,im,Matching,Ich,Self,Self,904.0,0.904,1
9,im,Matching,Ich,Self,Self,580.0,0.58,1
9,im,Matching,Ich,Self,Self,806.0,0.806,0
9,im,Matching,Ich,Self,Self,657.0,0.657,1
9,im,Matching,Ich,Self,Self,655.0,0.655,1
9,im,Matching,Ich,Self,Self,707.0,0.707,1
9,im,Matching,Ich,Self,Self,708.0,0.708,1
9,im,Matching,Ich,Self,Self,620.0,0.62,1
9,im,Matching,Ich,Self,Self,699.0,0.699,1
9,im,Matching,Ich,Self,Self,825.0,0.825,1
9,im,Matching,Ich,Self,Self,591.0,0.591,1
9,im,Matching,Ich,Self,Self,679.0,0.679,1
9,im,Matching,Ich,Self,Self,627.0,0.627,1
9,im,Matching,Ich,Self,Self,574.0,0.574,1
9,im,Matching,Ich,Self,Self,464.0,0.464,0
9,im,Matching,Ich,Self,Self,756.0,0.756,1
9,im,Matching,Ich,Self,Self,670.0,0.67,0
9,im,Matching,Ich,Self,Self,312.0,0.312,1
9,im,Matching,Ich,Self,Self,640.0,0.64,1
9,in,Nonmatching,Ich,Self,Self,954.0,0.954,1
9,in,Nonmatching,Ich,Self,Self,758.0,0.758,1
9,in,Nonmatching,Ich,Self,Self,936.0,0.936,1
9,in,Nonmatching,Ich,Self,Self,722.0,0.722,1
9,in,Nonmatching,Ich,Self,Self,738.0,0.738,1
9,in,Nonmatching,Ich,Self,Self,830.0,0.83,1
9,in,Nonmatching,Ich,Self,Self,661.0,0.661,1
9,in,Nonmatching,Ich,Self,Self,822.0,0.822,1
9,in,Nonmatching,Ich,Self,Self,715.0,0.715,1
9,in,Nonmatching,Ich,Self,Self,883.0,0.883,1
9,in,Nonmatching,Ich,Self,Self,767.0,0.767,1
9,in,Nonmatching,Ich,Self,Self,611.0,0.611,1
9,mm,Matching,Mutter,Mother,Close,0.0,0.0,0
9,mm,Matching,Mutter,Mother,Close,1488.0,1.488,1
9,mm,Matching,Mutter,Mother,Close,784.0,0.784,1
9,mm,Matching,Mutter,Mother,Close,678.0,0.678,0
9,mm,Matching,Mutter,Mother,Close,624.0,0.624,1
9,mm,Matching,Mutter,Mother,Close,608.0,0.608,1
9,mm,Matching,Mutter,Mother,Close,684.0,0.684,1
9,mm,Matching,Mutter,Mother,Close,885.0,0.885,0
9,mm,Matching,Mutter,Mother,Close,680.0,0.68,1
9,mm,Matching,Mutter,Mother,Close,619.0,0.619,1
9,mm,Matching,Mutter,Mother,Close,523.0,0.523,1
9,mm,Matching,Mutter,Mother,Close,572.0,0.572,1
9,mm,Matching,Mutter,Mother,Close,713.0,0.713,1
9,mm,Matching,Mutter,Mother,Close,778.0,0.778,1
9,mm,Matching,Mutter,Mother,Close,725.0,0.725,1
9,mm,Matching,Mutter,Mother,Close,540.0,0.54,1
9,mm,Matching,Mutter,Mother,Close,436.0,0.436,1
9,mm,Matching,Mutter,Mother,Close,548.0,0.548,1
9,mn,Nonmatching,Mutter,Mother,Close,1007.0,1.007,1
9,mn,Nonmatching,Mutter,Mother,Close,760.0,0.76,1
9,mn,Nonmatching,Mutter,Mother,Close,752.0,0.752,1
9,mn,Nonmatching,Mutter,Mother,Close,951.0,0.951,1
9,mn,Nonmatching,Mutter,Mother,Close,835.0,0.835,1
9,mn,Nonmatching,Mutter,Mother,Close,702.0,0.702,1
9,mn,Nonmatching,Mutter,Mother,Close,915.0,0.915,1
9,mn,Nonmatching,Mutter,Mother,Close,816.0,0.816,1
9,mn,Nonmatching,Mutter,Mother,Close,928.0,0.928,1
9,mn,Nonmatching,Mutter,Mother,Close,578.0,0.578,1
9,mn,Nonmatching,Mutter,Mother,Close,542.0,0.542,0
9,mn,Nonmatching,Mutter,Mother,Close,785.0,0.785,1
9,mn,Nonmatching,Mutter,Mother,Close,706.0,0.706,1
9,mn,Nonmatching,Mutter,Mother,Close,539.0,0.539,1
9,mn,Nonmatching,Mutter,Mother,Close,751.0,0.751,0
9,mn,Nonmatching,Mutter,Mother,Close,813.0,0.813,1
9,mn,Nonmatching,Mutter,Mother,Close,637.0,0.637,1
9,mn,Nonmatching,Mutter,Mother,Close,650.0,0.65,1
9,nm,Matching,Nichts,none,NonPerson,0.0,0.0,0
9,nm,Matching,Nichts,none,NonPerson,955.0,0.955,0
9,nm,Matching,Nichts,none,NonPerson,1226.0,1.226,1
9,nm,Matching,Nichts,none,NonPerson,1121.0,1.121,1
9,nm,Matching,Nichts,none,NonPerson,618.0,0.618,1
9,nm,Matching,Nichts,none,NonPerson,782.0,0.782,1
9,nm,Matching,Nichts,none,NonPerson,912.0,0.912,0
9,nm,Matching,Nichts,none,NonPerson,629.0,0.629,1
9,nm,Matching,Nichts,none,NonPerson,509.0,0.509,1
9,nm,Matching,Nichts,none,NonPerson,803.0,0.803,1
9,nm,Matching,Nichts,none,NonPerson,595.0,0.595,1
9,nm,Matching,Nichts,none,NonPerson,493.0,0.493,0
9,nm,Matching,Nichts,none,NonPerson,875.0,0.875,1
9,nm,Matching,Nichts,none,NonPerson,659.0,0.659,1
9,nm,Matching,Nichts,none,NonPerson,755.0,0.755,1
9,nm,Matching,Nichts,none,NonPerson,661.0,0.661,1
9,nm,Matching,Nichts,none,NonPerson,545.0,0.545,1
9,nm,Matching,Nichts,none,NonPerson,919.0,0.919,1
9,nn,Nonmatching,Nichts,none,NonPerson,1050.0,1.05,1
9,nn,Nonmatching,Nichts,none,NonPerson,918.0,0.918,1
9,nn,Nonmatching,Nichts,none,NonPerson,907.0,0.907,1
9,nn,Nonmatching,Nichts,none,NonPerson,770.0,0.77,1
9,nn,Nonmatching,Nichts,none,NonPerson,705.0,0.705,1
9,nn,Nonmatching,Nichts,none,NonPerson,1181.0,1.181,1
9,nn,Nonmatching,Nichts,none,NonPerson,1056.0,1.056,1
9,nn,Nonmatching,Nichts,none,NonPerson,1189.0,1.189,1
9,nn,Nonmatching,Nichts,none,NonPerson,1314.0,1.314,1
9,nn,Nonmatching,Nichts,none,NonPerson,880.0,0.88,1
9,nn,Nonmatching,Nichts,none,NonPerson,644.0,0.644,1
9,nn,Nonmatching,Nichts,none,NonPerson,803.0,0.803,1
9,nn,Nonmatching,Nichts,none,NonPerson,1021.0,1.021,1
9,nn,Nonmatching,Nichts,none,NonPerson,1088.0,1.088,1
9,nn,Nonmatching,Nichts,none,NonPerson,545.0,0.545,0
9,nn,Nonmatching,Nichts,none,NonPerson,988.0,0.988,1
9,nn,Nonmatching,Nichts,none,NonPerson,759.0,0.759,1
9,nn,Nonmatching,Nichts,none,NonPerson,847.0,0.847,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,607.0,0.607,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,800.0,0.8,0
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,806.0,0.806,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,719.0,0.719,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,640.0,0.64,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,586.0,0.586,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,579.0,0.579,0
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,453.0,0.453,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,509.0,0.509,0
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,549.0,0.549,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,572.0,0.572,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,616.0,0.616,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,565.0,0.565,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,461.0,0.461,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,597.0,0.597,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,395.0,0.395,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,495.0,0.495,1
10,bm,Matching,Bekannter,Acquaintance,Acquaintance,565.0,0.565,1
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,656.0,0.656,1
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,570.0,0.57,0
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,506.0,0.506,0
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,531.0,0.531,1
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,364.0,0.364,0
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,958.0,0.958,0
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,704.0,0.704,1
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,656.0,0.656,0
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,678.0,0.678,0
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,328.0,0.328,0
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,566.0,0.566,1
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,749.0,0.749,1
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,859.0,0.859,1
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,560.0,0.56,1
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,579.0,0.579,1
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,941.0,0.941,1
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,706.0,0.706,1
10,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,565.0,0.565,1
10,im,Matching,Ich,Self,Self,590.0,0.59,0
10,im,Matching,Ich,Self,Self,701.0,0.701,1
10,im,Matching,Ich,Self,Self,161.0,0.161,1
10,im,Matching,Ich,Self,Self,254.0,0.254,0
10,im,Matching,Ich,Self,Self,216.0,0.216,0
10,im,Matching,Ich,Self,Self,466.0,0.466,1
10,im,Matching,Ich,Self,Self,675.0,0.675,1
10,im,Matching,Ich,Self,Self,685.0,0.685,1
10,im,Matching,Ich,Self,Self,408.0,0.408,1
10,im,Matching,Ich,Self,Self,428.0,0.428,1
10,im,Matching,Ich,Self,Self,709.0,0.709,1
10,im,Matching,Ich,Self,Self,529.0,0.529,1
10,im,Matching,Ich,Self,Self,931.0,0.931,1
10,im,Matching,Ich,Self,Self,790.0,0.79,1
10,im,Matching,Ich,Self,Self,653.0,0.653,1
10,im,Matching,Ich,Self,Self,454.0,0.454,1
10,im,Matching,Ich,Self,Self,561.0,0.561,1
10,im,Matching,Ich,Self,Self,562.0,0.562,1
10,im,Matching,Ich,Self,Self,748.0,0.748,1
10,im,Matching,Ich,Self,Self,459.0,0.459,1
10,im,Matching,Ich,Self,Self,438.0,0.438,1
10,im,Matching,Ich,Self,Self,601.0,0.601,1
10,im,Matching,Ich,Self,Self,518.0,0.518,1
10,im,Matching,Ich,Self,Self,656.0,0.656,1
10,in,Nonmatching,Ich,Self,Self,655.0,0.655,0
10,in,Nonmatching,Ich,Self,Self,183.0,0.183,0
10,in,Nonmatching,Ich,Self,Self,313.0,0.313,0
10,in,Nonmatching,Ich,Self,Self,519.0,0.519,0
10,in,Nonmatching,Ich,Self,Self,797.0,0.797,1
10,in,Nonmatching,Ich,Self,Self,686.0,0.686,1
10,in,Nonmatching,Ich,Self,Self,622.0,0.622,1
10,in,Nonmatching,Ich,Self,Self,1009.0,1.009,1
10,in,Nonmatching,Ich,Self,Self,642.0,0.642,1
10,in,Nonmatching,Ich,Self,Self,676.0,0.676,1
10,in,Nonmatching,Ich,Self,Self,741.0,0.741,1
10,in,Nonmatching,Ich,Self,Self,678.0,0.678,1
10,mm,Matching,Mutter,Mother,Close,540.0,0.54,0
10,mm,Matching,Mutter,Mother,Close,934.0,0.934,0
10,mm,Matching,Mutter,Mother,Close,231.0,0.231,1
10,mm,Matching,Mutter,Mother,Close,578.0,0.578,0
10,mm,Matching,Mutter,Mother,Close,685.0,0.685,1
10,mm,Matching,Mutter,Mother,Close,871.0,0.871,1
10,mm,Matching,Mutter,Mother,Close,451.0,0.451,1
10,mm,Matching,Mutter,Mother,Close,610.0,0.61,1
10,mm,Matching,Mutter,Mother,Close,707.0,0.707,1
10,mm,Matching,Mutter,Mother,Close,613.0,0.613,1
10,mm,Matching,Mutter,Mother,Close,649.0,0.649,1
10,mm,Matching,Mutter,Mother,Close,631.0,0.631,0
10,mm,Matching,Mutter,Mother,Close,509.0,0.509,1
10,mm,Matching,Mutter,Mother,Close,624.0,0.624,1
10,mm,Matching,Mutter,Mother,Close,935.0,0.935,0
10,mm,Matching,Mutter,Mother,Close,591.0,0.591,1
10,mm,Matching,Mutter,Mother,Close,495.0,0.495,1
10,mm,Matching,Mutter,Mother,Close,554.0,0.554,0
10,mn,Nonmatching,Mutter,Mother,Close,173.0,0.173,1
10,mn,Nonmatching,Mutter,Mother,Close,1024.0,1.024,0
10,mn,Nonmatching,Mutter,Mother,Close,226.0,0.226,1
10,mn,Nonmatching,Mutter,Mother,Close,651.0,0.651,1
10,mn,Nonmatching,Mutter,Mother,Close,612.0,0.612,1
10,mn,Nonmatching,Mutter,Mother,Close,770.0,0.77,1
10,mn,Nonmatching,Mutter,Mother,Close,666.0,0.666,1
10,mn,Nonmatching,Mutter,Mother,Close,1302.0,1.302,1
10,mn,Nonmatching,Mutter,Mother,Close,775.0,0.775,1
10,mn,Nonmatching,Mutter,Mother,Close,569.0,0.569,0
10,mn,Nonmatching,Mutter,Mother,Close,491.0,0.491,1
10,mn,Nonmatching,Mutter,Mother,Close,731.0,0.731,1
10,mn,Nonmatching,Mutter,Mother,Close,752.0,0.752,1
10,mn,Nonmatching,Mutter,Mother,Close,702.0,0.702,1
10,mn,Nonmatching,Mutter,Mother,Close,761.0,0.761,1
10,mn,Nonmatching,Mutter,Mother,Close,646.0,0.646,1
10,mn,Nonmatching,Mutter,Mother,Close,859.0,0.859,0
10,mn,Nonmatching,Mutter,Mother,Close,626.0,0.626,1
10,nm,Matching,Nichts,none,NonPerson,364.0,0.364,1
10,nm,Matching,Nichts,none,NonPerson,0.0,0.0,0
10,nm,Matching,Nichts,none,NonPerson,756.0,0.756,1
10,nm,Matching,Nichts,none,NonPerson,643.0,0.643,1
10,nm,Matching,Nichts,none,NonPerson,408.0,0.408,1
10,nm,Matching,Nichts,none,NonPerson,923.0,0.923,1
10,nm,Matching,Nichts,none,NonPerson,666.0,0.666,1
10,nm,Matching,Nichts,none,NonPerson,1183.0,1.183,1
10,nm,Matching,Nichts,none,NonPerson,478.0,0.478,1
10,nm,Matching,Nichts,none,NonPerson,616.0,0.616,1
10,nm,Matching,Nichts,none,NonPerson,712.0,0.712,0
10,nm,Matching,Nichts,none,NonPerson,695.0,0.695,0
10,nm,Matching,Nichts,none,NonPerson,618.0,0.618,1
10,nm,Matching,Nichts,none,NonPerson,464.0,0.464,1
10,nm,Matching,Nichts,none,NonPerson,632.0,0.632,1
10,nm,Matching,Nichts,none,NonPerson,638.0,0.638,0
10,nm,Matching,Nichts,none,NonPerson,614.0,0.614,1
10,nm,Matching,Nichts,none,NonPerson,585.0,0.585,1
10,nn,Nonmatching,Nichts,none,NonPerson,1391.0,1.391,0
10,nn,Nonmatching,Nichts,none,NonPerson,702.0,0.702,0
10,nn,Nonmatching,Nichts,none,NonPerson,597.0,0.597,1
10,nn,Nonmatching,Nichts,none,NonPerson,577.0,0.577,1
10,nn,Nonmatching,Nichts,none,NonPerson,882.0,0.882,1
10,nn,Nonmatching,Nichts,none,NonPerson,692.0,0.692,1
10,nn,Nonmatching,Nichts,none,NonPerson,911.0,0.911,1
10,nn,Nonmatching,Nichts,none,NonPerson,777.0,0.777,0
10,nn,Nonmatching,Nichts,none,NonPerson,707.0,0.707,1
10,nn,Nonmatching,Nichts,none,NonPerson,646.0,0.646,1
10,nn,Nonmatching,Nichts,none,NonPerson,1224.0,1.224,0
10,nn,Nonmatching,Nichts,none,NonPerson,646.0,0.646,1
10,nn,Nonmatching,Nichts,none,NonPerson,772.0,0.772,1
10,nn,Nonmatching,Nichts,none,NonPerson,1106.0,1.106,1
10,nn,Nonmatching,Nichts,none,NonPerson,1346.0,1.346,1
10,nn,Nonmatching,Nichts,none,NonPerson,492.0,0.492,0
10,nn,Nonmatching,Nichts,none,NonPerson,639.0,0.639,1
10,nn,Nonmatching,Nichts,none,NonPerson,768.0,0.768,0
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,0.0,0.0,0
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,602.0,0.602,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,737.0,0.737,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,705.0,0.705,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,686.0,0.686,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,413.0,0.413,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,612.0,0.612,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,491.0,0.491,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,653.0,0.653,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,692.0,0.692,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,602.0,0.602,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,730.0,0.73,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,1001.0,1.001,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,854.0,0.854,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,1123.0,1.123,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,612.0,0.612,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,571.0,0.571,1
11,bm,Matching,Bekannter,Acquaintance,Acquaintance,522.0,0.522,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,0.0,0.0,0
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,614.0,0.614,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,708.0,0.708,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,654.0,0.654,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,530.0,0.53,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,637.0,0.637,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,493.0,0.493,0
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,738.0,0.738,0
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,493.0,0.493,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,579.0,0.579,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,517.0,0.517,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,731.0,0.731,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,1153.0,1.153,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,565.0,0.565,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,624.0,0.624,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,663.0,0.663,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,717.0,0.717,1
11,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,921.0,0.921,1
11,im,Matching,Ich,Self,Self,470.0,0.47,1
11,im,Matching,Ich,Self,Self,632.0,0.632,1
11,im,Matching,Ich,Self,Self,798.0,0.798,1
11,im,Matching,Ich,Self,Self,725.0,0.725,1
11,im,Matching,Ich,Self,Self,806.0,0.806,1
11,im,Matching,Ich,Self,Self,421.0,0.421,1
11,im,Matching,Ich,Self,Self,533.0,0.533,1
11,im,Matching,Ich,Self,Self,698.0,0.698,1
11,im,Matching,Ich,Self,Self,626.0,0.626,1
11,im,Matching,Ich,Self,Self,729.0,0.729,1
11,im,Matching,Ich,Self,Self,583.0,0.583,1
11,im,Matching,Ich,Self,Self,560.0,0.56,1
11,im,Matching,Ich,Self,Self,628.0,0.628,1
11,im,Matching,Ich,Self,Self,601.0,0.601,1
11,im,Matching,Ich,Self,Self,791.0,0.791,1
