"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
"1","Schaefer_2019_JCogPsych_Exp2","25","Female","R","/","/","/","/","/"
"2","Schaefer_2019_JCogPsych_Exp2","27","Female","R","/","/","/","/","/"
"3","Schaefer_2019_JCogPsych_Exp2","35","Female","R","/","/","/","/","/"
"4","Schaefer_2019_JCogPsych_Exp2","24","Male","L","/","/","/","/","/"
"13","Schaefer_2019_JCogPsych_Exp2","24","Female","R","/","/","/","/","/"
"17","Schaefer_2019_JCogPsych_Exp2","22","Female","R","/","/","/","/","/"
"21","Schaefer_2019_JCogPsych_Exp2","32","Female","R","/","/","/","/","/"
"25","Schaefer_2019_JCogPsych_Exp2","24","Female","R","/","/","/","/","/"
"29","Schaefer_2019_JCogPsych_Exp2","19","Female","R","/","/","/","/","/"
"33","Schaefer_2019_JCogPsych_Exp2","24","Female","R","/","/","/","/","/"
"5","Schaefer_2019_JCogPsych_Exp2","19","Female","R","/","/","/","/","/"
"9","Schaefer_2019_JCogPsych_Exp2","20","Female","R","/","/","/","/","/"
"10","Schaefer_2019_JCogPsych_Exp2","19","Female","R","/","/","/","/","/"
"14","Schaefer_2019_JCogPsych_Exp2","22","Female","L","/","/","/","/","/"
"18","Schaefer_2019_JCogPsych_Exp2","19","Female","R","/","/","/","/","/"
"22","Schaefer_2019_JCogPsych_Exp2","22","Female","R","/","/","/","/","/"
"26","Schaefer_2019_JCogPsych_Exp2","20","Male","R","/","/","/","/","/"
"30","Schaefer_2019_JCogPsych_Exp2","18","Female","R","/","/","/","/","/"
"34","Schaefer_2019_JCogPsych_Exp2","20","Female","R","/","/","/","/","/"
"6","Schaefer_2019_JCogPsych_Exp2","22","Female","R","/","/","/","/","/"
"11","Schaefer_2019_JCogPsych_Exp2","18","Female","R","/","/","/","/","/"
"15","Schaefer_2019_JCogPsych_Exp2","24","Male","R","/","/","/","/","/"
"19","Schaefer_2019_JCogPsych_Exp2","20","Male","R","/","/","/","/","/"
"23","Schaefer_2019_JCogPsych_Exp2","18","Female","R","/","/","/","/","/"
"27","Schaefer_2019_JCogPsych_Exp2","19","Female","R","/","/","/","/","/"
"31","Schaefer_2019_JCogPsych_Exp2","20","Female","R","/","/","/","/","/"
"35","Schaefer_2019_JCogPsych_Exp2","18","Male","R","/","/","/","/","/"
"7","Schaefer_2019_JCogPsych_Exp2","19","Male","L","/","/","/","/","/"
"12","Schaefer_2019_JCogPsych_Exp2","24","Female","R","/","/","/","/","/"
"16","Schaefer_2019_JCogPsych_Exp2","27","Male","L","/","/","/","/","/"
"20","Schaefer_2019_JCogPsych_Exp2","21","Female","R","/","/","/","/","/"
"24","Schaefer_2019_JCogPsych_Exp2","0","Female","R","/","/","/","/","/"
"28","Schaefer_2019_JCogPsych_Exp2","19","Female","R","/","/","/","/","/"
"32","Schaefer_2019_JCogPsych_Exp2","19","Female","R","/","/","/","/","/"
"36","Schaefer_2019_JCogPsych_Exp2","27","Female","R","/","/","/","/","/"
"8","Schaefer_2019_JCogPsych_Exp2","27","Female","R","/","/","/","/","/"
