"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
"1002","Wozniak_2022_PsychRes_Exp2","/","2","/","/","/","/","/","/"
"1004","Wozniak_2022_PsychRes_Exp2","/","2","/","/","/","/","/","/"
"1005","Wozniak_2022_PsychRes_Exp2","/","1","/","/","/","/","/","/"
"1006","Wozniak_2022_PsychRes_Exp2","/","2","/","/","/","/","/","/"
"1007","Wozniak_2022_PsychRes_Exp2","/","1","/","/","/","/","/","/"
"1008","Wozniak_2022_PsychRes_Exp2","/","2","/","/","/","/","/","/"
"1009","Wozniak_2022_PsychRes_Exp2","/","1","/","/","/","/","/","/"
"1010","Wozniak_2022_PsychRes_Exp2","/","2","/","/","/","/","/","/"
"1011","Wozniak_2022_PsychRes_Exp2","/","1","/","/","/","/","/","/"
"1012","Wozniak_2022_PsychRes_Exp2","/","2","/","/","/","/","/","/"
"1013","Wozniak_2022_PsychRes_Exp2","/","1","/","/","/","/","/","/"
"1014","Wozniak_2022_PsychRes_Exp2","/","2","/","/","/","/","/","/"
"1015","Wozniak_2022_PsychRes_Exp2","/","1","/","/","/","/","/","/"
"1016","Wozniak_2022_PsychRes_Exp2","/","2","/","/","/","/","/","/"
"1017","Wozniak_2022_PsychRes_Exp2","/","1","/","/","/","/","/","/"
"1018","Wozniak_2022_PsychRes_Exp2","/","2","/","/","/","/","/","/"
"1101","Wozniak_2022_PsychRes_Exp2","/","1","/","/","/","/","/","/"
"1103","Wozniak_2022_PsychRes_Exp2","/","1","/","/","/","/","/","/"
