"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
2816,"N13E4",21,"female","right","/","/","/","Hebrew","/"
6407,"N13E4",26,"female","right","/","/","/","Hebrew","/"
6408,"N13E4",24,"female","right","/","/","/","Hebrew","/"
6503,"N13E4",30,"female","right","/","/","/","Hebrew","/"
6602,"N13E4",24,"female","right","/","/","/","Hebrew","/"
6606,"N13E4",33,"female","right","/","/","/","Hebrew","/"
6613,"N13E4",33,"female","right","/","/","/","Hebrew","/"
6616,"N13E4",28,"female","right","/","/","/","Hebrew","/"
8208,"N13E4",21,"female","right","/","/","/","Hebrew","/"
8211,"N13E4",22,"female","right","/","/","/","Hebrew","/"
8402,"N13E4",28,"female","right","/","/","/","Hebrew","/"
8408,"N13E4",20,"female","right","/","/","/","Hebrew","/"
8413,"N13E4",25,"female","right","/","/","/","Hebrew","/"
8502,"N13E4",21,"female","right","/","/","/","Hebrew","/"
8507,"N13E4",20,"female","right","/","/","/","Hebrew","/"
8514,"N13E4",25,"female","right","/","/","/","Hebrew","/"
8801,"N13E4",22,"female","right","/","/","/","Hebrew","/"
8803,"N13E4",24,"female","right","/","/","/","Hebrew","/"
6403,"N13E4",29,"male","right","/","/","/","Hebrew","/"
6501,"N13E4",24,"male","right","/","/","/","Hebrew","/"
6505,"N13E4",29,"male","right","/","/","/","Hebrew","/"
66022,"N13E4",34,"male","left","/","/","/","Hebrew","/"
66062,"N13E4",34,"male","right","/","/","/","Hebrew","/"
6608,"N13E4",31,"male","right","/","/","/","Hebrew","/"
8220,"N13E4",30,"male","right","/","/","/","Hebrew","/"
8602,"N13E4",27,"male","right","/","/","/","Hebrew","/"
8617,"N13E4",25,"male","right","/","/","/","Hebrew","/"
