"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
"1","Constable_2021_CogEmo_Exp2","24","Male","Right","/","/","/","Ukrainian","/"
"2","Constable_2021_CogEmo_Exp2","32","Male","Right","/","/","/","Hungarian","/"
"3","Constable_2021_CogEmo_Exp2","27","Male","Right","/","/","/","Azerbaijani","/"
"4","Constable_2021_CogEmo_Exp2","26","Female","Right","/","/","/","Azerbaijani","/"
"5","Constable_2021_CogEmo_Exp2","21","Male","Right","/","/","/","Turkish","/"
"6","Constable_2021_CogEmo_Exp2","30","Male","Right","/","/","/","Russian","/"
"7","Constable_2021_CogEmo_Exp2","20","Female","Right","/","/","/","Hungarian","/"
"8","Constable_2021_CogEmo_Exp2","27","Female","Right","/","/","/","Turkish","/"
"9","Constable_2021_CogEmo_Exp2","27","Female","Right","/","/","/","Russian","/"
"10","Constable_2021_CogEmo_Exp2","22","Female","Right","/","/","/","Hungarian","/"
"11","Constable_2021_CogEmo_Exp2","18","Female","Right","/","/","/","Hungarian","/"
"12","Constable_2021_CogEmo_Exp2","23","Male","Right","/","/","/","Turkish","/"
"13","Constable_2021_CogEmo_Exp2","20","Female","Right","/","/","/","Hungarian","/"
"14","Constable_2021_CogEmo_Exp2","26","Male","Right","/","/","/","Urdu","/"
"15","Constable_2021_CogEmo_Exp2","25","Male","Right","/","/","/","Hungarian","/"
"16","Constable_2021_CogEmo_Exp2","22","Female","Right","/","/","/","Hungarian","/"
"17","Constable_2021_CogEmo_Exp2","32","Female","Right","/","/","/","Mongolian","/"
"18","Constable_2021_CogEmo_Exp2","18","Female","Right","/","/","/","Hungarian","/"
"19","Constable_2021_CogEmo_Exp2","37","Male","Right","/","/","/","Hungarian","/"
"20","Constable_2021_CogEmo_Exp2","18","Female","Right","/","/","/","Hungarian","/"
"21","Constable_2021_CogEmo_Exp2","21","Male","Right","/","/","/","Hungarian","/"
"22","Constable_2021_CogEmo_Exp2","31","Male","Right","/","/","/","Hindi","/"
"23","Constable_2021_CogEmo_Exp2","25","Male","Right","/","/","/","Hungarian","/"
"24","Constable_2021_CogEmo_Exp2","23","Male","Right","/","/","/","English","/"
"25","Constable_2021_CogEmo_Exp2","19","Male","Right","/","/","/","Azerbaijani","/"
"26","Constable_2021_CogEmo_Exp2","19","Male","Right","/","/","/","Azerbaijani","/"
"27","Constable_2021_CogEmo_Exp2","24","Male","Right","/","/","/","Azerbaijani","/"
"28","Constable_2021_CogEmo_Exp2","31","Male","Right","/","/","/","Azerbaijani","/"
"29","Constable_2021_CogEmo_Exp2","22","Female","Right","/","/","/","Kyrgyz","/"
"30","Constable_2021_CogEmo_Exp2","23","Female","Left","/","/","/","Georgian","/"
"31","Constable_2021_CogEmo_Exp2","24","Male","Left","/","/","/","Hungarian","/"
"32","Constable_2021_CogEmo_Exp2","22","Female","Right","/","/","/","Hungarian","/"
"33","Constable_2021_CogEmo_Exp2","31","Male","Right","/","/","/","Spanish","/"
"34","Constable_2021_CogEmo_Exp2","26","Male","Right","/","/","/","Turkish","/"
"35","Constable_2021_CogEmo_Exp2","28","Female","Right","/","/","/","Hindi","/"
"36","Constable_2021_CogEmo_Exp2","28","Male","Left","/","/","/","English","/"
"37","Constable_2021_CogEmo_Exp2","18","Female","Right","/","/","/","Hungarian","/"
"38","Constable_2021_CogEmo_Exp2","23","Male","Right","/","/","/","Hungarian","/"
"39","Constable_2021_CogEmo_Exp2","23","Female","Right","/","/","/","Russian","/"
"40","Constable_2021_CogEmo_Exp2","22","Female","Right","/","/","/","Hungarian","/"
"41","Constable_2021_CogEmo_Exp2","24","Female","Right","/","/","/","Hungarian","/"
"42","Constable_2021_CogEmo_Exp2","27","Female","Right","/","/","/","Hungarian","/"
"43","Constable_2021_CogEmo_Exp2","22","Male","Left","/","/","/","Russian","/"
"44","Constable_2021_CogEmo_Exp2","23","Male","Right","/","/","/","Hungarian","/"
"45","Constable_2021_CogEmo_Exp2","30","Female","Right","/","/","/","Turkish","/"
"46","Constable_2021_CogEmo_Exp2","23","Female","Right","/","/","/","Hungarian","/"
"47","Constable_2021_CogEmo_Exp2","31","Female","Right","/","/","/","Russian","/"
"48","Constable_2021_CogEmo_Exp2","25","Female","Right","/","/","/","Hungarian","/"
"49","Constable_2021_CogEmo_Exp2","24","Male","Right","/","/","/","Kazakh","/"
"50","Constable_2021_CogEmo_Exp2","19","Male","Right","/","/","/","Azerbaijani","/"
"51","Constable_2021_CogEmo_Exp2","23","Female","Right","/","/","/","Hungarian","/"
"52","Constable_2021_CogEmo_Exp2","23","Female","Right","/","/","/","Hungarian","/"
"53","Constable_2021_CogEmo_Exp2","21","Female","Right","/","/","/","Hungarian","/"
"54","Constable_2021_CogEmo_Exp2","28","Male","Right","/","/","/","Hungarian","/"
"55","Constable_2021_CogEmo_Exp2","19","Male","Right","/","/","/","Azerbaijani","/"
"56","Constable_2021_CogEmo_Exp2","24","Female","Right","/","/","/","Hungarian","/"
