Subject,Task,Block,Trial,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,CorrResponse,Response,RT_ms,RT_sec,ACC
2,self-matching,1,48,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,m,n,735,0.735,1
2,self-matching,1,49,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Bekende,Bekende,Friend,Close,n,n,969,0.969,1
2,self-matching,1,50,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,m,1219,1.219,1
2,self-matching,1,51,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,m,m,910,0.91,1
2,self-matching,1,52,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,m,m,456,0.456,1
2,self-matching,1,53,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,n,1058,1.058,0
2,self-matching,1,54,Nonmatching,S.bmp,Self,Self,Self,Bekende,Bekende,Friend,Close,n,m,1052,1.052,0
2,self-matching,1,55,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Ikzelf,Ikzelf,Self,Self,n,n,886,0.886,1
2,self-matching,1,56,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,m,n,1136,1.136,1
2,self-matching,1,57,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,714,0.714,1
2,self-matching,1,58,Nonmatching,C.bmp,Friend,Friend,Close,Ikzelf,Ikzelf,Self,Self,n,m,643,0.643,0
2,self-matching,1,59,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,n,m,1102,1.102,1
2,self-matching,1,60,Nonmatching,C.bmp,Friend,Friend,Close,Vreemde,Vreemde,Stranger,Stranger,m,n,1144,1.144,1
2,self-matching,2,1,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,943,0.943,1
2,self-matching,2,2,Nonmatching,C.bmp,Friend,Friend,Close,Ikzelf,Ikzelf,Self,Self,n,n,729,0.729,1
2,self-matching,2,3,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,n,m,850,0.85,1
2,self-matching,2,4,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Ikzelf,Ikzelf,Self,Self,n,n,828,0.828,1
2,self-matching,2,5,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Bekende,Bekende,Friend,Close,n,n,1046,1.046,1
2,self-matching,2,6,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,m,m,624,0.624,1
2,self-matching,2,7,Nonmatching,C.bmp,Friend,Friend,Close,Vreemde,Vreemde,Stranger,Stranger,n,n,779,0.779,1
2,self-matching,2,8,Nonmatching,S.bmp,Self,Self,Self,Bekende,Bekende,Friend,Close,m,n,1381,1.381,1
2,self-matching,2,9,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,m,m,1263,1.263,1
2,self-matching,2,10,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,m,809,0.809,1
2,self-matching,2,11,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,m,n,1043,1.043,1
2,self-matching,2,12,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,m,877,0.877,1
2,self-matching,2,13,Nonmatching,C.bmp,Friend,Friend,Close,Ikzelf,Ikzelf,Self,Self,n,n,678,0.678,1
2,self-matching,2,14,Nonmatching,C.bmp,Friend,Friend,Close,Vreemde,Vreemde,Stranger,Stranger,m,n,1312,1.312,1
2,self-matching,2,15,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,m,m,1083,1.083,1
2,self-matching,2,16,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,693,0.693,1
2,self-matching,2,17,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,m,815,0.815,1
2,self-matching,2,18,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,n,m,681,0.681,1
2,self-matching,2,19,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,n,m,867,0.867,1
2,self-matching,2,20,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Bekende,Bekende,Friend,Close,n,n,765,0.765,1
2,self-matching,2,21,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,m,m,647,0.647,1
2,self-matching,2,22,Nonmatching,S.bmp,Self,Self,Self,Bekende,Bekende,Friend,Close,m,n,1297,1.297,1
2,self-matching,2,23,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Ikzelf,Ikzelf,Self,Self,n,n,972,0.972,1
2,self-matching,2,24,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,m,,0,0,0
2,self-matching,2,25,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,n,m,655,0.655,1
2,self-matching,2,26,Nonmatching,S.bmp,Self,Self,Self,Bekende,Bekende,Friend,Close,m,n,729,0.729,1
2,self-matching,2,27,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,643,0.643,1
2,self-matching,2,28,Nonmatching,C.bmp,Friend,Friend,Close,Vreemde,Vreemde,Stranger,Stranger,n,n,973,0.973,1
2,self-matching,2,29,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,m,m,679,0.679,1
2,self-matching,2,30,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Bekende,Bekende,Friend,Close,n,n,977,0.977,1
2,self-matching,2,31,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,n,m,1020,1.02,1
2,self-matching,2,32,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,m,822,0.822,1
2,self-matching,2,33,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,m,n,768,0.768,1
2,self-matching,2,34,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Ikzelf,Ikzelf,Self,Self,m,n,730,0.73,1
2,self-matching,2,35,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,n,m,900,0.9,1
2,self-matching,2,36,Nonmatching,C.bmp,Friend,Friend,Close,Ikzelf,Ikzelf,Self,Self,m,n,845,0.845,1
2,self-matching,2,37,Nonmatching,S.bmp,Self,Self,Self,Bekende,Bekende,Friend,Close,n,n,1063,1.063,1
2,self-matching,2,38,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,817,0.817,1
2,self-matching,2,39,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,n,m,1036,1.036,1
2,self-matching,2,40,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,m,n,758,0.758,1
2,self-matching,2,41,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Bekende,Bekende,Friend,Close,m,n,960,0.96,1
2,self-matching,2,42,Nonmatching,C.bmp,Friend,Friend,Close,Vreemde,Vreemde,Stranger,Stranger,m,n,890,0.89,1
2,self-matching,2,43,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Ikzelf,Ikzelf,Self,Self,m,n,900,0.9,1
2,self-matching,2,44,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,m,734,0.734,1
2,self-matching,2,45,Nonmatching,C.bmp,Friend,Friend,Close,Ikzelf,Ikzelf,Self,Self,n,n,824,0.824,1
2,self-matching,2,46,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,643,0.643,1
2,self-matching,2,47,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,n,m,1052,1.052,1
2,self-matching,2,48,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,m,m,1094,1.094,1
2,self-matching,2,49,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,m,n,848,0.848,1
2,self-matching,2,50,Nonmatching,C.bmp,Friend,Friend,Close,Ikzelf,Ikzelf,Self,Self,m,n,730,0.73,1
2,self-matching,2,51,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,n,m,804,0.804,1
2,self-matching,2,52,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Ikzelf,Ikzelf,Self,Self,n,n,766,0.766,1
2,self-matching,2,53,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,n,m,744,0.744,1
2,self-matching,2,54,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,738,0.738,1
2,self-matching,2,55,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,m,n,637,0.637,0
2,self-matching,2,56,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,m,m,711,0.711,1
2,self-matching,2,57,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Bekende,Bekende,Friend,Close,m,n,1025,1.025,1
2,self-matching,2,58,Nonmatching,C.bmp,Friend,Friend,Close,Vreemde,Vreemde,Stranger,Stranger,m,m,987,0.987,0
2,self-matching,2,59,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,676,0.676,1
2,self-matching,2,60,Nonmatching,S.bmp,Self,Self,Self,Bekende,Bekende,Friend,Close,n,m,894,0.894,0
2,self-matching,3,1,Nonmatching,C.bmp,Friend,Friend,Close,Vreemde,Vreemde,Stranger,Stranger,m,n,1173,1.173,1
2,self-matching,3,2,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,n,m,1087,1.087,1
2,self-matching,3,3,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Bekende,Bekende,Friend,Close,n,n,745,0.745,1
2,self-matching,3,4,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,m,899,0.899,1
2,self-matching,3,5,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,n,n,861,0.861,1
2,self-matching,3,6,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,m,m,663,0.663,1
2,self-matching,3,7,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,m,1137,1.137,1
2,self-matching,3,8,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,651,0.651,1
2,self-matching,3,9,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Ikzelf,Ikzelf,Self,Self,n,n,773,0.773,1
2,self-matching,3,10,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,927,0.927,1
2,self-matching,3,11,Nonmatching,C.bmp,Friend,Friend,Close,Ikzelf,Ikzelf,Self,Self,m,n,746,0.746,1
2,self-matching,3,12,Nonmatching,S.bmp,Self,Self,Self,Bekende,Bekende,Friend,Close,m,n,1156,1.156,1
2,self-matching,3,13,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Bekende,Bekende,Friend,Close,m,n,1005,1.005,1
2,self-matching,3,14,Nonmatching,C.bmp,Friend,Friend,Close,Vreemde,Vreemde,Stranger,Stranger,m,n,935,0.935,1
2,self-matching,3,15,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,n,m,929,0.929,1
2,self-matching,3,16,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,n,m,1083,1.083,1
2,self-matching,3,17,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Ikzelf,Ikzelf,Self,Self,m,n,901,0.901,1
2,self-matching,3,18,Nonmatching,S.bmp,Self,Self,Self,Bekende,Bekende,Friend,Close,n,n,1071,1.071,1
2,self-matching,3,19,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,826,0.826,1
2,self-matching,3,20,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,n,n,1124,1.124,0
2,self-matching,3,21,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,m,,0,0,0
2,self-matching,3,22,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,m,968,0.968,1
2,self-matching,3,23,Nonmatching,C.bmp,Friend,Friend,Close,Ikzelf,Ikzelf,Self,Self,m,m,626,0.626,0
2,self-matching,3,24,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,588,0.588,1
2,self-matching,3,25,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,n,m,821,0.821,1
2,self-matching,3,26,Nonmatching,S.bmp,Self,Self,Self,Bekende,Bekende,Friend,Close,m,n,991,0.991,1
2,self-matching,3,27,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,n,m,698,0.698,1
2,self-matching,3,28,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Bekende,Bekende,Friend,Close,m,n,884,0.884,1
2,self-matching,3,29,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Ikzelf,Ikzelf,Self,Self,m,n,1038,1.038,1
2,self-matching,3,30,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,n,m,1192,1.192,1
2,self-matching,3,31,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,802,0.802,1
2,self-matching,3,32,Nonmatching,C.bmp,Friend,Friend,Close,Vreemde,Vreemde,Stranger,Stranger,n,n,1036,1.036,1
2,self-matching,3,33,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,m,m,790,0.79,1
2,self-matching,3,34,Nonmatching,C.bmp,Friend,Friend,Close,Ikzelf,Ikzelf,Self,Self,m,n,993,0.993,1
2,self-matching,3,35,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,n,m,795,0.795,1
2,self-matching,3,36,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,m,n,708,0.708,1
2,self-matching,3,37,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,m,878,0.878,1
2,self-matching,3,38,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,744,0.744,1
2,self-matching,3,39,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,n,n,882,0.882,1
2,self-matching,3,40,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Ikzelf,Ikzelf,Self,Self,m,n,812,0.812,1
2,self-matching,3,41,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,m,m,598,0.598,1
2,self-matching,3,42,Nonmatching,C.bmp,Friend,Friend,Close,Vreemde,Vreemde,Stranger,Stranger,n,n,769,0.769,1
2,self-matching,3,43,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,m,m,699,0.699,1
2,self-matching,3,44,Nonmatching,C.bmp,Friend,Friend,Close,Ikzelf,Ikzelf,Self,Self,m,n,725,0.725,1
2,self-matching,3,45,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,719,0.719,1
2,self-matching,3,46,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,n,n,761,0.761,0
2,self-matching,3,47,Nonmatching,S.bmp,Self,Self,Self,Bekende,Bekende,Friend,Close,m,n,914,0.914,1
2,self-matching,3,48,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Bekende,Bekende,Friend,Close,n,n,780,0.78,1
2,self-matching,3,49,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Ikzelf,Ikzelf,Self,Self,m,n,790,0.79,1
2,self-matching,3,50,Nonmatching,C.bmp,Friend,Friend,Close,Ikzelf,Ikzelf,Self,Self,n,n,833,0.833,1
2,self-matching,3,51,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,m,m,731,0.731,1
2,self-matching,3,52,Nonmatching,C.bmp,Friend,Friend,Close,Vreemde,Vreemde,Stranger,Stranger,m,m,693,0.693,0
2,self-matching,3,53,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,m,607,0.607,1
2,self-matching,3,54,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Bekende,Bekende,Friend,Close,n,n,937,0.937,1
2,self-matching,3,55,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,m,m,1011,1.011,1
2,self-matching,3,56,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,685,0.685,1
2,self-matching,3,57,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,n,n,791,0.791,1
2,self-matching,3,58,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,m,738,0.738,1
2,self-matching,3,59,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,n,m,763,0.763,1
2,self-matching,3,60,Nonmatching,S.bmp,Self,Self,Self,Bekende,Bekende,Friend,Close,n,n,725,0.725,1
2,self-matching,4,1,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Bekende,Bekende,Friend,Close,n,n,1180,1.18,1
2,self-matching,4,2,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,m,m,614,0.614,1
2,self-matching,4,3,Nonmatching,C.bmp,Friend,Friend,Close,Ikzelf,Ikzelf,Self,Self,n,n,623,0.623,1
2,self-matching,4,4,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Ikzelf,Ikzelf,Self,Self,n,n,793,0.793,1
2,self-matching,4,5,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,n,n,899,0.899,1
2,self-matching,4,6,Nonmatching,S.bmp,Self,Self,Self,Bekende,Bekende,Friend,Close,n,m,1261,1.261,0
2,self-matching,4,7,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,m,872,0.872,1
2,self-matching,4,8,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,n,m,626,0.626,1
2,self-matching,4,9,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,m,n,636,0.636,0
2,self-matching,4,10,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,m,m,822,0.822,1
2,self-matching,4,11,Nonmatching,C.bmp,Friend,Friend,Close,Vreemde,Vreemde,Stranger,Stranger,m,n,864,0.864,1
2,self-matching,4,12,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,m,m,794,0.794,1
2,self-matching,4,13,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,n,m,788,0.788,1
2,self-matching,4,14,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Bekende,Bekende,Friend,Close,m,n,942,0.942,1
2,self-matching,4,15,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,m,m,616,0.616,1
2,self-matching,4,16,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,m,m,658,0.658,1
2,self-matching,4,17,Nonmatching,C.bmp,Friend,Friend,Close,Vreemde,Vreemde,Stranger,Stranger,m,m,716,0.716,0
2,self-matching,4,18,Nonmatching,C.bmp,Friend,Friend,Close,Ikzelf,Ikzelf,Self,Self,n,n,918,0.918,1
2,self-matching,4,19,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,m,m,736,0.736,1
2,self-matching,4,20,Nonmatching,S.bmp,Self,Self,Self,Bekende,Bekende,Friend,Close,n,n,954,0.954,1
2,self-matching,4,21,Nonmatching,T.bmp,Stranger,Stranger,Stranger,Ikzelf,Ikzelf,Self,Self,n,n,1188,1.188,1
2,self-matching,4,22,Matching,T.bmp,Stranger,Stranger,Stranger,Vreemde,Vreemde,Stranger,Stranger,n,m,751,0.751,1
2,self-matching,4,23,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,n,n,825,0.825,1
2,self-matching,4,24,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,m,m,611,0.611,1
2,self-matching,4,25,Matching,S.bmp,Self,Self,Self,Ikzelf,Ikzelf,Self,Self,m,m,604,0.604,1
2,self-matching,4,26,Matching,C.bmp,Friend,Friend,Close,Bekende,Bekende,Friend,Close,n,m,886,0.886,1
2,self-matching,4,27,Nonmatching,S.bmp,Self,Self,Self,Vreemde,Vreemde,Stranger,Stranger,n,n,832,0.832,1
2,self-matching,4,28,Nonmatching,C.bmp,Friend,Friend,Close,Vreemde,Vreemde,Stranger,Stranger,n,n,1018,1.018,1
