"Subject","Session","participant","condizione","type_trial","label","shape","matching_task.corr","matching_task.rt","shape_type","who","trial_type"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",0,0.4114,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.9422,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.753,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.3797,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",0,0.362,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.6282,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.3401,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.4623,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.4499,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",0,0.7985,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.7138,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7817,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,1.0111,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.8143,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5418,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6884,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",0,0.8047,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.9613,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6097,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.6632,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7804,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.6638,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.5012,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.826,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,1.0298,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.677,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.6066,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.8203,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7346,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.6057,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6726,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.465,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5872,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.629,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7312,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.9909,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6504,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.6491,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,1.1543,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.6228,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5407,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.8834,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,1.1987,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.678,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.6384,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7459,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7923,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.8258,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.6975,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7424,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,1.0431,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.8336,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7607,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.4949,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6683,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.7989,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.8091,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7277,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,1.1209,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5484,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.8111,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7882,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.8795,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.7454,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7452,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.528,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6007,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.8104,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.4944,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7594,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.8112,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.9029,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5433,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.8593,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7437,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.9161,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7912,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7433,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7627,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5286,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.6966,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5542,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.8754,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",0,NA,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7855,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.5931,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5641,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.96,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7676,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6547,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.9116,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5769,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.7179,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.709,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.9484,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.8704,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,1.0366,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7187,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7043,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.9306,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5713,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.9516,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.5861,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.958,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,1.0202,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.6866,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.7854,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.6243,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.6464,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.8717,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.4636,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.9798,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.5749,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.593,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6397,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7282,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.805,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.4935,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7945,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.8309,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7844,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.9391,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.4789,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.5032,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.8182,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7065,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.4723,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7061,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.8682,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5904,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.5866,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6953,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5251,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7812,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7512,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.6129,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6103,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7283,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.7333,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7111,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5386,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6592,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,1.0425,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.8246,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.6324,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",0,0.7872,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.8623,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7723,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5824,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6443,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.753,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.8785,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5126,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7216,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6555,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,1.0611,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.4279,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",0,0.4769,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7498,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,1.1463,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7657,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.8922,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.4598,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,1.1059,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.766,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.6827,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6973,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5589,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.4245,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5756,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.5727,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6175,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.6428,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.559,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7745,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.6141,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.8378,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7158,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7613,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5384,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5214,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7389,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.595,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6275,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",0,0.8114,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7626,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.6439,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.6439,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5922,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.7325,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.6987,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6952,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7897,"square","other","match_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.6407,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.5854,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5747,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/square.png",1,0.6487,"square","self","nonmatch_self"
"AAPA",2,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5723,"triangle","self","match_self"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6278,"triangle","other","nonmatch_other"
"AAPA",2,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.8245,"square","other","match_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.468,"triangle","self","match_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7351,"triangle","other","nonmatch_other"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.667,"square","other","match_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/square.png",1,0.596,"square","self","nonmatch_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",0,0.7669,"triangle","other","nonmatch_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5473,"triangle","self","match_self"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/square.png",1,0.8283,"square","self","nonmatch_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.6167,"square","other","match_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.4171,"triangle","self","match_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6927,"triangle","other","nonmatch_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/square.png",0,0.497,"square","self","nonmatch_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7641,"square","other","match_other"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7827,"square","other","match_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/square.png",1,0.687,"square","self","nonmatch_self"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.4297,"triangle","self","match_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.8282,"triangle","other","nonmatch_other"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7838,"square","other","match_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.61,"triangle","self","match_self"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/square.png",1,0.6253,"square","self","nonmatch_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.7616,"triangle","other","nonmatch_other"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.8079,"triangle","other","nonmatch_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.4609,"triangle","self","match_self"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/square.png",1,0.8096,"square","self","nonmatch_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.6211,"square","other","match_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/square.png",1,0.6805,"square","self","nonmatch_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7307,"square","other","match_other"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6804,"triangle","other","nonmatch_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.539,"triangle","self","match_self"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/square.png",1,0.925,"square","self","nonmatch_self"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5124,"triangle","self","match_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6353,"triangle","other","nonmatch_other"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.6831,"square","other","match_other"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6401,"triangle","other","nonmatch_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/square.png",1,0.6976,"square","self","nonmatch_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7594,"square","other","match_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.4208,"triangle","self","match_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.749,"square","other","match_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/square.png",1,0.5686,"square","self","nonmatch_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6468,"triangle","other","nonmatch_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.5803,"triangle","self","match_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,1.0881,"square","other","match_other"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/triangle.png",1,0.6574,"triangle","other","nonmatch_other"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/square.png",1,0.808,"square","self","nonmatch_self"
"AAPA",3,"AAPA","condizione 2","exp","TU","images/triangle.png",1,0.65,"triangle","self","match_self"
"AAPA",3,"AAPA","condizione 2","exp","SCONOSCIUTO","images/square.png",1,0.7944,"square","other","match_other"
