"Subject","Group","Block","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","Response","RT_ms","RT_sec","ACC"
"18219","2","1","26","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","neutral","48","655","0.655","0"
"18219","2","1","27","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","47","608","0.608","1"
"18219","2","1","28","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","happy","47","552","0.552","0"
"18219","2","1","29","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","neutral","47","876","0.876","1"
"18219","2","1","30","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","neutral","48","459","0.459","1"
"18219","2","1","31","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","sad","47","698","0.698","1"
"18219","2","1","32","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","sad","48","527","0.527","1"
"18219","2","1","33","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","neutral","48","627","0.627","1"
"18219","2","1","34","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","47","1046","1.046","0"
"18219","2","1","35","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","neutral","47","1045","1.045","1"
"18219","2","1","36","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","line","47","759","0.759","1"
"18219","2","1","37","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","neutral","48","662","0.662","0"
"18219","2","1","38","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","neutral","47","824","0.824","1"
"18219","2","1","39","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","neutral","47","883","0.883","1"
"18219","2","1","40","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","happy","48","617","0.617","1"
"18219","2","1","41","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","line","47","838","0.838","1"
"18219","2","1","42","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","neutral","48","794","0.794","1"
"18219","2","1","43","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","line","48","488","0.488","1"
"18219","2","1","44","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","happy","47","855","0.855","1"
"18219","2","1","45","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","line","48","575","0.575","1"
"18219","2","1","46","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","happy","48","963","0.963","1"
"18219","2","1","47","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","48","678","0.678","1"
"18219","2","1","48","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","line","48","1005","1.005","0"
"18219","2","1","49","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","sad","47","748","0.748","1"
"18219","2","1","50","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","line","48","1092","1.092","1"
"18219","2","1","51","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","line","47","686","0.686","1"
"18219","2","1","52","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","line","48","1004","1.004","1"
"18219","2","1","53","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","neutral","48","511","0.511","0"
"18219","2","1","54","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","47","1059","1.059","1"
"18219","2","1","55","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","sad","47","724","0.724","1"
"18219","2","1","56","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","happy","48","607","0.607","0"
"18219","2","1","57","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","neutral","48","539","0.539","1"
"18219","2","1","58","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","happy","47","759","0.759","0"
"18219","2","1","59","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","sad","48","709","0.709","1"
"18219","2","1","60","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","48","523","0.523","1"
"18219","2","1","61","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","happy","48","423","0.423","0"
"18219","2","1","62","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","happy","48","605","0.605","1"
"18219","2","1","63","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","line","47","967","0.967","1"
"18219","2","1","64","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","line","47","626","0.626","1"
"18219","2","1","65","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","happy","48","583","0.583","1"
"18219","2","1","66","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","47","751","0.751","1"
"18219","2","1","67","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","sad","47","501","0.501","1"
"18219","2","1","68","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","happy","48","719","0.719","1"
"18219","2","1","69","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","sad","47","642","0.642","1"
"18219","2","1","70","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","47","728","0.728","1"
"18219","2","1","71","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","47","584","0.584","1"
"18219","2","1","72","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","line","47","663","0.663","1"
"18219","2","1","73","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","line","48","597","0.597","0"
"18219","2","1","74","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","neutral","48","706","0.706","1"
"18219","2","1","75","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","47","540","0.54","0"
"18219","2","1","76","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","sad","47","709","0.709","1"
"18219","2","1","77","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","sad","48","607","0.607","1"
"18219","2","1","78","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","48","717","0.717","1"
"18219","2","1","79","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","neutral","47","862","0.862","1"
"18219","2","1","80","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","sad","47","992","0.992","1"
"18219","2","2","1","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","48","1055","1.055","1"
"18219","2","2","2","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","happy","48","346","0.346","1"
"18219","2","2","3","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","neutral","48","440","0.44","0"
"18219","2","2","4","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","48","578","0.578","0"
"18219","2","2","5","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","neutral","47","517","0.517","1"
"18219","2","2","6","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","sad","48","718","0.718","1"
"18219","2","2","7","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","line","47","588","0.588","0"
"18219","2","2","8","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","line","48","406","0.406","1"
"18219","2","2","9","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","48","455","0.455","1"
"18219","2","2","10","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","line","48","387","0.387","1"
"18219","2","2","11","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","line","48","360","0.36","0"
"18219","2","2","12","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","sad","48","548","0.548","1"
"18219","2","2","13","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","happy","47","567","0.567","1"
"18219","2","2","14","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","happy","47","559","0.559","1"
"18219","2","2","15","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","line","48","649","0.649","1"
"18219","2","2","16","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","sad","47","739","0.739","1"
"18219","2","2","17","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","line","48","726","0.726","1"
"18219","2","2","18","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","neutral","47","656","0.656","1"
"18219","2","2","19","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","line","48","561","0.561","0"
"18219","2","2","20","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","sad","48","646","0.646","0"
"18219","2","2","21","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","sad","48","513","0.513","1"
"18219","2","2","22","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","47","658","0.658","1"
"18219","2","2","23","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","neutral","47","792","0.792","1"
"18219","2","2","24","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","neutral","47","806","0.806","1"
"18219","2","2","25","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","line","47","1135","1.135","1"
"18219","2","2","26","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","48","903","0.903","1"
"18219","2","2","27","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","happy","48","777","0.777","1"
"18219","2","2","28","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","sad","47","622","0.622","1"
"18219","2","2","29","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","neutral","47","1032","1.032","1"
"18219","2","2","30","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","happy","48","730","0.73","1"
"18219","2","2","31","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","line","47","650","0.65","1"
"18219","2","2","32","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","line","47","802","0.802","1"
"18219","2","2","33","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","happy","47","945","0.945","1"
"18219","2","2","34","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","line","47","567","0.567","1"
"18219","2","2","35","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","sad","48","596","0.596","1"
"18219","2","2","36","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","neutral","47","668","0.668","1"
"18219","2","2","37","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","line","47","737","0.737","1"
"18219","2","2","38","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","sad","47","957","0.957","1"
"18219","2","2","39","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","line","48","729","0.729","1"
"18219","2","2","40","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","neutral","47","584","0.584","1"
"18219","2","2","41","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","neutral","48","533","0.533","1"
"18219","2","2","42","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","line","48","1061","1.061","1"
"18219","2","2","43","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","sad","48","491","0.491","0"
"18219","2","2","44","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","47","1070","1.07","1"
"18219","2","2","45","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","happy","47","726","0.726","1"
"18219","2","2","46","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","happy","48","578","0.578","1"
"18219","2","2","47","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","47","540","0.54","0"
"18219","2","2","48","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","neutral","47","665","0.665","1"
"18219","2","2","49","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","line","48","544","0.544","1"
"18219","2","2","50","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","sad","48","594","0.594","1"
"18219","2","2","51","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","happy","48","738","0.738","1"
"18219","2","2","52","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","sad","47","523","0.523","1"
"18219","2","2","53","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","happy","48","1006","1.006","1"
"18219","2","2","54","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","sad","47","753","0.753","1"
"18219","2","2","55","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","neutral","47","680","0.68","1"
"18219","2","2","56","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","48","858","0.858","1"
"18219","2","2","57","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","sad","48","470","0.47","1"
"18219","2","2","58","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","sad","48","722","0.722","1"
"18219","2","2","59","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","line","48","668","0.668","1"
"18219","2","2","60","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","neutral","48","553","0.553","1"
"18219","2","2","61","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","sad","47","450","0.45","1"
"18219","2","2","62","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","48","710","0.71","0"
"18219","2","2","63","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","line","47","702","0.702","1"
"18219","2","2","64","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","line","47","677","0.677","1"
"18219","2","2","65","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","sad","48","559","0.559","1"
"18219","2","2","66","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","line","47","641","0.641","1"
"18219","2","2","67","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","happy","48","749","0.749","1"
"18219","2","2","68","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","line","48","706","0.706","1"
"18219","2","2","69","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","sad","48","763","0.763","1"
"18219","2","2","70","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","neutral","48","518","0.518","1"
"18219","2","2","71","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","happy","48","446","0.446","1"
"18219","2","2","72","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","happy","47","853","0.853","1"
"18219","2","2","73","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","happy","48","672","0.672","1"
"18219","2","2","74","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","happy","48","793","0.793","1"
"18219","2","2","75","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","neutral","48","446","0.446","1"
"18219","2","2","76","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","sad","48","624","0.624","1"
"18219","2","2","77","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","neutral","48","522","0.522","1"
"18219","2","2","78","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","48","474","0.474","0"
"18219","2","2","79","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","sad","47","777","0.777","1"
"18219","2","2","80","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","sad","47","452","0.452","1"
"18219","2","3","1","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","line","48","836","0.836","1"
"18219","2","3","2","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","sad","48","491","0.491","1"
"18219","2","3","3","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","happy","47","433","0.433","0"
"18219","2","3","4","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","48","372","0.372","1"
"18219","2","3","5","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","sad","48","607","0.607","1"
"18219","2","3","6","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","happy","48","436","0.436","1"
"18219","2","3","7","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","line","48","473","0.473","1"
"18219","2","3","8","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","sad","47","767","0.767","1"
"18219","2","3","9","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","sad","47","541","0.541","1"
"18219","2","3","10","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","sad","47","628","0.628","0"
"18219","2","3","11","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","happy","47","751","0.751","1"
"18219","2","3","12","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","happy","48","826","0.826","0"
"18219","2","3","13","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","neutral","47","1020","1.02","1"
"18219","2","3","14","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","line","48","529","0.529","1"
"18219","2","3","15","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","line","47","797","0.797","1"
"18219","2","3","16","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","sad","47","669","0.669","1"
"18219","2","3","17","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","line","48","725","0.725","1"
"18219","2","3","18","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","line","48","437","0.437","1"
"18219","2","3","19","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","47","601","0.601","1"
"18219","2","3","20","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","line","48","536","0.536","1"
"18219","2","3","21","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","sad","48","623","0.623","1"
"18219","2","3","22","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","line","47","569","0.569","1"
"18219","2","3","23","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","neutral","48","462","0.462","0"
"18219","2","3","24","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","neutral","47","577","0.577","1"
"18219","2","3","25","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","sad","48","407","0.407","0"
"18219","2","3","26","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","happy","48","687","0.687","0"
"18219","2","3","27","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","neutral","47","793","0.793","1"
"18219","2","3","28","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","47","506","0.506","1"
"18219","2","3","29","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","47","485","0.485","1"
"18219","2","3","30","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","sad","48","507","0.507","1"
"18219","2","3","31","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","48","382","0.382","1"
"18219","2","3","32","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","line","47","525","0.525","1"
"18219","2","3","33","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","48","380","0.38","1"
"18219","2","3","34","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","neutral","48","586","0.586","1"
"18219","2","3","35","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","sad","47","566","0.566","1"
"18219","2","3","36","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","happy","48","588","0.588","1"
"18219","2","3","37","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","happy","48","514","0.514","1"
"18219","2","3","38","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","sad","47","686","0.686","1"
"18219","2","3","39","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","sad","47","744","0.744","1"
"18219","2","3","40","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","line","48","634","0.634","0"
"18219","2","3","41","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","happy","47","765","0.765","1"
"18219","2","3","42","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","neutral","47","703","0.703","1"
"18219","2","3","43","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","47","554","0.554","0"
"18219","2","3","44","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","neutral","47","759","0.759","1"
"18219","2","3","45","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","47","590","0.59","1"
"18219","2","3","46","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","happy","47","598","0.598","1"
"18219","2","3","47","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","line","48","606","0.606","1"
"18219","2","3","48","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","neutral","48","606","0.606","1"
"18219","2","3","49","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","line","47","596","0.596","1"
"18219","2","3","50","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","line","48","629","0.629","1"
"18219","2","3","51","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","happy","48","542","0.542","1"
"18219","2","3","52","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","happy","48","758","0.758","1"
"18219","2","3","53","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","happy","47","703","0.703","1"
"18219","2","3","54","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","happy","48","530","0.53","1"
"18219","2","3","55","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","neutral","47","603","0.603","1"
"18219","2","3","56","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","line","48","766","0.766","1"
"18219","2","3","57","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","sad","47","699","0.699","1"
"18219","2","3","58","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","neutral","48","655","0.655","1"
"18219","2","3","59","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","neutral","48","848","0.848","1"
"18219","2","3","60","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","happy","48","784","0.784","1"
"18219","2","3","61","ve.tif","self","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","sad","47","646","0.646","1"
"18219","2","3","62","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","line","47","800","0.8","1"
"18219","2","3","63","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","happy","48","628","0.628","1"
"18219","2","3","64","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","sad","48","835","0.835","1"
"18219","2","3","65","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","line","47","507","0.507","0"
"18219","2","3","66","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","neutral","47","987","0.987","1"
"18219","2","3","67","ve.tif","stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","sad","48","406","0.406","1"
"18219","2","3","68","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","sad","48","416","0.416","1"
"18219","2","3","69","he.tif","self","self-matching","Matching","Self","Self","Self","Self","Self","Self","neutral","48","455","0.455","1"
"18219","2","3","70","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","neutral","47","716","0.716","1"
"18219","2","3","71","he.tif","stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","line","47","618","0.618","1"
