"Subject","Group","Block","Trial","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
"60","OA",1,13,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1726,1.726,1
"60","OA",1,14,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1027,1.027,1
"60","OA",1,15,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1553,1.553,1
"60","OA",1,16,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1762,1.762,1
"60","OA",1,17,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1681,1.681,1
"60","OA",1,18,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",2235,2.235,1
"60","OA",1,19,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1890,1.89,1
"60","OA",1,20,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1730,1.73,1
"60","OA",1,21,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2230,2.23,1
"60","OA",1,22,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2210,2.21,1
"60","OA",1,23,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1096,1.096,1
"60","OA",1,24,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2053,2.053,1
"60","OA",1,25,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1282,1.282,1
"60","OA",1,26,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",2457,2.457,0
"60","OA",1,27,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1679,1.679,1
"60","OA",1,28,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1811,1.811,1
"60","OA",1,29,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",953,0.953,1
"60","OA",1,30,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1615,1.615,1
"60","OA",1,31,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",2140,2.14,1
"60","OA",1,32,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",2495,2.495,1
"60","OA",1,33,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2607,2.607,1
"60","OA",1,34,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1813,1.813,1
"60","OA",1,35,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1071,1.071,1
"60","OA",1,36,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2045,2.045,1
"60","OA",1,37,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",2457,2.457,1
"60","OA",1,38,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",2249,2.249,0
"60","OA",1,39,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",2202,2.202,1
"60","OA",1,40,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1113,1.113,1
"60","OA",1,41,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2399,2.399,1
"60","OA",1,42,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1918,1.918,1
"60","OA",1,43,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",823,0.823,1
"60","OA",1,44,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2063,2.063,1
"60","OA",1,45,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1833,1.833,1
"60","OA",1,46,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1399,1.399,1
"60","OA",1,47,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1938,1.938,1
"60","OA",1,48,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1563,1.563,1
"60","OA",1,49,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1493,1.493,1
"60","OA",1,50,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2317,2.317,0
"60","OA",1,51,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2203,2.203,1
"60","OA",1,52,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1561,1.561,1
"60","OA",1,53,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",760,0.76,0
"60","OA",1,54,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1940,1.94,1
"60","OA",1,55,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",2249,2.249,1
"60","OA",1,56,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1932,1.932,1
"60","OA",1,57,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",2014,2.014,1
"60","OA",1,58,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1609,1.609,1
"60","OA",1,59,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2046,2.046,0
"60","OA",1,60,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2459,2.459,1
"60","OA",1,61,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",890,0.89,1
"60","OA",1,62,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2048,2.048,1
"60","OA",1,63,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1716,1.716,1
"60","OA",1,64,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1858,1.858,1
"60","OA",1,65,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",2670,2.67,1
"60","OA",1,66,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1961,1.961,1
"60","OA",1,67,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1537,1.537,1
"60","OA",1,68,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",940,0.94,1
"60","OA",1,69,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1574,1.574,1
"60","OA",1,70,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1487,1.487,1
"60","OA",1,71,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1806,1.806,1
"60","OA",2,1,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1646,1.646,1
"60","OA",2,2,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1273,1.273,1
"60","OA",2,3,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2358,2.358,1
"60","OA",2,4,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2208,2.208,1
"60","OA",2,5,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1091,1.091,1
"60","OA",2,6,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1478,1.478,1
"60","OA",2,7,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2466,2.466,1
"60","OA",2,8,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1464,1.464,1
"60","OA",2,9,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",2040,2.04,1
"60","OA",2,10,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1390,1.39,1
"60","OA",2,11,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1076,1.076,1
"60","OA",2,12,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1868,1.868,1
"60","OA",2,13,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1531,1.531,1
"60","OA",2,14,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",954,0.954,1
"60","OA",2,15,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2150,2.15,1
"60","OA",2,16,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2627,2.627,1
"60","OA",2,17,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1193,1.193,1
"60","OA",2,18,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1596,1.596,1
"60","OA",2,19,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",2058,2.058,1
"60","OA",2,20,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1453,1.453,1
"60","OA",2,21,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1893,1.893,1
"60","OA",2,22,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1795,1.795,1
"60","OA",2,23,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1047,1.047,1
"60","OA",2,24,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2242,2.242,1
"60","OA",2,25,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1400,1.4,1
"60","OA",2,26,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1254,1.254,1
"60","OA",2,27,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1820,1.82,1
"60","OA",2,28,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1428,1.428,1
"60","OA",2,29,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1440,1.44,1
"60","OA",2,30,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1280,1.28,1
"60","OA",2,31,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2196,2.196,1
"60","OA",2,32,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2124,2.124,1
"60","OA",2,33,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1218,1.218,1
"60","OA",2,34,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1721,1.721,1
"60","OA",2,35,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1194,1.194,1
"60","OA",2,36,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2609,2.609,1
"60","OA",2,37,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1868,1.868,1
"60","OA",2,38,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1347,1.347,1
"60","OA",2,39,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2127,2.127,1
"60","OA",2,40,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2011,2.011,1
"60","OA",2,41,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1256,1.256,1
"60","OA",2,42,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",2671,2.671,1
"60","OA",2,43,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",2032,2.032,1
"60","OA",2,44,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1527,1.527,1
"60","OA",2,45,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2176,2.176,1
"60","OA",2,46,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1119,1.119,1
"60","OA",2,47,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2127,2.127,1
"60","OA",2,48,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1702,1.702,1
"60","OA",2,49,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1896,1.896,1
"60","OA",2,50,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1812,1.812,1
"60","OA",2,51,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1252,1.252,0
"60","OA",2,52,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1647,1.647,1
"60","OA",2,53,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1450,1.45,1
"60","OA",2,54,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2204,2.204,1
"60","OA",2,55,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1059,1.059,0
"60","OA",2,56,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2260,2.26,1
"60","OA",2,57,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1068,1.068,1
"60","OA",2,58,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",2083,2.083,1
"60","OA",2,59,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1110,1.11,0
"60","OA",2,60,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2403,2.403,1
"60","OA",2,61,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2550,2.55,1
"60","OA",2,62,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2730,2.73,1
"60","OA",2,63,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1326,1.326,1
"60","OA",2,64,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1653,1.653,1
"60","OA",2,65,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1883,1.883,1
"60","OA",2,66,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",2207,2.207,1
"60","OA",2,67,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2429,2.429,1
"60","OA",2,68,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1773,1.773,1
"60","OA",2,69,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1007,1.007,0
"60","OA",2,70,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2302,2.302,1
"60","OA",2,71,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",2355,2.355,1
"60","OA",2,72,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1721,1.721,0
"60","OA",2,73,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1558,1.558,1
"60","OA",2,74,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2599,2.599,0
"60","OA",2,75,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2061,2.061,1
"60","OA",2,76,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1449,1.449,1
"60","OA",2,77,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",671,0.671,0
"60","OA",2,78,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1720,1.72,1
"60","OA",3,1,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1710,1.71,1
"60","OA",3,2,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",2018,2.018,1
"60","OA",3,3,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2555,2.555,1
"60","OA",3,4,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1105,1.105,1
"60","OA",3,5,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2563,2.563,0
"60","OA",3,6,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2488,2.488,1
"60","OA",3,7,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1406,1.406,1
"60","OA",3,8,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1661,1.661,1
"60","OA",3,9,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1823,1.823,1
"60","OA",3,10,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1904,1.904,1
"60","OA",3,11,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1659,1.659,1
"60","OA",3,12,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1458,1.458,1
"60","OA",3,13,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2407,2.407,1
"60","OA",3,14,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1759,1.759,1
"60","OA",3,15,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",2369,2.369,1
"60","OA",3,16,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1505,1.505,1
"60","OA",3,17,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2213,2.213,1
"60","OA",3,18,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2751,2.751,1
"60","OA",3,19,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1324,1.324,0
"60","OA",3,20,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2367,2.367,1
"60","OA",3,21,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2057,2.057,1
"60","OA",3,22,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1615,1.615,1
"60","OA",3,23,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1833,1.833,1
"60","OA",3,24,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",2026,2.026,0
"60","OA",3,25,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1328,1.328,1
"60","OA",3,26,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2034,2.034,1
"60","OA",3,27,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1341,1.341,1
"60","OA",3,28,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2105,2.105,1
"60","OA",3,29,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1705,1.705,1
"60","OA",3,30,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1802,1.802,1
"60","OA",3,31,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1494,1.494,1
"60","OA",3,32,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1809,1.809,1
"60","OA",3,33,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2016,2.016,1
"60","OA",3,34,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1067,1.067,1
"60","OA",3,35,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2400,2.4,0
"60","OA",3,36,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2053,2.053,1
"60","OA",3,37,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1522,1.522,1
"60","OA",3,38,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1715,1.715,1
"60","OA",3,39,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1864,1.864,0
"60","OA",3,40,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1210,1.21,1
"60","OA",3,41,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1950,1.95,1
"60","OA",3,42,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2646,2.646,1
"60","OA",3,43,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1910,1.91,1
"60","OA",3,44,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2519,2.519,1
"60","OA",3,45,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",2191,2.191,1
"60","OA",3,46,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",2209,2.209,0
"60","OA",3,47,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1671,1.671,1
"60","OA",3,48,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1102,1.102,1
"60","OA",3,49,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1992,1.992,1
"60","OA",3,50,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1758,1.758,1
"60","OA",3,51,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1556,1.556,1
"60","OA",3,52,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2546,2.546,1
"60","OA",3,53,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1960,1.96,1
"60","OA",3,54,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",2081,2.081,1
"60","OA",3,55,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",2268,2.268,1
"60","OA",3,56,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",2307,2.307,1
"60","OA",3,57,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1756,1.756,1
"60","OA",3,58,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2690,2.69,1
"60","OA",3,59,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2341,2.341,1
"60","OA",3,60,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1153,1.153,1
"60","OA",3,61,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",2317,2.317,1
"60","OA",3,62,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1721,1.721,1
"60","OA",3,63,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1421,1.421,1
"60","OA",3,64,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1477,1.477,1
"60","OA",3,65,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1739,1.739,1
"60","OA",3,66,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1928,1.928,1
"60","OA",3,67,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2195,2.195,1
"60","OA",3,68,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1964,1.964,1
"60","OA",3,69,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1885,1.885,1
"60","OA",3,70,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2694,2.694,1
"60","OA",3,71,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1408,1.408,1
"60","OA",3,72,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1762,1.762,1
"60","OA",3,73,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",2028,2.028,1
"60","OA",3,74,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1545,1.545,1
"60","OA",3,75,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2523,2.523,1
"60","OA",3,76,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2118,2.118,1
"60","OA",3,77,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1145,1.145,1
"60","OA",3,78,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1746,1.746,1
"60","OA",3,79,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1917,1.917,1
"60","OA",3,80,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1500,1.5,1
"60","OA",3,81,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1579,1.579,1
"60","OA",4,1,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",2042,2.042,1
"60","OA",4,2,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1820,1.82,1
"60","OA",4,3,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",720,0.72,0
"60","OA",4,4,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1961,1.961,1
"60","OA",4,5,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2510,2.51,0
"60","OA",4,6,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1385,1.385,1
"60","OA",4,7,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",2470,2.47,0
"60","OA",4,8,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",2321,2.321,0
"60","OA",4,9,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1852,1.852,1
"60","OA",4,10,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2007,2.007,1
"60","OA",4,11,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1616,1.616,1
"60","OA",4,12,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1677,1.677,1
"60","OA",4,13,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",2025,2.025,1
"60","OA",4,14,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1426,1.426,1
"60","OA",4,15,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1875,1.875,1
"60","OA",4,16,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",2251,2.251,1
"60","OA",4,17,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",2405,2.405,1
"60","OA",4,18,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2035,2.035,1
"60","OA",4,19,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2068,2.068,1
"60","OA",4,20,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1100,1.1,1
"60","OA",4,21,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1486,1.486,1
"60","OA",4,22,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1944,1.944,1
"60","OA",4,23,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1699,1.699,1
"60","OA",4,24,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1931,1.931,1
"60","OA",4,25,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1441,1.441,1
