"Subject","Group","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
50,"1","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",662,0.662,1
50,"1","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",628,0.628,1
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",652,0.652,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",489,0.489,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",622,0.622,1
50,"1","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",506,0.506,1
50,"1","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",503,0.503,1
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",489,0.489,1
50,"1","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",640,0.64,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",477,0.477,1
50,"1","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",631,0.631,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",542,0.542,1
50,"1","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",479,0.479,1
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",447,0.447,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",449,0.449,1
50,"1","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",501,0.501,1
50,"1","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",546,0.546,0
50,"1","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",545,0.545,1
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",602,0.602,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",696,0.696,1
50,"1","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",822,0.822,1
50,"1","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",489,0.489,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",393,0.393,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",542,0.542,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",567,0.567,1
50,"1","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",648,0.648,0
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",402,0.402,1
50,"1","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",534,0.534,0
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",420,0.42,1
50,"1","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",686,0.686,1
50,"1","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",668,0.668,1
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",567,0.567,1
50,"1","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",627,0.627,1
50,"1","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",567,0.567,0
50,"1","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",848,0.848,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",399,0.399,1
50,"1","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",489,0.489,1
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",556,0.556,1
50,"1","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",575,0.575,1
50,"1","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",676,0.676,1
50,"1","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",668,0.668,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",755,0.755,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",589,0.589,0
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",324,0.324,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",392,0.392,1
50,"1","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",612,0.612,1
50,"1","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",586,0.586,1
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",577,0.577,0
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",577,0.577,1
50,"1","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",618,0.618,1
50,"1","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",827,0.827,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",544,0.544,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",584,0.584,1
50,"1","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",533,0.533,0
50,"1","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",534,0.534,1
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",535,0.535,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",410,0.41,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",590,0.59,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",492,0.492,1
50,"1","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",465,0.465,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",659,0.659,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",476,0.476,0
50,"1","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",955,0.955,1
50,"1","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",749,0.749,1
50,"1","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",697,0.697,1
50,"1","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",562,0.562,1
50,"1","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",695,0.695,0
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",576,0.576,1
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",606,0.606,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",628,0.628,1
50,"1","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",781,0.781,1
50,"1","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",891,0.891,1
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",570,0.57,1
50,"1","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",627,0.627,0
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",532,0.532,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",523,0.523,1
50,"1","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",631,0.631,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",657,0.657,1
50,"1","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",644,0.644,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",658,0.658,1
50,"1","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",476,0.476,1
50,"1","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",875,0.875,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",482,0.482,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",461,0.461,0
50,"1","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",669,0.669,1
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",577,0.577,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",705,0.705,0
50,"1","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",825,0.825,1
50,"1","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",560,0.56,1
50,"1","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",673,0.673,1
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",633,0.633,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",542,0.542,0
50,"1","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",0,0,0
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",603,0.603,1
50,"1","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",569,0.569,1
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",677,0.677,1
50,"1","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",523,0.523,1
50,"1","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",602,0.602,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",446,0.446,1
50,"1","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",697,0.697,1
50,"1","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",644,0.644,1
50,"1","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",495,0.495,1
50,"1","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",691,0.691,1
50,"1","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",684,0.684,1
50,"1","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",544,0.544,0
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",NA,NA,NA
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",NA,NA,NA
51,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",NA,NA,NA
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",NA,NA,NA
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",NA,NA,NA
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",NA,NA,NA
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",NA,NA,NA
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",NA,NA,NA
51,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",NA,NA,NA
51,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",NA,NA,NA
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",NA,NA,NA
51,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",NA,NA,NA
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",NA,NA,NA
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",NA,NA,NA
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",NA,NA,NA
51,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",NA,NA,NA
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",NA,NA,NA
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",NA,NA,NA
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",NA,NA,NA
51,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",NA,NA,NA
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",NA,NA,NA
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",NA,NA,NA
51,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",NA,NA,NA
51,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",NA,NA,NA
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",NA,NA,NA
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",NA,NA,NA
51,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",NA,NA,NA
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",NA,NA,NA
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",NA,NA,NA
51,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",NA,NA,NA
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",NA,NA,NA
51,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",NA,NA,NA
51,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",NA,NA,NA
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",NA,NA,NA
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",NA,NA,NA
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",NA,NA,NA
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",885,0.885,0
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",0,0,0
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",0,0,0
51,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",873,0.873,1
51,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",0,0,0
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",671,0.671,1
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",692,0.692,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",447,0.447,1
51,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",751,0.751,1
51,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",760,0.76,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",873,0.873,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",516,0.516,0
51,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",946,0.946,1
51,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",0,0,0
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",560,0.56,0
51,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",852,0.852,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",624,0.624,1
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",535,0.535,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",654,0.654,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",944,0.944,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",502,0.502,1
51,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",745,0.745,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1103,1.103,1
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",669,0.669,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1003,1.003,1
51,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",539,0.539,1
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",0,0,0
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",720,0.72,1
51,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",634,0.634,0
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",634,0.634,1
51,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",949,0.949,1
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1029,1.029,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",703,0.703,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",526,0.526,1
51,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",647,0.647,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",630,0.63,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",712,0.712,1
51,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",609,0.609,1
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",861,0.861,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",572,0.572,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",398,0.398,0
51,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",488,0.488,0
51,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",904,0.904,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",529,0.529,1
51,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",659,0.659,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",706,0.706,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",504,0.504,1
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",832,0.832,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",680,0.68,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",861,0.861,0
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",396,0.396,1
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",822,0.822,1
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",827,0.827,1
51,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",669,0.669,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",0,0,0
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",497,0.497,1
51,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",721,0.721,1
51,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",668,0.668,1
51,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",836,0.836,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",650,0.65,1
51,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",650,0.65,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",534,0.534,0
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",609,0.609,0
51,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",575,0.575,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",459,0.459,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",563,0.563,1
51,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",899,0.899,1
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",717,0.717,1
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",721,0.721,1
51,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",698,0.698,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",716,0.716,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",825,0.825,1
51,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",816,0.816,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",648,0.648,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",974,0.974,1
51,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",324,0.324,0
51,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",0,0,0
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",0,0,0
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",329,0.329,1
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",595,0.595,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",507,0.507,1
51,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",620,0.62,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",562,0.562,0
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",442,0.442,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",560,0.56,0
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",571,0.571,1
51,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",734,0.734,0
51,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",845,0.845,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",590,0.59,1
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",769,0.769,1
51,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",910,0.91,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",808,0.808,1
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",765,0.765,1
51,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",679,0.679,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",541,0.541,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",551,0.551,0
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",823,0.823,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",432,0.432,1
51,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",616,0.616,1
51,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",846,0.846,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",651,0.651,1
51,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",583,0.583,1
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",567,0.567,1
51,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",716,0.716,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",641,0.641,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",522,0.522,0
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",403,0.403,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",740,0.74,0
51,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",658,0.658,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",633,0.633,1
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",734,0.734,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",893,0.893,1
51,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1003,1.003,1
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",691,0.691,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",711,0.711,1
51,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",500,0.5,1
51,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",734,0.734,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",722,0.722,0
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",490,0.49,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",683,0.683,1
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",0,0,0
51,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",957,0.957,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",891,0.891,1
51,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",706,0.706,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",489,0.489,1
51,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",604,0.604,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",578,0.578,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",867,0.867,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",508,0.508,1
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",546,0.546,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",422,0.422,1
51,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",626,0.626,1
51,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",771,0.771,1
51,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",559,0.559,1
51,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",597,0.597,1
51,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",510,0.51,1
51,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",848,0.848,1
