prolific,build,computer.platform,date,time,subject,group,SubGender,SubAge,SubEthnicity,SubHand,FriendYear,FriendFamiliar,FriendMeetfreq,FriendMeetTime,Con_match,Cue,Con_shape,Con_label,Con_emotion,Stim_Content,tasktype,nblock,TrialID,response,latency,correct,cres
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,friend,friend,,3.tif,SAT,1,43,47,820,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,friend,friend,,3.tif,SAT,1,44,47,1124,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,self,friend,,2.tif,SAT,1,45,48,750,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,friend,stranger,,3.tif,SAT,1,46,48,1113,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,stranger,stranger,,1.tif,SAT,1,47,48,886,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,stranger,stranger,,1.tif,SAT,1,48,47,1419,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,stranger,friend,,1.tif,SAT,1,49,48,889,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,friend,stranger,,3.tif,SAT,1,50,48,1483,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,stranger,self,,1.tif,SAT,1,51,47,898,0,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,stranger,stranger,,1.tif,SAT,1,52,48,1116,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,self,self,,2.tif,SAT,1,53,47,1230,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,self,self,,2.tif,SAT,1,54,47,1060,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,friend,stranger,,3.tif,SAT,1,55,0,1500,0,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,friend,friend,,3.tif,SAT,1,56,47,1012,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,self,self,,2.tif,SAT,1,57,47,943,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,friend,friend,,3.tif,SAT,1,58,47,817,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,friend,self,,3.tif,SAT,1,59,48,845,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,self,stranger,,2.tif,SAT,1,60,47,933,0,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,stranger,stranger,,1.tif,SAT,1,61,48,1269,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,stranger,stranger,,1.tif,SAT,1,62,47,824,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,stranger,friend,,1.tif,SAT,1,63,47,500,0,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,friend,self,,3.tif,SAT,1,64,47,930,0,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,friend,friend,,3.tif,SAT,1,65,48,652,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,self,friend,,2.tif,SAT,1,66,47,1128,0,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,stranger,friend,,1.tif,SAT,1,67,0,1500,0,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,self,self,,2.tif,SAT,1,68,48,812,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,friend,self,,3.tif,SAT,1,69,48,867,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,self,self,,2.tif,SAT,1,70,47,741,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,self,self,,2.tif,SAT,1,71,47,867,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,self,stranger,,2.tif,SAT,1,72,48,961,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,friend,friend,,3.tif,SAT,2,1,47,1065,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,self,self,,2.tif,SAT,2,2,47,906,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,stranger,friend,,1.tif,SAT,2,3,48,1078,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,stranger,self,,1.tif,SAT,2,4,48,855,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,friend,friend,,3.tif,SAT,2,5,47,797,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,self,self,,2.tif,SAT,2,6,47,870,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,friend,self,,3.tif,SAT,2,7,48,864,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,stranger,stranger,,1.tif,SAT,2,8,47,1153,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,self,stranger,,2.tif,SAT,2,9,48,1148,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,stranger,self,,1.tif,SAT,2,10,48,1012,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,friend,stranger,,3.tif,SAT,2,11,48,1184,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,self,friend,,2.tif,SAT,2,12,48,962,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,friend,friend,,3.tif,SAT,2,13,47,765,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,friend,friend,,3.tif,SAT,2,14,47,635,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,stranger,stranger,,1.tif,SAT,2,15,48,671,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,stranger,stranger,,1.tif,SAT,2,16,47,600,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,self,self,,2.tif,SAT,2,17,47,855,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,friend,self,,3.tif,SAT,2,18,48,733,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,self,self,,2.tif,SAT,2,19,47,985,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,self,self,,2.tif,SAT,2,20,47,771,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,stranger,stranger,,1.tif,SAT,2,21,48,745,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,friend,stranger,,3.tif,SAT,2,22,48,1115,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,self,self,,2.tif,SAT,2,23,47,633,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,stranger,stranger,,1.tif,SAT,2,24,48,517,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,stranger,stranger,,1.tif,SAT,2,25,48,716,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,stranger,stranger,,1.tif,SAT,2,26,47,312,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,self,friend,,2.tif,SAT,2,27,48,1088,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,friend,friend,,3.tif,SAT,2,28,47,759,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,self,stranger,,2.tif,SAT,2,29,48,978,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,stranger,self,,1.tif,SAT,2,30,48,834,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,self,self,,2.tif,SAT,2,31,47,598,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,self,friend,,2.tif,SAT,2,32,48,695,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,stranger,friend,,1.tif,SAT,2,33,48,947,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,stranger,friend,,1.tif,SAT,2,34,48,706,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,self,stranger,,2.tif,SAT,2,35,48,1294,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,self,stranger,,2.tif,SAT,2,36,48,714,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,friend,self,,3.tif,SAT,2,37,48,999,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,stranger,stranger,,1.tif,SAT,2,38,47,945,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,self,self,,2.tif,SAT,2,39,47,736,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,self,stranger,,2.tif,SAT,2,40,47,572,0,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,stranger,friend,,1.tif,SAT,2,41,48,1030,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,self,self,,2.tif,SAT,2,42,47,655,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,friend,friend,,3.tif,SAT,2,43,47,634,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,stranger,self,,1.tif,SAT,2,44,48,787,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,friend,stranger,,3.tif,SAT,2,45,48,889,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,friend,friend,,3.tif,SAT,2,46,47,627,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,friend,friend,,3.tif,SAT,2,47,47,688,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,stranger,friend,,1.tif,SAT,2,48,48,786,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,stranger,stranger,,1.tif,SAT,2,49,47,1353,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,self,friend,,2.tif,SAT,2,50,48,870,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,friend,friend,,3.tif,SAT,2,51,48,609,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,self,stranger,,2.tif,SAT,2,52,48,961,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,friend,friend,,3.tif,SAT,2,53,47,837,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,self,self,,2.tif,SAT,2,54,47,750,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,friend,stranger,,3.tif,SAT,2,55,48,1184,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,friend,friend,,3.tif,SAT,2,56,47,837,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,self,friend,,2.tif,SAT,2,57,48,939,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,friend,friend,,3.tif,SAT,2,58,47,979,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,friend,self,,3.tif,SAT,2,59,48,896,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,stranger,stranger,,1.tif,SAT,2,60,48,1119,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,friend,self,,3.tif,SAT,2,61,48,871,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,self,self,,2.tif,SAT,2,62,47,641,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,stranger,self,,1.tif,SAT,2,63,48,815,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,friend,stranger,,3.tif,SAT,2,64,48,949,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,stranger,self,,1.tif,SAT,2,65,48,967,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,stranger,friend,,1.tif,SAT,2,66,48,625,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,self,self,,2.tif,SAT,2,67,47,620,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,stranger,stranger,,1.tif,SAT,2,68,48,775,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,self,friend,,2.tif,SAT,2,69,47,1229,0,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,friend,stranger,,3.tif,SAT,2,70,48,1000,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,stranger,stranger,,1.tif,SAT,2,71,48,977,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,friend,self,,3.tif,SAT,2,72,48,1042,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,friend,self,,3.tif,SAT,3,1,47,1124,0,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,friend,stranger,,3.tif,SAT,3,2,48,1390,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,friend,friend,,3.tif,SAT,3,3,47,925,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,stranger,friend,,1.tif,SAT,3,4,48,809,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,stranger,friend,,1.tif,SAT,3,5,48,684,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,friend,friend,,3.tif,SAT,3,6,47,743,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,stranger,stranger,,1.tif,SAT,3,7,48,909,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,friend,stranger,,3.tif,SAT,3,8,47,945,0,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,friend,friend,,3.tif,SAT,3,9,47,818,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,stranger,self,,1.tif,SAT,3,10,48,703,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,stranger,stranger,,1.tif,SAT,3,11,48,1175,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,self,friend,,2.tif,SAT,3,12,48,974,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,stranger,stranger,,1.tif,SAT,3,13,47,1075,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,self,self,,2.tif,SAT,3,14,0,1500,0,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,self,self,,2.tif,SAT,3,15,47,807,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,friend,stranger,,3.tif,SAT,3,16,48,1394,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,happy,self,self,,2.tif,SAT,3,17,47,695,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,neutral,self,stranger,,2.tif,SAT,3,18,48,911,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,self,friend,,2.tif,SAT,3,19,47,1239,0,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,stranger,friend,,1.tif,SAT,3,20,48,1123,1,b
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,match,neutral,friend,friend,,3.tif,SAT,3,21,47,847,1,v
,6.3.4,mac,2021-02-10,22:29:52,18171,1,Female,20,1,Right,2,7,7,daily,unmatch,happy,self,friend,,2.tif,SAT,3,22,48,679,1,b
