Subject,Task,Block,Trial,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,extraIV1,RT_ms,ACC
16163382,self-matching,4,15,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,happy,642,1
16163382,self-matching,4,16,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,537,1
16163382,self-matching,4,17,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,happy,563,0
16163382,self-matching,4,18,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,neutral,743,1
16163382,self-matching,4,19,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,happy,647,1
16163382,self-matching,4,20,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,neutral,512,1
16163382,self-matching,4,21,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,happy,527,0
16163382,self-matching,4,22,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,601,0
16163382,self-matching,4,23,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,happy,816,1
16163382,self-matching,4,24,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,906,1
16163382,self-matching,4,25,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,neutral,727,1
16163382,self-matching,4,26,Matching,triangle,self,self,Self,self,self,self,Self,happy,571,1
16163382,self-matching,4,27,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,941,1
16163382,self-matching,4,28,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,happy,906,1
16163382,self-matching,4,29,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,684,0
16163382,self-matching,4,30,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,1042,0
16163382,self-matching,4,31,Matching,triangle,self,self,Self,self,self,self,Self,neutral,589,1
16163382,self-matching,4,32,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,happy,549,1
16163382,self-matching,4,33,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,925,1
16163382,self-matching,4,34,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,neutral,589,1
16163382,self-matching,4,35,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,759,1
16163382,self-matching,4,36,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,975,1
16163382,self-matching,4,37,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,843,1
16163382,self-matching,4,38,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,646,1
16163382,self-matching,4,39,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,happy,800,0
16163382,self-matching,4,40,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,1088,1
16163382,self-matching,4,41,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,neutral,863,0
16163382,self-matching,4,42,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,happy,744,1
16163382,self-matching,4,43,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,happy,791,0
16163382,self-matching,4,44,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,happy,991,0
16163382,self-matching,4,45,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,neutral,911,1
16163382,self-matching,4,46,Matching,triangle,self,self,Self,self,self,self,Self,neutral,941,1
16163382,self-matching,4,47,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,neutral,1086,1
16163382,self-matching,4,48,Matching,triangle,self,self,Self,self,self,self,Self,neutral,613,1
16163382,self-matching,4,49,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,happy,799,0
16163382,self-matching,4,50,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,848,1
16163382,self-matching,4,51,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,neutral,757,1
16163382,self-matching,4,52,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,606,1
16163382,self-matching,4,53,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,711,1
16163382,self-matching,4,54,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,535,1
16163382,self-matching,4,55,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,neutral,897,1
16163382,self-matching,4,56,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,neutral,919,1
16163382,self-matching,4,57,Matching,triangle,self,self,Self,self,self,self,Self,happy,513,1
16163382,self-matching,4,58,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,891,1
16163382,self-matching,4,59,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,568,1
16163382,self-matching,4,60,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,527,0
16163382,self-matching,4,61,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,711,1
16163382,self-matching,4,62,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,neutral,782,0
16163382,self-matching,4,63,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,1043,0
16163382,self-matching,4,64,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,neutral,633,1
16163382,self-matching,4,65,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,915,1
16163382,self-matching,4,66,Matching,triangle,self,self,Self,self,self,self,Self,neutral,630,1
16163382,self-matching,4,67,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,happy,963,1
16163382,self-matching,4,68,Matching,triangle,self,self,Self,self,self,self,Self,happy,872,1
16163382,self-matching,4,69,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,happy,702,1
16163382,self-matching,4,70,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,happy,1006,0
16163382,self-matching,4,71,Matching,triangle,self,self,Self,self,self,self,Self,happy,799,1
16163382,self-matching,4,72,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,happy,592,0
16163382,self-matching,5,1,Matching,triangle,self,self,Self,self,self,self,Self,happy,651,1
16163382,self-matching,5,2,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,happy,758,0
16163382,self-matching,5,3,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,1019,1
16163382,self-matching,5,4,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,492,1
16163382,self-matching,5,5,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,788,1
16163382,self-matching,5,6,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,happy,943,1
16163382,self-matching,5,7,Matching,triangle,self,self,Self,self,self,self,Self,neutral,554,1
16163382,self-matching,5,8,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,891,1
16163382,self-matching,5,9,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,happy,1085,1
16163382,self-matching,5,10,Matching,triangle,self,self,Self,self,self,self,Self,neutral,501,1
16163382,self-matching,5,11,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,neutral,537,0
16163382,self-matching,5,12,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,594,1
16163382,self-matching,5,13,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,679,1
16163382,self-matching,5,14,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,766,1
16163382,self-matching,5,15,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,happy,682,1
16163382,self-matching,5,16,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,happy,666,0
16163382,self-matching,5,17,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,918,1
16163382,self-matching,5,18,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,743,1
16163382,self-matching,5,19,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,neutral,661,1
16163382,self-matching,5,20,Matching,triangle,self,self,Self,self,self,self,Self,happy,545,1
16163382,self-matching,5,21,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,neutral,613,0
16163382,self-matching,5,22,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,happy,700,1
16163382,self-matching,5,23,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,happy,450,0
16163382,self-matching,5,24,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,neutral,956,0
16163382,self-matching,5,25,Matching,triangle,self,self,Self,self,self,self,Self,happy,901,1
16163382,self-matching,5,26,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,779,1
16163382,self-matching,5,27,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,happy,1051,1
16163382,self-matching,5,28,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,neutral,1207,1
16163382,self-matching,5,29,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,813,0
16163382,self-matching,5,30,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,738,1
16163382,self-matching,5,31,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,happy,1163,1
16163382,self-matching,5,32,Matching,triangle,self,self,Self,self,self,self,Self,neutral,487,1
16163382,self-matching,5,33,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,891,0
16163382,self-matching,5,34,Matching,triangle,self,self,Self,self,self,self,Self,neutral,618,1
16163382,self-matching,5,35,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,737,0
16163382,self-matching,5,36,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,neutral,1315,0
16163382,self-matching,5,37,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,happy,568,1
16163382,self-matching,5,38,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,happy,875,1
16163382,self-matching,5,39,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,happy,922,1
16163382,self-matching,5,40,Matching,triangle,self,self,Self,self,self,self,Self,neutral,627,1
16163382,self-matching,5,41,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,666,0
16163382,self-matching,5,42,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,924,1
16163382,self-matching,5,43,Matching,triangle,self,self,Self,self,self,self,Self,neutral,709,1
16163382,self-matching,5,44,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,909,1
16163382,self-matching,5,45,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,happy,664,0
16163382,self-matching,5,46,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,happy,713,1
16163382,self-matching,5,47,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,614,1
16163382,self-matching,5,48,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,767,1
16163382,self-matching,5,49,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,neutral,690,1
16163382,self-matching,5,50,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,happy,964,0
16163382,self-matching,5,51,Matching,triangle,self,self,Self,self,self,self,Self,happy,632,1
16163382,self-matching,5,52,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,696,1
16163382,self-matching,5,53,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,neutral,788,1
16163382,self-matching,5,54,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,happy,899,1
16163382,self-matching,5,55,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,966,1
16163382,self-matching,5,56,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,727,0
16163382,self-matching,5,57,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,681,1
16163382,self-matching,5,58,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,happy,727,1
16163382,self-matching,5,59,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,608,1
16163382,self-matching,5,60,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,723,1
16163382,self-matching,5,61,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,neutral,622,1
16163382,self-matching,5,62,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,779,1
16163382,self-matching,5,63,Matching,triangle,self,self,Self,self,self,self,Self,happy,530,1
16163382,self-matching,5,64,Matching,triangle,self,self,Self,self,self,self,Self,happy,1008,1
16163382,self-matching,5,65,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,neutral,698,1
16163382,self-matching,5,66,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,764,1
16163382,self-matching,5,67,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,526,1
16163382,self-matching,5,68,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,732,1
16163382,self-matching,5,69,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,neutral,1277,1
16163382,self-matching,5,70,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,happy,649,1
16163382,self-matching,5,71,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,642,0
16163382,self-matching,5,72,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,neutral,529,1
29498939,self-matching,1,1,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,1151,1
29498939,self-matching,1,2,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,1292,1
29498939,self-matching,1,3,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,neutral,1177,1
29498939,self-matching,1,4,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,1500,
29498939,self-matching,1,5,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,neutral,845,1
29498939,self-matching,1,6,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,931,0
29498939,self-matching,1,7,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,neutral,848,1
29498939,self-matching,1,8,Matching,triangle,self,self,Self,self,self,self,Self,happy,690,1
29498939,self-matching,1,9,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,793,1
29498939,self-matching,1,10,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,happy,985,1
29498939,self-matching,1,11,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,happy,1006,1
29498939,self-matching,1,12,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,happy,897,1
29498939,self-matching,1,13,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,1094,1
29498939,self-matching,1,14,Matching,triangle,self,self,Self,self,self,self,Self,neutral,738,1
29498939,self-matching,1,15,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,1018,0
29498939,self-matching,1,16,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,neutral,933,1
29498939,self-matching,1,17,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,neutral,949,1
29498939,self-matching,1,18,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,1200,1
29498939,self-matching,1,19,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,happy,868,1
29498939,self-matching,1,20,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,966,1
29498939,self-matching,1,21,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,happy,1066,1
29498939,self-matching,1,22,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,978,1
29498939,self-matching,1,23,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,neutral,893,1
29498939,self-matching,1,24,Matching,triangle,self,self,Self,self,self,self,Self,neutral,928,1
29498939,self-matching,1,25,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,1466,1
29498939,self-matching,1,26,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,807,1
29498939,self-matching,1,27,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,1088,1
29498939,self-matching,1,28,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,neutral,799,1
29498939,self-matching,1,29,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,happy,1178,1
29498939,self-matching,1,30,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,happy,892,1
29498939,self-matching,1,31,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,happy,1038,1
29498939,self-matching,1,32,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,happy,792,1
29498939,self-matching,1,33,Matching,triangle,self,self,Self,self,self,self,Self,happy,745,1
29498939,self-matching,1,34,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,876,0
29498939,self-matching,1,35,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,834,1
29498939,self-matching,1,36,Matching,triangle,self,self,Self,self,self,self,Self,happy,737,1
29498939,self-matching,1,37,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,neutral,773,1
29498939,self-matching,1,38,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,happy,741,1
29498939,self-matching,1,39,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,805,1
29498939,self-matching,1,40,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,830,1
29498939,self-matching,1,41,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,884,1
29498939,self-matching,1,42,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,neutral,844,1
29498939,self-matching,1,43,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,happy,900,1
29498939,self-matching,1,44,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,963,1
29498939,self-matching,1,45,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,953,1
29498939,self-matching,1,46,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,913,1
29498939,self-matching,1,47,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,happy,822,1
29498939,self-matching,1,48,Matching,triangle,self,self,Self,self,self,self,Self,happy,684,1
29498939,self-matching,1,49,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,765,1
29498939,self-matching,1,50,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,happy,626,1
29498939,self-matching,1,51,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,happy,1036,1
29498939,self-matching,1,52,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,neutral,761,1
29498939,self-matching,1,53,Matching,triangle,self,self,Self,self,self,self,Self,neutral,610,1
29498939,self-matching,1,54,Matching,triangle,self,self,Self,self,self,self,Self,happy,651,1
29498939,self-matching,1,55,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,happy,876,1
29498939,self-matching,1,56,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,neutral,784,1
29498939,self-matching,1,57,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,675,1
29498939,self-matching,1,58,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,960,1
29498939,self-matching,1,59,Matching,triangle,self,self,Self,self,self,self,Self,neutral,1167,1
29498939,self-matching,1,60,Matching,triangle,self,self,Self,self,self,self,Self,happy,830,1
29498939,self-matching,1,61,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,1125,1
29498939,self-matching,1,62,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,697,1
29498939,self-matching,1,63,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,happy,871,1
29498939,self-matching,1,64,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,neutral,614,0
29498939,self-matching,1,65,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,970,1
29498939,self-matching,1,66,Matching,triangle,self,self,Self,self,self,self,Self,neutral,644,1
29498939,self-matching,1,67,Matching,triangle,self,self,Self,self,self,self,Self,neutral,732,1
29498939,self-matching,1,68,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,721,1
29498939,self-matching,1,69,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,586,0
29498939,self-matching,1,70,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,happy,794,1
29498939,self-matching,1,71,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,1149,1
29498939,self-matching,1,72,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,happy,851,1
29498939,self-matching,2,1,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,1035,1
29498939,self-matching,2,2,Matching,triangle,self,self,Self,self,self,self,Self,neutral,614,1
29498939,self-matching,2,3,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,636,1
29498939,self-matching,2,4,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,neutral,837,1
29498939,self-matching,2,5,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,neutral,922,1
29498939,self-matching,2,6,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,711,1
29498939,self-matching,2,7,Matching,triangle,self,self,Self,self,self,self,Self,neutral,696,1
29498939,self-matching,2,8,Matching,triangle,self,self,Self,self,self,self,Self,neutral,623,1
29498939,self-matching,2,9,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,801,1
29498939,self-matching,2,10,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,happy,659,0
29498939,self-matching,2,11,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,756,1
29498939,self-matching,2,12,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,1035,1
29498939,self-matching,2,13,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,neutral,757,1
29498939,self-matching,2,14,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,happy,1083,1
29498939,self-matching,2,15,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,happy,916,1
29498939,self-matching,2,16,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,happy,818,1
29498939,self-matching,2,17,Matching,triangle,self,self,Self,self,self,self,Self,happy,580,1
29498939,self-matching,2,18,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,926,1
29498939,self-matching,2,19,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,neutral,607,0
29498939,self-matching,2,20,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,730,1
29498939,self-matching,2,21,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,870,1
29498939,self-matching,2,22,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,happy,903,0
29498939,self-matching,2,23,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,1287,1
29498939,self-matching,2,24,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,895,1
29498939,self-matching,2,25,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,happy,1083,1
29498939,self-matching,2,26,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,happy,862,1
29498939,self-matching,2,27,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,906,1
29498939,self-matching,2,28,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,975,1
29498939,self-matching,2,29,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,748,0
29498939,self-matching,2,30,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,neutral,824,1
29498939,self-matching,2,31,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,happy,813,1
29498939,self-matching,2,32,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,806,1
29498939,self-matching,2,33,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,794,1
29498939,self-matching,2,34,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,637,1
29498939,self-matching,2,35,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,happy,861,1
29498939,self-matching,2,36,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,neutral,902,1
29498939,self-matching,2,37,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,happy,960,1
29498939,self-matching,2,38,Matching,triangle,self,self,Self,self,self,self,Self,neutral,618,1
29498939,self-matching,2,39,Nonmatching,pentagon,friend,friend,Close,self,self,self,Self,neutral,759,1
29498939,self-matching,2,40,Nonmatching,pentagon,friend,friend,Close,stranger,stranger,stranger,Stranger,happy,1007,1
29498939,self-matching,2,41,Nonmatching,diamond,stranger,stranger,Stranger,self,self,self,Self,neutral,941,1
29498939,self-matching,2,42,Nonmatching,diamond,stranger,stranger,Stranger,friend,friend,friend,Close,happy,1112,1
29498939,self-matching,2,43,Matching,triangle,self,self,Self,self,self,self,Self,happy,727,1
29498939,self-matching,2,44,Matching,triangle,self,self,Self,self,self,self,Self,happy,719,1
29498939,self-matching,2,45,Matching,triangle,self,self,Self,self,self,self,Self,happy,695,1
29498939,self-matching,2,46,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,816,1
29498939,self-matching,2,47,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,727,1
29498939,self-matching,2,48,Matching,triangle,self,self,Self,self,self,self,Self,neutral,626,1
29498939,self-matching,2,49,Matching,triangle,self,self,Self,self,self,self,Self,happy,579,1
29498939,self-matching,2,50,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,620,1
29498939,self-matching,2,51,Nonmatching,triangle,self,self,Self,stranger,stranger,stranger,Stranger,happy,767,1
29498939,self-matching,2,52,Matching,triangle,self,self,Self,self,self,self,Self,happy,548,1
29498939,self-matching,2,53,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,happy,770,1
29498939,self-matching,2,54,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,799,1
29498939,self-matching,2,55,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,1494,1
29498939,self-matching,2,56,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,happy,630,1
29498939,self-matching,2,57,Matching,triangle,self,self,Self,self,self,self,Self,neutral,524,1
29498939,self-matching,2,58,Matching,diamond,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,happy,786,1
29498939,self-matching,2,59,Matching,pentagon,friend,friend,Close,friend,friend,friend,Close,neutral,685,1
29498939,self-matching,2,60,Nonmatching,triangle,self,self,Self,friend,friend,friend,Close,neutral,885,1
