Subject,Task,Block,Trial,Matching,Shape,Label,extraIV1,RT_ms,ACC
18227,facialExpression-matching,3,13,Matching,triangle,neutral.tif,stranger,650,1
18227,facialExpression-matching,3,14,Nonmatching,triangle,happy.tif,self,918,0
18227,facialExpression-matching,3,15,Matching,diamond,happy.tif,stranger,826,1
18227,facialExpression-matching,3,16,Nonmatching,diamond,neutral.tif,self,871,1
18227,facialExpression-matching,3,17,Nonmatching,pentagon,neutral.tif,stranger,885,1
18227,facialExpression-matching,3,18,Nonmatching,triangle,sad.tif,stranger,755,1
18227,facialExpression-matching,3,19,Matching,triangle,neutral.tif,stranger,686,1
18227,facialExpression-matching,3,20,Nonmatching,diamond,neutral.tif,self,735,1
18227,facialExpression-matching,3,21,Matching,diamond,happy.tif,stranger,909,1
18227,facialExpression-matching,3,22,Nonmatching,diamond,sad.tif,stranger,1287,1
18227,facialExpression-matching,3,23,Nonmatching,diamond,neutral.tif,stranger,647,1
18227,facialExpression-matching,3,24,Matching,diamond,happy.tif,self,648,1
18227,facialExpression-matching,3,25,Nonmatching,pentagon,neutral.tif,self,732,0
18227,facialExpression-matching,3,26,Matching,triangle,neutral.tif,self,941,1
18227,facialExpression-matching,3,27,Matching,triangle,neutral.tif,self,817,0
18227,facialExpression-matching,3,28,Nonmatching,diamond,sad.tif,stranger,839,1
18227,facialExpression-matching,3,29,Nonmatching,pentagon,neutral.tif,self,1039,1
18227,facialExpression-matching,3,30,Nonmatching,pentagon,happy.tif,self,1020,1
18227,facialExpression-matching,3,31,Matching,diamond,happy.tif,stranger,860,1
18227,facialExpression-matching,3,32,Matching,pentagon,sad.tif,self,969,1
18227,facialExpression-matching,3,33,Matching,triangle,neutral.tif,stranger,768,1
18227,facialExpression-matching,3,34,Matching,pentagon,sad.tif,self,870,1
18227,facialExpression-matching,3,35,Matching,pentagon,sad.tif,self,811,1
18227,facialExpression-matching,3,36,Matching,diamond,happy.tif,self,671,1
18227,facialExpression-matching,3,37,Matching,diamond,happy.tif,self,791,1
18227,facialExpression-matching,3,38,Matching,pentagon,sad.tif,stranger,931,1
18227,facialExpression-matching,3,39,Nonmatching,diamond,sad.tif,self,828,1
18227,facialExpression-matching,3,40,Matching,pentagon,sad.tif,stranger,716,1
18227,facialExpression-matching,3,41,Matching,triangle,neutral.tif,stranger,849,1
18227,facialExpression-matching,3,42,Nonmatching,pentagon,happy.tif,stranger,1311,0
18227,facialExpression-matching,3,43,Nonmatching,triangle,happy.tif,stranger,1500,
18227,facialExpression-matching,3,44,Matching,diamond,happy.tif,self,571,1
18227,facialExpression-matching,3,45,Matching,triangle,neutral.tif,stranger,645,1
18227,facialExpression-matching,3,46,Nonmatching,diamond,neutral.tif,stranger,850,1
18227,facialExpression-matching,3,47,Nonmatching,triangle,sad.tif,stranger,971,1
18227,facialExpression-matching,3,48,Matching,triangle,neutral.tif,self,522,1
18227,facialExpression-matching,3,49,Matching,pentagon,sad.tif,self,929,0
18227,facialExpression-matching,3,50,Matching,pentagon,sad.tif,stranger,1101,1
18227,facialExpression-matching,3,51,Nonmatching,pentagon,happy.tif,self,1262,1
18227,facialExpression-matching,3,52,Matching,diamond,happy.tif,self,1045,1
18227,facialExpression-matching,3,53,Matching,pentagon,sad.tif,stranger,812,1
18227,facialExpression-matching,3,54,Matching,diamond,happy.tif,stranger,715,1
18227,facialExpression-matching,3,55,Nonmatching,pentagon,neutral.tif,stranger,989,1
18227,facialExpression-matching,3,56,Nonmatching,triangle,sad.tif,self,740,1
18227,facialExpression-matching,3,57,Nonmatching,triangle,sad.tif,self,806,1
18227,facialExpression-matching,3,58,Nonmatching,diamond,sad.tif,self,867,1
18227,facialExpression-matching,3,59,Nonmatching,pentagon,happy.tif,stranger,1049,1
18227,facialExpression-matching,3,60,Nonmatching,diamond,sad.tif,self,1500,
18227,facialExpression-matching,3,61,Matching,diamond,happy.tif,stranger,571,0
18227,facialExpression-matching,3,62,Nonmatching,triangle,happy.tif,stranger,960,1
18227,facialExpression-matching,3,63,Nonmatching,triangle,happy.tif,self,816,1
18227,facialExpression-matching,3,64,Nonmatching,pentagon,neutral.tif,stranger,707,1
18227,facialExpression-matching,3,65,Nonmatching,pentagon,neutral.tif,self,867,1
18227,facialExpression-matching,3,66,Matching,triangle,neutral.tif,self,856,1
18227,facialExpression-matching,3,67,Matching,triangle,neutral.tif,self,837,1
18227,facialExpression-matching,3,68,Matching,pentagon,sad.tif,stranger,1156,1
18227,facialExpression-matching,3,69,Nonmatching,pentagon,happy.tif,self,1022,1
18227,facialExpression-matching,3,70,Nonmatching,diamond,sad.tif,stranger,837,1
18227,facialExpression-matching,3,71,Nonmatching,pentagon,happy.tif,stranger,1064,1
18227,facialExpression-matching,3,72,Nonmatching,triangle,happy.tif,self,890,1
18227,facialExpression-matching,4,1,Matching,pentagon,sad.tif,stranger,646,0
18227,facialExpression-matching,4,2,Matching,triangle,neutral.tif,stranger,824,1
18227,facialExpression-matching,4,3,Nonmatching,triangle,happy.tif,stranger,655,1
18227,facialExpression-matching,4,4,Nonmatching,diamond,sad.tif,stranger,767,1
18227,facialExpression-matching,4,5,Matching,triangle,neutral.tif,self,547,1
18227,facialExpression-matching,4,6,Matching,diamond,happy.tif,self,781,1
18227,facialExpression-matching,4,7,Nonmatching,pentagon,neutral.tif,self,528,1
18227,facialExpression-matching,4,8,Matching,diamond,happy.tif,self,672,1
18227,facialExpression-matching,4,9,Nonmatching,triangle,sad.tif,self,692,1
18227,facialExpression-matching,4,10,Matching,diamond,happy.tif,stranger,928,1
18227,facialExpression-matching,4,11,Nonmatching,diamond,neutral.tif,stranger,1137,1
18227,facialExpression-matching,4,12,Matching,diamond,happy.tif,stranger,1437,1
18227,facialExpression-matching,4,13,Matching,pentagon,sad.tif,stranger,1183,1
18227,facialExpression-matching,4,14,Nonmatching,triangle,sad.tif,self,721,1
18227,facialExpression-matching,4,15,Nonmatching,pentagon,happy.tif,stranger,815,0
18227,facialExpression-matching,4,16,Nonmatching,pentagon,neutral.tif,stranger,921,1
18227,facialExpression-matching,4,17,Matching,pentagon,sad.tif,self,1232,1
18227,facialExpression-matching,4,18,Nonmatching,triangle,happy.tif,self,876,1
18227,facialExpression-matching,4,19,Matching,pentagon,sad.tif,stranger,961,1
18227,facialExpression-matching,4,20,Nonmatching,triangle,sad.tif,stranger,1059,1
18227,facialExpression-matching,4,21,Nonmatching,triangle,sad.tif,stranger,964,1
18227,facialExpression-matching,4,22,Nonmatching,triangle,sad.tif,self,586,1
18227,facialExpression-matching,4,23,Matching,pentagon,sad.tif,self,795,1
18227,facialExpression-matching,4,24,Matching,triangle,neutral.tif,self,811,0
18227,facialExpression-matching,4,25,Matching,diamond,happy.tif,self,459,0
18227,facialExpression-matching,4,26,Nonmatching,diamond,neutral.tif,self,345,0
18227,facialExpression-matching,4,27,Nonmatching,diamond,neutral.tif,stranger,920,1
18227,facialExpression-matching,4,28,Nonmatching,diamond,neutral.tif,self,1078,1
18227,facialExpression-matching,4,29,Matching,diamond,happy.tif,stranger,830,1
18227,facialExpression-matching,4,30,Matching,diamond,happy.tif,stranger,621,1
18227,facialExpression-matching,4,31,Nonmatching,diamond,sad.tif,self,699,1
18227,facialExpression-matching,4,32,Matching,pentagon,sad.tif,self,1035,1
18227,facialExpression-matching,4,33,Matching,triangle,neutral.tif,stranger,576,1
18227,facialExpression-matching,4,34,Matching,diamond,happy.tif,stranger,636,0
18227,facialExpression-matching,4,35,Matching,triangle,neutral.tif,stranger,444,1
18227,facialExpression-matching,4,36,Matching,triangle,neutral.tif,self,394,1
18227,facialExpression-matching,4,37,Nonmatching,pentagon,happy.tif,self,526,1
18227,facialExpression-matching,4,38,Matching,diamond,happy.tif,self,645,1
18227,facialExpression-matching,4,39,Matching,triangle,neutral.tif,self,948,1
18227,facialExpression-matching,4,40,Matching,diamond,happy.tif,self,521,0
18227,facialExpression-matching,4,41,Matching,triangle,neutral.tif,stranger,380,1
18227,facialExpression-matching,4,42,Matching,pentagon,sad.tif,stranger,610,0
18227,facialExpression-matching,4,43,Nonmatching,diamond,neutral.tif,stranger,1500,
18227,facialExpression-matching,4,44,Nonmatching,triangle,sad.tif,stranger,905,1
18227,facialExpression-matching,4,45,Nonmatching,pentagon,neutral.tif,self,962,1
18227,facialExpression-matching,4,46,Nonmatching,diamond,sad.tif,stranger,843,1
18227,facialExpression-matching,4,47,Matching,pentagon,sad.tif,stranger,1027,1
18227,facialExpression-matching,4,48,Nonmatching,triangle,happy.tif,stranger,976,1
18227,facialExpression-matching,4,49,Matching,triangle,neutral.tif,self,629,1
18227,facialExpression-matching,4,50,Nonmatching,triangle,happy.tif,self,696,1
18227,facialExpression-matching,4,51,Nonmatching,pentagon,happy.tif,self,1005,1
18227,facialExpression-matching,4,52,Nonmatching,triangle,happy.tif,self,442,0
18227,facialExpression-matching,4,53,Matching,pentagon,sad.tif,self,924,1
18227,facialExpression-matching,4,54,Matching,triangle,neutral.tif,stranger,1189,1
18227,facialExpression-matching,4,55,Matching,pentagon,sad.tif,self,933,0
18227,facialExpression-matching,4,56,Nonmatching,pentagon,neutral.tif,self,780,0
18227,facialExpression-matching,4,57,Nonmatching,pentagon,happy.tif,self,720,1
18227,facialExpression-matching,4,58,Nonmatching,diamond,sad.tif,self,1018,0
18227,facialExpression-matching,4,59,Matching,diamond,happy.tif,stranger,719,1
18227,facialExpression-matching,4,60,Nonmatching,triangle,happy.tif,stranger,728,1
18227,facialExpression-matching,4,61,Nonmatching,pentagon,neutral.tif,stranger,720,1
18227,facialExpression-matching,4,62,Nonmatching,pentagon,happy.tif,stranger,747,1
18227,facialExpression-matching,4,63,Nonmatching,diamond,sad.tif,self,1065,1
18227,facialExpression-matching,4,64,Matching,pentagon,sad.tif,stranger,1047,1
18227,facialExpression-matching,4,65,Nonmatching,diamond,neutral.tif,self,977,1
18227,facialExpression-matching,4,66,Nonmatching,pentagon,happy.tif,stranger,932,1
18227,facialExpression-matching,4,67,Matching,pentagon,sad.tif,self,940,0
18227,facialExpression-matching,4,68,Matching,triangle,neutral.tif,stranger,714,1
18227,facialExpression-matching,4,69,Nonmatching,pentagon,neutral.tif,stranger,800,1
18227,facialExpression-matching,4,70,Matching,triangle,neutral.tif,self,575,1
18227,facialExpression-matching,4,71,Matching,diamond,happy.tif,self,904,1
18227,facialExpression-matching,4,72,Nonmatching,diamond,sad.tif,stranger,829,1
18227,facialExpression-matching,5,1,Matching,pentagon,sad.tif,self,1064,1
18227,facialExpression-matching,5,2,Matching,triangle,neutral.tif,stranger,599,1
18227,facialExpression-matching,5,3,Nonmatching,triangle,sad.tif,self,576,1
18227,facialExpression-matching,5,4,Matching,diamond,happy.tif,stranger,575,1
18227,facialExpression-matching,5,5,Nonmatching,diamond,sad.tif,self,655,1
18227,facialExpression-matching,5,6,Nonmatching,diamond,sad.tif,stranger,898,1
18227,facialExpression-matching,5,7,Matching,diamond,happy.tif,stranger,1201,1
18227,facialExpression-matching,5,8,Matching,pentagon,sad.tif,stranger,768,0
18227,facialExpression-matching,5,9,Nonmatching,triangle,sad.tif,stranger,681,1
18227,facialExpression-matching,5,10,Matching,triangle,neutral.tif,stranger,440,1
18227,facialExpression-matching,5,11,Matching,diamond,happy.tif,stranger,347,0
18227,facialExpression-matching,5,12,Nonmatching,triangle,happy.tif,stranger,859,1
18227,facialExpression-matching,5,13,Matching,diamond,happy.tif,self,1500,
18227,facialExpression-matching,5,14,Matching,triangle,neutral.tif,stranger,1500,
18227,facialExpression-matching,5,15,Matching,diamond,happy.tif,stranger,843,1
18227,facialExpression-matching,5,16,Matching,triangle,neutral.tif,self,487,1
18227,facialExpression-matching,5,17,Nonmatching,pentagon,happy.tif,stranger,474,1
18227,facialExpression-matching,5,18,Matching,diamond,happy.tif,self,767,1
18227,facialExpression-matching,5,19,Nonmatching,triangle,sad.tif,stranger,391,0
18227,facialExpression-matching,5,20,Matching,triangle,neutral.tif,self,199,0
18227,facialExpression-matching,5,21,Matching,pentagon,sad.tif,self,320,1
18227,facialExpression-matching,5,22,Matching,triangle,neutral.tif,self,689,1
18227,facialExpression-matching,5,23,Nonmatching,diamond,neutral.tif,stranger,742,0
18227,facialExpression-matching,5,24,Nonmatching,diamond,neutral.tif,self,982,1
18227,facialExpression-matching,5,25,Matching,diamond,happy.tif,stranger,401,1
18227,facialExpression-matching,5,26,Nonmatching,diamond,sad.tif,stranger,196,0
18227,facialExpression-matching,5,27,Matching,pentagon,sad.tif,stranger,659,0
18227,facialExpression-matching,5,28,Nonmatching,triangle,sad.tif,stranger,885,1
18227,facialExpression-matching,5,29,Nonmatching,diamond,sad.tif,self,894,1
18227,facialExpression-matching,5,30,Nonmatching,diamond,neutral.tif,self,604,0
18227,facialExpression-matching,5,31,Matching,pentagon,sad.tif,stranger,971,0
18227,facialExpression-matching,5,32,Matching,pentagon,sad.tif,self,1246,1
18227,facialExpression-matching,5,33,Nonmatching,triangle,happy.tif,self,1212,1
18227,facialExpression-matching,5,34,Matching,pentagon,sad.tif,stranger,925,1
18227,facialExpression-matching,5,35,Nonmatching,triangle,happy.tif,self,1242,1
18227,facialExpression-matching,5,36,Nonmatching,pentagon,neutral.tif,self,1069,1
18227,facialExpression-matching,5,37,Nonmatching,triangle,happy.tif,stranger,797,1
18227,facialExpression-matching,5,38,Matching,diamond,happy.tif,self,1107,1
18227,facialExpression-matching,5,39,Nonmatching,triangle,sad.tif,self,1078,1
18227,facialExpression-matching,5,40,Matching,triangle,neutral.tif,self,765,1
18227,facialExpression-matching,5,41,Matching,triangle,neutral.tif,self,541,1
18227,facialExpression-matching,5,42,Nonmatching,triangle,happy.tif,self,568,1
18227,facialExpression-matching,5,43,Matching,pentagon,sad.tif,self,1013,1
18227,facialExpression-matching,5,44,Matching,pentagon,sad.tif,self,966,1
18227,facialExpression-matching,5,45,Nonmatching,diamond,neutral.tif,stranger,1243,1
18227,facialExpression-matching,5,46,Nonmatching,pentagon,neutral.tif,self,998,1
18227,facialExpression-matching,5,47,Nonmatching,triangle,sad.tif,self,794,1
18227,facialExpression-matching,5,48,Matching,pentagon,sad.tif,self,1186,1
18227,facialExpression-matching,5,49,Nonmatching,pentagon,happy.tif,stranger,983,0
18227,facialExpression-matching,5,50,Nonmatching,diamond,sad.tif,stranger,1500,
18227,facialExpression-matching,5,51,Matching,diamond,happy.tif,stranger,1007,0
18227,facialExpression-matching,5,52,Matching,pentagon,sad.tif,stranger,892,0
18227,facialExpression-matching,5,53,Nonmatching,pentagon,neutral.tif,stranger,1218,1
18227,facialExpression-matching,5,54,Nonmatching,triangle,happy.tif,stranger,780,1
18227,facialExpression-matching,5,55,Matching,diamond,happy.tif,self,1087,1
18227,facialExpression-matching,5,56,Matching,triangle,neutral.tif,self,677,1
18227,facialExpression-matching,5,57,Matching,triangle,neutral.tif,stranger,612,0
18227,facialExpression-matching,5,58,Nonmatching,diamond,sad.tif,self,894,1
18227,facialExpression-matching,5,59,Nonmatching,pentagon,neutral.tif,self,1020,1
18227,facialExpression-matching,5,60,Nonmatching,pentagon,happy.tif,stranger,647,0
18227,facialExpression-matching,5,61,Matching,triangle,neutral.tif,stranger,610,1
18227,facialExpression-matching,5,62,Nonmatching,diamond,neutral.tif,self,699,1
18227,facialExpression-matching,5,63,Nonmatching,pentagon,happy.tif,self,930,1
18227,facialExpression-matching,5,64,Nonmatching,diamond,neutral.tif,stranger,730,1
18227,facialExpression-matching,5,65,Nonmatching,pentagon,happy.tif,self,1083,1
18227,facialExpression-matching,5,66,Nonmatching,pentagon,happy.tif,self,1045,1
18227,facialExpression-matching,5,67,Matching,triangle,neutral.tif,stranger,649,1
18227,facialExpression-matching,5,68,Nonmatching,pentagon,neutral.tif,stranger,1018,1
18227,facialExpression-matching,5,69,Matching,diamond,happy.tif,self,740,1
18227,facialExpression-matching,5,70,Matching,pentagon,sad.tif,stranger,663,0
18227,facialExpression-matching,5,71,Matching,diamond,happy.tif,self,818,1
18227,facialExpression-matching,5,72,Nonmatching,pentagon,neutral.tif,stranger,1020,1
18255,facialExpression-matching,1,1,Nonmatching,pentagon,happy.tif,stranger,1500,
18255,facialExpression-matching,1,2,Matching,diamond,neutral.tif,self,789,0
18255,facialExpression-matching,1,3,Matching,diamond,neutral.tif,self,382,1
18255,facialExpression-matching,1,4,Matching,diamond,neutral.tif,stranger,605,0
18255,facialExpression-matching,1,5,Nonmatching,pentagon,neutral.tif,self,868,1
18255,facialExpression-matching,1,6,Nonmatching,triangle,sad.tif,self,773,0
18255,facialExpression-matching,1,7,Nonmatching,pentagon,neutral.tif,stranger,1139,1
18255,facialExpression-matching,1,8,Nonmatching,pentagon,happy.tif,self,1063,1
18255,facialExpression-matching,1,9,Nonmatching,pentagon,happy.tif,stranger,1327,1
18255,facialExpression-matching,1,10,Matching,diamond,neutral.tif,self,1186,1
18255,facialExpression-matching,1,11,Nonmatching,pentagon,happy.tif,stranger,991,1
18255,facialExpression-matching,1,12,Matching,pentagon,sad.tif,self,1057,0
18255,facialExpression-matching,1,13,Matching,triangle,happy.tif,self,588,1
18255,facialExpression-matching,1,14,Nonmatching,triangle,sad.tif,stranger,926,1
18255,facialExpression-matching,1,15,Matching,pentagon,sad.tif,stranger,1446,1
18255,facialExpression-matching,1,16,Matching,triangle,happy.tif,self,717,1
18255,facialExpression-matching,1,17,Nonmatching,pentagon,neutral.tif,stranger,681,1
18255,facialExpression-matching,1,18,Nonmatching,diamond,happy.tif,self,1258,0
18255,facialExpression-matching,1,19,Nonmatching,diamond,happy.tif,stranger,970,1
18255,facialExpression-matching,1,20,Matching,diamond,neutral.tif,stranger,1018,0
18255,facialExpression-matching,1,21,Matching,pentagon,sad.tif,stranger,1129,0
18255,facialExpression-matching,1,22,Nonmatching,diamond,sad.tif,self,1265,0
18255,facialExpression-matching,1,23,Nonmatching,pentagon,neutral.tif,stranger,1333,1
18255,facialExpression-matching,1,24,Nonmatching,triangle,sad.tif,self,727,0
18255,facialExpression-matching,1,25,Nonmatching,diamond,sad.tif,stranger,939,1
18255,facialExpression-matching,1,26,Matching,triangle,happy.tif,stranger,1110,1
18255,facialExpression-matching,1,27,Matching,pentagon,sad.tif,self,704,0
18255,facialExpression-matching,1,28,Nonmatching,pentagon,happy.tif,self,1148,0
18255,facialExpression-matching,1,29,Nonmatching,diamond,happy.tif,stranger,905,1
18255,facialExpression-matching,1,30,Nonmatching,pentagon,neutral.tif,self,884,1
18255,facialExpression-matching,1,31,Nonmatching,triangle,sad.tif,self,770,1
18255,facialExpression-matching,1,32,Nonmatching,triangle,neutral.tif,stranger,921,1
18255,facialExpression-matching,1,33,Nonmatching,diamond,happy.tif,self,775,0
18255,facialExpression-matching,1,34,Matching,pentagon,sad.tif,self,1383,0
18255,facialExpression-matching,1,35,Matching,pentagon,sad.tif,self,1500,
18255,facialExpression-matching,1,36,Matching,pentagon,sad.tif,stranger,635,0
18255,facialExpression-matching,1,37,Matching,triangle,happy.tif,self,676,1
18255,facialExpression-matching,1,38,Matching,diamond,neutral.tif,self,603,0
18255,facialExpression-matching,1,39,Matching,triangle,happy.tif,stranger,580,1
18255,facialExpression-matching,1,40,Nonmatching,triangle,neutral.tif,self,884,0
18255,facialExpression-matching,1,41,Matching,diamond,neutral.tif,stranger,1095,0
18255,facialExpression-matching,1,42,Matching,triangle,happy.tif,stranger,960,1
18255,facialExpression-matching,1,43,Nonmatching,diamond,sad.tif,stranger,944,0
18255,facialExpression-matching,1,44,Nonmatching,diamond,happy.tif,stranger,713,0
18255,facialExpression-matching,1,45,Matching,diamond,neutral.tif,self,887,0
18255,facialExpression-matching,1,46,Matching,pentagon,sad.tif,self,1011,0
18255,facialExpression-matching,1,47,Nonmatching,triangle,neutral.tif,self,929,0
18255,facialExpression-matching,1,48,Matching,diamond,neutral.tif,stranger,1500,
18255,facialExpression-matching,1,49,Matching,triangle,happy.tif,self,739,1
18255,facialExpression-matching,1,50,Nonmatching,pentagon,neutral.tif,self,834,0
18255,facialExpression-matching,1,51,Matching,triangle,happy.tif,self,634,1
18255,facialExpression-matching,1,52,Matching,pentagon,sad.tif,stranger,918,1
18255,facialExpression-matching,1,53,Nonmatching,triangle,neutral.tif,self,759,0
18255,facialExpression-matching,1,54,Nonmatching,triangle,sad.tif,stranger,589,0
18255,facialExpression-matching,1,55,Matching,diamond,neutral.tif,self,758,0
18255,facialExpression-matching,1,56,Matching,diamond,neutral.tif,stranger,1100,0
18255,facialExpression-matching,1,57,Nonmatching,diamond,sad.tif,self,246,0
18255,facialExpression-matching,1,58,Nonmatching,triangle,neutral.tif,stranger,881,0
18255,facialExpression-matching,1,59,Matching,triangle,happy.tif,stranger,771,1
18255,facialExpression-matching,1,60,Nonmatching,triangle,neutral.tif,stranger,901,1
18255,facialExpression-matching,1,61,Matching,pentagon,sad.tif,stranger,1196,1
18255,facialExpression-matching,1,62,Matching,pentagon,sad.tif,stranger,1287,1
18255,facialExpression-matching,1,63,Matching,diamond,neutral.tif,stranger,1016,0
18255,facialExpression-matching,1,64,Matching,triangle,happy.tif,stranger,793,1
18255,facialExpression-matching,1,65,Nonmatching,pentagon,happy.tif,self,1152,1
18255,facialExpression-matching,1,66,Nonmatching,diamond,sad.tif,self,1142,0
18255,facialExpression-matching,1,67,Matching,triangle,happy.tif,stranger,728,1
18255,facialExpression-matching,1,68,Matching,pentagon,sad.tif,self,871,0
18255,facialExpression-matching,1,69,Nonmatching,diamond,happy.tif,self,1263,1
18255,facialExpression-matching,1,70,Matching,triangle,happy.tif,self,881,1
18255,facialExpression-matching,1,71,Nonmatching,triangle,sad.tif,stranger,918,1
18255,facialExpression-matching,1,72,Nonmatching,diamond,sad.tif,stranger,1348,0
18255,facialExpression-matching,2,1,Matching,diamond,neutral.tif,stranger,920,0
18255,facialExpression-matching,2,2,Matching,diamond,neutral.tif,stranger,1063,0
18255,facialExpression-matching,2,3,Nonmatching,diamond,sad.tif,stranger,1459,0
18255,facialExpression-matching,2,4,Nonmatching,triangle,sad.tif,stranger,936,1
18255,facialExpression-matching,2,5,Nonmatching,pentagon,neutral.tif,self,1085,0
18255,facialExpression-matching,2,6,Nonmatching,diamond,sad.tif,self,1067,0
18255,facialExpression-matching,2,7,Nonmatching,triangle,neutral.tif,stranger,838,1
18255,facialExpression-matching,2,8,Matching,pentagon,sad.tif,stranger,1011,0
18255,facialExpression-matching,2,9,Matching,diamond,neutral.tif,self,1009,1
18255,facialExpression-matching,2,10,Matching,triangle,happy.tif,stranger,744,1
18255,facialExpression-matching,2,11,Nonmatching,triangle,sad.tif,self,949,1
18255,facialExpression-matching,2,12,Nonmatching,triangle,neutral.tif,self,878,1
18255,facialExpression-matching,2,13,Nonmatching,pentagon,happy.tif,self,909,0
18255,facialExpression-matching,2,14,Nonmatching,pentagon,happy.tif,stranger,1234,1
18255,facialExpression-matching,2,15,Matching,pentagon,sad.tif,stranger,1010,1
18255,facialExpression-matching,2,16,Nonmatching,triangle,neutral.tif,stranger,804,0
18255,facialExpression-matching,2,17,Matching,triangle,happy.tif,self,797,1
18255,facialExpression-matching,2,18,Matching,diamond,neutral.tif,stranger,649,0
18255,facialExpression-matching,2,19,Matching,pentagon,sad.tif,self,772,1
18255,facialExpression-matching,2,20,Matching,pentagon,sad.tif,stranger,884,0
18255,facialExpression-matching,2,21,Nonmatching,diamond,sad.tif,stranger,1229,1
18255,facialExpression-matching,2,22,Matching,diamond,neutral.tif,stranger,723,0
18255,facialExpression-matching,2,23,Nonmatching,pentagon,neutral.tif,self,944,1
18255,facialExpression-matching,2,24,Matching,pentagon,sad.tif,self,1174,0
18255,facialExpression-matching,2,25,Nonmatching,pentagon,happy.tif,self,818,1
18255,facialExpression-matching,2,26,Matching,pentagon,sad.tif,stranger,812,1
18255,facialExpression-matching,2,27,Matching,triangle,happy.tif,stranger,869,1
18255,facialExpression-matching,2,28,Nonmatching,triangle,sad.tif,stranger,711,1
18255,facialExpression-matching,2,29,Nonmatching,pentagon,happy.tif,stranger,1311,0
18255,facialExpression-matching,2,30,Nonmatching,triangle,neutral.tif,self,1035,0
18255,facialExpression-matching,2,31,Nonmatching,pentagon,neutral.tif,stranger,953,0
18255,facialExpression-matching,2,32,Nonmatching,diamond,happy.tif,stranger,730,1
18255,facialExpression-matching,2,33,Nonmatching,triangle,neutral.tif,stranger,792,1
18255,facialExpression-matching,2,34,Matching,diamond,neutral.tif,self,1366,1
18255,facialExpression-matching,2,35,Matching,diamond,neutral.tif,self,1052,0
18255,facialExpression-matching,2,36,Matching,triangle,happy.tif,self,691,1
18255,facialExpression-matching,2,37,Nonmatching,diamond,sad.tif,self,1042,0
18255,facialExpression-matching,2,38,Matching,triangle,happy.tif,stranger,681,1
18255,facialExpression-matching,2,39,Nonmatching,triangle,sad.tif,self,744,1
18255,facialExpression-matching,2,40,Nonmatching,diamond,happy.tif,stranger,1384,1
18255,facialExpression-matching,2,41,Matching,diamond,neutral.tif,self,886,1
18255,facialExpression-matching,2,42,Nonmatching,diamond,happy.tif,self,746,1
18255,facialExpression-matching,2,43,Nonmatching,triangle,sad.tif,stranger,844,1
18255,facialExpression-matching,2,44,Nonmatching,diamond,sad.tif,self,891,0
18255,facialExpression-matching,2,45,Matching,triangle,happy.tif,self,778,1
18255,facialExpression-matching,2,46,Nonmatching,pentagon,neutral.tif,stranger,805,1
18255,facialExpression-matching,2,47,Matching,diamond,neutral.tif,self,846,1
18255,facialExpression-matching,2,48,Matching,diamond,neutral.tif,stranger,809,0
18255,facialExpression-matching,2,49,Nonmatching,diamond,happy.tif,self,1077,0
18255,facialExpression-matching,2,50,Matching,diamond,neutral.tif,stranger,876,1
18255,facialExpression-matching,2,51,Nonmatching,triangle,sad.tif,self,810,1
18255,facialExpression-matching,2,52,Nonmatching,diamond,happy.tif,self,996,0
18255,facialExpression-matching,2,53,Matching,pentagon,sad.tif,self,1311,1
18255,facialExpression-matching,2,54,Nonmatching,pentagon,neutral.tif,stranger,933,1
18255,facialExpression-matching,2,55,Matching,triangle,happy.tif,self,791,1
18255,facialExpression-matching,2,56,Matching,diamond,neutral.tif,self,743,0
18255,facialExpression-matching,2,57,Nonmatching,pentagon,neutral.tif,self,720,0
18255,facialExpression-matching,2,58,Matching,triangle,happy.tif,self,819,1
18255,facialExpression-matching,2,59,Matching,triangle,happy.tif,stranger,670,1
18255,facialExpression-matching,2,60,Matching,triangle,happy.tif,self,501,1
18255,facialExpression-matching,2,61,Nonmatching,diamond,sad.tif,stranger,652,1
18255,facialExpression-matching,2,62,Matching,triangle,happy.tif,stranger,1001,1
18255,facialExpression-matching,2,63,Matching,pentagon,sad.tif,self,925,1
18255,facialExpression-matching,2,64,Matching,pentagon,sad.tif,self,869,1
18255,facialExpression-matching,2,65,Matching,pentagon,sad.tif,self,869,0
18255,facialExpression-matching,2,66,Matching,pentagon,sad.tif,stranger,737,1
18255,facialExpression-matching,2,67,Nonmatching,pentagon,happy.tif,stranger,963,1
18255,facialExpression-matching,2,68,Nonmatching,diamond,happy.tif,stranger,1068,1
18255,facialExpression-matching,2,69,Matching,pentagon,sad.tif,stranger,763,1
18255,facialExpression-matching,2,70,Matching,triangle,happy.tif,stranger,699,1
18255,facialExpression-matching,2,71,Nonmatching,triangle,neutral.tif,self,575,1
18255,facialExpression-matching,2,72,Nonmatching,pentagon,happy.tif,self,934,0
18255,facialExpression-matching,3,1,Matching,triangle,happy.tif,stranger,741,1
18255,facialExpression-matching,3,2,Nonmatching,pentagon,neutral.tif,stranger,709,0
18255,facialExpression-matching,3,3,Nonmatching,diamond,happy.tif,stranger,884,1
18255,facialExpression-matching,3,4,Nonmatching,pentagon,happy.tif,stranger,1089,1
18255,facialExpression-matching,3,5,Matching,triangle,happy.tif,stranger,797,1
