"Subject","Block","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","411","0.411","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","325","0.325","0"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","474","0.474","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","226","0.226","0"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","434","0.434","0"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","845","0.845","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","297","0.297","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","312","0.312","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","277","0.277","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","262","0.262","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","261","0.261","0"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","897","0.897","1"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","880","0.88","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","741","0.741","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","548","0.548","0"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","439","0.439","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","239","0.239","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","235","0.235","1"
"24","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","552","0.552","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","736","0.736","1"
"24","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","712","0.712","1"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","893","0.893","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","834","0.834","1"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","725","0.725","1"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","901","0.901","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","672","0.672","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","452","0.452","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","736","0.736","1"
"24","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","576","0.576","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","410","0.41","0"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","886","0.886","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","584","0.584","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","378","0.378","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","360","0.36","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","318","0.318","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","673","0.673","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","385","0.385","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","517","0.517","1"
"24","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","703","0.703","1"
"24","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","513","0.513","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","535","0.535","0"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","476","0.476","1"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","546","0.546","0"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","879","0.879","1"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","650","0.65","0"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","1008","1.008","0"
"24","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","657","0.657","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","884","0.884","1"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","423","0.423","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","666","0.666","0"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","403","0.403","0"
"24","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","940","0.94","1"
"24","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","771","0.771","1"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","749","0.749","1"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","523","0.523","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","762","0.762","0"
"24","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","590","0.59","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","793","0.793","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","617","0.617","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","689","0.689","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","512","0.512","1"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","836","0.836","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","669","0.669","0"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","721","0.721","0"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","535","0.535","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","392","0.392","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","524","0.524","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","492","0.492","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","388","0.388","1"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","330","0.33","0"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","996","0.996","0"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","1082","1.082","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","862","0.862","0"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","823","0.823","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","1004","1.004","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","511","0.511","1"
"24","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","1073","1.073","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","464","0.464","0"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","642","0.642","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","612","0.612","1"
"24","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","686","0.686","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","660","0.66","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","450","0.45","1"
"24","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","867","0.867","1"
"24","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","940","0.94","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","824","0.824","1"
"24","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","486","0.486","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","800","0.8","0"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","615","0.615","0"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","764","0.764","0"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","636","0.636","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","820","0.82","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","856","0.856","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","564","0.564","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","756","0.756","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","628","0.628","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","904","0.904","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","628","0.628","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","760","0.76","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","888","0.888","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","616","0.616","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","1084","1.084","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","716","0.716","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","540","0.54","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","696","0.696","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","572","0.572","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","752","0.752","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","1040","1.04","0"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","584","0.584","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","820","0.82","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","592","0.592","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","592","0.592","0"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","952","0.952","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","808","0.808","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","816","0.816","0"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","868","0.868","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","856","0.856","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","588","0.588","0"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","708","0.708","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","884","0.884","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","620","0.62","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","712","0.712","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","648","0.648","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","736","0.736","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","692","0.692","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","1056","1.056","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","620","0.62","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","520","0.52","0"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","872","0.872","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","616","0.616","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","732","0.732","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","504","0.504","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","820","0.82","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","744","0.744","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","684","0.684","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","652","0.652","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","552","0.552","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","480","0.48","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","424","0.424","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","580","0.58","0"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","620","0.62","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","856","0.856","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","876","0.876","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","700","0.7","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","640","0.64","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","528","0.528","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","752","0.752","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","824","0.824","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","564","0.564","0"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","484","0.484","0"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","632","0.632","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","980","0.98","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","584","0.584","0"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","556","0.556","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","828","0.828","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","872","0.872","0"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","972","0.972","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","736","0.736","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","564","0.564","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","452","0.452","0"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","648","0.648","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","568","0.568","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","696","0.696","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","572","0.572","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","824","0.824","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","756","0.756","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","740","0.74","0"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","808","0.808","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","552","0.552","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","616","0.616","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","644","0.644","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","668","0.668","0"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","544","0.544","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","556","0.556","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","548","0.548","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","448","0.448","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","776","0.776","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","1004","1.004","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","540","0.54","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","696","0.696","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","628","0.628","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","896","0.896","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","492","0.492","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","392","0.392","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","376","0.376","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","444","0.444","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","452","0.452","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","568","0.568","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","472","0.472","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","480","0.48","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","624","0.624","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","876","0.876","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","724","0.724","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","580","0.58","0"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","744","0.744","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","780","0.78","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","576","0.576","0"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","644","0.644","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","532","0.532","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","656","0.656","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","684","0.684","0"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","548","0.548","0"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","680","0.68","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","944","0.944","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","1020","1.02","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","808","0.808","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","776","0.776","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","612","0.612","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","656","0.656","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","684","0.684","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","844","0.844","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","572","0.572","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","712","0.712","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","712","0.712","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","680","0.68","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","928","0.928","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","568","0.568","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","528","0.528","0"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","672","0.672","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","832","0.832","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","632","0.632","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","768","0.768","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","560","0.56","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","568","0.568","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","752","0.752","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","560","0.56","0"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","496","0.496","0"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","812","0.812","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","616","0.616","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","692","0.692","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","584","0.584","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","844","0.844","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","660","0.66","0"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","616","0.616","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","812","0.812","0"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","736","0.736","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","820","0.82","1"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","640","0.64","0"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","560","0.56","0"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","404","0.404","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","772","0.772","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","832","0.832","0"
"23","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","1000","1","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","816","0.816","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","532","0.532","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","640","0.64","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","608","0.608","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","552","0.552","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","672","0.672","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","784","0.784","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","524","0.524","1"
"23","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","540","0.54","1"
"23","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","792","0.792","1"
"23","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","680","0.68","1"
