"Subject","Block","Trial","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
207,3,20,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",2,580,0.58,1
207,3,21,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,513,0.513,1
207,3,23,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",2,865,0.865,0
207,3,25,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,737,0.737,0
207,3,26,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",2,701,0.701,1
207,3,27,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,699,0.699,0
207,3,28,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",2,503,0.503,1
207,3,29,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",2,351,0.351,0
207,3,30,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,800,0.8,1
207,3,31,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,326,0.326,1
207,3,32,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",2,428,0.428,1
207,3,33,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",2,423,0.423,1
207,3,34,1,1,"Matching","Self","Self","Self",2,"Friend","Close",2,1089,1.089,1
207,3,36,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",2,1201,1.201,1
207,3,37,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",2,467,0.467,1
207,3,38,1,1,"Matching","Self","Self","Self",2,"Friend","Close",2,805,0.805,1
207,3,40,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",2,534,0.534,1
207,3,41,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",2,1071,1.071,1
207,3,42,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,712,0.712,1
207,3,43,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",2,1092,1.092,1
207,3,44,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,1245,1.245,1
207,3,45,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,666,0.666,1
207,3,46,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,878,0.878,1
207,3,47,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,822,0.822,1
207,3,48,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,1369,1.369,1
207,3,49,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",2,712,0.712,1
207,3,50,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",2,530,0.53,1
207,3,51,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,752,0.752,1
207,3,53,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",2,501,0.501,1
207,3,54,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,707,0.707,1
207,3,55,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",2,1102,1.102,1
207,3,56,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,1210,1.21,1
207,3,57,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,680,0.68,1
207,3,58,1,1,"Matching","Self","Self","Self",2,"Friend","Close",2,679,0.679,1
207,3,59,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",2,557,0.557,1
207,3,60,1,1,"Matching","Self","Self","Self",2,"Friend","Close",2,584,0.584,1
207,3,61,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",2,958,0.958,0
207,3,62,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",2,732,0.732,1
207,3,63,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,797,0.797,1
207,3,64,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",2,471,0.471,1
207,3,65,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",2,816,0.816,1
207,3,66,1,1,"Matching","Self","Self","Self",2,"Friend","Close",2,443,0.443,1
207,3,67,1,1,"Matching","Self","Self","Self",2,"Friend","Close",2,445,0.445,1
207,3,68,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",2,1365,1.365,1
207,3,69,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",2,564,0.564,1
207,3,70,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,573,0.573,1
207,3,71,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",2,1008,1.008,1
207,3,72,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",2,726,0.726,1
207,3,73,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",2,807,0.807,1
207,3,74,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,800,0.8,1
207,3,75,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,661,0.661,0
207,3,76,1,1,"Matching","Self","Self","Self",2,"Friend","Close",2,285,0.285,1
207,3,77,1,1,"Matching","Self","Self","Self",2,"Friend","Close",2,576,0.576,1
207,3,78,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,773,0.773,1
207,3,79,1,1,"Matching","Self","Self","Self",2,"Friend","Close",2,968,0.968,1
207,3,80,1,1,"Matching","Self","Self","Self",2,"Friend","Close",2,498,0.498,1
207,3,81,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,1049,1.049,1
207,3,82,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",2,755,0.755,1
207,3,83,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,1019,1.019,1
207,3,84,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,437,0.437,1
207,3,85,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",2,820,0.82,1
207,3,86,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,1218,1.218,0
207,3,87,1,1,"Matching","Self","Self","Self",2,"Friend","Close",2,632,0.632,1
207,3,88,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,844,0.844,1
207,3,89,1,1,"Matching","Self","Self","Self",2,"Friend","Close",2,829,0.829,1
207,3,90,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",2,822,0.822,1
207,3,91,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",2,673,0.673,0
207,3,92,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,538,0.538,1
207,3,93,1,1,"Matching","Self","Self","Self",2,"Friend","Close",2,483,0.483,1
207,3,94,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",2,722,0.722,1
207,3,95,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",2,651,0.651,1
207,3,96,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,1192,1.192,1
207,3,97,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,837,0.837,1
207,3,98,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",2,379,0.379,1
207,3,99,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,874,0.874,1
207,3,100,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",2,689,0.689,1
207,4,2,2,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",2,825,0.825,1
207,4,3,2,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",2,1151,1.151,1
207,4,4,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,759,0.759,0
207,4,5,1,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,990,0.99,0
207,4,6,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,1021,1.021,1
207,4,7,2,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",2,905,0.905,1
207,4,8,2,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",2,375,0.375,1
207,4,9,2,1,"Nonmatching","Self","Self","Self",2,"Friend","Close",2,733,0.733,1
207,4,10,2,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",2,557,0.557,1
207,4,11,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,881,0.881,1
207,4,12,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,898,0.898,0
207,4,13,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,688,0.688,0
207,4,14,2,2,"Matching","Friend","Friend","Friend",2,"Friend","Close",2,1184,1.184,1
207,4,15,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,1484,1.484,0
207,4,16,1,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,1087,1.087,0
207,4,17,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",2,872,0.872,1
207,4,18,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,747,0.747,1
207,4,19,1,1,"Matching","Self","Self","Self",3,"Stranger","Stranger",2,869,0.869,0
207,4,21,1,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,775,0.775,1
207,4,22,2,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",2,902,0.902,1
207,4,23,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",2,878,0.878,1
207,4,24,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",2,841,0.841,1
207,4,25,1,1,"Matching","Self","Self","Self",3,"Stranger","Stranger",2,559,0.559,1
207,4,26,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,976,0.976,1
207,4,27,2,2,"Matching","Friend","Friend","Friend",2,"Friend","Close",2,474,0.474,1
207,4,28,2,2,"Matching","Friend","Friend","Friend",2,"Friend","Close",2,770,0.77,0
207,4,29,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",2,954,0.954,1
207,4,30,1,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,1111,1.111,0
207,4,32,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,683,0.683,1
207,4,33,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,1044,1.044,1
207,4,34,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,619,0.619,0
207,4,35,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",2,753,0.753,1
207,4,36,2,2,"Matching","Friend","Friend","Friend",2,"Friend","Close",2,688,0.688,1
207,4,38,1,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,685,0.685,1
207,4,39,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",2,745,0.745,1
207,4,40,1,1,"Matching","Self","Self","Self",3,"Stranger","Stranger",2,893,0.893,1
207,4,41,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",2,947,0.947,1
207,4,42,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,619,0.619,0
207,4,43,1,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,855,0.855,1
207,4,44,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,962,0.962,1
207,4,45,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,837,0.837,1
207,4,46,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,853,0.853,1
207,4,47,2,1,"Nonmatching","Self","Self","Self",2,"Friend","Close",2,638,0.638,1
207,4,48,2,2,"Matching","Friend","Friend","Friend",2,"Friend","Close",2,666,0.666,1
207,4,49,2,2,"Matching","Friend","Friend","Friend",2,"Friend","Close",2,733,0.733,1
207,4,50,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,536,0.536,1
207,4,51,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,565,0.565,1
207,4,52,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,1038,1.038,1
207,4,53,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,418,0.418,1
207,4,54,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,590,0.59,1
207,4,55,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,357,0.357,0
207,4,56,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,945,0.945,1
207,4,57,2,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",2,884,0.884,0
207,4,58,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,705,0.705,1
207,4,59,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,684,0.684,1
207,4,60,1,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,654,0.654,1
207,4,61,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,474,0.474,1
207,4,62,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,905,0.905,1
207,4,63,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,479,0.479,1
207,4,64,1,1,"Matching","Self","Self","Self",3,"Stranger","Stranger",2,651,0.651,1
207,4,65,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,1297,1.297,0
207,4,66,2,1,"Nonmatching","Self","Self","Self",2,"Friend","Close",2,723,0.723,1
207,4,67,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,615,0.615,1
207,4,68,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,553,0.553,1
207,4,69,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",2,727,0.727,1
207,4,70,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,372,0.372,1
207,4,71,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,1034,1.034,1
207,4,72,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,393,0.393,0
207,4,73,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,708,0.708,0
207,4,74,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,742,0.742,1
207,4,75,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",2,794,0.794,1
207,4,76,1,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,687,0.687,0
207,4,77,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",2,812,0.812,1
207,4,78,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,720,0.72,1
207,4,79,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",2,793,0.793,1
207,4,80,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",2,546,0.546,1
207,4,81,1,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,541,0.541,1
207,4,82,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",2,853,0.853,1
207,4,83,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",2,487,0.487,1
207,4,84,2,1,"Nonmatching","Self","Self","Self",2,"Friend","Close",2,981,0.981,1
207,4,85,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,895,0.895,1
207,4,86,2,1,"Nonmatching","Self","Self","Self",2,"Friend","Close",2,677,0.677,1
207,4,87,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,1225,1.225,1
207,4,88,1,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,837,0.837,0
207,4,89,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,662,0.662,1
207,4,90,1,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,764,0.764,1
207,4,91,2,2,"Matching","Friend","Friend","Friend",2,"Friend","Close",2,672,0.672,1
207,4,92,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,589,0.589,1
207,4,93,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",2,958,0.958,1
207,4,94,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",2,722,0.722,0
207,4,95,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",2,747,0.747,1
207,4,96,1,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",2,621,0.621,1
207,4,97,1,1,"Matching","Self","Self","Self",3,"Stranger","Stranger",2,504,0.504,1
207,4,98,2,2,"Matching","Friend","Friend","Friend",2,"Friend","Close",2,861,0.861,1
207,4,99,2,1,"Nonmatching","Self","Self","Self",2,"Friend","Close",2,576,0.576,1
207,4,100,2,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",2,643,0.643,1
208,1,1,2,3,"Nonmatching","Stranger","Stranger","Stranger",1,"Self","Self",1,548,0.548,0
208,1,2,3,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",1,1246,1.246,1
208,1,3,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,661,0.661,1
208,1,4,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,1321,1.321,1
208,1,5,2,2,"Matching","Friend","Friend","Friend",1,"Self","Self",1,917,0.917,1
208,1,7,2,2,"Matching","Friend","Friend","Friend",1,"Self","Self",1,1179,1.179,1
208,1,8,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,739,0.739,1
208,1,9,3,3,"Matching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,1258,1.258,1
208,1,10,3,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",1,877,0.877,1
208,1,11,2,2,"Matching","Friend","Friend","Friend",1,"Self","Self",1,796,0.796,1
208,1,12,2,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,642,0.642,1
208,1,13,3,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,950,0.95,1
208,1,15,2,2,"Matching","Friend","Friend","Friend",1,"Self","Self",1,631,0.631,1
208,1,16,3,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",1,1106,1.106,1
208,1,17,3,3,"Matching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,1199,1.199,1
208,1,18,2,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,556,0.556,0
208,1,19,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,693,0.693,1
208,1,20,2,3,"Nonmatching","Stranger","Stranger","Stranger",1,"Self","Self",1,1112,1.112,1
208,1,21,2,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,841,0.841,0
208,1,22,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,821,0.821,1
208,1,23,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,978,0.978,1
208,1,24,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,964,0.964,1
208,1,25,3,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",1,967,0.967,1
208,1,26,3,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,1073,1.073,1
208,1,27,2,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,719,0.719,1
208,1,28,3,3,"Matching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,718,0.718,1
208,1,29,2,3,"Nonmatching","Stranger","Stranger","Stranger",1,"Self","Self",1,786,0.786,1
208,1,30,2,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,822,0.822,1
208,1,31,2,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,749,0.749,1
208,1,32,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,742,0.742,1
208,1,33,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,842,0.842,1
208,1,34,2,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,673,0.673,1
208,1,35,2,2,"Matching","Friend","Friend","Friend",1,"Self","Self",1,1127,1.127,1
208,1,36,2,3,"Nonmatching","Stranger","Stranger","Stranger",1,"Self","Self",1,758,0.758,1
208,1,37,2,3,"Nonmatching","Stranger","Stranger","Stranger",1,"Self","Self",1,487,0.487,1
208,1,38,3,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,725,0.725,1
208,1,39,3,3,"Matching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,550,0.55,1
208,1,40,3,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,907,0.907,1
208,1,41,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,633,0.633,1
208,1,42,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,485,0.485,1
208,1,44,3,3,"Matching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,1194,1.194,1
208,1,45,2,3,"Nonmatching","Stranger","Stranger","Stranger",1,"Self","Self",1,655,0.655,1
208,1,46,3,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,597,0.597,0
208,1,47,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,488,0.488,1
208,1,48,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,431,0.431,1
208,1,49,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,481,0.481,1
208,1,50,2,2,"Matching","Friend","Friend","Friend",1,"Self","Self",1,601,0.601,1
208,1,51,3,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,634,0.634,0
208,1,52,3,3,"Matching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,1235,1.235,1
208,1,53,2,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,615,0.615,0
208,1,54,2,3,"Nonmatching","Stranger","Stranger","Stranger",1,"Self","Self",1,1086,1.086,1
208,1,55,3,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",1,1348,1.348,1
208,1,56,3,3,"Matching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,697,0.697,1
208,1,57,3,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",1,869,0.869,1
208,1,58,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,867,0.867,1
208,1,59,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,550,0.55,1
208,1,60,2,2,"Matching","Friend","Friend","Friend",1,"Self","Self",1,833,0.833,1
208,1,61,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,782,0.782,1
208,1,62,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,736,0.736,1
208,1,63,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,851,0.851,1
208,1,64,2,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,664,0.664,1
208,1,65,2,2,"Matching","Friend","Friend","Friend",1,"Self","Self",1,871,0.871,0
208,1,66,3,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",1,589,0.589,1
208,1,67,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,759,0.759,1
208,1,68,2,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,738,0.738,1
208,1,69,3,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",1,676,0.676,1
208,1,70,3,3,"Matching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,845,0.845,1
208,1,71,3,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,823,0.823,1
208,1,72,3,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,914,0.914,1
208,1,73,3,3,"Matching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,1030,1.03,1
208,1,74,3,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,822,0.822,1
208,1,75,3,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",1,1264,1.264,1
208,1,76,2,3,"Nonmatching","Stranger","Stranger","Stranger",1,"Self","Self",1,1306,1.306,1
208,1,77,3,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,1017,1.017,1
208,1,78,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,672,0.672,1
208,1,79,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,725,0.725,1
208,1,81,3,3,"Matching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,446,0.446,1
208,1,82,2,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,1044,1.044,1
208,1,83,3,3,"Matching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,846,0.846,1
208,1,84,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,1314,1.314,1
208,1,85,3,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,759,0.759,1
208,1,86,3,3,"Matching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,841,0.841,1
208,1,87,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,1126,1.126,1
208,1,88,3,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",1,1240,1.24,1
208,1,89,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,1243,1.243,1
208,1,90,2,2,"Matching","Friend","Friend","Friend",1,"Self","Self",1,1102,1.102,0
208,1,91,3,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,801,0.801,1
208,1,93,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,698,0.698,1
208,1,94,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,931,0.931,1
208,1,95,3,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",1,1116,1.116,1
208,1,96,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,915,0.915,1
208,1,97,2,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,516,0.516,0
208,1,98,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,1126,1.126,1
208,1,99,3,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",1,809,0.809,1
208,1,100,2,3,"Nonmatching","Stranger","Stranger","Stranger",1,"Self","Self",1,798,0.798,1
208,2,1,2,1,"Nonmatching","Self","Self","Self",2,"Friend","Close",1,981,0.981,1
208,2,2,1,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,879,0.879,1
208,2,3,1,2,"Nonmatching","Friend","Friend","Friend",3,"Stranger","Stranger",1,1403,1.403,1
208,2,4,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,1031,1.031,0
208,2,5,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,860,0.86,1
208,2,6,2,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,1293,1.293,1
208,2,7,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,1236,1.236,1
208,2,8,2,2,"Matching","Friend","Friend","Friend",2,"Friend","Close",1,1118,1.118,1
208,2,9,1,1,"Matching","Self","Self","Self",3,"Stranger","Stranger",1,857,0.857,1
208,2,10,2,1,"Nonmatching","Self","Self","Self",2,"Friend","Close",1,892,0.892,1
208,2,11,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,1102,1.102,1
