Sample_Size,Mean_Cohens_d,SD_Cohens_d,CI_lower,CI_upper,n_bootstrap,Filtering,Baseline
430,0.12528797615399948,0.016856327056225123,0.09163252251347667,0.15917889770808435,1000,Strict,Shape
440,0.12471163762012302,0.016868700540702095,0.08944412943972284,0.15698948648095395,1000,Strict,Shape
450,0.1250520740987257,0.017183461894990665,0.09297768745822818,0.16186772976288413,1000,Strict,Shape
460,0.1256168687690838,0.017520482940348657,0.09145593767836799,0.15670960226836742,1000,Strict,Shape
470,0.12534741934572377,0.01686418078949538,0.09306267196289225,0.1578507912176616,1000,Strict,Shape
480,0.1259062010057172,0.01643821018204941,0.09426456316340551,0.1609550961106839,1000,Strict,Shape
490,0.12479578814253603,0.016389622588008714,0.09315060517254832,0.1572588691010946,1000,Strict,Shape
500,0.125195504702103,0.016321895557236232,0.09494574012074108,0.15769823961492063,1000,Strict,Shape
510,0.12483089708708314,0.016058429128971208,0.09313173660996588,0.15621017733228523,1000,Strict,Shape
520,0.12468354167463286,0.015647227887411158,0.09284653780949859,0.15370589815209393,1000,Strict,Shape
530,0.12445273429281556,0.015623041874468387,0.09441641240614276,0.15492287161142088,1000,Strict,Shape
540,0.12593232561678505,0.016055900904753787,0.094691279446995,0.15729684072650726,1000,Strict,Shape
550,0.12525780233637918,0.015551356017551974,0.09533629103983622,0.15600798196611684,1000,Strict,Shape
560,0.12564099859560365,0.015002813700823655,0.09638115106626573,0.15363894461742897,1000,Strict,Shape
570,0.12515142263928966,0.014795332319925018,0.09776489858284056,0.15476499558440054,1000,Strict,Shape
580,0.125297681872336,0.014777013472904792,0.09677342357317512,0.15511353698987837,1000,Strict,Shape
590,0.1250771050779107,0.015391756606586286,0.09516920566356182,0.15345730628165258,1000,Strict,Shape
600,0.1256744710341253,0.015058010869469816,0.0964847033407345,0.1544615199692915,1000,Strict,Shape
610,0.12492661547375346,0.01505403142863456,0.0950327946901716,0.15515188638664526,1000,Strict,Shape
620,0.12468242827163936,0.014041046125874484,0.09722736998453438,0.15218737148302947,1000,Strict,Shape
630,0.12547432084285612,0.014215595657642464,0.09654758872089124,0.1540804813823149,1000,Strict,Shape
640,0.12561674619703983,0.014389210496457912,0.0981169290529186,0.15319688075210128,1000,Strict,Shape
650,0.12483778830504445,0.013954141846188994,0.09691564363902344,0.15218728812140453,1000,Strict,Shape
660,0.1255783691549138,0.01373120240192086,0.09931664694635105,0.15333558638844785,1000,Strict,Shape
670,0.12495576614794864,0.013920038399614086,0.09838364923040717,0.15233374012065423,1000,Strict,Shape
680,0.1253099813574668,0.013956940877811125,0.09725548527720343,0.15316277140759227,1000,Strict,Shape
690,0.12507169398855164,0.013730926773136795,0.09685921889261334,0.15146709893354024,1000,Strict,Shape
700,0.12526492614803583,0.013560048699194438,0.09864270354978191,0.15203627790679575,1000,Strict,Shape
710,0.1253667384411216,0.0138940077933298,0.09922785215313391,0.15310038560683364,1000,Strict,Shape
720,0.12498104872303137,0.013514115685991012,0.0986718233595657,0.1509602128166038,1000,Strict,Shape
730,0.12638984572200335,0.013100866561512079,0.1010069493486715,0.1518464821911756,1000,Strict,Shape
740,0.12507065622750613,0.013205393658632752,0.09938803356924789,0.15092478350482041,1000,Strict,Shape
750,0.12595629670052352,0.012985004416554672,0.10052334486167007,0.15077305292206447,1000,Strict,Shape
760,0.12520054986087537,0.013083441618531567,0.09809593297054199,0.15077943349225478,1000,Strict,Shape
770,0.125389234042484,0.012809972599846115,0.10158440734567278,0.1501227999045567,1000,Strict,Shape
780,0.12534020458730827,0.013066674706239456,0.09990848089945073,0.15243819939001932,1000,Strict,Shape
790,0.12545461455953344,0.012546289404340893,0.10232728370998134,0.14915269542983553,1000,Strict,Shape
800,0.12603124070097765,0.012880421054280132,0.1014073052792893,0.15142058691795743,1000,Strict,Shape
10,0.21311598350311547,0.11986125376593314,-0.013131061550508557,0.44270450104741177,1000,Strict,Label
20,0.2161423962410597,0.08702422837734226,0.0546346692625181,0.39145168591670104,1000,Strict,Label
30,0.21387188370883206,0.06869500978380734,0.08455856015992162,0.3496370338764073,1000,Strict,Label
40,0.21231097609380617,0.0590164539081938,0.10101740075050447,0.3290333528575092,1000,Strict,Label
50,0.21041042211621214,0.05471468514082501,0.10916435181004752,0.3223302594334346,1000,Strict,Label
60,0.21211055587551272,0.04842395721295836,0.11887709724932471,0.3108694726931296,1000,Strict,Label
70,0.2119414722107162,0.045143762260265625,0.12270821721885705,0.299643298221674,1000,Strict,Label
80,0.21345428433975622,0.04323189819555373,0.13120891828003506,0.30284468510787493,1000,Strict,Label
90,0.21267745297296228,0.040369860501111854,0.13849711904105888,0.29031669598062193,1000,Strict,Label
100,0.21103704987145205,0.039330783056098356,0.1387235288363965,0.28958561667758204,1000,Strict,Label
110,0.21360130486848064,0.03622114955147033,0.14506834298082744,0.2833020110078424,1000,Strict,Label
120,0.21362418404653588,0.033966119406258134,0.1470675078977158,0.28090211508741225,1000,Strict,Label
130,0.211701946201476,0.03378442113530323,0.14814860070618452,0.2809740810420029,1000,Strict,Label
140,0.2118258677264012,0.032187593628627977,0.14761756292993847,0.27614224476103205,1000,Strict,Label
150,0.21421959214485434,0.031096926772348037,0.15691726743685427,0.2770472812635192,1000,Strict,Label
160,0.21036479898356758,0.030375570366267618,0.1502579135220166,0.26820743600119046,1000,Strict,Label
170,0.21209860906572464,0.028492681890123942,0.1581355581170383,0.26837589921622296,1000,Strict,Label
180,0.2117274108834809,0.028309536251564318,0.1536816832136457,0.2642139685948591,1000,Strict,Label
190,0.21258111469022178,0.027095341415481783,0.1604566847285145,0.2666511225843562,1000,Strict,Label
200,0.211574934551246,0.025772522748204744,0.16199726183092175,0.26575778305505104,1000,Strict,Label
210,0.2128265442023327,0.025678352458228672,0.16367517529864514,0.2639593882009833,1000,Strict,Label
220,0.2129542255718909,0.025904199920258313,0.16347309732555834,0.2649814445246618,1000,Strict,Label
230,0.21224916727353796,0.0256582541612304,0.1634346251808703,0.2630054600114612,1000,Strict,Label
240,0.21197993872011647,0.024534314748715782,0.16581569498562435,0.25932873325493816,1000,Strict,Label
250,0.21333766819080335,0.023404759842328468,0.17006082107904272,0.2619624855297857,1000,Strict,Label
260,0.2118047995083918,0.023132690575985045,0.1648047522016555,0.2566381716407248,1000,Strict,Label
270,0.2115889423440519,0.022577270589903227,0.16705695393233946,0.256567225142042,1000,Strict,Label
280,0.2135298463420558,0.022888198029678807,0.1700114521099424,0.25873350718217586,1000,Strict,Label
290,0.21171591167246623,0.021896417535049947,0.16981019403265907,0.2544813072428881,1000,Strict,Label
300,0.21196759228551065,0.021132814614385768,0.1708317739996967,0.25390495170065924,1000,Strict,Label
310,0.21294868752876658,0.021763719948096224,0.17293433564300226,0.25423232598287654,1000,Strict,Label
320,0.21300004390502453,0.021764755978542407,0.16932732695790256,0.2564261707664245,1000,Strict,Label
330,0.21180332571483967,0.02059027241238297,0.17323632286944948,0.2552543501934163,1000,Strict,Label
340,0.21291794266272815,0.02009891572346069,0.17440600608698678,0.2506241990389136,1000,Strict,Label
350,0.21165068398925618,0.02044375469732039,0.17061906155271098,0.2522294266558367,1000,Strict,Label
360,0.21244720510133128,0.02060832127991552,0.17189862138083203,0.2519330684819084,1000,Strict,Label
370,0.21130764791171694,0.02031651150826336,0.17423879443555595,0.25175073963669287,1000,Strict,Label
380,0.21147380130691426,0.019720083494881756,0.17278622702595592,0.24872733704039932,1000,Strict,Label
390,0.21208353612938954,0.017503095814676888,0.17984272761655853,0.24667381447683462,1000,Strict,Label
400,0.21160340629736163,0.01926895971667326,0.1727992806275544,0.2505165416688767,1000,Strict,Label
410,0.21202175713591037,0.018855048278468758,0.17641348099285115,0.24939596145223691,1000,Strict,Label
420,0.2126307399543341,0.01789358839164952,0.17920050402047646,0.24595089930655825,1000,Strict,Label
430,0.2122396403492041,0.018658875085381135,0.1769127770751778,0.2496446150094228,1000,Strict,Label
440,0.21156497210637626,0.01776677604851627,0.1757981490569128,0.2455456143934962,1000,Strict,Label
450,0.21214159338295072,0.017367091717018557,0.17823931977921553,0.24548461818413533,1000,Strict,Label
460,0.21205109358034605,0.01672246865514881,0.17890457011133215,0.2453608532702247,1000,Strict,Label
470,0.21288214762081303,0.017805484056828046,0.1764428862977592,0.2482729099656961,1000,Strict,Label
480,0.21250420581567772,0.016740037997360013,0.18126218882954817,0.24409527467493558,1000,Strict,Label
490,0.2116710355979252,0.017797167224655387,0.17853142328369156,0.24734901196087883,1000,Strict,Label
500,0.21306897703855995,0.01688361184448776,0.18162880762772704,0.2464107353326143,1000,Strict,Label
510,0.21189206834908364,0.016670524575614687,0.18020689315502866,0.24531057447039226,1000,Strict,Label
520,0.21223199968847148,0.01645772041795707,0.17964234248304237,0.2446511031654736,1000,Strict,Label
530,0.21188648856710815,0.01570920540420857,0.1815852615599476,0.2415014766487025,1000,Strict,Label
540,0.21285393313029813,0.01616341146201791,0.18114000547276332,0.24405361764040404,1000,Strict,Label
550,0.2127807380848137,0.015791601591704233,0.18230174711008607,0.24326456819939082,1000,Strict,Label
560,0.2118575348280546,0.01541635215791673,0.17982242195558798,0.24200117404405888,1000,Strict,Label
570,0.2127113240791212,0.015535227453990186,0.1841731865855585,0.24487362679548194,1000,Strict,Label
580,0.21276674174648602,0.016378109208973316,0.17970852748973226,0.2452689878948697,1000,Strict,Label
590,0.21164466574822638,0.015407659773531347,0.18026623111597234,0.24166905088938812,1000,Strict,Label
600,0.2116243555315116,0.016146344770617077,0.18079985117664754,0.24584297491435728,1000,Strict,Label
610,0.2124275738462396,0.014740260637489153,0.1829508067311448,0.24187488772860427,1000,Strict,Label
620,0.21235180559665456,0.0152710865103734,0.18333412605075117,0.24303021306643757,1000,Strict,Label
630,0.21268816827821072,0.01523589762087962,0.18422689095626008,0.24322326502779631,1000,Strict,Label
640,0.21273008061409393,0.014989798345124853,0.1835930815708961,0.24094007663516046,1000,Strict,Label
650,0.21214336245914706,0.01475204385349094,0.18142631835886047,0.24012553660442834,1000,Strict,Label
660,0.2121355866666599,0.01524764146386843,0.18192020148448546,0.24077649588338176,1000,Strict,Label
670,0.21169723405349664,0.014045745702705656,0.18283008061034023,0.239497317416591,1000,Strict,Label
680,0.21251575906268858,0.01476796888130403,0.18334338627038538,0.24208138332246276,1000,Strict,Label
690,0.2127514942468828,0.014045918562310805,0.18553691248763232,0.24028417923743486,1000,Strict,Label
700,0.21324296384319513,0.013707010885700512,0.18685976846744137,0.23953718171185992,1000,Strict,Label
710,0.21203031450536466,0.014197802536368544,0.1842097654286322,0.24226134986703596,1000,Strict,Label
720,0.2120716234580326,0.014149681081520392,0.18528736627738446,0.24047549424709574,1000,Strict,Label
730,0.21238262776041825,0.014281891736590993,0.18421757453177776,0.23941527646899177,1000,Strict,Label
740,0.21243046201400573,0.014375399783238069,0.18316132535028348,0.2393221716761735,1000,Strict,Label
750,0.2126097465222144,0.013703148514670166,0.18496973017168464,0.23874439455889432,1000,Strict,Label
760,0.2117693382116639,0.0136977646531039,0.1841726918437641,0.2390794236877583,1000,Strict,Label
770,0.21248203489031162,0.013531111199669588,0.1843423923188297,0.2379880517886949,1000,Strict,Label
780,0.21185542821240125,0.01351158153956445,0.18631471493448173,0.23879213307410999,1000,Strict,Label
790,0.21188119799003602,0.013245190202568228,0.18570204379397173,0.2375535400345154,1000,Strict,Label
800,0.21240987203632017,0.0134126236334695,0.187593345274222,0.23856821944682327,1000,Strict,Label
10,0.028814823208160728,0.10253581894913229,-0.18073576548756415,0.23970917117978083,1000,Loose,Shape
20,0.03081064276707496,0.07127528933011863,-0.11197866692137703,0.16778891646917082,1000,Loose,Shape
30,0.025809067380075996,0.058193211517931144,-0.08552590116764788,0.14378147233983254,1000,Loose,Shape
40,0.027952650696375172,0.04904294473213325,-0.07035872119203315,0.12217891102231465,1000,Loose,Shape
50,0.030363321992828516,0.044394935598397245,-0.054439371239526885,0.11437489006735835,1000,Loose,Shape
60,0.030563026930942337,0.0418569913836766,-0.046752606599179534,0.11148111856960201,1000,Loose,Shape
70,0.029236874367887633,0.03818058509647556,-0.04574644355035232,0.10481525742840386,1000,Loose,Shape
80,0.028197835031756782,0.03543284587863809,-0.043812568899242815,0.09669478151099756,1000,Loose,Shape
90,0.027847677396049514,0.033613383617989136,-0.03828598702155505,0.0914220654919478,1000,Loose,Shape
100,0.029105339978324537,0.032037977498759564,-0.03383667983479825,0.08993208879823336,1000,Loose,Shape
110,0.027348925955819926,0.030050718827533372,-0.03449665798325446,0.08617455995688306,1000,Loose,Shape
120,0.027921979741267235,0.02897536519875411,-0.028340461762199554,0.08669073223224581,1000,Loose,Shape
130,0.027106980696816635,0.0288782213872173,-0.0285284154057142,0.08323803068867289,1000,Loose,Shape
140,0.0285868891695741,0.026939463117022618,-0.023004535764391494,0.08409063746339461,1000,Loose,Shape
150,0.029255727461052098,0.026276717678427673,-0.023923706851475053,0.07831851309814372,1000,Loose,Shape
160,0.028209810356641513,0.02499007145611063,-0.02260463606076559,0.07554756116044402,1000,Loose,Shape
170,0.030332943207184427,0.024895303088803188,-0.018074584865106148,0.0813979925596685,1000,Loose,Shape
180,0.028434470597058198,0.02365090400814824,-0.01559734694682734,0.07726302189076863,1000,Loose,Shape
190,0.028163198227299027,0.023432429826286058,-0.01643742765987593,0.07197047743512597,1000,Loose,Shape
200,0.02827800997002013,0.02267644553581456,-0.01410352281030906,0.07266193709600392,1000,Loose,Shape
210,0.027835188862521874,0.021796519808784064,-0.015394696820091182,0.07070791351822336,1000,Loose,Shape
220,0.02865981099726421,0.021465181360471788,-0.01279088773705807,0.0706953129140875,1000,Loose,Shape
230,0.028463515418540097,0.021361970131967403,-0.011529609876744626,0.07068135958709325,1000,Loose,Shape
240,0.029232099857897112,0.0207691548195197,-0.012249124602986156,0.0698493245092788,1000,Loose,Shape
250,0.028053783245546044,0.020780020348988622,-0.013342990344852541,0.06617305809930499,1000,Loose,Shape
260,0.028235727647345478,0.018891197449325197,-0.009444098131480462,0.06338298807379325,1000,Loose,Shape
270,0.027922521988559323,0.019232700209827182,-0.012997103813855054,0.06360838913303819,1000,Loose,Shape
280,0.028541723853449514,0.018849512130677863,-0.008120538941823678,0.06472987847757232,1000,Loose,Shape
290,0.028196436551831815,0.01852758444643635,-0.00812936680188344,0.06466456088814433,1000,Loose,Shape
300,0.028324650127482257,0.018290907803690148,-0.008211718390970523,0.06372081103737778,1000,Loose,Shape
310,0.029090138118715254,0.01723277771890144,-0.0032353438902490207,0.06290772425513623,1000,Loose,Shape
320,0.027900321180730322,0.01807335446136531,-0.007535426509007635,0.06348045897906868,1000,Loose,Shape
330,0.027979915625413285,0.017919264495385875,-0.006179456537472296,0.06285012434679543,1000,Loose,Shape
340,0.028734219414321967,0.016760776675403388,-0.004399627380405932,0.060538647995534975,1000,Loose,Shape
350,0.028465169771099575,0.017416726197681524,-0.004118757254429245,0.06134876078328316,1000,Loose,Shape
360,0.02895495371603564,0.01781965473080989,-0.007134683232323879,0.06201355748218934,1000,Loose,Shape
370,0.02856663018248825,0.016123029031323687,-0.0033018747703943414,0.059833070986214765,1000,Loose,Shape
380,0.02961385991126746,0.01628795631415793,-0.001277574081237717,0.06121664705676061,1000,Loose,Shape
390,0.02903027148286655,0.0161203864272902,-0.0010650291307978796,0.06092643888075738,1000,Loose,Shape
400,0.02796707616752963,0.016174215627984635,-0.00336126296631798,0.0592178263516252,1000,Loose,Shape
410,0.02817188945463594,0.01542136815363437,-0.002751133544894349,0.056903753181155495,1000,Loose,Shape
420,0.029451663344023046,0.015973764506437397,-0.0027852385107602256,0.05777146623026167,1000,Loose,Shape
430,0.02871900169551283,0.015266076260261455,-0.002518518176012236,0.059455422317399864,1000,Loose,Shape
440,0.027764323616938234,0.014571523428537583,0.0002300693216699391,0.055695455834249556,1000,Loose,Shape
450,0.028597055396142067,0.014758128531361292,0.0006093034662263247,0.05775861730943763,1000,Loose,Shape
460,0.028640908579668525,0.014908174616255107,-0.0005987132946590068,0.058712192699143316,1000,Loose,Shape
470,0.02859817579115421,0.014310575667448108,0.001562915684301666,0.05708166780030583,1000,Loose,Shape
480,0.028679148716905252,0.01433007312451769,0.002039414831854854,0.055664429556131205,1000,Loose,Shape
490,0.02887939318401272,0.014993999206028176,0.00021359936014076733,0.056534154139234,1000,Loose,Shape
500,0.028025765938121935,0.014321879109560915,-0.0019404615465536922,0.05521419457311163,1000,Loose,Shape
510,0.028560402199790665,0.014305994596282269,0.0018055483477947376,0.05626781526109466,1000,Loose,Shape
520,0.028165907162606862,0.013871367384219615,-0.0001202440193021551,0.05428890853698344,1000,Loose,Shape
530,0.028903505595209714,0.01373650058721556,0.0037872219851965367,0.05595299226549672,1000,Loose,Shape
540,0.02848211964637193,0.013203121981713079,0.0018713695292274892,0.05470837680604191,1000,Loose,Shape
550,0.028943955101640047,0.01344268462865153,0.002877246529667631,0.0559966900076955,1000,Loose,Shape
560,0.028223205547344563,0.013361226423191954,0.003231493630469646,0.05393665482906119,1000,Loose,Shape
570,0.02814916106988606,0.013245843873508877,0.003137001230324406,0.054322785416634906,1000,Loose,Shape
580,0.028864550450343224,0.0126982853148296,0.004125103056229023,0.05386382309355066,1000,Loose,Shape
590,0.0290176316318818,0.012510180371650782,0.00411411086238064,0.0527322930207063,1000,Loose,Shape
600,0.028368738507489246,0.012493304035515533,0.003965117128099789,0.05382326622427849,1000,Loose,Shape
610,0.028916795275138858,0.012348892694439822,0.0035547387815092423,0.05171126684136746,1000,Loose,Shape
620,0.028220321007314676,0.012723366611516318,0.004266724964323675,0.0535382112716566,1000,Loose,Shape
630,0.02847461319967657,0.01265168074408524,0.004112507933602215,0.05408126568963711,1000,Loose,Shape
640,0.029107752354233518,0.012501527680710407,0.0057800366405212356,0.054637538747012555,1000,Loose,Shape
650,0.028095153059786045,0.012187414652709859,0.0044154048099302335,0.05244468330661203,1000,Loose,Shape
660,0.028251588060543845,0.012223035836107017,0.003609233067196921,0.05229139992311676,1000,Loose,Shape
670,0.029255100782894516,0.012448782205036306,0.00311631135936787,0.051747891591805976,1000,Loose,Shape
680,0.02809762953525827,0.012591721672832968,0.004703701275683206,0.05442576218487606,1000,Loose,Shape
690,0.027853576284651176,0.012310477551891102,0.0032897884739833023,0.05128281390816333,1000,Loose,Shape
700,0.029138835610965294,0.011807399806151529,0.006166493834217661,0.05212854831010919,1000,Loose,Shape
710,0.02862404096658316,0.011960244860175124,0.005002641380987872,0.05276848094320177,1000,Loose,Shape
720,0.0278050198440141,0.011776961549323896,0.004748092466545972,0.05126838678707438,1000,Loose,Shape
730,0.02864023324711656,0.011764903364997623,0.005662124887732801,0.05197247636248919,1000,Loose,Shape
740,0.02920379039553029,0.011744036490851848,0.007425369140483954,0.05245240111100891,1000,Loose,Shape
750,0.028671191879702306,0.011733824588938428,0.007013875619777238,0.05225033320977886,1000,Loose,Shape
760,0.028593509510220137,0.011379346457038952,0.007386307237161217,0.05175496456647643,1000,Loose,Shape
770,0.028579391155446176,0.011256983202872651,0.006332054349652517,0.05075124385923592,1000,Loose,Shape
780,0.028640944919826744,0.011333534354256592,0.007111579693875096,0.050984626544939876,1000,Loose,Shape
790,0.028072346432672913,0.011196431210533549,0.005994276040412275,0.04956625871560433,1000,Loose,Shape
800,0.028492412548040833,0.01138161124719094,0.006701725360754026,0.05104946479586252,1000,Loose,Shape
810,0.028733148039724706,0.01153008293825016,0.005932669707233372,0.05190249017501048,1000,Loose,Shape
820,0.02839119718515809,0.01111448388019547,0.006164428980915065,0.050643313792613553,1000,Loose,Shape
830,0.02817129698062828,0.010948273688308382,0.007337222644770938,0.04856762364315175,1000,Loose,Shape
840,0.028774589795123102,0.010711396437877541,0.008538347264055104,0.04867712880891851,1000,Loose,Shape
850,0.028765686593304418,0.011092253933046244,0.007483157317163613,0.05084193406100888,1000,Loose,Shape
860,0.02885029062899868,0.01087055827707027,0.008743814776890079,0.04953380927456327,1000,Loose,Shape
870,0.02894004954940243,0.01058864833244049,0.009189349635816767,0.050932117128206736,1000,Loose,Shape
880,0.028083393412757056,0.010859610195254285,0.006159337087838607,0.0495125283954205,1000,Loose,Shape
890,0.028567903526501497,0.010894456542771823,0.007673758807466017,0.04953513595618403,1000,Loose,Shape
900,0.02866002001758954,0.010513532898464021,0.008394603636490503,0.0484226923666783,1000,Loose,Shape
910,0.028733903524938546,0.010344534269711209,0.0080166280226658,0.04900923300318212,1000,Loose,Shape
920,0.02839949650061603,0.010198295432413466,0.008132325520821231,0.04867713032326713,1000,Loose,Shape
930,0.028279380480701995,0.010504786942063719,0.0078046859919175225,0.04939260803565053,1000,Loose,Shape
940,0.02785643841723438,0.01058059920097752,0.00796852951928789,0.0487443064557388,1000,Loose,Shape
950,0.027997047969609983,0.010166546060427724,0.008919324765742136,0.048178422078283385,1000,Loose,Shape
960,0.028796535014288395,0.009920281864863024,0.009070372038075276,0.048868394809950505,1000,Loose,Shape
970,0.02803009530073185,0.010325450475066058,0.008510998485992818,0.048614117113295455,1000,Loose,Shape
980,0.029316328978741455,0.010253818018804742,0.009546925241414438,0.050013938981922704,1000,Loose,Shape
990,0.028656040144748627,0.010161152234831404,0.008965406671176124,0.048469249609273325,1000,Loose,Shape
1000,0.02860514402872135,0.009979177409831485,0.009123248635823592,0.04763120966703019,1000,Loose,Shape
1010,0.028101319851906194,0.009950840786674053,0.00883482186056982,0.04721077600960408,1000,Loose,Shape
1020,0.028482657252719697,0.010124126508596565,0.00821187061156647,0.04872710028463683,1000,Loose,Shape
1030,0.028710050794989107,0.010193915750666208,0.008582644147697407,0.047840486633170684,1000,Loose,Shape
1040,0.02853139079519941,0.009550979580003224,0.010293164308580318,0.04696125357444285,1000,Loose,Shape
1050,0.028877875713714276,0.009508654830090406,0.009866270736686516,0.04764464910367978,1000,Loose,Shape
1060,0.028640428478874966,0.010333298490610002,0.007948263230068498,0.04853996836888157,1000,Loose,Shape
1070,0.028213521873176012,0.01023495477835044,0.008923780822384347,0.04794321651233949,1000,Loose,Shape
1080,0.028695519443595267,0.009745592760932483,0.01047595287905572,0.04820976708830393,1000,Loose,Shape
1090,0.02865445131793576,0.009842325200713011,0.00808558864371344,0.04901762657320641,1000,Loose,Shape
1100,0.02882688614934866,0.010331690432741904,0.007627506749522556,0.048889641379405276,1000,Loose,Shape
1110,0.028993982666934124,0.009640162710733941,0.00963472902752532,0.04695477052647702,1000,Loose,Shape
1120,0.028360679546144938,0.009310049000213134,0.01063807874114593,0.04758767611298888,1000,Loose,Shape
1130,0.028623940474284838,0.0090910201191453,0.010439785980016133,0.0460433088410677,1000,Loose,Shape
1140,0.028814458803489144,0.009174450779519443,0.010162931944092955,0.04622671737362436,1000,Loose,Shape
1150,0.028440776276318212,0.008943169112857306,0.00989552011142483,0.04565354520758973,1000,Loose,Shape
1160,0.028416097823513318,0.009488506532030231,0.010149629215583779,0.0467523462595866,1000,Loose,Shape
1170,0.028520237868576707,0.009305405890701732,0.009272176930491505,0.045930047672730866,1000,Loose,Shape
1180,0.028494467297164497,0.009556147835372704,0.010358443405795344,0.04676175930230163,1000,Loose,Shape
1190,0.02792295155546369,0.009086795749084402,0.009419949864808623,0.04479660755178196,1000,Loose,Shape
1200,0.02836493075079726,0.00905102683237458,0.011035816130490659,0.04553462272038889,1000,Loose,Shape
1210,0.02848413155027081,0.008968404632196938,0.010648724044020749,0.045031740537006267,1000,Loose,Shape
1220,0.028226576320803665,0.009207755249375222,0.010865804158483254,0.04810324316862894,1000,Loose,Shape
1230,0.028086329624211617,0.00914367094832949,0.010680446839905064,0.04774645312070758,1000,Loose,Shape
