Sample_Size,Mean_Cohens_d,SD_Cohens_d,CI_lower,CI_upper,n_bootstrap,Filtering,Baseline
1240,0.02799125787716486,0.009087915051411467,0.009963898243919217,0.045406982781674224,1000,Loose,Shape
1250,0.02886128463338874,0.008848878377541615,0.011740116301853475,0.04657686717070277,1000,Loose,Shape
1260,0.028608019422585243,0.009048845783007645,0.010470064141217202,0.04611792404446974,1000,Loose,Shape
1270,0.027924162007899482,0.008889392515302299,0.010808893776940085,0.045729262651504454,1000,Loose,Shape
1280,0.028494033759972736,0.008931362872318913,0.010456317821653138,0.046233290392840125,1000,Loose,Shape
1290,0.02876442094520594,0.008790302712001942,0.012303276134071384,0.047554429850028335,1000,Loose,Shape
1300,0.02868614638129905,0.008596163711398564,0.011591265305351551,0.04562760828604209,1000,Loose,Shape
1310,0.02847708189197316,0.00873596574084282,0.01081688283517758,0.04661663107366607,1000,Loose,Shape
1320,0.028341479975644738,0.008712825335671791,0.011499178361401394,0.04462599009304339,1000,Loose,Shape
1330,0.028944709295942336,0.008209642933329287,0.012861345408002049,0.04503976412750902,1000,Loose,Shape
1340,0.02829609374807067,0.008803099488563388,0.011430977900459617,0.04553443576483931,1000,Loose,Shape
1350,0.028605200360576313,0.008624565565453785,0.0126842928389929,0.04580726577916605,1000,Loose,Shape
1360,0.028596271986177136,0.008486335422165916,0.012117871532596632,0.045200313759504895,1000,Loose,Shape
1370,0.028821542161139895,0.008717344252906309,0.011131845246082524,0.046007918781913244,1000,Loose,Shape
1380,0.028655439669894422,0.008580184571559823,0.01252706402337652,0.04466782835783453,1000,Loose,Shape
1390,0.02792186618614621,0.008352522474724672,0.011548855384506474,0.04416845514959882,1000,Loose,Shape
1400,0.029116199862595466,0.00857767290868472,0.01328594593625587,0.04568212869139048,1000,Loose,Shape
1410,0.028389834520726135,0.008445572494842138,0.012309931045861526,0.044743428280975855,1000,Loose,Shape
1420,0.028352282049573418,0.008312093505993687,0.01157558256885696,0.04426030267460919,1000,Loose,Shape
1430,0.028510240699486118,0.00877236650522862,0.011578318941081928,0.046460131327326556,1000,Loose,Shape
1440,0.02869577006719915,0.008178423566689885,0.013028881264663277,0.04407873332327964,1000,Loose,Shape
1450,0.028655845940129637,0.00819621716894493,0.012676952568000794,0.04525689446100743,1000,Loose,Shape
1460,0.02898228013021241,0.008270361381957605,0.012402410362199547,0.044779735289526314,1000,Loose,Shape
1470,0.028755861790915032,0.008200860653700247,0.014109640111767723,0.04493363650419395,1000,Loose,Shape
1480,0.028771662145616127,0.008118002724112613,0.013230223247173491,0.044140929873260536,1000,Loose,Shape
1490,0.027974776548809352,0.00799342028040364,0.012804199216197756,0.043508096725399494,1000,Loose,Shape
1500,0.02851620923733846,0.007977781109360992,0.013458853410798307,0.043981631507856306,1000,Loose,Shape
1510,0.028367842146473563,0.008166064093997293,0.012914903350379528,0.04462962275850829,1000,Loose,Shape
1520,0.028662242360049654,0.007965863753154306,0.013796791188309919,0.04488269364191724,1000,Loose,Shape
1530,0.02898881057451886,0.008157980766668559,0.012645008016208551,0.044625108847267635,1000,Loose,Shape
1540,0.028573646882251297,0.008395234301115665,0.012846593091108485,0.04474946324848119,1000,Loose,Shape
1550,0.028804318814923454,0.008111192293370482,0.013720446471632905,0.04573579533928622,1000,Loose,Shape
1560,0.02852909416624459,0.007993974206553626,0.012169179600996857,0.044016589473283456,1000,Loose,Shape
1570,0.02814048853838217,0.008521307237861953,0.01115864268889144,0.04515013488584834,1000,Loose,Shape
1580,0.028426641701368244,0.008189285446035888,0.011882219213183508,0.043887828466060014,1000,Loose,Shape
1590,0.02873313664446333,0.00800754702834128,0.013092358042562544,0.04442698760227382,1000,Loose,Shape
1600,0.028858606604541044,0.008106067539542712,0.012623950272870008,0.04582946195525243,1000,Loose,Shape
1610,0.02896295693769019,0.008016333337911578,0.01330688967303083,0.04400827293147381,1000,Loose,Shape
1620,0.02876427882149068,0.007785912335424977,0.013105367431794393,0.043718229436444433,1000,Loose,Shape
1630,0.028184234997130266,0.007956942568477196,0.013353833041965076,0.04330487211523403,1000,Loose,Shape
1640,0.028481880652657422,0.007806365924961825,0.013176578153718702,0.043786765388443845,1000,Loose,Shape
1650,0.028846706477375618,0.007860185596281346,0.013674538243834942,0.04307002706222813,1000,Loose,Shape
1660,0.028652384543017412,0.0076123573040930495,0.01378119781443566,0.0438097659995218,1000,Loose,Shape
1670,0.028115602808147934,0.007844675410289445,0.012312072416911126,0.042993517802823296,1000,Loose,Shape
1680,0.028717364263122012,0.007901852011369715,0.012642791849924605,0.04417996884362513,1000,Loose,Shape
1690,0.0285984285168031,0.007824398807690971,0.013165004445616971,0.043876528077990924,1000,Loose,Shape
1700,0.028821122959717945,0.007890674080948953,0.013615417850585999,0.04423740784162462,1000,Loose,Shape
1710,0.028387104838377347,0.007742097489440492,0.01315512993198344,0.04362326006015384,1000,Loose,Shape
1720,0.028397485227651238,0.007439263669286678,0.01404320506168899,0.042799602826718894,1000,Loose,Shape
1730,0.02881714338693832,0.007644150280192543,0.013101382708127784,0.04363589889677227,1000,Loose,Shape
1740,0.02850354921475192,0.007761509483946904,0.013388253296516455,0.04315383723148795,1000,Loose,Shape
1750,0.029201691411853588,0.007171828272671555,0.014929720205134923,0.04303631040474924,1000,Loose,Shape
1760,0.028386545623217716,0.007609008617518017,0.014252743987776194,0.044591866097590735,1000,Loose,Shape
1770,0.028252818506120478,0.0074397456889360196,0.014412700046807045,0.04301557471787095,1000,Loose,Shape
1780,0.028493196612768737,0.007733154914650715,0.013426082163955244,0.04340098941701307,1000,Loose,Shape
1790,0.02826405247386422,0.007365217589595558,0.012958335015752281,0.042491077209199424,1000,Loose,Shape
1800,0.028368008529269507,0.007812859739532434,0.014147195913887606,0.04365042260021064,1000,Loose,Shape
1810,0.02842767474047242,0.007566361827565315,0.013296257482353808,0.04249806629483397,1000,Loose,Shape
1820,0.02863679049215895,0.007254573219457291,0.014967786226270464,0.04285394923706793,1000,Loose,Shape
1830,0.028594459242616672,0.007308853620773887,0.01408381465929091,0.04282592255558921,1000,Loose,Shape
1840,0.02807419338188208,0.007219729050165268,0.01481906352350431,0.04210097401280803,1000,Loose,Shape
1850,0.028380225841487194,0.007440484771930809,0.013645671424473524,0.04295853145991157,1000,Loose,Shape
1860,0.028386486410428725,0.007101936497271455,0.01467599735984705,0.04241837470669914,1000,Loose,Shape
1870,0.028165929114714282,0.007676499580441201,0.013116817099590065,0.043104773831310665,1000,Loose,Shape
1880,0.028548328475440456,0.007592524242611817,0.014860430421118377,0.043962742706698414,1000,Loose,Shape
1890,0.02806686495760197,0.006965435475305647,0.01377122829552985,0.041505720865764734,1000,Loose,Shape
1900,0.028613621511573258,0.007292117379596571,0.014472566639906226,0.042002922420882605,1000,Loose,Shape
1910,0.02845773804549414,0.007394212578617811,0.014126171110877363,0.04261359112352673,1000,Loose,Shape
1920,0.028532870521924082,0.007324551862993696,0.014150679590008137,0.04240184496743496,1000,Loose,Shape
1930,0.028420282585342904,0.007043851066641029,0.015025730834200635,0.04224027667364878,1000,Loose,Shape
1940,0.02853340447393188,0.006969671926231406,0.015102252510060366,0.04166677854581293,1000,Loose,Shape
1950,0.028864532816376107,0.007020487273067438,0.014346905297011953,0.04235250035783387,1000,Loose,Shape
1960,0.028233493341902952,0.007034714330631772,0.014984230322147534,0.04192971041444817,1000,Loose,Shape
1970,0.02800263500433867,0.007262862140652802,0.014444402150290867,0.04227223318220349,1000,Loose,Shape
1980,0.028610985339439902,0.007273539219717044,0.013397724650841863,0.04200579938585747,1000,Loose,Shape
1990,0.028347846423308534,0.006849539022198854,0.015068857641589137,0.04180258362715841,1000,Loose,Shape
2000,0.02881573823102392,0.007262939996255537,0.015455325126533505,0.04307514662206375,1000,Loose,Shape
2010,0.02848949302184914,0.006981124143702693,0.014961555083476555,0.04195002141830739,1000,Loose,Shape
2020,0.02829331124765993,0.006872222160739376,0.014997729973086847,0.042189144037990775,1000,Loose,Shape
2030,0.028891246519593634,0.0073853633182988905,0.01492853755515229,0.0436416685507491,1000,Loose,Shape
2040,0.02863965047365015,0.007211991449106975,0.01468434180597269,0.04245547068624142,1000,Loose,Shape
2050,0.028561914224073937,0.006997782944401087,0.014696958099136776,0.04201421286410849,1000,Loose,Shape
2060,0.028397871211438323,0.0068876041537776845,0.0152868528334818,0.042148207243875316,1000,Loose,Shape
2070,0.02877962437159916,0.0066758267375914525,0.015689678740074604,0.041278878241387956,1000,Loose,Shape
10,0.08934108721027603,0.0985676763488586,-0.11259123270873632,0.2763947194770488,1000,Loose,Label
20,0.08583169433296965,0.06837922087342702,-0.04234704004712675,0.2187559252922214,1000,Loose,Label
30,0.08589906612245324,0.0560258964938738,-0.02628828275390863,0.19515453057531762,1000,Loose,Label
40,0.08469009296774217,0.049643525498366384,-0.01196435638194524,0.18244586936048116,1000,Loose,Label
50,0.08595101749819106,0.04339119668784563,0.0009787101869377123,0.17069672467143046,1000,Loose,Label
60,0.08590154892790779,0.03904742305262828,0.006695444427066122,0.1607950854807258,1000,Loose,Label
70,0.08760524568788139,0.03551463353446875,0.020880748880526347,0.1578342090574887,1000,Loose,Label
80,0.087371910646288,0.03442014891371484,0.018914769311618777,0.15898130427519053,1000,Loose,Label
90,0.08457557627925856,0.03173799632396117,0.023305257075789104,0.14478856594317616,1000,Loose,Label
100,0.08739879709999858,0.030074021900370913,0.028422796451684378,0.14768855503992606,1000,Loose,Label
110,0.08666674580116038,0.029785883552615473,0.0287427312186399,0.14599574711889887,1000,Loose,Label
120,0.08580156292153633,0.028022839273021162,0.03350151340448854,0.14378360578156862,1000,Loose,Label
130,0.08615084561457899,0.02760250472470323,0.03285442950816616,0.13942043820413472,1000,Loose,Label
140,0.08765745482083069,0.024371576350261655,0.03979464065197417,0.1320330904336318,1000,Loose,Label
150,0.08805710779133721,0.023891686502141615,0.04003332693016637,0.1341544593498936,1000,Loose,Label
160,0.08732835068216935,0.02410712146211172,0.04095305298184662,0.134270133315832,1000,Loose,Label
170,0.08546532736569865,0.022965061193831886,0.04007681425914522,0.13002104844724335,1000,Loose,Label
180,0.08668072446082814,0.023236704890886545,0.03855838617720522,0.13109490013664787,1000,Loose,Label
190,0.08718525789564739,0.021536225080983924,0.04684064349972781,0.12884479536112187,1000,Loose,Label
200,0.08742524231697545,0.02162166640215967,0.04477863390440818,0.1278984615791944,1000,Loose,Label
210,0.08690303279371901,0.021546776039783385,0.045586857444673695,0.1298835471387622,1000,Loose,Label
220,0.08732537266432236,0.02077044359286578,0.04275646033407245,0.12774683195753692,1000,Loose,Label
230,0.08609973630344153,0.020256832195888166,0.04655693500782527,0.12650485910488515,1000,Loose,Label
240,0.08729815109434924,0.01967707968541422,0.04863267327905121,0.1252963094614757,1000,Loose,Label
250,0.08612384642463153,0.019459719431562477,0.04698767570305134,0.12222089634273836,1000,Loose,Label
260,0.08644585704973608,0.018949085584625665,0.050145793939532425,0.12339008422541749,1000,Loose,Label
270,0.08764858906989316,0.01883322098175298,0.049855376612383026,0.12615016577020957,1000,Loose,Label
280,0.08797700470056427,0.017994817436914685,0.05427709596546546,0.12348858495165818,1000,Loose,Label
290,0.08666559995533477,0.017659836595291363,0.05278511533543692,0.1221734300738649,1000,Loose,Label
300,0.08747367040168245,0.017454219778399265,0.05452127609458115,0.12388244868636548,1000,Loose,Label
310,0.08792365422170868,0.01757481919616376,0.053681184576710415,0.12264494460519,1000,Loose,Label
320,0.08659416874886801,0.017145439732631662,0.052910355377655836,0.1219428189542507,1000,Loose,Label
330,0.08704052047047925,0.016066867780074667,0.057046311552806164,0.11842372016693245,1000,Loose,Label
340,0.08710166041734022,0.016486347875069682,0.05505889317908829,0.11901365930111865,1000,Loose,Label
350,0.08602830760096564,0.016219907530730486,0.05474315112530708,0.11817921872449634,1000,Loose,Label
360,0.0866859187981895,0.016254240750609546,0.05530353996672848,0.11934735891245525,1000,Loose,Label
370,0.0866524976154547,0.016288756924498785,0.054550098736869966,0.11852123259992144,1000,Loose,Label
380,0.08733727281259249,0.015669190764390942,0.05469572042832916,0.11801049316603916,1000,Loose,Label
390,0.08627733014920877,0.015756500256909518,0.055710339174407604,0.11573170871180774,1000,Loose,Label
400,0.08647372052145619,0.01548895786463523,0.056737535853487335,0.11852666139025364,1000,Loose,Label
410,0.08682003387583279,0.01542545463804685,0.055457555818958046,0.11552197740619953,1000,Loose,Label
420,0.08667975927268973,0.01460038608989592,0.05663569303222466,0.11604122761249583,1000,Loose,Label
430,0.08640194628641665,0.014829414866165666,0.057360551307724224,0.11513875711539863,1000,Loose,Label
440,0.08751481218488395,0.014807297721738775,0.05893350728387195,0.11699489469600599,1000,Loose,Label
450,0.08668665351025298,0.014455083187505529,0.05910621438474838,0.1149536059756112,1000,Loose,Label
460,0.08688882483351616,0.014368622423891355,0.059690462041722785,0.11545249612767465,1000,Loose,Label
470,0.08679085295905352,0.014026040023326126,0.059671713415146724,0.11237455720046566,1000,Loose,Label
480,0.0873382673228215,0.013862241777653134,0.05996921118814667,0.11517322947305784,1000,Loose,Label
490,0.08670753356521982,0.014000488638900977,0.05698075350588476,0.11342834702135056,1000,Loose,Label
500,0.08686872216338289,0.013787217290414615,0.05980496408639684,0.11400203836737142,1000,Loose,Label
510,0.08690400350869538,0.013488326022699962,0.06069225680237738,0.11368506507677548,1000,Loose,Label
520,0.08684337469128366,0.012980680232288438,0.061486094188217474,0.11095304476589063,1000,Loose,Label
530,0.08650098850309137,0.013090154612914264,0.06171596174053339,0.11106297855284622,1000,Loose,Label
540,0.08673833402293213,0.013454942244206477,0.060422740934177994,0.11215418489795452,1000,Loose,Label
550,0.0859785006820657,0.013112672157116473,0.059033656527255465,0.11172557121420335,1000,Loose,Label
560,0.08731158753685966,0.012847318511661161,0.06173020877743169,0.11178322484985735,1000,Loose,Label
570,0.08763588843351161,0.01298915947297161,0.06307784835056816,0.11365366522684071,1000,Loose,Label
580,0.0871016944230044,0.012193777374042038,0.06410971251116984,0.11066996174734099,1000,Loose,Label
590,0.0869935203863975,0.012484216724403878,0.06159635204977559,0.1100172078090166,1000,Loose,Label
600,0.08740670504228408,0.012681269326253292,0.06288125009614531,0.11176474097201224,1000,Loose,Label
610,0.08681352644854991,0.012259704507316657,0.062396880890296234,0.11099513683016674,1000,Loose,Label
620,0.08668846246712666,0.012126812483921607,0.06332702607616371,0.11039637149280825,1000,Loose,Label
630,0.0868236915873535,0.012460707020974843,0.06225571571489908,0.11112584517092847,1000,Loose,Label
640,0.08714327412526301,0.012066491348979214,0.06267602085043959,0.11057999714566426,1000,Loose,Label
650,0.08668003490182831,0.011884550212239282,0.0635779026147388,0.10996915587998662,1000,Loose,Label
660,0.08732849325326107,0.012007720474846533,0.06424711457492906,0.11091170649571816,1000,Loose,Label
670,0.08736657578848442,0.011971735947334323,0.06422489692397686,0.11017584060489855,1000,Loose,Label
680,0.08751019050487371,0.012095154148838178,0.06319643627773068,0.1105915741081324,1000,Loose,Label
690,0.08708598172810178,0.01146921778258145,0.06506518197453547,0.10952878102571827,1000,Loose,Label
700,0.08716832090262054,0.011282571370950099,0.06530805912313466,0.11005032549116543,1000,Loose,Label
710,0.08686781989509586,0.011838048264529987,0.06400968712065498,0.10992993139032461,1000,Loose,Label
720,0.08680904831472958,0.011126227794976674,0.06498156997855542,0.10874476401409106,1000,Loose,Label
730,0.08742010573493544,0.011168577711235509,0.06564647014982358,0.10958262792735324,1000,Loose,Label
740,0.08697334896636934,0.011341988474214072,0.06321803763717315,0.10818005840666069,1000,Loose,Label
750,0.08678992022570864,0.011663785564082603,0.06420383370957476,0.11001386751707642,1000,Loose,Label
760,0.08666574292819945,0.010949829316561127,0.06584895890804715,0.10840047823234092,1000,Loose,Label
770,0.08680331556352106,0.011047954404222486,0.06466677608425131,0.1085554165354933,1000,Loose,Label
780,0.08752991984008603,0.011135435977078818,0.06601778061736807,0.10913796739957686,1000,Loose,Label
790,0.0873653314474854,0.010447807359795431,0.06786787157525134,0.10789506914121347,1000,Loose,Label
800,0.0867028115859109,0.010548448101107437,0.06539149090963838,0.10724404385327697,1000,Loose,Label
810,0.08691298601600433,0.01083599039239707,0.06592988631945136,0.10907339756155325,1000,Loose,Label
820,0.08701313486260306,0.01071985446905938,0.06681801815603837,0.10745786981917385,1000,Loose,Label
830,0.08752453289794372,0.010811065692406866,0.06674149422242294,0.11027485103401748,1000,Loose,Label
840,0.08706617250612046,0.010636266461823536,0.06582437225748936,0.10835447166506612,1000,Loose,Label
850,0.08667753643100781,0.010467938496558495,0.06751195969011287,0.10883701092291843,1000,Loose,Label
860,0.08688644343672097,0.01009229239666966,0.06703786099885721,0.10754707864519467,1000,Loose,Label
870,0.08646674892425822,0.010455684742661201,0.06649783265892403,0.107126563824909,1000,Loose,Label
880,0.08644668989366824,0.010187255036465975,0.06627991458799747,0.10658990707090753,1000,Loose,Label
890,0.0869918877416386,0.010329270573504945,0.06670849951518497,0.10657075414182782,1000,Loose,Label
900,0.0872097005541061,0.010158852229953962,0.06731013674833179,0.10619318950962901,1000,Loose,Label
910,0.08671914277541547,0.010457151646175859,0.06576190945824528,0.10687109149048792,1000,Loose,Label
920,0.08668344086951453,0.010187645650115582,0.06676418378980602,0.1073512812137464,1000,Loose,Label
930,0.08707782577444777,0.010191190377728747,0.0675354672491184,0.10630884282361831,1000,Loose,Label
940,0.08699922162531647,0.010055760704205167,0.06874776426091624,0.1065031535940844,1000,Loose,Label
950,0.08661944530647725,0.009991027953853726,0.06772480137627857,0.10603498501449164,1000,Loose,Label
960,0.08757815789434122,0.010198479794556901,0.06823465198441309,0.10720778990708293,1000,Loose,Label
970,0.08724990524754549,0.009209949428426649,0.07003858415482475,0.10635295374100442,1000,Loose,Label
980,0.08734500730979775,0.009712706703366065,0.06971414729210898,0.1062836159942312,1000,Loose,Label
990,0.08687419609097552,0.009610096811087553,0.06877825743926104,0.10591835187893754,1000,Loose,Label
1000,0.08670964438490986,0.009627476902601798,0.06615550188342133,0.10576492836387903,1000,Loose,Label
1010,0.08721028887175973,0.009334804690971591,0.06843802151135871,0.1054384626193817,1000,Loose,Label
1020,0.08667617073347077,0.00927655420467659,0.0682733997745012,0.10331514189720692,1000,Loose,Label
1030,0.08748161525615822,0.009442975700515369,0.06812711818285337,0.10514354205199142,1000,Loose,Label
1040,0.08766212547439309,0.009852609785085294,0.0676890622329883,0.1071732160721522,1000,Loose,Label
1050,0.0868189800665209,0.009553395861604903,0.06757134627497956,0.10630106017075992,1000,Loose,Label
1060,0.08642827388017534,0.009480222745012194,0.06783876588517446,0.10553835984558245,1000,Loose,Label
1070,0.08727561077921671,0.00939659552217579,0.06852107794955983,0.10500483079108947,1000,Loose,Label
1080,0.08728682484742986,0.009488319253107416,0.06744888848487117,0.104155771847645,1000,Loose,Label
1090,0.08670730587185545,0.009273976186875164,0.06891212155252852,0.10420463722506308,1000,Loose,Label
1100,0.08725548050533787,0.009278758278053656,0.06898183396869652,0.1051640029818845,1000,Loose,Label
1110,0.0873138829755236,0.009369153521057823,0.06912602115754861,0.1053736782356764,1000,Loose,Label
1120,0.08664461596387571,0.009415134556980027,0.06852730201017886,0.10495167220152729,1000,Loose,Label
1130,0.08721609823163641,0.009199100241309611,0.06916245119531439,0.10385117052800408,1000,Loose,Label
1140,0.08679658720976756,0.009454939590304379,0.06935300060304803,0.10501905663645245,1000,Loose,Label
1150,0.0863640389890817,0.009106547965397362,0.06917363078703852,0.10494329784203484,1000,Loose,Label
1160,0.0868961051543426,0.008873681007889201,0.06866400044549106,0.10395509350360908,1000,Loose,Label
1170,0.08668984808127823,0.008889259624876673,0.06905182932340406,0.10429364146167568,1000,Loose,Label
1180,0.08729222536037784,0.009085843834206906,0.07103085997816892,0.10596475015190582,1000,Loose,Label
1190,0.0871539828206098,0.008990617411595897,0.06962807659727242,0.10557126055950161,1000,Loose,Label
1200,0.08690302319872036,0.008599047095164073,0.0690883523745697,0.10402970333789152,1000,Loose,Label
1210,0.08678310472734532,0.009026442967447566,0.06962451092753737,0.1039676287929505,1000,Loose,Label
1220,0.08678559187839324,0.008919776218742532,0.06819483884287271,0.10391103988914714,1000,Loose,Label
1230,0.08689263464665431,0.008796336369421627,0.069284685044259,0.10369873860710932,1000,Loose,Label
1240,0.08688193577262733,0.009126791033902192,0.06972468436784468,0.10442621925278622,1000,Loose,Label
1250,0.08706095649553967,0.008478405418043422,0.0697811977752225,0.10326836493900389,1000,Loose,Label
1260,0.08696537723592007,0.008732029612163787,0.06968093925697683,0.10323716820568572,1000,Loose,Label
1270,0.08663405662386432,0.008740580607216285,0.0697630370013201,0.10384614859772431,1000,Loose,Label
1280,0.0875202416828963,0.008431959309878037,0.07110557197037645,0.1038154444202167,1000,Loose,Label
1290,0.08697893392636104,0.008515454029543481,0.06978863547521702,0.10350214779508017,1000,Loose,Label
1300,0.08642334591280476,0.00867484863128797,0.06945705118623342,0.10324017967883412,1000,Loose,Label
1310,0.0872199510656113,0.008246757421138385,0.07203774964684967,0.10342454765072936,1000,Loose,Label
1320,0.08684696070431626,0.0084195046831505,0.07023427594705701,0.10394544397978817,1000,Loose,Label
1330,0.08687900202511604,0.008390832025657012,0.06987653313241958,0.10285216232446254,1000,Loose,Label
1340,0.08623308542359039,0.008126976452684002,0.07008805926763809,0.10293744661187877,1000,Loose,Label
1350,0.08668169129816768,0.008431195170079776,0.0703000028388913,0.10319161360018296,1000,Loose,Label
1360,0.08642161699012048,0.008388371601562314,0.07071691539183808,0.1024161221177557,1000,Loose,Label
1370,0.08713827510138746,0.00792702418871522,0.07139629025475863,0.10325639943335865,1000,Loose,Label
1380,0.08663822192058085,0.008105832077253747,0.07067713806188346,0.10210683701860762,1000,Loose,Label
1390,0.08689933772735468,0.008335786919239993,0.06989011391483921,0.10329709810748505,1000,Loose,Label
1400,0.08654785343618213,0.008140791709862965,0.07064009312796328,0.10224657998897993,1000,Loose,Label
1410,0.08709936403910251,0.008409353589035265,0.07061805820188383,0.10350438085384223,1000,Loose,Label
1420,0.08651751646500051,0.008325579071294383,0.06980608420469267,0.10168902871272273,1000,Loose,Label
1430,0.08716558803437333,0.008076830305378386,0.07132614486138887,0.10265931390392635,1000,Loose,Label
1440,0.0869393214857602,0.008210258019074127,0.0718845994871633,0.10290412777016637,1000,Loose,Label
