SampleSize,Mean_d,SE,CI_lower,CI_upper,Identity
490,0.005970468612220516,0.013661341392208317,-0.02196802099128303,0.03274849728805822,Shape
500,0.006275872637948045,0.014225743899679967,-0.02071580922201062,0.035369977428162586,Shape
510,0.0053764088799943864,0.014871579909654643,-0.02405269468289823,0.033759825781642376,Shape
520,0.006430489151239105,0.013550027951442493,-0.01962931417910385,0.03096151102973009,Shape
530,0.00556014543141346,0.012773241363235587,-0.021872577570387037,0.03171772759560945,Shape
540,0.006476301721155176,0.013342259631955618,-0.018845773282588955,0.03206381308341611,Shape
550,0.005923037562080573,0.01359994384055824,-0.02108412463000363,0.03252039030424023,Shape
560,0.004421312302015103,0.01320449677399637,-0.021252545406949548,0.029603593165879776,Shape
570,0.005724020366023466,0.013291817038275984,-0.018702184547371357,0.02879550543484206,Shape
580,0.005261329451238671,0.013322597847578848,-0.020598827552025304,0.032135661705301535,Shape
590,0.005443372973105486,0.012887344096676,-0.017388437341343453,0.032104089105390435,Shape
600,0.004950680649407761,0.012843382761207613,-0.021032440977763304,0.02906361098824374,Shape
610,0.005780289169741678,0.012940864490861006,-0.01934086937412528,0.03109688751387347,Shape
620,0.004957672139562286,0.012569492430337918,-0.017352985319180524,0.02836281723310137,Shape
630,0.0048164615102479855,0.012430031764678008,-0.020701959002095892,0.027191746306065794,Shape
640,0.005987321710295387,0.012358117487983126,-0.0168992854021506,0.02948970348566379,Shape
650,0.004872615597926901,0.012362499455191798,-0.01892942108757958,0.02916889896379839,Shape
660,0.00609162258342423,0.012233961688997876,-0.01772128156791823,0.02961575123758491,Shape
670,0.006108655489624797,0.011775050744428344,-0.01847663872479885,0.027348580564730354,Shape
680,0.00547439715704281,0.012295023253813434,-0.01877207822523889,0.02899770034930582,Shape
690,0.006069606406413165,0.01178107851709131,-0.01752938192619716,0.030652582935217564,Shape
700,0.003937217755585969,0.011486363112101041,-0.01872704965755985,0.025575796763916962,Shape
710,0.005053898202898361,0.011682329917138867,-0.01636747792073526,0.028627706682784658,Shape
720,0.006318840225278091,0.011979468461957335,-0.017728770189565046,0.02913374977148868,Shape
730,0.006333847177022587,0.010821908747653462,-0.014464834756230506,0.028093401741003308,Shape
740,0.005766491126761352,0.011765937804438626,-0.01785730215794778,0.027683641017035666,Shape
750,0.004821801996456367,0.010888359380691515,-0.015418619243821187,0.028134457384616753,Shape
760,0.005215034963431149,0.011696709346896728,-0.01743811864718981,0.02671322024601175,Shape
770,0.005451018941816814,0.01087945582844331,-0.014032201317379787,0.027080060128747172,Shape
780,0.0052259740180937535,0.010837529990093981,-0.017659701366357205,0.025763572565372404,Shape
790,0.005589485358500444,0.011555705579896646,-0.015335038691105961,0.028468455643226847,Shape
800,0.005680192667066022,0.011140444639151814,-0.016057944662453725,0.02797691091910943,Shape
810,0.005537043243878374,0.01108262741430735,-0.014346064781705572,0.026535470551387004,Shape
820,0.00599419993235444,0.01114015688050317,-0.015322965669332035,0.026870184629994895,Shape
830,0.005418530628140093,0.010503972927613082,-0.015460653167539421,0.026759504556718067,Shape
840,0.004742017939614655,0.010456201729870126,-0.015309727050444004,0.025199668859422267,Shape
850,0.006214598881242486,0.010598972638047812,-0.013711879976550084,0.025644879685716975,Shape
860,0.005539442545256032,0.010902321982005761,-0.01484674215170345,0.027564434794858896,Shape
870,0.00570300717948243,0.010550476107675245,-0.013625836042202057,0.02554280082072564,Shape
880,0.004755933412425922,0.009971837637533123,-0.01326179286180562,0.02536323129405796,Shape
890,0.005088583888876606,0.010670114328313175,-0.015341498323257994,0.026588951604116774,Shape
900,0.006297578725265394,0.010064004909774235,-0.01230234023750592,0.02683915183482956,Shape
910,0.005634287106922503,0.010763411475237974,-0.015535635506240538,0.027440827944794816,Shape
920,0.00494197407976838,0.010124254314629004,-0.015141568200391945,0.023853893091904485,Shape
930,0.004997846253963669,0.010415632257643005,-0.016139010524536066,0.026071410736997924,Shape
940,0.005527911213876295,0.010176792062333562,-0.014727516992023919,0.024960008273151355,Shape
950,0.005164318216922084,0.010579506953031302,-0.014936468794894443,0.023424493980707266,Shape
960,0.004851377721238878,0.010013233229463635,-0.0153091564977571,0.02288377410500629,Shape
964,0.0058826356742069305,0.010040867371469621,-0.014484822073362782,0.02358232669041025,Shape
10,0.1565012588872821,0.09842076666490346,-0.06349281886381321,0.34658101462074287,Label
20,0.1569783781194979,0.07148757209455343,0.03049136001533719,0.29500948993383447,Label
30,0.15962466253892846,0.05741970316028832,0.048463676413814785,0.26896354327184663,Label
40,0.15805907275447606,0.04853307198835435,0.06101998994608051,0.24717508345098496,Label
50,0.1598091646012818,0.04450436728641484,0.07163881114002585,0.24971955016993638,Label
60,0.16150984492776901,0.041653051160466005,0.07512240129417445,0.24035844376167073,Label
70,0.16235299979707435,0.03742414290769577,0.09150473688149863,0.23362681573337168,Label
80,0.16263404808665996,0.03583371343786903,0.09234391112259345,0.23308889739990057,Label
90,0.16121780360698726,0.03343249845297467,0.09918967334110632,0.22418337306074937,Label
100,0.16128853533019702,0.03052234566103215,0.09913138320010123,0.2253571371892,Label
110,0.15912362561321464,0.03230505905126047,0.09766356977329223,0.2238909841188638,Label
120,0.16113898825558304,0.028506172160099985,0.10331544314214317,0.2133151239200988,Label
130,0.16131470413499013,0.02703724688189249,0.10956424218345485,0.21156475785494255,Label
140,0.16011404476814514,0.026128063480388625,0.10555603742900813,0.2065291301067328,Label
150,0.15890855996573022,0.025719725886759276,0.11302349765107529,0.20936680153539236,Label
160,0.1605886023415356,0.02605618641538094,0.1081295167092713,0.20798239142320143,Label
170,0.1606228389519923,0.022808181916103603,0.11636851000189934,0.2043722698705562,Label
180,0.15910825750696653,0.023725307317325268,0.11486808266080348,0.20515082411707233,Label
190,0.15892991016646374,0.022814898966129663,0.11435987073831205,0.20458009392452367,Label
200,0.16007834978002825,0.02172472420172474,0.11977857766337564,0.2048041160238912,Label
210,0.160942663127932,0.02139704085820954,0.12019320285473663,0.20213081458625945,Label
220,0.15919282919692165,0.020522457835785688,0.11675211077892728,0.1972470149047123,Label
230,0.160045635067315,0.020257527276286852,0.11957036870039113,0.19601458874771532,Label
240,0.1600162323068613,0.020906477324800367,0.11920789196482057,0.200796891062667,Label
250,0.16023843510111058,0.019587296729916794,0.125394689725488,0.1994534161153246,Label
260,0.16073836249212722,0.020094408199797537,0.11953994111713587,0.20177191614631446,Label
270,0.16048684546912725,0.02053730903381808,0.1223428786351472,0.19924866676606467,Label
280,0.16116221621372084,0.019008955008566367,0.12553331100716145,0.19986575354784689,Label
290,0.1609954135658946,0.01806505367865273,0.12606796391531852,0.19750125932768192,Label
300,0.15909221640394067,0.017896429825038765,0.1256505262669932,0.1939671839449088,Label
310,0.1597450671314264,0.017469133755550703,0.12193061385905477,0.19119567988405523,Label
320,0.16050667906470859,0.01791566632278315,0.12542828254231642,0.19296033625317086,Label
330,0.15922838766289232,0.016437439544240793,0.1272396695972285,0.19253263402588208,Label
340,0.16020291940502765,0.017264848946413495,0.12785630738267365,0.19645776949649565,Label
350,0.16097911032118595,0.01632033902469984,0.12842267068552066,0.19207199092284408,Label
360,0.16014389117080544,0.016356376408251504,0.12748106559075792,0.19205834715102058,Label
370,0.1604852954490615,0.016119156038877955,0.1283198416818925,0.1900018414088058,Label
380,0.16062297032870365,0.0155648142394225,0.13126919324832348,0.19248436347545958,Label
390,0.15880876826751278,0.0160092938192632,0.12599772288613523,0.18717659079084747,Label
400,0.16093681821777983,0.015017327473339776,0.13207096057938167,0.18895078116743602,Label
410,0.16105134104041355,0.014715380448407724,0.13463880386565233,0.1903568624764526,Label
420,0.16075511891733388,0.015484200424839696,0.13025267478914995,0.1909810551502539,Label
430,0.15948704996499263,0.015150664845999837,0.13007487670826234,0.189507469807282,Label
440,0.1601686512884793,0.014337043681502138,0.13106162230004811,0.18693163217837752,Label
450,0.16015861647928392,0.01484855495704208,0.12973327482255695,0.18981845224212224,Label
460,0.16062713251029098,0.014473442853696715,0.13155076578930197,0.18929457043857376,Label
470,0.16107054820050082,0.014448609482930745,0.13139282261079338,0.18950864729616906,Label
480,0.16027680829482388,0.014510253318803625,0.13166395922108906,0.18841978480909471,Label
490,0.16061820929676524,0.014298312495595562,0.13137214585386495,0.18744392898177983,Label
500,0.16102637957676638,0.014741236645650708,0.13260854591007948,0.1898939045454911,Label
510,0.16007591745590072,0.013511917943303947,0.1333244437430017,0.1851151729942742,Label
520,0.15940342929556095,0.01374665010533517,0.13213572862705347,0.18573975990300565,Label
530,0.16040805254694504,0.013987650604634456,0.13151046835887203,0.18880910050824665,Label
540,0.16020541784039186,0.013432543606859148,0.1341307532596439,0.1855574126776774,Label
550,0.16055634311288988,0.01375979997302771,0.13421549957090262,0.18752486557314726,Label
560,0.1595070180678149,0.013286414132771648,0.1341133243898357,0.18619306526332144,Label
570,0.1609197440256798,0.013030629525527734,0.13683474508693594,0.18666102124538358,Label
580,0.16074923741812983,0.013264277963123301,0.136651124313287,0.18538966205667376,Label
590,0.16061465442598682,0.013233245594870805,0.13417446806005634,0.18570173929809541,Label
600,0.1603992356396903,0.012711830141549965,0.13690816816088494,0.18455051682685683,Label
610,0.16044333549971396,0.012750641341566863,0.1335404126219338,0.18250350622376926,Label
620,0.15921338001971375,0.011644236984227957,0.1357579721215032,0.18186693779346955,Label
630,0.16032465461519013,0.012032250712277199,0.1380774363836213,0.18310217170326681,Label
640,0.1596983689517535,0.012562348768060312,0.13519018018048598,0.18333125823703297,Label
650,0.15991188171491716,0.01222270237753219,0.1338686312925147,0.18409743224084646,Label
660,0.1603026392205194,0.01289654866279979,0.13671006387312562,0.18463024518172907,Label
670,0.1608321328843614,0.012435396247543631,0.13705257319509914,0.18373292571867864,Label
680,0.16078065341970085,0.012274408189277742,0.13540834608050906,0.1852817613792532,Label
690,0.1603353876821953,0.012163275450690717,0.13806057767574154,0.1833731403695782,Label
700,0.1601245589574671,0.011989719226608051,0.1370279206447081,0.18214255911136842,Label
710,0.16046802484780753,0.011627819938249698,0.13725067517788841,0.18367334544233258,Label
720,0.15947840777166608,0.011705416953015971,0.13627794402838175,0.18044932536211644,Label
730,0.1590285710918651,0.011949796768086652,0.1365337986310341,0.1816123025552733,Label
740,0.15958639452916884,0.011004007187540394,0.1379714586449255,0.18058704279481902,Label
750,0.1604942319814931,0.011622603827748105,0.13770295001371874,0.18413765910611857,Label
760,0.16011407878342263,0.01199452800429736,0.13576779810252781,0.1833446976703689,Label
770,0.15964812548448504,0.010819171928586481,0.1390946314266406,0.1791983005160569,Label
780,0.16070899766285898,0.011510804300485315,0.1383075531080109,0.18334672127077523,Label
790,0.1605675592891821,0.011027224369061839,0.14055972009448214,0.18256029689422562,Label
800,0.1599161393437535,0.01075743250203669,0.13848825931786232,0.17953448818383008,Label
810,0.160815567544202,0.010953440553267071,0.14016941034389188,0.1832859064661414,Label
813,0.16117938541686885,0.01139069503823853,0.14012630879930077,0.18298735269993432,Label
