SampleSize,Mean_d,SE,CI_lower,CI_upper,Identity
10,0.004758715716219914,0.09938447471571453,-0.18711675520378093,0.20301786661150542,Shape
20,0.006525923517531521,0.06958400887771433,-0.12532623006150223,0.14131991781494974,Shape
30,0.006380350604463212,0.056813236479375154,-0.0992738343852172,0.11815303967945641,Shape
40,0.0068958317269219235,0.050532845018730975,-0.0989595642907106,0.10548942091336669,Shape
50,0.005336051755185524,0.04397384535351515,-0.07567556670090103,0.09198082257663005,Shape
60,0.005810213170135548,0.03986477805279375,-0.0740165539577113,0.08506469035110908,Shape
70,0.0030324855147942473,0.03668969025782183,-0.06687334912775572,0.07347710644080252,Shape
80,0.0042568982466037394,0.03312672173957311,-0.05629383039188533,0.07017245886766602,Shape
90,0.0060056046106742485,0.03344329704203097,-0.0634567537381714,0.0654094177009747,Shape
100,0.005206685181719875,0.032016594101363004,-0.05563948091831687,0.061250318015466515,Shape
110,0.006199181481420033,0.02824537442466282,-0.04377895137833748,0.06071770777387779,Shape
120,0.0065593920432742685,0.027879054102111805,-0.047289663957730516,0.06017126365499551,Shape
130,0.007739771623520166,0.027393936546405706,-0.045477499191566795,0.06233772600978965,Shape
140,0.002924237928555958,0.02630970619092966,-0.04648812507070033,0.055315940752633894,Shape
150,0.004872778610536263,0.025953975497220606,-0.0416320846951272,0.054455899004365184,Shape
160,0.006310517731168684,0.024155646661491833,-0.03829979482243512,0.053027756270840866,Shape
170,0.006283137508848227,0.02459583054908102,-0.04326264608346618,0.04927931963594002,Shape
180,0.005289575941227523,0.023391207897531765,-0.04245899862713728,0.047414601042891656,Shape
190,0.005811901298282862,0.021071477626235915,-0.03485023692042407,0.046000271455916494,Shape
200,0.006024015086791243,0.02255957344181743,-0.03496635139163554,0.051421110205103274,Shape
210,0.005307914107126603,0.021488481757892995,-0.03709717762851281,0.05019204083931344,Shape
220,0.00683680420198697,0.020856249851270898,-0.03374231506153922,0.04664997856191019,Shape
230,0.004749991438737458,0.02212005702499108,-0.04197587838420432,0.04809566042068859,Shape
240,0.0062495182873754575,0.02051888165433491,-0.03299507309377132,0.04484758107256815,Shape
250,0.005965662838086821,0.02084718123342754,-0.0337635506988522,0.047580570628345614,Shape
260,0.0056254409960810985,0.019571624431282724,-0.031443765589319946,0.041492087896432425,Shape
270,0.0054093665307771675,0.01920444582794576,-0.034377619847152006,0.042796086495170915,Shape
280,0.005545839151283479,0.01937646797874215,-0.031731017436004344,0.043263974194018014,Shape
290,0.005902072316834848,0.01886642228988308,-0.030509449432599905,0.04148992257213653,Shape
300,0.004249140669072448,0.019107432097935192,-0.034127421945763556,0.04048655931136889,Shape
310,0.0057388441230506754,0.01900916192597157,-0.03190884993364814,0.03953029092884501,Shape
320,0.005380594175400794,0.0175802575460896,-0.02675220600449761,0.040025010871876175,Shape
330,0.005333481529514474,0.01677408498765228,-0.025516999211064387,0.0382756506793889,Shape
340,0.006045879735929875,0.017026215492622614,-0.028623049603881838,0.0363358453623477,Shape
350,0.005155352577267422,0.01587385300118986,-0.02784643208405577,0.038114051373848414,Shape
360,0.0059975333881712636,0.016435375060845803,-0.02404993554540152,0.03766704085534485,Shape
370,0.004909538332229834,0.015984234691873874,-0.022236268875928916,0.036889287780213026,Shape
380,0.0061755370623228075,0.015525975761390816,-0.026864924579085472,0.03541764822922003,Shape
390,0.005796062683673795,0.015694122595948618,-0.026950511332472827,0.03688594606102958,Shape
400,0.007291381633308404,0.01622351981434322,-0.026764207382469957,0.03766635953770225,Shape
410,0.005250025689778899,0.015206143120233719,-0.022036949005054852,0.036766351096191044,Shape
420,0.005635953924650539,0.015649788723965635,-0.023570022186644852,0.03620350924651458,Shape
430,0.005351605769473877,0.015579270185135292,-0.024946407465637917,0.03512524390403803,Shape
440,0.005273378231828594,0.014674781991155916,-0.024512690259872218,0.0328184582947923,Shape
450,0.004658008802177365,0.01415072175771115,-0.023880837794893358,0.031208479700082715,Shape
460,0.005787523498403283,0.014315852405121877,-0.021420787843902903,0.03262271760553497,Shape
470,0.0052091127150448585,0.014459292724329996,-0.02272785392202216,0.032069277739779724,Shape
480,0.0050184774061376326,0.014685255002671703,-0.02204287988041466,0.03413219409087789,Shape
