SampleSize,Mean_d,SE,CI_lower,CI_upper,Identity
10,0.05324808951733502,0.10029558585453092,-0.11443871461260391,0.2911699996599075,Shape
20,0.05523599506430644,0.07328425532224521,-0.07305583949971292,0.21689678362781378,Shape
30,0.05457214874319243,0.06021420623946263,-0.05769965816516609,0.18011329215294763,Shape
40,0.05139225398587278,0.05186697172189065,-0.0449262068919316,0.14963246190151644,Shape
50,0.05517992284663599,0.047025700785479595,-0.03186686620003627,0.14961524409185914,Shape
60,0.05681113377969129,0.04198959776201357,-0.023724762418401393,0.1466532791399353,Shape
70,0.051103810819057134,0.03934222356453499,-0.019349812261023728,0.13140648422394477,Shape
80,0.05366972858861534,0.03856981816612838,-0.02008583144687189,0.1369019911428692,Shape
90,0.0543055161504555,0.03511990015441736,-0.009717419574846084,0.12748173814681324,Shape
100,0.05461362911422919,0.03371268555795184,-0.01111143931100765,0.12265347044835394,Shape
110,0.05357142847142352,0.03098402147932732,-0.006902148612245117,0.11078270490150821,Shape
120,0.054024658972252795,0.030292210015754252,-0.0011246784326358894,0.11198496408647537,Shape
130,0.054241483766152974,0.028328918865008854,0.00036174737708259886,0.11418728059982773,Shape
140,0.055591151069881974,0.027693131552687027,0.0023155640947364643,0.11137577852459853,Shape
150,0.052146806347266046,0.02496926971232825,0.004213299047994425,0.10197001834921175,Shape
160,0.054572907898803744,0.027263773941180625,0.00415347181915917,0.10951146979080792,Shape
170,0.05315339478492032,0.027373243505676666,-0.0036672704289061765,0.10693829985387615,Shape
180,0.05420358732271277,0.025591127864191054,0.004242141989613215,0.10340271926078848,Shape
190,0.05601412671820907,0.023512079010938575,0.009923657513168548,0.10269749967373676,Shape
200,0.05321104617647778,0.02300862169972438,0.010176496793582433,0.09691665867941272,Shape
210,0.052895807669647736,0.023343848854213176,0.00424656313935137,0.09700985170486409,Shape
220,0.05467565335648433,0.022526787051395013,0.01495168728430131,0.10144011117641648,Shape
230,0.054413231813989923,0.02179817243053604,0.017041647889964436,0.10165407715636464,Shape
240,0.054606128388625635,0.021697855050654902,0.013194470734110595,0.09640992508199349,Shape
