SampleSize,Mean_d,SE,CI_lower,CI_upper,Identity
80,-0.014715752015066681,0.030680662923148447,-0.07640733146250392,0.04099596934895404,Label
90,-0.014197989753834026,0.02664417303223644,-0.0616175152856227,0.040102281402695825,Label
100,-0.015655790473466612,0.02602828152281108,-0.06327781338703567,0.03612457655987074,Label
110,-0.014317652188472552,0.02492947020683892,-0.06383525710727682,0.03493791226721704,Label
120,-0.016105550689236546,0.0239035000662508,-0.06613922373933755,0.03234636997626569,Label
130,-0.014816547009465086,0.022694151869081483,-0.05935244239534803,0.033043156930556254,Label
140,-0.01486394934207579,0.02179190075589049,-0.05842129716290766,0.026530847324360743,Label
150,-0.014909118798158188,0.02005910114793871,-0.05062833124004002,0.02322066114017094,Label
160,-0.015002905713733453,0.021724909748589573,-0.05854031331754725,0.02744335326830181,Label
170,-0.015604883425054467,0.019700828077507414,-0.05150209344847809,0.021196544378307976,Label
180,-0.014143355197712282,0.019638005915286885,-0.052965573018043714,0.023695917651706467,Label
190,-0.015253466155187854,0.017939254981350353,-0.05190736595936976,0.017785830672389258,Label
200,-0.0139931718120033,0.017615567404042503,-0.04581558430020756,0.020732390665206265,Label
210,-0.014243937943292007,0.01812370435828281,-0.04817147914943834,0.023292676842217135,Label
220,-0.014160826239992503,0.01782760196418987,-0.04574620590216036,0.020946932402482462,Label
230,-0.01405294499352512,0.0168319774976356,-0.04317850584890399,0.01698336881704395,Label
240,-0.014933408893247993,0.016681968289907787,-0.04877743486365688,0.0177071635283744,Label
250,-0.014101486560821186,0.01663827685716813,-0.04599537472416893,0.019843820539883324,Label
260,-0.015323115549117415,0.015839227134775057,-0.048660581881356184,0.016121612971416302,Label
270,-0.016536195283987438,0.015966800333813286,-0.04464462425472043,0.014106725207511363,Label
280,-0.016516748398919,0.015639176770084938,-0.044997399114324106,0.014899111585232527,Label
290,-0.01470755341786332,0.015261702715391005,-0.04327663737345464,0.014048704663204077,Label
300,-0.014663183715227148,0.014905613029109073,-0.044575354255272946,0.011398871930736177,Label
310,-0.014889279733630382,0.014569576531011433,-0.04379350971217239,0.013068233423998824,Label
320,-0.014271276767067643,0.014239533754082085,-0.04108553788478378,0.015270517616432637,Label
330,-0.014943172115497023,0.013998012143905968,-0.045600763065329585,0.010646353184029449,Label
340,-0.014473444111534709,0.014269656759694776,-0.04183914173566525,0.012779041788333527,Label
350,-0.0141671338905447,0.013671348729272144,-0.04266724483496967,0.01141079001089842,Label
360,-0.014390766738705305,0.01326800199256881,-0.04125863294256148,0.009461166726813207,Label
370,-0.014803526001911734,0.013378972655692161,-0.04095163967778233,0.009788254273221466,Label
380,-0.014642703083417558,0.012997486830782105,-0.039229914461331485,0.010585800067616481,Label
390,-0.015166652369299814,0.013488686164578646,-0.04021746449964196,0.011124584782378847,Label
400,-0.015069200257252864,0.01278700786758506,-0.037995321616226596,0.009024323071756452,Label
410,-0.01554805041567904,0.012317863375586628,-0.040721771513334636,0.008160533910678839,Label
420,-0.015331421137914683,0.012374254953554422,-0.0390884474007359,0.008992386554913249,Label
430,-0.014585276015185375,0.012092064978214535,-0.03909983089124949,0.009860220681980595,Label
440,-0.014380703266523054,0.012208116586808669,-0.03916079427370622,0.009589462875674767,Label
450,-0.01476072355568691,0.012250884892830697,-0.03886021465556437,0.007687234881436329,Label
460,-0.015094991614157376,0.012467559174336236,-0.03790097888772131,0.009950413416768673,Label
470,-0.01572917851043651,0.011652421446963468,-0.03655567114735056,0.008092252237096436,Label
480,-0.015093707426505542,0.01120526785669539,-0.03376921587298132,0.010040729738284928,Label
490,-0.015402643757780715,0.011430675705964665,-0.036377789996597645,0.00793128901614104,Label
500,-0.015670688025847736,0.011760375964526866,-0.0371268027130149,0.00951269229229257,Label
510,-0.014610935203673464,0.011181804721652738,-0.037166327725649595,0.006360974565875037,Label
520,-0.014700556588376178,0.01144942750417247,-0.03552172725905063,0.005875200874676506,Label
530,-0.01511728830098274,0.01088322918749673,-0.03488733601161497,0.007058527710445423,Label
540,-0.014748377497276867,0.011413011208305823,-0.03695566719941611,0.00673949709545328,Label
550,-0.015053307062232232,0.010764074850609,-0.03588599585575897,0.005619440060727872,Label
560,-0.015908680523235748,0.011148859606527384,-0.04030408898835134,0.004855837780137063,Label
570,-0.015056186468423554,0.010738545520096815,-0.03497790140081397,0.00759414525304732,Label
580,-0.015006425560240138,0.010344783590055143,-0.03527786624934105,0.006157481657960745,Label
590,-0.01482705737222743,0.010014353197719912,-0.0334802664722936,0.004912162053466595,Label
600,-0.014487608545695934,0.010486467206384234,-0.03412402489112573,0.005572584894955331,Label
610,-0.01485422053481967,0.010542754647739143,-0.03598266326766984,0.0056100511880456585,Label
620,-0.01509538004319873,0.0099753095287522,-0.03364257519392579,0.005032160303815873,Label
630,-0.014131353498377734,0.010196163325955888,-0.033334408063059436,0.006129622691633946,Label
640,-0.014949110843521905,0.010261517084222436,-0.03450265146869778,0.005195348398610881,Label
650,-0.014158731097590764,0.0097927122324777,-0.033307425516390675,0.005720306176982858,Label
660,-0.0145132263354739,0.010043149768017132,-0.03298691931238271,0.005830329473927035,Label
670,-0.0152096013241569,0.009396954905845613,-0.034337195257102854,0.004910711267368392,Label
680,-0.014555017468801272,0.009052358652917725,-0.03225061825378601,0.0033436059370823656,Label
690,-0.015154768082648963,0.009724662276564525,-0.03363491412769626,0.003788891427204232,Label
700,-0.014456412522639796,0.0096379487390474,-0.03428001494916075,0.004132419952144317,Label
710,-0.014336895330511737,0.009298903756220963,-0.031629687528121724,0.003301201394506151,Label
720,-0.015426064361028136,0.01003163792291406,-0.03477270496969864,0.005541858095820134,Label
730,-0.015133098916163504,0.009049823059206713,-0.03276708911455737,0.0025240262395171786,Label
740,-0.015440641374544914,0.009507182596283586,-0.03244225536084974,0.003584089189393123,Label
750,-0.01587633679437164,0.009136758555883105,-0.034567728243527954,0.0009928716247363033,Label
760,-0.014716497491141638,0.0100094357127674,-0.033407385937842725,0.005639528827258956,Label
770,-0.015159015802210752,0.008652630484926876,-0.030547858864640325,0.00204000052852289,Label
780,-0.014929648406093697,0.009008292879941513,-0.032271387467316275,0.0026909242291638484,Label
790,-0.015066215052938578,0.009500730494775081,-0.034347199774563054,0.0028708542490206465,Label
800,-0.015586328416857718,0.00870060815579198,-0.03281875670736422,0.00196708636230568,Label
