SampleSize,Mean_d,SE,CI_lower,CI_upper,Identity
10,0.008008222107103898,0.07042282588158097,-0.13946626113769048,0.13661071739239727,Shape
20,0.006619493951597173,0.051714908037761693,-0.09771505190286785,0.10207472270851166,Shape
30,0.005522465257111287,0.04558827032627909,-0.08297912817883871,0.09217041989496784,Shape
40,0.007460712509637636,0.03840972132658099,-0.06545730724129929,0.08237972068856421,Shape
50,0.006750059166243883,0.03296293146730835,-0.060368616887666086,0.068385636349516,Shape
60,0.00443956090478676,0.03143842562257632,-0.05236268818709205,0.06524542077404769,Shape
70,0.00851649828067972,0.027117820504853143,-0.04463511049014492,0.061195349706365795,Shape
80,0.006591387421880942,0.026903353883305232,-0.04337100433748089,0.061182655774294645,Shape
90,0.006942926505496406,0.02588960507266588,-0.0390285737685587,0.06095084184404617,Shape
100,0.0078044295319008574,0.025399700826987448,-0.04066798802094004,0.05581561039311736,Shape
110,0.006549257002081525,0.0224888681896584,-0.042449042508241205,0.05247922527633093,Shape
120,0.00760786446065207,0.020754452464248348,-0.030210592200648558,0.05105764864412514,Shape
130,0.006349329801596539,0.021758793164441858,-0.04022184336977538,0.046314004034130295,Shape
140,0.007043861136020938,0.019935350299234485,-0.0303144882208896,0.04649389726118713,Shape
150,0.0054133756530216634,0.019516115147136973,-0.0343219940941778,0.042381654854742476,Shape
160,0.006091567160641507,0.018991081022332768,-0.0327407226741597,0.042370894343509005,Shape
170,0.006115846949285629,0.019647680892986356,-0.03303118325111203,0.04212969914936946,Shape
180,0.00619653679843444,0.016974566101256798,-0.02439633540050659,0.04017981088836027,Shape
190,0.006056776228948538,0.017675206103997563,-0.026224335888041135,0.042368795326027886,Shape
200,0.007230066964366824,0.017957214029582846,-0.027780730710710744,0.040345460608027996,Shape
210,0.006070304959763248,0.01756833635782242,-0.02814394401271831,0.04197556998921513,Shape
220,0.006699426380636369,0.01644949299789437,-0.02877520683199503,0.03630611160092331,Shape
230,0.00665764252650159,0.015864162810466112,-0.024380090567717862,0.03709066409377345,Shape
240,0.0063181055333615035,0.01587555367969585,-0.02691456960089688,0.035636515831386106,Shape
250,0.006741344284283194,0.015824977917886278,-0.022753496043731572,0.038403911088031775,Shape
260,0.006489131490839705,0.013983773440383079,-0.021331278691945746,0.032526400831275025,Shape
270,0.006542449418339166,0.014352503005979267,-0.022034112025340197,0.03571651301140988,Shape
280,0.006808269754401964,0.013824858392556316,-0.018620318950953743,0.03330168381263101,Shape
290,0.0068524896251847475,0.013556930696987587,-0.01896350968752557,0.03287698338187763,Shape
300,0.0075830372048486866,0.01386188601217715,-0.02080712364418358,0.034527307715393155,Shape
310,0.005155607563141024,0.013833046776617274,-0.0214974978955322,0.0328555420167198,Shape
320,0.006283633163611867,0.013042770750462333,-0.018174101742717996,0.031189817346517414,Shape
330,0.005763988511819722,0.012908995758946296,-0.020298016220975656,0.03052711413355163,Shape
340,0.0053357749855680175,0.013191874882694112,-0.02104284544823507,0.02982124349495705,Shape
350,0.006084584626258676,0.013441518885824719,-0.020550518539376016,0.031140561973443445,Shape
360,0.0068489530679646205,0.011877902730786543,-0.016234835122067148,0.029627921650352787,Shape
370,0.0060670754419468835,0.01248373414301818,-0.018521350911761755,0.030807602805924726,Shape
380,0.0060411252486508625,0.012039690584847709,-0.0183413540140164,0.029065972399040258,Shape
390,0.007397712683917004,0.011915523122574873,-0.014982076760912587,0.031000562590792823,Shape
400,0.006758076220951319,0.012022967519344126,-0.01847898210028189,0.030146026400483868,Shape
410,0.007330707239013042,0.011260485353608228,-0.014696688851619127,0.030164053883413044,Shape
420,0.006459607886436884,0.011038673935034405,-0.014745599879050632,0.028380967888939682,Shape
430,0.006956165043631276,0.011301661282688941,-0.013169771286310902,0.02922833569829589,Shape
440,0.006050354346002209,0.011350075481684476,-0.016012189465622207,0.028211973189228336,Shape
450,0.006114995217763377,0.011221202154026517,-0.015534536021234443,0.028243375115110037,Shape
460,0.005180713816430114,0.01063872826638816,-0.014187600891678628,0.025070206891102415,Shape
470,0.007356414828293373,0.011097015774375971,-0.014521610728036873,0.028094697303167708,Shape
480,0.00601484992744952,0.011065933433318917,-0.016327234664846823,0.027703289499274367,Shape
490,0.006852031747299353,0.010765644870634148,-0.014801204634081378,0.027773481184696552,Shape
500,0.006650214485413624,0.011234302816869532,-0.0154142369080609,0.02717186811824723,Shape
510,0.006300445980232249,0.01021742096181442,-0.013012091575375143,0.02692572254119685,Shape
520,0.006874347669996522,0.010664793287780345,-0.015135540974606813,0.026434335544452247,Shape
530,0.006434312752884626,0.010299378894554194,-0.014264136835966721,0.025380528558984174,Shape
540,0.007015902748929693,0.010078469112809263,-0.0132714531026034,0.024709111207708474,Shape
550,0.006278717746426956,0.010459781214098584,-0.013951981767251884,0.027172125738437386,Shape
560,0.007000270336109871,0.009985029598307174,-0.011312919885955858,0.026856897521657166,Shape
570,0.006314066430033382,0.010157105692947433,-0.014998527750917432,0.02483356531114808,Shape
580,0.0066198417745990225,0.009705106211761889,-0.012129402613337108,0.025813751327584622,Shape
590,0.006252190224486467,0.010205626436881736,-0.01265000129393024,0.026788696979772104,Shape
600,0.006879546488535166,0.010156509559358186,-0.01226690875179518,0.02581408636413226,Shape
610,0.006502488793285266,0.009632190565649255,-0.011909298533751108,0.026657015370901486,Shape
620,0.007305111674454254,0.009500348952834695,-0.010915027500945683,0.02565098852303704,Shape
630,0.006556236418169115,0.009637130631024164,-0.012132457919181274,0.02402393477647841,Shape
640,0.006725446696822268,0.00990506124815439,-0.012950072733565392,0.026643652283056502,Shape
650,0.006060291549564026,0.009328565780011885,-0.011275757875352932,0.02400846261392673,Shape
660,0.007031753743330308,0.009287906669056335,-0.010722210234674505,0.024778381726959578,Shape
670,0.0072697228631883465,0.009304546248144831,-0.009760920908733277,0.025677647839242347,Shape
680,0.00719030047424089,0.009217234102033369,-0.011691046189761335,0.025581950548965574,Shape
690,0.006603094574591659,0.009177433190164985,-0.011613570198001666,0.02532681948548039,Shape
700,0.00566121559362351,0.008696822436560734,-0.011902792216003997,0.02208933468798517,Shape
710,0.006662309765503136,0.00970612363770237,-0.01236929612836022,0.026490300726659526,Shape
720,0.006931060640564516,0.009213916770895423,-0.011954581222028339,0.024098158540911022,Shape
730,0.006901330609869156,0.008853638236864575,-0.009360751462742971,0.025579343037516387,Shape
740,0.00696083941139953,0.00844464475336939,-0.009201189481041601,0.022867711410683913,Shape
750,0.007114629538208681,0.008620053286711978,-0.009815761624344594,0.02330737633092289,Shape
760,0.0070782316279696614,0.008440341363256101,-0.009264201382599584,0.02420418874386874,Shape
770,0.007310392137734461,0.008288018794930794,-0.009213082573259715,0.023045847945642815,Shape
780,0.006312958437328967,0.008712923168250094,-0.011352380181122303,0.022883679218215842,Shape
790,0.006356055021081103,0.008616047063836903,-0.007886223328869353,0.023023442743485976,Shape
800,0.005993831121892647,0.008390513083508492,-0.011208190423389245,0.02221598126282269,Shape
810,0.006020800865264748,0.008911815308155964,-0.011029608886436355,0.023224561568261075,Shape
820,0.006576481039625095,0.008422636477887612,-0.009363809956039063,0.023301247128410585,Shape
830,0.006138834577768611,0.008277793862499662,-0.009363524890155206,0.02365121605972991,Shape
840,0.006816419040387509,0.008376062157646537,-0.009235322311878076,0.022778648429804555,Shape
850,0.006273477294649857,0.008152100898679291,-0.010580026721302848,0.02206877657522884,Shape
860,0.006937972531485656,0.00803061200167161,-0.009329952393432133,0.022703242312532745,Shape
870,0.006688046882611761,0.007622847591449217,-0.008264301534540712,0.021539533609182693,Shape
880,0.00723614448957793,0.008617230236080376,-0.00939904295529281,0.02384770354694061,Shape
890,0.006298092897437613,0.007692551239606894,-0.007522123378629503,0.021360577771836548,Shape
900,0.007247684520898993,0.008055936538633615,-0.008374668032639445,0.02387004410447736,Shape
910,0.006654572778812004,0.007885433705273469,-0.007764259759697385,0.021991119318942678,Shape
920,0.006073720940404705,0.007652331205146299,-0.008535556648597013,0.021429834142732848,Shape
930,0.0059652359831686595,0.007819682466339515,-0.009624670659051426,0.020185819643593925,Shape
940,0.006436313544930744,0.007706382700090688,-0.007873655460606624,0.02243558577816022,Shape
950,0.006848996418923089,0.00776523522981071,-0.008632637890470456,0.023218287100856664,Shape
954,0.006069393598100306,0.008291217217105181,-0.010992240524873085,0.021591550555799106,Shape
10,-0.01614597446859179,0.08037883936431636,-0.1635358133909016,0.140596609090255,Label
20,-0.014413850830645624,0.05730879406344663,-0.12871078855649035,0.09798294615572797,Label
30,-0.01678867517599103,0.044246048495723236,-0.10201600548990725,0.06796490686079198,Label
40,-0.01452746437377642,0.04326372213010458,-0.09747029805517053,0.07240298121004861,Label
50,-0.012956313149593175,0.03711165409917923,-0.09082609940971756,0.06000802587976204,Label
60,-0.013087586326564635,0.032784147701593845,-0.08133514723127477,0.05330373527398269,Label
70,-0.014685877662027249,0.031346489902026396,-0.07477820766199844,0.052258199244411385,Label
