SampleSize,Mean_d,CI_lower,CI_upper,Identity
10,0.07221093383528543,-0.17619645634152284,0.2887597247680272,Shape
20,0.07497623545092232,-0.08793628947340547,0.2568257440365325,Shape
30,0.07525011892989915,-0.05454407199658658,0.220821013182518,Shape
40,0.07790395351100837,-0.043596039791149746,0.2075642033794573,Shape
50,0.07491508680106475,-0.029902293470654456,0.18217450302094806,Shape
60,0.07376477598003896,-0.014592779789986939,0.17733942819921308,Shape
70,0.07541419382521489,-0.004222544780929247,0.15476254104881426,Shape
80,0.07566030911641917,-0.008740697617644835,0.15837642333521967,Shape
90,0.07090233867235758,-0.004137269241103239,0.1536593118141647,Shape
100,0.07596001175238334,-0.00058395821897085,0.15195880037975903,Shape
110,0.07496169396649886,0.004067822597372854,0.1452228211027504,Shape
120,0.07633855384334663,0.010322983121603216,0.1503178391557584,Shape
130,0.07270570103314919,0.014779967626066034,0.1391933998162547,Shape
140,0.07214164711724672,0.011732180898028943,0.13683063075059232,Shape
150,0.07444124837482147,0.016519899140321526,0.1337401204621334,Shape
160,0.07505206729133074,0.011923896040910716,0.1363069554441716,Shape
170,0.07528536323637205,0.016858120066809396,0.1255744734066941,Shape
180,0.07574278180512323,0.020289975330644652,0.1342916168254642,Shape
190,0.07485343431724381,0.025674741752911484,0.12525666210025516,Shape
200,0.07621281013875177,0.028584221083119428,0.13022298770046434,Shape
210,0.07460764777607296,0.024327015247953547,0.12615613152134827,Shape
220,0.07435119775409302,0.028647293200934062,0.12534312128848904,Shape
230,0.07484275888752055,0.02488063504497872,0.12362681205335967,Shape
240,0.07418342340877347,0.028187175051278473,0.12612794399858818,Shape
250,0.07456326559487204,0.02940231733864824,0.12161723862989017,Shape
260,0.07362557787681209,0.02539155108001157,0.12224652853694776,Shape
270,0.07243405937097731,0.027621378583650543,0.11947338820822277,Shape
280,0.07376208841220683,0.02614102453335436,0.11823588248628956,Shape
290,0.07392220057514416,0.034213554897050476,0.11863980061686209,Shape
300,0.07517473085444314,0.03624244594768905,0.11754385870855859,Shape
310,0.07399169894545696,0.0328148691176437,0.12119550507079142,Shape
320,0.07310499558306947,0.030861469932027836,0.1141777675308648,Shape
330,0.07528351561018021,0.0341466235014251,0.11676142994823777,Shape
340,0.07433798730214781,0.03742300319327298,0.11839972601399693,Shape
350,0.0746777591831091,0.03662378443332053,0.11366948994332296,Shape
360,0.07418000676403971,0.0329320596037996,0.11710022532125469,Shape
370,0.07471024433590669,0.03875997083390262,0.11300492785634297,Shape
380,0.07316002922737709,0.03720301841578447,0.10966668215476841,Shape
390,0.07448811877388167,0.03696442526624295,0.1127366655772432,Shape
400,0.07527386931974599,0.03761984765360999,0.11250759763135625,Shape
410,0.0738844825647906,0.04184667407674788,0.11464664145283357,Shape
420,0.0736767946790157,0.037910624032344346,0.10908681060045966,Shape
430,0.07519746820990872,0.039935927237993,0.11335329973272786,Shape
440,0.07500633970513433,0.03804922903251897,0.11223679669995335,Shape
450,0.0741650059027969,0.04074542429240602,0.10780918744775239,Shape
460,0.07297054036397106,0.03948312992975885,0.10901171887361982,Shape
470,0.07336275912775338,0.041340166285292405,0.10770356940422614,Shape
480,0.07434517850344213,0.03802216458078179,0.11016209863440919,Shape
490,0.07440927530849603,0.03969642842458332,0.10554263852519674,Shape
500,0.07491491739062774,0.04307375477539559,0.10696555559977347,Shape
510,0.07406765215034444,0.040626595395950066,0.10753787266523798,Shape
520,0.07363441556938202,0.04133601017529702,0.10720164984269417,Shape
