"Subject","Trial","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","RT_ms","RT_sec","ACC"
"29","36","self-matching","Nonmatching","Fremder","Stranger","Stranger","718","0.718","1"
"29","37","self-matching","Matching","Ich","Self","Self","544","0.544","1"
"29","38","self-matching","Nonmatching","Fremder","Stranger","Stranger","689","0.689","1"
"29","39","self-matching","Matching","Fremder","Stranger","Stranger","868","0.868","1"
"29","40","self-matching","Nonmatching","Ich","Self","Self","581","0.581","1"
"29","41","self-matching","Matching","Fremder","Stranger","Stranger","1132","1.132","1"
"29","42","self-matching","Nonmatching","Fremder","Stranger","Stranger","682","0.682","1"
"29","43","self-matching","Nonmatching","Ich","Self","Self","989","0.989","1"
"29","44","self-matching","Matching","Ich","Self","Self","581","0.581","1"
"29","45","self-matching","Nonmatching","Ich","Self","Self","638","0.638","1"
"29","46","self-matching","Matching","Fremder","Stranger","Stranger","762","0.762","1"
"29","47","self-matching","Nonmatching","Fremder","Stranger","Stranger","684","0.684","1"
"29","48","self-matching","Matching","Ich","Self","Self","604","0.604","1"
"29","49","self-matching","Nonmatching","Fremder","Stranger","Stranger","660","0.66","1"
"29","50","self-matching","Matching","Ich","Self","Self","694","0.694","1"
"29","51","self-matching","Matching","Fremder","Stranger","Stranger","487","0.487","1"
"29","52","self-matching","Nonmatching","Ich","Self","Self","527","0.527","1"
"29","53","self-matching","Nonmatching","Ich","Self","Self","583","0.583","1"
"29","54","self-matching","Matching","Fremder","Stranger","Stranger","475","0.475","1"
"29","55","self-matching","Matching","Ich","Self","Self","465","0.465","1"
"29","56","self-matching","Nonmatching","Fremder","Stranger","Stranger","675","0.675","1"
"29","57","self-matching","Nonmatching","Ich","Self","Self","724","0.724","1"
"29","58","self-matching","Matching","Fremder","Stranger","Stranger","492","0.492","1"
"29","59","self-matching","Nonmatching","Fremder","Stranger","Stranger","763","0.763","1"
"29","60","self-matching","Matching","Ich","Self","Self","623","0.623","1"
"29","61","self-matching","Matching","Fremder","Stranger","Stranger","566","0.566","1"
"29","62","self-matching","Nonmatching","Ich","Self","Self","433","0.433","1"
"29","63","self-matching","Nonmatching","Fremder","Stranger","Stranger","477","0.477","1"
"29","64","self-matching","Matching","Ich","Self","Self","576","0.576","1"
"29","65","self-matching","Matching","Ich","Self","Self","537","0.537","1"
"29","66","self-matching","Nonmatching","Fremder","Stranger","Stranger","587","0.587","1"
"29","67","self-matching","Matching","Fremder","Stranger","Stranger","536","0.536","1"
"29","68","self-matching","Nonmatching","Ich","Self","Self","525","0.525","1"
"29","69","self-matching","Matching","Fremder","Stranger","Stranger","652","0.652","1"
"29","70","self-matching","Matching","Ich","Self","Self","481","0.481","1"
"29","71","self-matching","Nonmatching","Fremder","Stranger","Stranger","510","0.51","1"
"29","72","self-matching","Nonmatching","Ich","Self","Self","712","0.712","1"
"29","73","self-matching","Matching","Ich","Self","Self","547","0.547","1"
"29","74","self-matching","Nonmatching","Ich","Self","Self","597","0.597","1"
"29","75","self-matching","Nonmatching","Fremder","Stranger","Stranger","527","0.527","1"
"29","76","self-matching","Matching","Fremder","Stranger","Stranger","465","0.465","1"
"29","77","self-matching","Matching","Ich","Self","Self","429","0.429","1"
"29","78","self-matching","Matching","Fremder","Stranger","Stranger","492","0.492","1"
"29","79","self-matching","Nonmatching","Ich","Self","Self","543","0.543","1"
"29","80","self-matching","Nonmatching","Fremder","Stranger","Stranger","417","0.417","1"
"29","81","self-matching","Matching","Fremder","Stranger","Stranger","429","0.429","1"
"29","82","self-matching","Nonmatching","Ich","Self","Self","581","0.581","1"
"29","83","self-matching","Matching","Ich","Self","Self","433","0.433","1"
"29","84","self-matching","Nonmatching","Fremder","Stranger","Stranger","841","0.841","1"
"29","85","self-matching","Nonmatching","Fremder","Stranger","Stranger","689","0.689","1"
"29","86","self-matching","Nonmatching","Ich","Self","Self","868","0.868","1"
"29","87","self-matching","Matching","Fremder","Stranger","Stranger","796","0.796","1"
"29","88","self-matching","Matching","Ich","Self","Self","658","0.658","1"
"29","89","self-matching","Nonmatching","Fremder","Stranger","Stranger","594","0.594","1"
"29","90","self-matching","Nonmatching","Ich","Self","Self","485","0.485","1"
"29","91","self-matching","Matching","Ich","Self","Self","477","0.477","1"
"29","92","self-matching","Matching","Fremder","Stranger","Stranger","427","0.427","1"
"29","93","self-matching","Matching","Fremder","Stranger","Stranger","545","0.545","1"
"29","94","self-matching","Nonmatching","Fremder","Stranger","Stranger","859","0.859","1"
"29","95","self-matching","Matching","Ich","Self","Self","531","0.531","1"
"29","96","self-matching","Nonmatching","Ich","Self","Self","573","0.573","1"
"29","97","self-matching","Matching","Ich","Self","Self","560","0.56","1"
"29","98","self-matching","Nonmatching","Ich","Self","Self","450","0.45","1"
"29","99","self-matching","Nonmatching","Fremder","Stranger","Stranger","601","0.601","1"
"29","100","self-matching","Matching","Fremder","Stranger","Stranger","623","0.623","1"
"29","101","self-matching","Matching","Ich","Self","Self","427","0.427","1"
"29","102","self-matching","Nonmatching","Ich","Self","Self","504","0.504","1"
"29","103","self-matching","Matching","Fremder","Stranger","Stranger","567","0.567","1"
"29","104","self-matching","Nonmatching","Fremder","Stranger","Stranger","590","0.59","1"
"29","105","self-matching","Matching","Ich","Self","Self","534","0.534","1"
"29","106","self-matching","Matching","Fremder","Stranger","Stranger","574","0.574","1"
"29","107","self-matching","Nonmatching","Ich","Self","Self","629","0.629","1"
"29","108","self-matching","Nonmatching","Fremder","Stranger","Stranger","573","0.573","1"
"29","109","self-matching","Nonmatching","Ich","Self","Self","693","0.693","1"
"29","110","self-matching","Nonmatching","Fremder","Stranger","Stranger","565","0.565","1"
"29","111","self-matching","Matching","Fremder","Stranger","Stranger","553","0.553","1"
"29","112","self-matching","Matching","Ich","Self","Self","388","0.388","1"
"29","113","self-matching","Matching","Fremder","Stranger","Stranger","623","0.623","1"
"29","114","self-matching","Matching","Ich","Self","Self","493","0.493","1"
"29","115","self-matching","Nonmatching","Fremder","Stranger","Stranger","691","0.691","1"
"29","116","self-matching","Nonmatching","Ich","Self","Self","489","0.489","1"
"29","117","self-matching","Matching","Fremder","Stranger","Stranger","692","0.692","1"
"29","118","self-matching","Nonmatching","Ich","Self","Self","488","0.488","1"
"29","119","self-matching","Matching","Ich","Self","Self","532","0.532","1"
"29","120","self-matching","Nonmatching","Fremder","Stranger","Stranger","541","0.541","1"
"29","121","self-matching","Nonmatching","Fremder","Stranger","Stranger","655","0.655","1"
"29","122","self-matching","Matching","Fremder","Stranger","Stranger","598","0.598","1"
"29","123","self-matching","Nonmatching","Ich","Self","Self","520","0.52","1"
"29","124","self-matching","Matching","Ich","Self","Self","538","0.538","1"
"29","125","self-matching","Matching","Ich","Self","Self","541","0.541","1"
"29","126","self-matching","Nonmatching","Fremder","Stranger","Stranger","570","0.57","1"
"29","127","self-matching","Matching","Fremder","Stranger","Stranger","509","0.509","1"
"29","128","self-matching","Nonmatching","Ich","Self","Self","529","0.529","1"
"30","1","self-matching","Nonmatching","Ich","Self","Self","802","0.802","1"
"30","2","self-matching","Nonmatching","Fremder","Stranger","Stranger","809","0.809","1"
"30","3","self-matching","Matching","Fremder","Stranger","Stranger","920","0.92","1"
"30","4","self-matching","Matching","Ich","Self","Self","862","0.862","1"
"30","5","self-matching","Nonmatching","Fremder","Stranger","Stranger","837","0.837","1"
"30","6","self-matching","Nonmatching","Ich","Self","Self","953","0.953","1"
"30","7","self-matching","Matching","Fremder","Stranger","Stranger","757","0.757","1"
"30","8","self-matching","Matching","Ich","Self","Self","627","0.627","1"
"30","9","self-matching","Matching","Ich","Self","Self","708","0.708","1"
"30","10","self-matching","Nonmatching","Fremder","Stranger","Stranger","632","0.632","1"
"30","11","self-matching","Nonmatching","Ich","Self","Self","791","0.791","1"
"30","12","self-matching","Matching","Fremder","Stranger","Stranger","745","0.745","1"
"30","13","self-matching","Matching","Ich","Self","Self","732","0.732","1"
"30","14","self-matching","Nonmatching","Fremder","Stranger","Stranger","612","0.612","1"
"30","15","self-matching","Matching","Fremder","Stranger","Stranger","696","0.696","1"
"30","16","self-matching","Nonmatching","Ich","Self","Self","777","0.777","1"
"30","17","self-matching","Matching","Ich","Self","Self","523","0.523","1"
"30","18","self-matching","Matching","Fremder","Stranger","Stranger","674","0.674","1"
"30","19","self-matching","Nonmatching","Ich","Self","Self","720","0.72","1"
"30","20","self-matching","Nonmatching","Fremder","Stranger","Stranger","696","0.696","1"
"30","21","self-matching","Nonmatching","Fremder","Stranger","Stranger","646","0.646","1"
"30","22","self-matching","Matching","Ich","Self","Self","445","0.445","1"
"30","23","self-matching","Nonmatching","Ich","Self","Self","692","0.692","1"
"30","24","self-matching","Matching","Fremder","Stranger","Stranger","687","0.687","1"
"30","25","self-matching","Matching","Ich","Self","Self","389","0.389","1"
"30","26","self-matching","Nonmatching","Fremder","Stranger","Stranger","496","0.496","1"
"30","27","self-matching","Matching","Fremder","Stranger","Stranger","390","0.39","1"
"30","28","self-matching","Nonmatching","Ich","Self","Self","507","0.507","1"
"30","29","self-matching","Matching","Ich","Self","Self","368","0.368","1"
"30","30","self-matching","Nonmatching","Fremder","Stranger","Stranger","425","0.425","1"
"30","31","self-matching","Matching","Fremder","Stranger","Stranger","352","0.352","1"
"30","32","self-matching","Nonmatching","Ich","Self","Self","509","0.509","1"
"30","33","self-matching","Matching","Fremder","Stranger","Stranger","465","0.465","1"
"30","34","self-matching","Matching","Ich","Self","Self","393","0.393","1"
"30","35","self-matching","Nonmatching","Fremder","Stranger","Stranger","315","0.315","1"
"30","36","self-matching","Nonmatching","Ich","Self","Self","539","0.539","1"
"30","37","self-matching","Matching","Fremder","Stranger","Stranger","352","0.352","1"
"30","38","self-matching","Matching","Ich","Self","Self","336","0.336","1"
"30","39","self-matching","Nonmatching","Fremder","Stranger","Stranger","380","0.38","1"
"30","40","self-matching","Nonmatching","Ich","Self","Self","538","0.538","1"
"30","41","self-matching","Nonmatching","Ich","Self","Self","516","0.516","1"
"30","42","self-matching","Nonmatching","Fremder","Stranger","Stranger","493","0.493","1"
"30","43","self-matching","Matching","Fremder","Stranger","Stranger","445","0.445","1"
"30","44","self-matching","Matching","Ich","Self","Self","516","0.516","1"
"30","45","self-matching","Nonmatching","Fremder","Stranger","Stranger","373","0.373","1"
"30","46","self-matching","Nonmatching","Ich","Self","Self","526","0.526","1"
"30","47","self-matching","Matching","Fremder","Stranger","Stranger","526","0.526","1"
"30","48","self-matching","Matching","Ich","Self","Self","461","0.461","1"
"30","49","self-matching","Nonmatching","Ich","Self","Self","400","0.4","1"
"30","50","self-matching","Nonmatching","Fremder","Stranger","Stranger","495","0.495","1"
"30","51","self-matching","Matching","Fremder","Stranger","Stranger","431","0.431","1"
"30","52","self-matching","Matching","Ich","Self","Self","407","0.407","1"
"30","53","self-matching","Matching","Ich","Self","Self","438","0.438","1"
"30","54","self-matching","Nonmatching","Ich","Self","Self","430","0.43","1"
"30","55","self-matching","Nonmatching","Fremder","Stranger","Stranger","448","0.448","1"
"30","56","self-matching","Matching","Fremder","Stranger","Stranger","423","0.423","1"
"30","57","self-matching","Matching","Ich","Self","Self","415","0.415","1"
"30","58","self-matching","Nonmatching","Ich","Self","Self","430","0.43","1"
"30","59","self-matching","Nonmatching","Fremder","Stranger","Stranger","454","0.454","1"
"30","60","self-matching","Matching","Fremder","Stranger","Stranger","336","0.336","1"
"30","61","self-matching","Matching","Fremder","Stranger","Stranger","403","0.403","1"
"30","62","self-matching","Matching","Ich","Self","Self","365","0.365","1"
"30","63","self-matching","Nonmatching","Ich","Self","Self","277","0.277","1"
"30","64","self-matching","Nonmatching","Fremder","Stranger","Stranger","391","0.391","0"
"30","65","self-matching","Matching","Ich","Self","Self","379","0.379","1"
"30","66","self-matching","Nonmatching","Fremder","Stranger","Stranger","392","0.392","1"
"30","67","self-matching","Nonmatching","Ich","Self","Self","619","0.619","1"
"30","68","self-matching","Matching","Fremder","Stranger","Stranger","512","0.512","1"
"30","69","self-matching","Matching","Fremder","Stranger","Stranger","501","0.501","1"
"30","70","self-matching","Nonmatching","Ich","Self","Self","477","0.477","1"
"30","71","self-matching","Matching","Ich","Self","Self","523","0.523","1"
"30","72","self-matching","Nonmatching","Fremder","Stranger","Stranger","496","0.496","1"
"30","73","self-matching","Nonmatching","Ich","Self","Self","498","0.498","1"
"30","74","self-matching","Matching","Fremder","Stranger","Stranger","607","0.607","1"
"30","75","self-matching","Nonmatching","Fremder","Stranger","Stranger","754","0.754","1"
"30","76","self-matching","Matching","Ich","Self","Self","419","0.419","1"
"30","77","self-matching","Matching","Ich","Self","Self","393","0.393","1"
"30","78","self-matching","Matching","Fremder","Stranger","Stranger","438","0.438","1"
"30","79","self-matching","Nonmatching","Ich","Self","Self","485","0.485","1"
"30","80","self-matching","Nonmatching","Fremder","Stranger","Stranger","515","0.515","1"
"30","81","self-matching","Nonmatching","Ich","Self","Self","765","0.765","1"
"30","82","self-matching","Matching","Ich","Self","Self","399","0.399","1"
"30","83","self-matching","Nonmatching","Fremder","Stranger","Stranger","399","0.399","1"
"30","84","self-matching","Matching","Fremder","Stranger","Stranger","409","0.409","1"
"30","85","self-matching","Matching","Ich","Self","Self","496","0.496","1"
"30","86","self-matching","Nonmatching","Ich","Self","Self","387","0.387","1"
"30","87","self-matching","Matching","Fremder","Stranger","Stranger","417","0.417","1"
"30","88","self-matching","Nonmatching","Fremder","Stranger","Stranger","448","0.448","1"
"30","89","self-matching","Nonmatching","Ich","Self","Self","732","0.732","1"
"30","90","self-matching","Nonmatching","Fremder","Stranger","Stranger","445","0.445","1"
"30","91","self-matching","Matching","Fremder","Stranger","Stranger","387","0.387","1"
"30","92","self-matching","Matching","Ich","Self","Self","499","0.499","1"
"30","93","self-matching","Matching","Fremder","Stranger","Stranger","425","0.425","1"
"30","94","self-matching","Matching","Ich","Self","Self","484","0.484","1"
"30","95","self-matching","Nonmatching","Ich","Self","Self","438","0.438","1"
"30","96","self-matching","Nonmatching","Fremder","Stranger","Stranger","428","0.428","1"
"30","97","self-matching","Matching","Ich","Self","Self","434","0.434","1"
"30","98","self-matching","Nonmatching","Ich","Self","Self","387","0.387","1"
"30","99","self-matching","Matching","Fremder","Stranger","Stranger","466","0.466","1"
"30","100","self-matching","Nonmatching","Fremder","Stranger","Stranger","497","0.497","1"
"30","101","self-matching","Nonmatching","Ich","Self","Self","561","0.561","1"
"30","102","self-matching","Nonmatching","Fremder","Stranger","Stranger","586","0.586","1"
"30","103","self-matching","Matching","Fremder","Stranger","Stranger","495","0.495","1"
"30","104","self-matching","Matching","Ich","Self","Self","455","0.455","1"
"30","105","self-matching","Matching","Ich","Self","Self","397","0.397","1"
"30","106","self-matching","Nonmatching","Ich","Self","Self","463","0.463","1"
"30","107","self-matching","Matching","Fremder","Stranger","Stranger","524","0.524","1"
"30","108","self-matching","Nonmatching","Fremder","Stranger","Stranger","488","0.488","1"
"30","109","self-matching","Nonmatching","Fremder","Stranger","Stranger","458","0.458","1"
"30","110","self-matching","Matching","Fremder","Stranger","Stranger","385","0.385","1"
"30","111","self-matching","Nonmatching","Ich","Self","Self","476","0.476","1"
"30","112","self-matching","Matching","Ich","Self","Self","488","0.488","1"
"30","113","self-matching","Matching","Ich","Self","Self","436","0.436","1"
"30","114","self-matching","Nonmatching","Fremder","Stranger","Stranger","423","0.423","1"
"30","115","self-matching","Matching","Fremder","Stranger","Stranger","439","0.439","1"
"30","116","self-matching","Nonmatching","Ich","Self","Self","481","0.481","1"
"30","117","self-matching","Matching","Fremder","Stranger","Stranger","593","0.593","1"
"30","118","self-matching","Matching","Ich","Self","Self","452","0.452","1"
"30","119","self-matching","Nonmatching","Fremder","Stranger","Stranger","361","0.361","1"
"30","120","self-matching","Nonmatching","Ich","Self","Self","427","0.427","1"
"30","121","self-matching","Matching","Fremder","Stranger","Stranger","358","0.358","1"
"30","122","self-matching","Nonmatching","Ich","Self","Self","569","0.569","1"
"30","123","self-matching","Matching","Ich","Self","Self","409","0.409","1"
"30","124","self-matching","Nonmatching","Fremder","Stranger","Stranger","564","0.564","1"
"30","125","self-matching","Matching","Fremder","Stranger","Stranger","471","0.471","1"
"30","126","self-matching","Matching","Ich","Self","Self","484","0.484","1"
"30","127","self-matching","Nonmatching","Fremder","Stranger","Stranger","390","0.39","1"
"30","128","self-matching","Nonmatching","Ich","Self","Self","447","0.447","1"
"31","1","self-matching","Matching","Ich","Self","Self","529","0.529","1"
"31","2","self-matching","Nonmatching","Ich","Self","Self","769","0.769","1"
"31","3","self-matching","Nonmatching","Fremder","Stranger","Stranger","775","0.775","1"
"31","4","self-matching","Matching","Fremder","Stranger","Stranger","733","0.733","1"
"31","5","self-matching","Matching","Ich","Self","Self","400","0.4","1"
"31","6","self-matching","Nonmatching","Ich","Self","Self","591","0.591","0"
"31","7","self-matching","Nonmatching","Fremder","Stranger","Stranger","808","0.808","1"
"31","8","self-matching","Matching","Fremder","Stranger","Stranger","660","0.66","1"
"31","9","self-matching","Matching","Ich","Self","Self","505","0.505","1"
"31","10","self-matching","Matching","Fremder","Stranger","Stranger","488","0.488","1"
"31","11","self-matching","Nonmatching","Fremder","Stranger","Stranger","501","0.501","1"
"31","12","self-matching","Nonmatching","Ich","Self","Self","501","0.501","1"
"31","13","self-matching","Nonmatching","Fremder","Stranger","Stranger","369","0.369","1"
"31","14","self-matching","Matching","Ich","Self","Self","299","0.299","1"
"31","15","self-matching","Matching","Fremder","Stranger","Stranger","457","0.457","1"
"31","16","self-matching","Nonmatching","Ich","Self","Self","289","0.289","1"
"31","17","self-matching","Nonmatching","Fremder","Stranger","Stranger","427","0.427","1"
"31","18","self-matching","Matching","Fremder","Stranger","Stranger","338","0.338","1"
"31","19","self-matching","Matching","Ich","Self","Self","332","0.332","0"
"31","20","self-matching","Nonmatching","Ich","Self","Self","502","0.502","0"
"31","21","self-matching","Matching","Fremder","Stranger","Stranger","451","0.451","1"
"31","22","self-matching","Nonmatching","Fremder","Stranger","Stranger","348","0.348","1"
"31","23","self-matching","Matching","Ich","Self","Self","379","0.379","1"
"31","24","self-matching","Nonmatching","Ich","Self","Self","353","0.353","1"
"31","25","self-matching","Nonmatching","Fremder","Stranger","Stranger","379","0.379","1"
"31","26","self-matching","Matching","Ich","Self","Self","408","0.408","1"
"31","27","self-matching","Nonmatching","Ich","Self","Self","379","0.379","0"
"31","28","self-matching","Matching","Fremder","Stranger","Stranger","542","0.542","1"
"31","29","self-matching","Matching","Ich","Self","Self","388","0.388","1"
"31","30","self-matching","Matching","Fremder","Stranger","Stranger","458","0.458","1"
"31","31","self-matching","Nonmatching","Fremder","Stranger","Stranger","334","0.334","1"
"31","32","self-matching","Nonmatching","Ich","Self","Self","382","0.382","0"
"31","33","self-matching","Nonmatching","Fremder","Stranger","Stranger","477","0.477","1"
"31","34","self-matching","Matching","Ich","Self","Self","416","0.416","1"
"31","35","self-matching","Matching","Fremder","Stranger","Stranger","648","0.648","1"
"31","36","self-matching","Nonmatching","Ich","Self","Self","425","0.425","1"
"31","37","self-matching","Matching","Ich","Self","Self","370","0.37","1"
"31","38","self-matching","Nonmatching","Fremder","Stranger","Stranger","567","0.567","1"
"31","39","self-matching","Nonmatching","Ich","Self","Self","497","0.497","1"
"31","40","self-matching","Matching","Fremder","Stranger","Stranger","526","0.526","1"
"31","41","self-matching","Nonmatching","Fremder","Stranger","Stranger","363","0.363","1"
"31","42","self-matching","Nonmatching","Ich","Self","Self","491","0.491","1"
"31","43","self-matching","Matching","Ich","Self","Self","466","0.466","1"
"31","44","self-matching","Matching","Fremder","Stranger","Stranger","483","0.483","1"
"31","45","self-matching","Matching","Fremder","Stranger","Stranger","397","0.397","1"
"31","46","self-matching","Nonmatching","Ich","Self","Self","434","0.434","1"
"31","47","self-matching","Matching","Ich","Self","Self","467","0.467","1"
"31","48","self-matching","Nonmatching","Fremder","Stranger","Stranger","490","0.49","1"
"31","49","self-matching","Matching","Fremder","Stranger","Stranger","485","0.485","1"
"31","50","self-matching","Nonmatching","Fremder","Stranger","Stranger","416","0.416","1"
"31","51","self-matching","Matching","Ich","Self","Self","374","0.374","1"
"31","52","self-matching","Nonmatching","Ich","Self","Self","467","0.467","1"
"31","53","self-matching","Nonmatching","Ich","Self","Self","477","0.477","1"
"31","54","self-matching","Nonmatching","Fremder","Stranger","Stranger","434","0.434","1"
"31","55","self-matching","Matching","Fremder","Stranger","Stranger","436","0.436","0"
"31","56","self-matching","Matching","Ich","Self","Self","448","0.448","1"
"31","57","self-matching","Matching","Fremder","Stranger","Stranger","497","0.497","1"
"31","58","self-matching","Nonmatching","Fremder","Stranger","Stranger","653","0.653","1"
"31","59","self-matching","Nonmatching","Ich","Self","Self","400","0.4","1"
"31","60","self-matching","Matching","Ich","Self","Self","367","0.367","1"
"31","61","self-matching","Nonmatching","Ich","Self","Self","612","0.612","1"
"31","62","self-matching","Matching","Fremder","Stranger","Stranger","365","0.365","1"
"31","63","self-matching","Nonmatching","Fremder","Stranger","Stranger","458","0.458","1"
"31","64","self-matching","Matching","Ich","Self","Self","382","0.382","1"
"31","65","self-matching","Nonmatching","Fremder","Stranger","Stranger","418","0.418","1"
"31","66","self-matching","Matching","Fremder","Stranger","Stranger","365","0.365","1"
"31","67","self-matching","Nonmatching","Ich","Self","Self","448","0.448","1"
"31","68","self-matching","Matching","Ich","Self","Self","436","0.436","1"
"31","69","self-matching","Matching","Fremder","Stranger","Stranger","472","0.472","1"
"31","70","self-matching","Nonmatching","Fremder","Stranger","Stranger","438","0.438","1"
"31","71","self-matching","Nonmatching","Ich","Self","Self","499","0.499","1"
"31","72","self-matching","Matching","Ich","Self","Self","425","0.425","1"
"31","73","self-matching","Nonmatching","Fremder","Stranger","Stranger","437","0.437","1"
"31","74","self-matching","Matching","Ich","Self","Self","663","0.663","1"
"31","75","self-matching","Matching","Fremder","Stranger","Stranger","416","0.416","1"
"31","76","self-matching","Nonmatching","Ich","Self","Self","401","0.401","1"
"31","77","self-matching","Nonmatching","Fremder","Stranger","Stranger","515","0.515","1"
"31","78","self-matching","Matching","Ich","Self","Self","428","0.428","1"
"31","79","self-matching","Nonmatching","Ich","Self","Self","485","0.485","1"
"31","80","self-matching","Matching","Fremder","Stranger","Stranger","428","0.428","1"
"31","81","self-matching","Nonmatching","Fremder","Stranger","Stranger","448","0.448","1"
"31","82","self-matching","Matching","Fremder","Stranger","Stranger","477","0.477","1"
"31","83","self-matching","Nonmatching","Ich","Self","Self","412","0.412","1"
"31","84","self-matching","Matching","Ich","Self","Self","468","0.468","1"
"31","85","self-matching","Matching","Fremder","Stranger","Stranger","414","0.414","1"
"31","86","self-matching","Nonmatching","Fremder","Stranger","Stranger","436","0.436","1"
"31","87","self-matching","Nonmatching","Ich","Self","Self","467","0.467","1"
"31","88","self-matching","Matching","Ich","Self","Self","772","0.772","1"
"31","89","self-matching","Matching","Fremder","Stranger","Stranger","358","0.358","1"
"31","90","self-matching","Nonmatching","Fremder","Stranger","Stranger","439","0.439","1"
"31","91","self-matching","Nonmatching","Ich","Self","Self","589","0.589","1"
"31","92","self-matching","Matching","Ich","Self","Self","417","0.417","1"
"31","93","self-matching","Matching","Fremder","Stranger","Stranger","391","0.391","1"
"31","94","self-matching","Nonmatching","Ich","Self","Self","366","0.366","1"
"31","95","self-matching","Nonmatching","Fremder","Stranger","Stranger","501","0.501","1"
"31","96","self-matching","Matching","Ich","Self","Self","341","0.341","1"
"31","97","self-matching","Nonmatching","Fremder","Stranger","Stranger","412","0.412","1"
"31","98","self-matching","Matching","Ich","Self","Self","492","0.492","1"
"31","99","self-matching","Matching","Fremder","Stranger","Stranger","403","0.403","1"
"31","100","self-matching","Nonmatching","Ich","Self","Self","540","0.54","1"
"31","101","self-matching","Nonmatching","Fremder","Stranger","Stranger","377","0.377","1"
"31","102","self-matching","Nonmatching","Ich","Self","Self","446","0.446","1"
"31","103","self-matching","Matching","Fremder","Stranger","Stranger","399","0.399","1"
"31","104","self-matching","Matching","Ich","Self","Self","436","0.436","1"
"31","105","self-matching","Matching","Fremder","Stranger","Stranger","405","0.405","1"
"31","106","self-matching","Nonmatching","Fremder","Stranger","Stranger","360","0.36","1"
"31","107","self-matching","Matching","Ich","Self","Self","387","0.387","1"
"31","108","self-matching","Nonmatching","Ich","Self","Self","395","0.395","1"
"31","109","self-matching","Matching","Fremder","Stranger","Stranger","398","0.398","1"
"31","110","self-matching","Nonmatching","Fremder","Stranger","Stranger","410","0.41","1"
"31","111","self-matching","Nonmatching","Ich","Self","Self","471","0.471","1"
"31","112","self-matching","Matching","Ich","Self","Self","341","0.341","1"
"31","113","self-matching","Nonmatching","Fremder","Stranger","Stranger","439","0.439","0"
"31","114","self-matching","Matching","Fremder","Stranger","Stranger","456","0.456","1"
"31","115","self-matching","Matching","Ich","Self","Self","441","0.441","1"
"31","116","self-matching","Nonmatching","Ich","Self","Self","374","0.374","1"
"31","117","self-matching","Nonmatching","Fremder","Stranger","Stranger","365","0.365","1"
"31","118","self-matching","Nonmatching","Ich","Self","Self","459","0.459","1"
"31","119","self-matching","Matching","Fremder","Stranger","Stranger","400","0.4","1"
"31","120","self-matching","Matching","Ich","Self","Self","396","0.396","1"
"31","121","self-matching","Matching","Ich","Self","Self","355","0.355","1"
"31","122","self-matching","Nonmatching","Ich","Self","Self","483","0.483","1"
"31","123","self-matching","Matching","Fremder","Stranger","Stranger","337","0.337","0"
"31","124","self-matching","Nonmatching","Fremder","Stranger","Stranger","722","0.722","1"
"31","125","self-matching","Nonmatching","Ich","Self","Self","462","0.462","1"
"31","126","self-matching","Matching","Fremder","Stranger","Stranger","415","0.415","1"
"31","127","self-matching","Nonmatching","Fremder","Stranger","Stranger","513","0.513","1"
"31","128","self-matching","Matching","Ich","Self","Self","606","0.606","1"
"32","1","self-matching","Matching","Fremder","Stranger","Stranger","1077","1.077","1"
"32","2","self-matching","Nonmatching","Fremder","Stranger","Stranger","1065","1.065","1"
"32","3","self-matching","Matching","Ich","Self","Self","590","0.59","0"
"32","4","self-matching","Nonmatching","Ich","Self","Self","1054","1.054","1"
"32","5","self-matching","Nonmatching","Fremder","Stranger","Stranger","762","0.762","1"
"32","6","self-matching","Nonmatching","Ich","Self","Self","662","0.662","1"
"32","7","self-matching","Matching","Ich","Self","Self","665","0.665","1"
"32","8","self-matching","Matching","Fremder","Stranger","Stranger","741","0.741","1"
"32","9","self-matching","Nonmatching","Ich","Self","Self","1064","1.064","1"
"32","10","self-matching","Matching","Ich","Self","Self","858","0.858","1"
"32","11","self-matching","Matching","Fremder","Stranger","Stranger","1011","1.011","1"
"32","12","self-matching","Nonmatching","Fremder","Stranger","Stranger","705","0.705","1"
"32","13","self-matching","Nonmatching","Fremder","Stranger","Stranger","854","0.854","1"
"32","14","self-matching","Matching","Fremder","Stranger","Stranger","845","0.845","1"
"32","15","self-matching","Matching","Ich","Self","Self","715","0.715","1"
"32","16","self-matching","Nonmatching","Ich","Self","Self","890","0.89","1"
"32","17","self-matching","Matching","Ich","Self","Self","616","0.616","1"
"32","18","self-matching","Nonmatching","Fremder","Stranger","Stranger","1019","1.019","1"
"32","19","self-matching","Nonmatching","Ich","Self","Self","786","0.786","1"
"32","20","self-matching","Matching","Fremder","Stranger","Stranger","783","0.783","1"
"32","21","self-matching","Nonmatching","Ich","Self","Self","711","0.711","1"
"32","22","self-matching","Nonmatching","Fremder","Stranger","Stranger","924","0.924","1"
"32","23","self-matching","Matching","Ich","Self","Self","620","0.62","1"
"32","24","self-matching","Matching","Fremder","Stranger","Stranger","1570","1.57","1"
"32","25","self-matching","Matching","Fremder","Stranger","Stranger","696","0.696","1"
"32","26","self-matching","Nonmatching","Fremder","Stranger","Stranger","821","0.821","1"
"32","27","self-matching","Matching","Ich","Self","Self","626","0.626","1"
