"Subject","Trial","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","RT_ms","RT_sec","ACC"
"2","1","self-matching","Nonmatching","Fremder","Stranger","Stranger","1567","1.567","1"
"2","2","self-matching","Nonmatching","Ich","Self","Self","1601","1.601","1"
"2","3","self-matching","Matching","Fremder","Stranger","Stranger","1230","1.23","1"
"2","4","self-matching","Matching","Ich","Self","Self","879","0.879","1"
"2","5","self-matching","Matching","Ich","Self","Self","1022","1.022","1"
"2","6","self-matching","Nonmatching","Ich","Self","Self","753","0.753","1"
"2","7","self-matching","Nonmatching","Fremder","Stranger","Stranger","1312","1.312","1"
"2","8","self-matching","Matching","Fremder","Stranger","Stranger","1519","1.519","1"
"2","9","self-matching","Nonmatching","Fremder","Stranger","Stranger","1240","1.24","1"
"2","10","self-matching","Nonmatching","Ich","Self","Self","825","0.825","0"
"2","11","self-matching","Matching","Fremder","Stranger","Stranger","1238","1.238","1"
"2","12","self-matching","Matching","Ich","Self","Self","810","0.81","1"
"2","13","self-matching","Matching","Fremder","Stranger","Stranger","925","0.925","0"
"2","14","self-matching","Matching","Ich","Self","Self","834","0.834","1"
"2","15","self-matching","Nonmatching","Ich","Self","Self","635","0.635","1"
"2","16","self-matching","Nonmatching","Fremder","Stranger","Stranger","563","0.563","0"
"2","17","self-matching","Matching","Fremder","Stranger","Stranger","1031","1.031","1"
"2","18","self-matching","Nonmatching","Fremder","Stranger","Stranger","1071","1.071","1"
"2","19","self-matching","Nonmatching","Ich","Self","Self","1053","1.053","1"
"2","20","self-matching","Matching","Ich","Self","Self","722","0.722","1"
"2","21","self-matching","Matching","Fremder","Stranger","Stranger","965","0.965","1"
"2","22","self-matching","Matching","Ich","Self","Self","793","0.793","1"
"2","23","self-matching","Nonmatching","Ich","Self","Self","837","0.837","1"
"2","24","self-matching","Nonmatching","Fremder","Stranger","Stranger","1333","1.333","1"
"2","25","self-matching","Matching","Ich","Self","Self","962","0.962","1"
"2","26","self-matching","Nonmatching","Fremder","Stranger","Stranger","882","0.882","1"
"2","27","self-matching","Nonmatching","Ich","Self","Self","912","0.912","0"
"2","28","self-matching","Matching","Fremder","Stranger","Stranger","1209","1.209","1"
"2","29","self-matching","Nonmatching","Fremder","Stranger","Stranger","1054","1.054","1"
"2","30","self-matching","Matching","Fremder","Stranger","Stranger","914","0.914","1"
"2","31","self-matching","Matching","Ich","Self","Self","1084","1.084","1"
"2","32","self-matching","Nonmatching","Ich","Self","Self","921","0.921","1"
"2","33","self-matching","Nonmatching","Ich","Self","Self","807","0.807","1"
"2","34","self-matching","Matching","Ich","Self","Self","559","0.559","1"
"2","35","self-matching","Nonmatching","Fremder","Stranger","Stranger","1258","1.258","1"
"2","36","self-matching","Matching","Fremder","Stranger","Stranger","1299","1.299","1"
"2","37","self-matching","Matching","Ich","Self","Self","656","0.656","1"
"2","38","self-matching","Nonmatching","Ich","Self","Self","853","0.853","1"
"2","39","self-matching","Nonmatching","Fremder","Stranger","Stranger","1045","1.045","1"
"2","40","self-matching","Matching","Fremder","Stranger","Stranger","1367","1.367","1"
"2","41","self-matching","Nonmatching","Fremder","Stranger","Stranger","800","0.8","1"
"2","42","self-matching","Matching","Fremder","Stranger","Stranger","925","0.925","1"
"2","43","self-matching","Matching","Ich","Self","Self","929","0.929","1"
"2","44","self-matching","Nonmatching","Ich","Self","Self","1031","1.031","1"
"2","45","self-matching","Matching","Fremder","Stranger","Stranger","1177","1.177","0"
"2","46","self-matching","Nonmatching","Ich","Self","Self","765","0.765","1"
"2","47","self-matching","Matching","Ich","Self","Self","535","0.535","1"
"2","48","self-matching","Nonmatching","Fremder","Stranger","Stranger","623","0.623","1"
"2","49","self-matching","Matching","Fremder","Stranger","Stranger","1095","1.095","1"
"2","50","self-matching","Nonmatching","Ich","Self","Self","838","0.838","1"
"2","51","self-matching","Nonmatching","Fremder","Stranger","Stranger","1327","1.327","1"
"2","52","self-matching","Matching","Ich","Self","Self","885","0.885","1"
"2","53","self-matching","Nonmatching","Ich","Self","Self","630","0.63","0"
"2","54","self-matching","Matching","Fremder","Stranger","Stranger","2023","2.023","0"
"2","55","self-matching","Matching","Ich","Self","Self","411","0.411","0"
"2","56","self-matching","Nonmatching","Fremder","Stranger","Stranger","935","0.935","1"
"2","57","self-matching","Matching","Ich","Self","Self","662","0.662","1"
"2","58","self-matching","Matching","Fremder","Stranger","Stranger","1202","1.202","1"
"2","59","self-matching","Nonmatching","Ich","Self","Self","589","0.589","0"
"2","60","self-matching","Nonmatching","Fremder","Stranger","Stranger","927","0.927","1"
"2","61","self-matching","Nonmatching","Fremder","Stranger","Stranger","1028","1.028","1"
"2","62","self-matching","Nonmatching","Ich","Self","Self","939","0.939","1"
"2","63","self-matching","Matching","Fremder","Stranger","Stranger","912","0.912","1"
"2","64","self-matching","Matching","Ich","Self","Self","768","0.768","1"
"2","65","self-matching","Matching","Fremder","Stranger","Stranger","703","0.703","1"
"2","66","self-matching","Matching","Ich","Self","Self","657","0.657","1"
"2","67","self-matching","Nonmatching","Ich","Self","Self","886","0.886","1"
"2","68","self-matching","Nonmatching","Fremder","Stranger","Stranger","1524","1.524","1"
"2","69","self-matching","Nonmatching","Fremder","Stranger","Stranger","2746","2.746","1"
"2","70","self-matching","Matching","Fremder","Stranger","Stranger","1312","1.312","1"
"2","71","self-matching","Nonmatching","Ich","Self","Self","860","0.86","1"
"2","72","self-matching","Matching","Ich","Self","Self","847","0.847","1"
"2","73","self-matching","Nonmatching","Fremder","Stranger","Stranger","1075","1.075","1"
"2","74","self-matching","Nonmatching","Ich","Self","Self","794","0.794","1"
"2","75","self-matching","Matching","Ich","Self","Self","596","0.596","1"
"2","76","self-matching","Matching","Fremder","Stranger","Stranger","809","0.809","0"
"2","77","self-matching","Matching","Ich","Self","Self","510","0.51","1"
"2","78","self-matching","Nonmatching","Ich","Self","Self","684","0.684","1"
"2","79","self-matching","Nonmatching","Fremder","Stranger","Stranger","1060","1.06","1"
"2","80","self-matching","Matching","Fremder","Stranger","Stranger","842","0.842","1"
"2","81","self-matching","Nonmatching","Fremder","Stranger","Stranger","731","0.731","1"
"2","82","self-matching","Nonmatching","Ich","Self","Self","805","0.805","1"
"2","83","self-matching","Matching","Fremder","Stranger","Stranger","848","0.848","1"
"2","84","self-matching","Matching","Ich","Self","Self","542","0.542","1"
"2","85","self-matching","Nonmatching","Ich","Self","Self","687","0.687","1"
"2","86","self-matching","Matching","Ich","Self","Self","629","0.629","1"
"2","87","self-matching","Matching","Fremder","Stranger","Stranger","982","0.982","1"
"2","88","self-matching","Nonmatching","Fremder","Stranger","Stranger","927","0.927","1"
"2","89","self-matching","Matching","Ich","Self","Self","560","0.56","1"
"2","90","self-matching","Nonmatching","Fremder","Stranger","Stranger","714","0.714","1"
"2","91","self-matching","Nonmatching","Ich","Self","Self","792","0.792","1"
"2","92","self-matching","Matching","Fremder","Stranger","Stranger","721","0.721","1"
"2","93","self-matching","Matching","Ich","Self","Self","631","0.631","1"
"2","94","self-matching","Nonmatching","Ich","Self","Self","615","0.615","1"
"2","95","self-matching","Matching","Fremder","Stranger","Stranger","744","0.744","0"
"2","96","self-matching","Nonmatching","Fremder","Stranger","Stranger","595","0.595","0"
"2","97","self-matching","Nonmatching","Fremder","Stranger","Stranger","664","0.664","1"
"2","98","self-matching","Nonmatching","Ich","Self","Self","886","0.886","1"
"2","99","self-matching","Matching","Fremder","Stranger","Stranger","949","0.949","1"
"2","100","self-matching","Matching","Ich","Self","Self","999","0.999","1"
"2","101","self-matching","Matching","Ich","Self","Self","537","0.537","1"
"2","102","self-matching","Nonmatching","Fremder","Stranger","Stranger","794","0.794","1"
"2","103","self-matching","Nonmatching","Ich","Self","Self","737","0.737","1"
"2","104","self-matching","Matching","Fremder","Stranger","Stranger","972","0.972","1"
"2","105","self-matching","Nonmatching","Ich","Self","Self","659","0.659","1"
"2","106","self-matching","Matching","Fremder","Stranger","Stranger","701","0.701","1"
"2","107","self-matching","Nonmatching","Fremder","Stranger","Stranger","828","0.828","1"
"2","108","self-matching","Matching","Ich","Self","Self","603","0.603","1"
"2","109","self-matching","Nonmatching","Ich","Self","Self","850","0.85","1"
"2","110","self-matching","Nonmatching","Fremder","Stranger","Stranger","985","0.985","1"
"2","111","self-matching","Matching","Fremder","Stranger","Stranger","1455","1.455","0"
"2","112","self-matching","Matching","Ich","Self","Self","547","0.547","1"
"2","113","self-matching","Matching","Ich","Self","Self","1015","1.015","1"
"2","114","self-matching","Nonmatching","Fremder","Stranger","Stranger","1156","1.156","1"
"2","115","self-matching","Matching","Fremder","Stranger","Stranger","1650","1.65","1"
"2","116","self-matching","Nonmatching","Ich","Self","Self","899","0.899","1"
"2","117","self-matching","Matching","Ich","Self","Self","701","0.701","1"
"2","118","self-matching","Nonmatching","Fremder","Stranger","Stranger","676","0.676","0"
"2","119","self-matching","Nonmatching","Ich","Self","Self","1142","1.142","1"
"2","120","self-matching","Matching","Fremder","Stranger","Stranger","1343","1.343","1"
"2","121","self-matching","Matching","Ich","Self","Self","805","0.805","0"
"2","122","self-matching","Nonmatching","Ich","Self","Self","1159","1.159","0"
"2","123","self-matching","Matching","Fremder","Stranger","Stranger","1366","1.366","1"
"2","124","self-matching","Nonmatching","Fremder","Stranger","Stranger","1406","1.406","1"
"2","125","self-matching","Nonmatching","Ich","Self","Self","630","0.63","1"
"2","126","self-matching","Nonmatching","Fremder","Stranger","Stranger","847","0.847","1"
"2","127","self-matching","Matching","Fremder","Stranger","Stranger","1017","1.017","1"
"2","128","self-matching","Matching","Ich","Self","Self","572","0.572","0"
"3","1","self-matching","Matching","Fremder","Stranger","Stranger","1120","1.12","1"
"3","2","self-matching","Nonmatching","Fremder","Stranger","Stranger","762","0.762","1"
"3","3","self-matching","Nonmatching","Ich","Self","Self","728","0.728","1"
"3","4","self-matching","Matching","Ich","Self","Self","654","0.654","1"
"3","5","self-matching","Nonmatching","Fremder","Stranger","Stranger","519","0.519","1"
"3","6","self-matching","Nonmatching","Ich","Self","Self","404","0.404","1"
"3","7","self-matching","Matching","Fremder","Stranger","Stranger","546","0.546","1"
"3","8","self-matching","Matching","Ich","Self","Self","367","0.367","1"
"3","9","self-matching","Nonmatching","Ich","Self","Self","681","0.681","1"
"3","10","self-matching","Matching","Ich","Self","Self","569","0.569","1"
"3","11","self-matching","Matching","Fremder","Stranger","Stranger","405","0.405","1"
"3","12","self-matching","Nonmatching","Fremder","Stranger","Stranger","452","0.452","1"
"3","13","self-matching","Matching","Fremder","Stranger","Stranger","800","0.8","1"
"3","14","self-matching","Nonmatching","Ich","Self","Self","1066","1.066","0"
"3","15","self-matching","Nonmatching","Fremder","Stranger","Stranger","665","0.665","1"
"3","16","self-matching","Matching","Ich","Self","Self","788","0.788","1"
"3","17","self-matching","Nonmatching","Fremder","Stranger","Stranger","684","0.684","1"
"3","18","self-matching","Nonmatching","Ich","Self","Self","636","0.636","1"
"3","19","self-matching","Matching","Fremder","Stranger","Stranger","392","0.392","1"
"3","20","self-matching","Matching","Ich","Self","Self","717","0.717","1"
"3","21","self-matching","Nonmatching","Ich","Self","Self","683","0.683","1"
"3","22","self-matching","Matching","Fremder","Stranger","Stranger","424","0.424","1"
"3","23","self-matching","Matching","Ich","Self","Self","442","0.442","1"
"3","24","self-matching","Nonmatching","Fremder","Stranger","Stranger","466","0.466","1"
"3","25","self-matching","Nonmatching","Ich","Self","Self","594","0.594","1"
"3","26","self-matching","Matching","Ich","Self","Self","423","0.423","1"
"3","27","self-matching","Nonmatching","Fremder","Stranger","Stranger","560","0.56","1"
"3","28","self-matching","Matching","Fremder","Stranger","Stranger","899","0.899","1"
"3","29","self-matching","Nonmatching","Ich","Self","Self","592","0.592","1"
"3","30","self-matching","Matching","Ich","Self","Self","537","0.537","1"
"3","31","self-matching","Nonmatching","Fremder","Stranger","Stranger","603","0.603","1"
"3","32","self-matching","Matching","Fremder","Stranger","Stranger","778","0.778","1"
"3","33","self-matching","Nonmatching","Ich","Self","Self","1014","1.014","1"
"3","34","self-matching","Matching","Fremder","Stranger","Stranger","646","0.646","1"
"3","35","self-matching","Matching","Ich","Self","Self","700","0.7","1"
"3","36","self-matching","Nonmatching","Fremder","Stranger","Stranger","479","0.479","0"
"3","37","self-matching","Matching","Ich","Self","Self","822","0.822","1"
"3","38","self-matching","Nonmatching","Fremder","Stranger","Stranger","668","0.668","1"
"3","39","self-matching","Nonmatching","Ich","Self","Self","731","0.731","1"
"3","40","self-matching","Matching","Fremder","Stranger","Stranger","425","0.425","0"
"3","41","self-matching","Matching","Ich","Self","Self","617","0.617","1"
"3","42","self-matching","Nonmatching","Ich","Self","Self","514","0.514","1"
"3","43","self-matching","Nonmatching","Fremder","Stranger","Stranger","710","0.71","1"
"3","44","self-matching","Matching","Fremder","Stranger","Stranger","807","0.807","1"
"3","45","self-matching","Matching","Ich","Self","Self","533","0.533","1"
"3","46","self-matching","Nonmatching","Ich","Self","Self","384","0.384","1"
"3","47","self-matching","Matching","Fremder","Stranger","Stranger","717","0.717","1"
"3","48","self-matching","Nonmatching","Fremder","Stranger","Stranger","665","0.665","1"
"3","49","self-matching","Nonmatching","Fremder","Stranger","Stranger","392","0.392","1"
"3","50","self-matching","Matching","Ich","Self","Self","697","0.697","1"
"3","51","self-matching","Nonmatching","Ich","Self","Self","455","0.455","1"
"3","52","self-matching","Matching","Fremder","Stranger","Stranger","786","0.786","1"
"3","53","self-matching","Nonmatching","Fremder","Stranger","Stranger","614","0.614","0"
"3","54","self-matching","Nonmatching","Ich","Self","Self","688","0.688","1"
"3","55","self-matching","Matching","Fremder","Stranger","Stranger","1312","1.312","1"
"3","56","self-matching","Matching","Ich","Self","Self","553","0.553","1"
"3","57","self-matching","Nonmatching","Fremder","Stranger","Stranger","366","0.366","1"
"3","58","self-matching","Matching","Fremder","Stranger","Stranger","918","0.918","0"
"3","59","self-matching","Nonmatching","Ich","Self","Self","504","0.504","1"
"3","60","self-matching","Matching","Ich","Self","Self","548","0.548","1"
"3","61","self-matching","Nonmatching","Fremder","Stranger","Stranger","583","0.583","1"
"3","62","self-matching","Matching","Fremder","Stranger","Stranger","633","0.633","1"
"3","63","self-matching","Nonmatching","Ich","Self","Self","578","0.578","1"
"3","64","self-matching","Matching","Ich","Self","Self","579","0.579","1"
"3","65","self-matching","Matching","Fremder","Stranger","Stranger","556","0.556","1"
"3","66","self-matching","Nonmatching","Ich","Self","Self","472","0.472","1"
"3","67","self-matching","Matching","Ich","Self","Self","584","0.584","1"
"3","68","self-matching","Nonmatching","Fremder","Stranger","Stranger","423","0.423","1"
"3","69","self-matching","Matching","Ich","Self","Self","424","0.424","1"
"3","70","self-matching","Nonmatching","Fremder","Stranger","Stranger","469","0.469","1"
"3","71","self-matching","Matching","Fremder","Stranger","Stranger","395","0.395","1"
"3","72","self-matching","Nonmatching","Ich","Self","Self","497","0.497","1"
"3","73","self-matching","Nonmatching","Fremder","Stranger","Stranger","475","0.475","1"
"3","74","self-matching","Matching","Ich","Self","Self","521","0.521","1"
"3","75","self-matching","Matching","Fremder","Stranger","Stranger","529","0.529","1"
"3","76","self-matching","Nonmatching","Ich","Self","Self","685","0.685","1"
"3","77","self-matching","Matching","Ich","Self","Self","492","0.492","1"
"3","78","self-matching","Nonmatching","Ich","Self","Self","846","0.846","1"
"3","79","self-matching","Nonmatching","Fremder","Stranger","Stranger","550","0.55","1"
"3","80","self-matching","Matching","Fremder","Stranger","Stranger","746","0.746","1"
"3","81","self-matching","Matching","Fremder","Stranger","Stranger","1079","1.079","1"
"3","82","self-matching","Nonmatching","Fremder","Stranger","Stranger","400","0.4","1"
"3","83","self-matching","Nonmatching","Ich","Self","Self","441","0.441","1"
"3","84","self-matching","Matching","Ich","Self","Self","412","0.412","1"
"3","85","self-matching","Matching","Fremder","Stranger","Stranger","416","0.416","1"
"3","86","self-matching","Matching","Ich","Self","Self","373","0.373","1"
"3","87","self-matching","Nonmatching","Ich","Self","Self","446","0.446","1"
"3","88","self-matching","Nonmatching","Fremder","Stranger","Stranger","422","0.422","1"
"3","89","self-matching","Matching","Ich","Self","Self","579","0.579","1"
"3","90","self-matching","Nonmatching","Fremder","Stranger","Stranger","503","0.503","1"
"3","91","self-matching","Nonmatching","Ich","Self","Self","431","0.431","1"
"3","92","self-matching","Matching","Fremder","Stranger","Stranger","459","0.459","1"
"3","93","self-matching","Matching","Fremder","Stranger","Stranger","499","0.499","1"
"3","94","self-matching","Matching","Ich","Self","Self","448","0.448","1"
"3","95","self-matching","Nonmatching","Ich","Self","Self","356","0.356","1"
"3","96","self-matching","Nonmatching","Fremder","Stranger","Stranger","414","0.414","1"
"3","97","self-matching","Nonmatching","Fremder","Stranger","Stranger","758","0.758","1"
"3","98","self-matching","Matching","Ich","Self","Self","516","0.516","1"
"3","99","self-matching","Nonmatching","Ich","Self","Self","409","0.409","0"
"3","100","self-matching","Matching","Fremder","Stranger","Stranger","711","0.711","1"
"3","101","self-matching","Nonmatching","Fremder","Stranger","Stranger","468","0.468","1"
"3","102","self-matching","Nonmatching","Ich","Self","Self","571","0.571","1"
"3","103","self-matching","Matching","Fremder","Stranger","Stranger","464","0.464","0"
"3","104","self-matching","Matching","Ich","Self","Self","558","0.558","1"
"3","105","self-matching","Nonmatching","Fremder","Stranger","Stranger","814","0.814","1"
"3","106","self-matching","Matching","Fremder","Stranger","Stranger","492","0.492","1"
"3","107","self-matching","Nonmatching","Ich","Self","Self","364","0.364","1"
"3","108","self-matching","Matching","Ich","Self","Self","652","0.652","1"
"3","109","self-matching","Matching","Fremder","Stranger","Stranger","383","0.383","0"
"3","110","self-matching","Nonmatching","Ich","Self","Self","406","0.406","1"
"3","111","self-matching","Matching","Ich","Self","Self","552","0.552","1"
"3","112","self-matching","Nonmatching","Fremder","Stranger","Stranger","395","0.395","1"
"3","113","self-matching","Nonmatching","Ich","Self","Self","575","0.575","1"
"3","114","self-matching","Matching","Ich","Self","Self","473","0.473","1"
"3","115","self-matching","Matching","Fremder","Stranger","Stranger","697","0.697","1"
"3","116","self-matching","Nonmatching","Fremder","Stranger","Stranger","459","0.459","1"
"3","117","self-matching","Matching","Ich","Self","Self","548","0.548","1"
"3","118","self-matching","Nonmatching","Fremder","Stranger","Stranger","632","0.632","1"
"3","119","self-matching","Nonmatching","Ich","Self","Self","617","0.617","1"
"3","120","self-matching","Matching","Fremder","Stranger","Stranger","551","0.551","1"
"3","121","self-matching","Nonmatching","Fremder","Stranger","Stranger","525","0.525","1"
"3","122","self-matching","Matching","Fremder","Stranger","Stranger","718","0.718","1"
"3","123","self-matching","Matching","Ich","Self","Self","559","0.559","1"
"3","124","self-matching","Nonmatching","Ich","Self","Self","547","0.547","1"
"3","125","self-matching","Nonmatching","Ich","Self","Self","412","0.412","1"
"3","126","self-matching","Nonmatching","Fremder","Stranger","Stranger","706","0.706","1"
"3","127","self-matching","Matching","Fremder","Stranger","Stranger","455","0.455","1"
"3","128","self-matching","Matching","Ich","Self","Self","390","0.39","1"
"4","1","self-matching","Matching","Fremder","Stranger","Stranger","1275","1.275","1"
"4","2","self-matching","Nonmatching","Fremder","Stranger","Stranger","957","0.957","1"
"4","3","self-matching","Nonmatching","Ich","Self","Self","1351","1.351","1"
"4","4","self-matching","Matching","Ich","Self","Self","613","0.613","1"
"4","5","self-matching","Nonmatching","Ich","Self","Self","1106","1.106","1"
"4","6","self-matching","Nonmatching","Fremder","Stranger","Stranger","1008","1.008","1"
"4","7","self-matching","Matching","Fremder","Stranger","Stranger","1447","1.447","1"
"4","8","self-matching","Matching","Ich","Self","Self","824","0.824","1"
"4","9","self-matching","Matching","Ich","Self","Self","882","0.882","1"
"4","10","self-matching","Nonmatching","Ich","Self","Self","1302","1.302","1"
"4","11","self-matching","Matching","Fremder","Stranger","Stranger","1281","1.281","1"
"4","12","self-matching","Nonmatching","Fremder","Stranger","Stranger","833","0.833","1"
"4","13","self-matching","Matching","Fremder","Stranger","Stranger","1164","1.164","1"
"4","14","self-matching","Matching","Ich","Self","Self","1088","1.088","1"
"4","15","self-matching","Nonmatching","Fremder","Stranger","Stranger","1345","1.345","1"
"4","16","self-matching","Nonmatching","Ich","Self","Self","1010","1.01","1"
"4","17","self-matching","Matching","Fremder","Stranger","Stranger","1159","1.159","1"
"4","18","self-matching","Matching","Ich","Self","Self","1510","1.51","1"
"4","19","self-matching","Nonmatching","Ich","Self","Self","1129","1.129","1"
"4","20","self-matching","Nonmatching","Fremder","Stranger","Stranger","1456","1.456","1"
"4","21","self-matching","Nonmatching","Fremder","Stranger","Stranger","754","0.754","1"
"4","22","self-matching","Nonmatching","Ich","Self","Self","1014","1.014","1"
"4","23","self-matching","Matching","Fremder","Stranger","Stranger","1113","1.113","1"
"4","24","self-matching","Matching","Ich","Self","Self","842","0.842","1"
"4","25","self-matching","Nonmatching","Ich","Self","Self","830","0.83","1"
"4","26","self-matching","Matching","Ich","Self","Self","746","0.746","1"
"4","27","self-matching","Nonmatching","Fremder","Stranger","Stranger","914","0.914","1"
"4","28","self-matching","Matching","Fremder","Stranger","Stranger","1539","1.539","1"
"4","29","self-matching","Matching","Ich","Self","Self","880","0.88","1"
"4","30","self-matching","Nonmatching","Ich","Self","Self","1862","1.862","1"
"4","31","self-matching","Nonmatching","Fremder","Stranger","Stranger","962","0.962","1"
"4","32","self-matching","Matching","Fremder","Stranger","Stranger","1388","1.388","1"
"4","33","self-matching","Nonmatching","Fremder","Stranger","Stranger","1303","1.303","1"
"4","34","self-matching","Matching","Ich","Self","Self","760","0.76","1"
"4","35","self-matching","Matching","Fremder","Stranger","Stranger","1286","1.286","1"
"4","36","self-matching","Nonmatching","Ich","Self","Self","1072","1.072","1"
"4","37","self-matching","Matching","Fremder","Stranger","Stranger","1247","1.247","1"
"4","38","self-matching","Matching","Ich","Self","Self","1117","1.117","1"
"4","39","self-matching","Nonmatching","Fremder","Stranger","Stranger","991","0.991","1"
"4","40","self-matching","Nonmatching","Ich","Self","Self","1335","1.335","1"
"4","41","self-matching","Matching","Ich","Self","Self","681","0.681","1"
"4","42","self-matching","Nonmatching","Ich","Self","Self","1416","1.416","1"
"4","43","self-matching","Nonmatching","Fremder","Stranger","Stranger","1450","1.45","1"
"4","44","self-matching","Matching","Fremder","Stranger","Stranger","1056","1.056","1"
"4","45","self-matching","Nonmatching","Fremder","Stranger","Stranger","860","0.86","1"
"4","46","self-matching","Nonmatching","Ich","Self","Self","1152","1.152","1"
"4","47","self-matching","Matching","Fremder","Stranger","Stranger","890","0.89","1"
"4","48","self-matching","Matching","Ich","Self","Self","606","0.606","1"
"4","49","self-matching","Nonmatching","Fremder","Stranger","Stranger","2033","2.033","1"
"4","50","self-matching","Nonmatching","Ich","Self","Self","544","0.544","1"
"4","51","self-matching","Matching","Fremder","Stranger","Stranger","954","0.954","1"
"4","52","self-matching","Matching","Ich","Self","Self","676","0.676","1"
"4","53","self-matching","Matching","Ich","Self","Self","925","0.925","1"
"4","54","self-matching","Nonmatching","Fremder","Stranger","Stranger","801","0.801","1"
"4","55","self-matching","Nonmatching","Ich","Self","Self","1189","1.189","1"
"4","56","self-matching","Matching","Fremder","Stranger","Stranger","694","0.694","1"
"4","57","self-matching","Matching","Ich","Self","Self","2120","2.12","1"
"4","58","self-matching","Nonmatching","Ich","Self","Self","837","0.837","1"
"4","59","self-matching","Nonmatching","Fremder","Stranger","Stranger","895","0.895","1"
"4","60","self-matching","Matching","Fremder","Stranger","Stranger","1081","1.081","1"
"4","61","self-matching","Nonmatching","Ich","Self","Self","915","0.915","1"
"4","62","self-matching","Nonmatching","Fremder","Stranger","Stranger","1689","1.689","1"
"4","63","self-matching","Matching","Ich","Self","Self","771","0.771","1"
"4","64","self-matching","Matching","Fremder","Stranger","Stranger","1307","1.307","1"
"4","65","self-matching","Nonmatching","Ich","Self","Self","1089","1.089","1"
"4","66","self-matching","Nonmatching","Fremder","Stranger","Stranger","1461","1.461","1"
"4","67","self-matching","Matching","Ich","Self","Self","684","0.684","1"
"4","68","self-matching","Matching","Fremder","Stranger","Stranger","798","0.798","1"
"4","69","self-matching","Nonmatching","Fremder","Stranger","Stranger","752","0.752","1"
"4","70","self-matching","Matching","Ich","Self","Self","830","0.83","1"
"4","71","self-matching","Matching","Fremder","Stranger","Stranger","830","0.83","1"
"4","72","self-matching","Nonmatching","Ich","Self","Self","907","0.907","1"
"4","73","self-matching","Nonmatching","Ich","Self","Self","990","0.99","1"
"4","74","self-matching","Nonmatching","Fremder","Stranger","Stranger","1081","1.081","1"
"4","75","self-matching","Matching","Fremder","Stranger","Stranger","1582","1.582","1"
"4","76","self-matching","Matching","Ich","Self","Self","924","0.924","1"
"4","77","self-matching","Matching","Ich","Self","Self","607","0.607","1"
"4","78","self-matching","Matching","Fremder","Stranger","Stranger","1066","1.066","1"
"4","79","self-matching","Nonmatching","Ich","Self","Self","837","0.837","1"
"4","80","self-matching","Nonmatching","Fremder","Stranger","Stranger","1380","1.38","1"
"4","81","self-matching","Nonmatching","Ich","Self","Self","1244","1.244","1"
"4","82","self-matching","Nonmatching","Fremder","Stranger","Stranger","1321","1.321","1"
"4","83","self-matching","Matching","Ich","Self","Self","719","0.719","1"
"4","84","self-matching","Matching","Fremder","Stranger","Stranger","1063","1.063","1"
"4","85","self-matching","Matching","Fremder","Stranger","Stranger","1570","1.57","1"
"4","86","self-matching","Nonmatching","Ich","Self","Self","939","0.939","1"
"4","87","self-matching","Matching","Ich","Self","Self","661","0.661","1"
"4","88","self-matching","Nonmatching","Fremder","Stranger","Stranger","1314","1.314","1"
"4","89","self-matching","Matching","Ich","Self","Self","583","0.583","1"
"4","90","self-matching","Nonmatching","Ich","Self","Self","2655","2.655","1"
"4","91","self-matching","Matching","Fremder","Stranger","Stranger","1396","1.396","1"
"4","92","self-matching","Nonmatching","Fremder","Stranger","Stranger","1093","1.093","1"
"4","93","self-matching","Nonmatching","Ich","Self","Self","1634","1.634","1"
"4","94","self-matching","Matching","Ich","Self","Self","554","0.554","1"
"4","95","self-matching","Nonmatching","Fremder","Stranger","Stranger","1359","1.359","1"
"4","96","self-matching","Matching","Fremder","Stranger","Stranger","1198","1.198","1"
"4","97","self-matching","Matching","Fremder","Stranger","Stranger","961","0.961","1"
"4","98","self-matching","Nonmatching","Ich","Self","Self","1694","1.694","1"
"4","99","self-matching","Matching","Ich","Self","Self","763","0.763","1"
"4","100","self-matching","Nonmatching","Fremder","Stranger","Stranger","1408","1.408","1"
"4","101","self-matching","Nonmatching","Fremder","Stranger","Stranger","1019","1.019","1"
"4","102","self-matching","Nonmatching","Ich","Self","Self","1159","1.159","1"
"4","103","self-matching","Matching","Ich","Self","Self","1322","1.322","1"
"4","104","self-matching","Matching","Fremder","Stranger","Stranger","2081","2.081","1"
"4","105","self-matching","Matching","Ich","Self","Self","897","0.897","1"
"4","106","self-matching","Matching","Fremder","Stranger","Stranger","1021","1.021","1"
"4","107","self-matching","Nonmatching","Ich","Self","Self","1054","1.054","1"
"4","108","self-matching","Nonmatching","Fremder","Stranger","Stranger","1169","1.169","1"
"4","109","self-matching","Matching","Ich","Self","Self","742","0.742","1"
"4","110","self-matching","Nonmatching","Fremder","Stranger","Stranger","1065","1.065","1"
"4","111","self-matching","Nonmatching","Ich","Self","Self","2506","2.506","1"
"4","112","self-matching","Matching","Fremder","Stranger","Stranger","1270","1.27","1"
"4","113","self-matching","Matching","Fremder","Stranger","Stranger","1427","1.427","1"
"4","114","self-matching","Nonmatching","Fremder","Stranger","Stranger","1348","1.348","1"
"4","115","self-matching","Matching","Ich","Self","Self","774","0.774","1"
"4","116","self-matching","Nonmatching","Ich","Self","Self","1215","1.215","1"
"4","117","self-matching","Matching","Fremder","Stranger","Stranger","837","0.837","1"
