"Subject","Trial","Label","Nonword","Matching","ACC","RT_ms","bed","manipCheck","Resp","Cresp","Condition"
18,91,"Ich","ambelde","Nonmatching",0,443,"L1n",2,"d","k","short6"
18,92,"Fremder","lor","Nonmatching",1,594,"L2n",3,"k","k","short6"
18,93,"Fremder","ambelde","Matching",0,399,"L2m",4,"k","d","short6"
18,94,"Ich","lor","Matching",1,464,"L1m",1,"d","d","short6"
18,95,"Fremder","lor","Nonmatching",1,600,"L2n",3,"k","k","short6"
18,96,"Ich","ambelde","Nonmatching",1,511,"L1n",2,"k","k","short6"
18,97,"Fremder","lor","Nonmatching",1,564,"L2n",3,"k","k","short6"
18,98,"Ich","lor","Matching",1,435,"L1m",1,"d","d","short6"
18,99,"Ich","ambelde","Nonmatching",1,521,"L1n",2,"k","k","short6"
18,100,"Fremder","ambelde","Matching",1,538,"L2m",4,"d","d","short6"
18,101,"Fremder","lor","Nonmatching",0,544,"L2n",3,"d","k","short6"
18,102,"Ich","ambelde","Nonmatching",1,556,"L1n",2,"k","k","short6"
18,103,"Fremder","ambelde","Matching",0,471,"L2m",4,"k","d","short6"
18,104,"Ich","lor","Matching",1,400,"L1m",1,"d","d","short6"
18,105,"Fremder","lor","Nonmatching",1,624,"L2n",3,"k","k","short6"
18,106,"Ich","lor","Matching",1,464,"L1m",1,"d","d","short6"
18,107,"Ich","ambelde","Nonmatching",1,502,"L1n",2,"k","k","short6"
18,108,"Fremder","ambelde","Matching",0,509,"L2m",4,"k","d","short6"
18,109,"Fremder","ambelde","Matching",1,518,"L2m",4,"d","d","short6"
18,110,"Fremder","lor","Nonmatching",1,578,"L2n",3,"k","k","short6"
18,111,"Ich","ambelde","Nonmatching",1,678,"L1n",2,"k","k","short6"
18,112,"Ich","lor","Matching",1,541,"L1m",1,"d","d","short6"
18,113,"Fremder","ambelde","Matching",1,600,"L2m",4,"d","d","short6"
18,114,"Ich","ambelde","Nonmatching",1,588,"L1n",2,"k","k","short6"
18,115,"Fremder","lor","Nonmatching",1,489,"L2n",3,"k","k","short6"
18,116,"Ich","lor","Matching",1,513,"L1m",1,"d","d","short6"
18,117,"Fremder","lor","Nonmatching",1,518,"L2n",3,"k","k","short6"
18,118,"Ich","ambelde","Nonmatching",1,529,"L1n",2,"k","k","short6"
18,119,"Ich","lor","Matching",1,485,"L1m",1,"d","d","short6"
18,120,"Fremder","ambelde","Matching",1,617,"L2m",4,"d","d","short6"
18,121,"Ich","lor","Matching",1,547,"L1m",1,"d","d","short6"
18,122,"Fremder","ambelde","Matching",1,474,"L2m",4,"d","d","short6"
18,123,"Ich","ambelde","Nonmatching",1,544,"L1n",2,"k","k","short6"
18,124,"Fremder","lor","Nonmatching",1,613,"L2n",3,"k","k","short6"
18,125,"Ich","ambelde","Nonmatching",1,459,"L1n",2,"k","k","short6"
18,126,"Ich","lor","Matching",1,542,"L1m",1,"d","d","short6"
18,127,"Fremder","ambelde","Matching",1,487,"L2m",4,"d","d","short6"
18,128,"Fremder","lor","Nonmatching",1,635,"L2n",3,"k","k","short6"
19,1,"Fremder","lor","Matching",1,1577,"L2m",4,"d","d","long6"
19,2,"Ich","ambelde","Matching",1,739,"L1m",1,"d","d","long6"
19,3,"Fremder","ambelde","Nonmatching",1,702,"L2n",3,"k","k","long6"
19,4,"Ich","lor","Nonmatching",1,1289,"L1n",2,"k","k","long6"
19,5,"Fremder","ambelde","Nonmatching",1,776,"L2n",3,"k","k","long6"
19,6,"Ich","lor","Nonmatching",1,707,"L1n",2,"k","k","long6"
19,7,"Ich","ambelde","Matching",1,907,"L1m",1,"d","d","long6"
19,8,"Fremder","lor","Matching",1,824,"L2m",4,"d","d","long6"
19,9,"Ich","lor","Nonmatching",1,973,"L1n",2,"k","k","long6"
19,10,"Ich","ambelde","Matching",1,664,"L1m",1,"d","d","long6"
19,11,"Fremder","lor","Matching",1,813,"L2m",4,"d","d","long6"
19,12,"Fremder","ambelde","Nonmatching",1,781,"L2n",3,"k","k","long6"
19,13,"Fremder","lor","Matching",1,1235,"L2m",4,"d","d","long6"
19,14,"Fremder","ambelde","Nonmatching",1,1267,"L2n",3,"k","k","long6"
19,15,"Ich","lor","Nonmatching",1,887,"L1n",2,"k","k","long6"
19,16,"Ich","ambelde","Matching",1,649,"L1m",1,"d","d","long6"
19,17,"Ich","lor","Nonmatching",1,943,"L1n",2,"k","k","long6"
19,18,"Fremder","ambelde","Nonmatching",1,1061,"L2n",3,"k","k","long6"
19,19,"Ich","ambelde","Matching",1,969,"L1m",1,"d","d","long6"
19,20,"Fremder","lor","Matching",1,980,"L2m",4,"d","d","long6"
19,21,"Fremder","lor","Matching",1,1072,"L2m",4,"d","d","long6"
19,22,"Fremder","ambelde","Nonmatching",1,802,"L2n",3,"k","k","long6"
19,23,"Ich","ambelde","Matching",1,736,"L1m",1,"d","d","long6"
19,24,"Ich","lor","Nonmatching",1,1078,"L1n",2,"k","k","long6"
19,25,"Fremder","lor","Matching",1,787,"L2m",4,"d","d","long6"
19,26,"Fremder","ambelde","Nonmatching",1,858,"L2n",3,"k","k","long6"
19,27,"Ich","ambelde","Matching",1,660,"L1m",1,"d","d","long6"
19,28,"Ich","lor","Nonmatching",1,866,"L1n",2,"k","k","long6"
19,29,"Fremder","ambelde","Nonmatching",1,764,"L2n",3,"k","k","long6"
19,30,"Ich","lor","Nonmatching",1,780,"L1n",2,"k","k","long6"
19,31,"Fremder","lor","Matching",1,1104,"L2m",4,"d","d","long6"
19,32,"Ich","ambelde","Matching",1,626,"L1m",1,"d","d","long6"
19,33,"Fremder","lor","Matching",1,724,"L2m",4,"d","d","long6"
19,34,"Ich","lor","Nonmatching",1,838,"L1n",2,"k","k","long6"
19,35,"Ich","ambelde","Matching",1,1039,"L1m",1,"d","d","long6"
19,36,"Fremder","ambelde","Nonmatching",1,841,"L2n",3,"k","k","long6"
19,37,"Fremder","ambelde","Nonmatching",1,821,"L2n",3,"k","k","long6"
19,38,"Fremder","lor","Matching",1,740,"L2m",4,"d","d","long6"
19,39,"Ich","lor","Nonmatching",1,983,"L1n",2,"k","k","long6"
19,40,"Ich","ambelde","Matching",1,708,"L1m",1,"d","d","long6"
19,41,"Fremder","ambelde","Nonmatching",1,922,"L2n",3,"k","k","long6"
19,42,"Ich","ambelde","Matching",1,572,"L1m",1,"d","d","long6"
19,43,"Ich","lor","Nonmatching",1,839,"L1n",2,"k","k","long6"
19,44,"Fremder","lor","Matching",1,981,"L2m",4,"d","d","long6"
19,45,"Ich","ambelde","Matching",1,660,"L1m",1,"d","d","long6"
19,46,"Fremder","lor","Matching",1,638,"L2m",4,"d","d","long6"
19,47,"Fremder","ambelde","Nonmatching",1,1083,"L2n",3,"k","k","long6"
19,48,"Ich","lor","Nonmatching",1,727,"L1n",2,"k","k","long6"
19,49,"Ich","lor","Nonmatching",1,734,"L1n",2,"k","k","long6"
19,50,"Fremder","ambelde","Nonmatching",1,820,"L2n",3,"k","k","long6"
19,51,"Ich","ambelde","Matching",1,1017,"L1m",1,"d","d","long6"
19,52,"Fremder","lor","Matching",1,949,"L2m",4,"d","d","long6"
19,53,"Fremder","lor","Matching",1,829,"L2m",4,"d","d","long6"
19,54,"Ich","ambelde","Matching",1,619,"L1m",1,"d","d","long6"
19,55,"Ich","lor","Nonmatching",1,701,"L1n",2,"k","k","long6"
19,56,"Fremder","ambelde","Nonmatching",1,945,"L2n",3,"k","k","long6"
19,57,"Fremder","ambelde","Nonmatching",1,923,"L2n",3,"k","k","long6"
19,58,"Fremder","lor","Matching",1,876,"L2m",4,"d","d","long6"
19,59,"Ich","ambelde","Matching",1,598,"L1m",1,"d","d","long6"
19,60,"Ich","lor","Nonmatching",1,791,"L1n",2,"k","k","long6"
19,61,"Fremder","lor","Matching",1,815,"L2m",4,"d","d","long6"
19,62,"Fremder","ambelde","Nonmatching",1,741,"L2n",3,"k","k","long6"
19,63,"Ich","lor","Nonmatching",1,1332,"L1n",2,"k","k","long6"
19,64,"Ich","ambelde","Matching",1,864,"L1m",1,"d","d","long6"
19,65,"Ich","ambelde","Matching",1,673,"L1m",1,"d","d","long6"
19,66,"Fremder","lor","Matching",1,965,"L2m",4,"d","d","long6"
19,67,"Fremder","ambelde","Nonmatching",1,720,"L2n",3,"k","k","long6"
19,68,"Ich","lor","Nonmatching",1,720,"L1n",2,"k","k","long6"
19,69,"Fremder","lor","Matching",1,705,"L2m",4,"d","d","long6"
19,70,"Ich","lor","Nonmatching",1,993,"L1n",2,"k","k","long6"
19,71,"Ich","ambelde","Matching",1,570,"L1m",1,"d","d","long6"
19,72,"Fremder","ambelde","Nonmatching",1,823,"L2n",3,"k","k","long6"
19,73,"Fremder","lor","Matching",1,1085,"L2m",4,"d","d","long6"
19,74,"Ich","ambelde","Matching",1,604,"L1m",1,"d","d","long6"
19,75,"Ich","lor","Nonmatching",1,786,"L1n",2,"k","k","long6"
19,76,"Fremder","ambelde","Nonmatching",0,1152,"L2n",3,"d","k","long6"
19,77,"Ich","lor","Nonmatching",1,896,"L1n",2,"k","k","long6"
19,78,"Fremder","lor","Matching",1,1186,"L2m",4,"d","d","long6"
19,79,"Fremder","ambelde","Nonmatching",1,744,"L2n",3,"k","k","long6"
19,80,"Ich","ambelde","Matching",1,766,"L1m",1,"d","d","long6"
19,81,"Ich","ambelde","Matching",1,792,"L1m",1,"d","d","long6"
19,82,"Fremder","lor","Matching",1,772,"L2m",4,"d","d","long6"
19,83,"Ich","lor","Nonmatching",1,662,"L1n",2,"k","k","long6"
19,84,"Fremder","ambelde","Nonmatching",1,735,"L2n",3,"k","k","long6"
19,85,"Fremder","ambelde","Nonmatching",1,579,"L2n",3,"k","k","long6"
19,86,"Ich","lor","Nonmatching",1,605,"L1n",2,"k","k","long6"
19,87,"Ich","ambelde","Matching",1,602,"L1m",1,"d","d","long6"
19,88,"Fremder","lor","Matching",1,1099,"L2m",4,"d","d","long6"
19,89,"Ich","lor","Nonmatching",1,1870,"L1n",2,"k","k","long6"
19,90,"Fremder","ambelde","Nonmatching",1,806,"L2n",3,"k","k","long6"
19,91,"Fremder","lor","Matching",1,888,"L2m",4,"d","d","long6"
19,92,"Ich","ambelde","Matching",1,714,"L1m",1,"d","d","long6"
19,93,"Ich","lor","Nonmatching",1,1113,"L1n",2,"k","k","long6"
19,94,"Fremder","lor","Matching",1,1258,"L2m",4,"d","d","long6"
19,95,"Fremder","ambelde","Nonmatching",1,738,"L2n",3,"k","k","long6"
19,96,"Ich","ambelde","Matching",1,704,"L1m",1,"d","d","long6"
19,97,"Fremder","ambelde","Nonmatching",1,1003,"L2n",3,"k","k","long6"
19,98,"Fremder","lor","Matching",1,1303,"L2m",4,"d","d","long6"
19,99,"Ich","ambelde","Matching",1,694,"L1m",1,"d","d","long6"
19,100,"Ich","lor","Nonmatching",1,1708,"L1n",2,"k","k","long6"
19,101,"Fremder","lor","Matching",1,1195,"L2m",4,"d","d","long6"
19,102,"Ich","lor","Nonmatching",1,742,"L1n",2,"k","k","long6"
19,103,"Fremder","ambelde","Nonmatching",1,787,"L2n",3,"k","k","long6"
19,104,"Ich","ambelde","Matching",1,852,"L1m",1,"d","d","long6"
19,105,"Fremder","ambelde","Nonmatching",1,816,"L2n",3,"k","k","long6"
19,106,"Ich","lor","Nonmatching",1,1431,"L1n",2,"k","k","long6"
19,107,"Fremder","lor","Matching",1,878,"L2m",4,"d","d","long6"
19,108,"Ich","ambelde","Matching",1,646,"L1m",1,"d","d","long6"
19,109,"Ich","ambelde","Matching",1,910,"L1m",1,"d","d","long6"
19,110,"Fremder","lor","Matching",1,931,"L2m",4,"d","d","long6"
19,111,"Ich","lor","Nonmatching",1,752,"L1n",2,"k","k","long6"
19,112,"Fremder","ambelde","Nonmatching",1,735,"L2n",3,"k","k","long6"
19,113,"Fremder","lor","Matching",1,1202,"L2m",4,"d","d","long6"
19,114,"Ich","ambelde","Matching",1,1124,"L1m",1,"d","d","long6"
19,115,"Fremder","ambelde","Nonmatching",1,698,"L2n",3,"k","k","long6"
19,116,"Ich","lor","Nonmatching",1,1362,"L1n",2,"k","k","long6"
19,117,"Fremder","lor","Matching",1,985,"L2m",4,"d","d","long6"
19,118,"Ich","lor","Nonmatching",1,737,"L1n",2,"k","k","long6"
19,119,"Ich","ambelde","Matching",1,675,"L1m",1,"d","d","long6"
19,120,"Fremder","ambelde","Nonmatching",1,791,"L2n",3,"k","k","long6"
19,121,"Ich","ambelde","Matching",1,657,"L1m",1,"d","d","long6"
19,122,"Fremder","ambelde","Nonmatching",1,752,"L2n",3,"k","k","long6"
19,123,"Fremder","lor","Matching",1,875,"L2m",4,"d","d","long6"
19,124,"Ich","lor","Nonmatching",1,949,"L1n",2,"k","k","long6"
19,125,"Fremder","lor","Matching",1,629,"L2m",4,"d","d","long6"
19,126,"Ich","lor","Nonmatching",1,803,"L1n",2,"k","k","long6"
19,127,"Fremder","ambelde","Nonmatching",1,838,"L2n",3,"k","k","long6"
19,128,"Ich","ambelde","Matching",0,1050,"L1m",1,"k","d","long6"
20,1,"Fremder","sfartku","Matching",0,787,"L2m",4,"k","d","short3"
20,2,"Ich","sfartku","Nonmatching",1,1000,"L1n",2,"k","k","short3"
20,3,"Ich","muf","Matching",1,495,"L1m",1,"d","d","short3"
20,4,"Fremder","muf","Nonmatching",1,706,"L2n",3,"k","k","short3"
20,5,"Fremder","sfartku","Matching",1,589,"L2m",4,"d","d","short3"
20,6,"Ich","muf","Matching",1,581,"L1m",1,"d","d","short3"
20,7,"Ich","sfartku","Nonmatching",1,709,"L1n",2,"k","k","short3"
20,8,"Fremder","muf","Nonmatching",1,508,"L2n",3,"k","k","short3"
20,9,"Fremder","muf","Nonmatching",1,603,"L2n",3,"k","k","short3"
20,10,"Ich","muf","Matching",1,529,"L1m",1,"d","d","short3"
20,11,"Ich","sfartku","Nonmatching",1,603,"L1n",2,"k","k","short3"
20,12,"Fremder","sfartku","Matching",1,773,"L2m",4,"d","d","short3"
20,13,"Fremder","sfartku","Matching",1,535,"L2m",4,"d","d","short3"
20,14,"Ich","muf","Matching",1,579,"L1m",1,"d","d","short3"
20,15,"Ich","sfartku","Nonmatching",1,552,"L1n",2,"k","k","short3"
20,16,"Fremder","muf","Nonmatching",1,707,"L2n",3,"k","k","short3"
20,17,"Fremder","muf","Nonmatching",1,845,"L2n",3,"k","k","short3"
20,18,"Ich","sfartku","Nonmatching",1,656,"L1n",2,"k","k","short3"
20,19,"Fremder","sfartku","Matching",1,637,"L2m",4,"d","d","short3"
20,20,"Ich","muf","Matching",1,506,"L1m",1,"d","d","short3"
20,21,"Ich","sfartku","Nonmatching",1,504,"L1n",2,"k","k","short3"
20,22,"Fremder","muf","Nonmatching",1,660,"L2n",3,"k","k","short3"
20,23,"Ich","muf","Matching",1,461,"L1m",1,"d","d","short3"
20,24,"Fremder","sfartku","Matching",1,777,"L2m",4,"d","d","short3"
20,25,"Fremder","sfartku","Matching",1,519,"L2m",4,"d","d","short3"
20,26,"Fremder","muf","Nonmatching",1,689,"L2n",3,"k","k","short3"
20,27,"Ich","sfartku","Nonmatching",1,753,"L1n",2,"k","k","short3"
20,28,"Ich","muf","Matching",0,444,"L1m",1,"k","d","short3"
20,29,"Fremder","sfartku","Matching",1,496,"L2m",4,"d","d","short3"
20,30,"Ich","sfartku","Nonmatching",1,617,"L1n",2,"k","k","short3"
20,31,"Fremder","muf","Nonmatching",1,530,"L2n",3,"k","k","short3"
20,32,"Ich","muf","Matching",1,300,"L1m",1,"d","d","short3"
20,33,"Fremder","sfartku","Matching",1,321,"L2m",4,"d","d","short3"
20,34,"Ich","muf","Matching",1,414,"L1m",1,"d","d","short3"
20,35,"Ich","sfartku","Nonmatching",1,449,"L1n",2,"k","k","short3"
20,36,"Fremder","muf","Nonmatching",1,352,"L2n",3,"k","k","short3"
20,37,"Ich","sfartku","Nonmatching",1,385,"L1n",2,"k","k","short3"
20,38,"Ich","muf","Matching",1,577,"L1m",1,"d","d","short3"
20,39,"Fremder","sfartku","Matching",1,559,"L2m",4,"d","d","short3"
20,40,"Fremder","muf","Nonmatching",1,602,"L2n",3,"k","k","short3"
20,41,"Ich","muf","Matching",1,499,"L1m",1,"d","d","short3"
20,42,"Fremder","muf","Nonmatching",0,529,"L2n",3,"d","k","short3"
20,43,"Ich","sfartku","Nonmatching",1,550,"L1n",2,"k","k","short3"
20,44,"Fremder","sfartku","Matching",0,424,"L2m",4,"k","d","short3"
20,45,"Ich","sfartku","Nonmatching",1,499,"L1n",2,"k","k","short3"
20,46,"Ich","muf","Matching",1,377,"L1m",1,"d","d","short3"
20,47,"Fremder","sfartku","Matching",1,477,"L2m",4,"d","d","short3"
20,48,"Fremder","muf","Nonmatching",1,431,"L2n",3,"k","k","short3"
20,49,"Fremder","sfartku","Matching",1,522,"L2m",4,"d","d","short3"
20,50,"Fremder","muf","Nonmatching",1,627,"L2n",3,"k","k","short3"
20,51,"Ich","muf","Matching",1,508,"L1m",1,"d","d","short3"
20,52,"Ich","sfartku","Nonmatching",1,388,"L1n",2,"k","k","short3"
20,53,"Fremder","sfartku","Matching",1,598,"L2m",4,"d","d","short3"
20,54,"Fremder","muf","Nonmatching",1,412,"L2n",3,"k","k","short3"
20,55,"Ich","muf","Matching",1,480,"L1m",1,"d","d","short3"
20,56,"Ich","sfartku","Nonmatching",1,523,"L1n",2,"k","k","short3"
20,57,"Ich","sfartku","Nonmatching",1,444,"L1n",2,"k","k","short3"
20,58,"Fremder","muf","Nonmatching",1,456,"L2n",3,"k","k","short3"
20,59,"Fremder","sfartku","Matching",1,462,"L2m",4,"d","d","short3"
20,60,"Ich","muf","Matching",1,419,"L1m",1,"d","d","short3"
20,61,"Ich","sfartku","Nonmatching",1,520,"L1n",2,"k","k","short3"
20,62,"Fremder","muf","Nonmatching",1,448,"L2n",3,"k","k","short3"
20,63,"Fremder","sfartku","Matching",1,387,"L2m",4,"d","d","short3"
20,64,"Ich","muf","Matching",1,464,"L1m",1,"d","d","short3"
20,65,"Ich","sfartku","Nonmatching",1,401,"L1n",2,"k","k","short3"
20,66,"Fremder","sfartku","Matching",1,586,"L2m",4,"d","d","short3"
20,67,"Fremder","muf","Nonmatching",1,459,"L2n",3,"k","k","short3"
20,68,"Ich","muf","Matching",1,329,"L1m",1,"d","d","short3"
20,69,"Ich","sfartku","Nonmatching",1,426,"L1n",2,"k","k","short3"
20,70,"Fremder","sfartku","Matching",1,509,"L2m",4,"d","d","short3"
20,71,"Fremder","muf","Nonmatching",1,377,"L2n",3,"k","k","short3"
20,72,"Ich","muf","Matching",1,499,"L1m",1,"d","d","short3"
20,73,"Ich","sfartku","Nonmatching",1,528,"L1n",2,"k","k","short3"
20,74,"Fremder","sfartku","Matching",1,813,"L2m",4,"d","d","short3"
20,75,"Ich","muf","Matching",1,469,"L1m",1,"d","d","short3"
20,76,"Fremder","muf","Nonmatching",1,381,"L2n",3,"k","k","short3"
20,77,"Ich","sfartku","Nonmatching",1,561,"L1n",2,"k","k","short3"
20,78,"Fremder","muf","Nonmatching",1,426,"L2n",3,"k","k","short3"
20,79,"Fremder","sfartku","Matching",1,384,"L2m",4,"d","d","short3"
20,80,"Ich","muf","Matching",1,408,"L1m",1,"d","d","short3"
20,81,"Ich","muf","Matching",1,618,"L1m",1,"d","d","short3"
20,82,"Ich","sfartku","Nonmatching",1,499,"L1n",2,"k","k","short3"
20,83,"Fremder","sfartku","Matching",1,431,"L2m",4,"d","d","short3"
20,84,"Fremder","muf","Nonmatching",1,365,"L2n",3,"k","k","short3"
20,85,"Ich","muf","Matching",0,427,"L1m",1,"k","d","short3"
20,86,"Fremder","muf","Nonmatching",1,448,"L2n",3,"k","k","short3"
20,87,"Fremder","sfartku","Matching",1,377,"L2m",4,"d","d","short3"
20,88,"Ich","sfartku","Nonmatching",1,521,"L1n",2,"k","k","short3"
20,89,"Fremder","sfartku","Matching",1,532,"L2m",4,"d","d","short3"
20,90,"Ich","muf","Matching",1,569,"L1m",1,"d","d","short3"
20,91,"Fremder","muf","Nonmatching",1,517,"L2n",3,"k","k","short3"
20,92,"Ich","sfartku","Nonmatching",1,645,"L1n",2,"k","k","short3"
20,93,"Fremder","sfartku","Matching",1,436,"L2m",4,"d","d","short3"
20,94,"Ich","sfartku","Nonmatching",1,400,"L1n",2,"k","k","short3"
20,95,"Ich","muf","Matching",1,419,"L1m",1,"d","d","short3"
20,96,"Fremder","muf","Nonmatching",1,399,"L2n",3,"k","k","short3"
20,97,"Fremder","muf","Nonmatching",1,456,"L2n",3,"k","k","short3"
20,98,"Ich","sfartku","Nonmatching",1,534,"L1n",2,"k","k","short3"
20,99,"Ich","muf","Matching",1,361,"L1m",1,"d","d","short3"
20,100,"Fremder","sfartku","Matching",1,578,"L2m",4,"d","d","short3"
20,101,"Fremder","sfartku","Matching",1,439,"L2m",4,"d","d","short3"
20,102,"Fremder","muf","Nonmatching",1,414,"L2n",3,"k","k","short3"
20,103,"Ich","sfartku","Nonmatching",1,499,"L1n",2,"k","k","short3"
20,104,"Ich","muf","Matching",1,580,"L1m",1,"d","d","short3"
20,105,"Ich","muf","Matching",1,537,"L1m",1,"d","d","short3"
20,106,"Fremder","muf","Nonmatching",1,546,"L2n",3,"k","k","short3"
20,107,"Ich","sfartku","Nonmatching",1,520,"L1n",2,"k","k","short3"
20,108,"Fremder","sfartku","Matching",1,545,"L2m",4,"d","d","short3"
20,109,"Ich","sfartku","Nonmatching",1,622,"L1n",2,"k","k","short3"
20,110,"Ich","muf","Matching",1,458,"L1m",1,"d","d","short3"
20,111,"Fremder","sfartku","Matching",1,832,"L2m",4,"d","d","short3"
20,112,"Fremder","muf","Nonmatching",1,552,"L2n",3,"k","k","short3"
20,113,"Ich","muf","Matching",1,448,"L1m",1,"d","d","short3"
20,114,"Fremder","muf","Nonmatching",1,523,"L2n",3,"k","k","short3"
20,115,"Ich","sfartku","Nonmatching",1,414,"L1n",2,"k","k","short3"
20,116,"Fremder","sfartku","Matching",1,425,"L2m",4,"d","d","short3"
20,117,"Ich","sfartku","Nonmatching",1,546,"L1n",2,"k","k","short3"
20,118,"Fremder","muf","Nonmatching",1,811,"L2n",3,"k","k","short3"
20,119,"Ich","muf","Matching",1,511,"L1m",1,"d","d","short3"
20,120,"Fremder","sfartku","Matching",1,702,"L2m",4,"d","d","short3"
20,121,"Fremder","muf","Nonmatching",1,822,"L2n",3,"k","k","short3"
20,122,"Fremder","sfartku","Matching",1,381,"L2m",4,"d","d","short3"
20,123,"Ich","muf","Matching",1,421,"L1m",1,"d","d","short3"
20,124,"Ich","sfartku","Nonmatching",1,296,"L1n",2,"k","k","short3"
20,125,"Fremder","sfartku","Matching",1,403,"L2m",4,"d","d","short3"
20,126,"Fremder","muf","Nonmatching",1,389,"L2n",3,"k","k","short3"
20,127,"Ich","muf","Matching",1,531,"L1m",1,"d","d","short3"
20,128,"Ich","sfartku","Nonmatching",1,477,"L1n",2,"k","k","short3"
21,1,"Ich","kes","Nonmatching",1,638,"L1n",2,"k","k","long1"
21,2,"Ich","sfartku","Matching",1,721,"L1m",1,"d","d","long1"
21,3,"Fremder","kes","Matching",1,1065,"L2m",4,"d","d","long1"
21,4,"Fremder","sfartku","Nonmatching",1,637,"L2n",3,"k","k","long1"
21,5,"Fremder","sfartku","Nonmatching",1,706,"L2n",3,"k","k","long1"
21,6,"Fremder","kes","Matching",1,868,"L2m",4,"d","d","long1"
21,7,"Ich","kes","Nonmatching",1,590,"L1n",2,"k","k","long1"
21,8,"Ich","sfartku","Matching",1,606,"L1m",1,"d","d","long1"
21,9,"Ich","kes","Nonmatching",0,564,"L1n",2,"d","k","long1"
21,10,"Ich","sfartku","Matching",1,770,"L1m",1,"d","d","long1"
21,11,"Fremder","kes","Matching",1,576,"L2m",4,"d","d","long1"
21,12,"Fremder","sfartku","Nonmatching",1,637,"L2n",3,"k","k","long1"
21,13,"Ich","kes","Nonmatching",0,675,"L1n",2,"d","k","long1"
21,14,"Ich","sfartku","Matching",1,2764,"L1m",1,"d","d","long1"
21,15,"Fremder","sfartku","Nonmatching",1,678,"L2n",3,"k","k","long1"
21,16,"Fremder","kes","Matching",1,1095,"L2m",4,"d","d","long1"
21,17,"Ich","sfartku","Matching",1,817,"L1m",1,"d","d","long1"
21,18,"Ich","kes","Nonmatching",1,678,"L1n",2,"k","k","long1"
21,19,"Fremder","kes","Matching",1,862,"L2m",4,"d","d","long1"
21,20,"Fremder","sfartku","Nonmatching",1,742,"L2n",3,"k","k","long1"
21,21,"Fremder","kes","Matching",1,911,"L2m",4,"d","d","long1"
21,22,"Fremder","sfartku","Nonmatching",1,631,"L2n",3,"k","k","long1"
21,23,"Ich","sfartku","Matching",1,824,"L1m",1,"d","d","long1"
21,24,"Ich","kes","Nonmatching",1,569,"L1n",2,"k","k","long1"
21,25,"Ich","kes","Nonmatching",1,431,"L1n",2,"k","k","long1"
21,26,"Fremder","kes","Matching",1,601,"L2m",4,"d","d","long1"
21,27,"Fremder","sfartku","Nonmatching",1,900,"L2n",3,"k","k","long1"
21,28,"Ich","sfartku","Matching",1,470,"L1m",1,"d","d","long1"
21,29,"Ich","sfartku","Matching",1,661,"L1m",1,"d","d","long1"
21,30,"Ich","kes","Nonmatching",1,688,"L1n",2,"k","k","long1"
21,31,"Fremder","sfartku","Nonmatching",1,832,"L2n",3,"k","k","long1"
21,32,"Fremder","kes","Matching",1,1430,"L2m",4,"d","d","long1"
21,33,"Ich","sfartku","Matching",1,930,"L1m",1,"d","d","long1"
21,34,"Fremder","sfartku","Nonmatching",1,512,"L2n",3,"k","k","long1"
21,35,"Ich","kes","Nonmatching",0,663,"L1n",2,"d","k","long1"
21,36,"Fremder","kes","Matching",1,1810,"L2m",4,"d","d","long1"
21,37,"Fremder","kes","Matching",1,571,"L2m",4,"d","d","long1"
21,38,"Ich","sfartku","Matching",1,684,"L1m",1,"d","d","long1"
21,39,"Ich","kes","Nonmatching",1,909,"L1n",2,"k","k","long1"
21,40,"Fremder","sfartku","Nonmatching",1,834,"L2n",3,"k","k","long1"
21,41,"Fremder","kes","Matching",1,945,"L2m",4,"d","d","long1"
21,42,"Fremder","sfartku","Nonmatching",1,734,"L2n",3,"k","k","long1"
21,43,"Ich","kes","Nonmatching",1,624,"L1n",2,"k","k","long1"
21,44,"Ich","sfartku","Matching",1,399,"L1m",1,"d","d","long1"
21,45,"Fremder","kes","Matching",1,834,"L2m",4,"d","d","long1"
21,46,"Ich","kes","Nonmatching",1,737,"L1n",2,"k","k","long1"
21,47,"Ich","sfartku","Matching",1,491,"L1m",1,"d","d","long1"
21,48,"Fremder","sfartku","Nonmatching",1,494,"L2n",3,"k","k","long1"
21,49,"Ich","kes","Nonmatching",1,808,"L1n",2,"k","k","long1"
21,50,"Ich","sfartku","Matching",1,578,"L1m",1,"d","d","long1"
21,51,"Fremder","kes","Matching",0,733,"L2m",4,"k","d","long1"
21,52,"Fremder","sfartku","Nonmatching",1,810,"L2n",3,"k","k","long1"
21,53,"Fremder","kes","Matching",1,925,"L2m",4,"d","d","long1"
21,54,"Fremder","sfartku","Nonmatching",1,779,"L2n",3,"k","k","long1"
21,55,"Ich","sfartku","Matching",1,628,"L1m",1,"d","d","long1"
21,56,"Ich","kes","Nonmatching",1,809,"L1n",2,"k","k","long1"
21,57,"Ich","sfartku","Matching",1,560,"L1m",1,"d","d","long1"
21,58,"Ich","kes","Nonmatching",1,666,"L1n",2,"k","k","long1"
21,59,"Fremder","kes","Matching",1,932,"L2m",4,"d","d","long1"
21,60,"Fremder","sfartku","Nonmatching",1,693,"L2n",3,"k","k","long1"
21,61,"Fremder","kes","Matching",0,1309,"L2m",4,"k","d","long1"
21,62,"Ich","kes","Nonmatching",1,526,"L1n",2,"k","k","long1"
