"Subject","Block","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"22","2","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","1016","1.016","0"
"22","2","square","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","854","0.854","1"
"22","2","square","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","727","0.727","1"
"22","2","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","951","0.951","1"
"22","2","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","825","0.825","0"
"22","2","trapeze","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","804","0.804","0"
"22","3","trapeze","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","939","0.939","1"
"22","3","square","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","841","0.841","1"
"22","3","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","917","0.917","1"
"22","3","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","1079","1.079","1"
"22","3","square","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","790","0.79","1"
"22","3","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","984","0.984","1"
"22","3","trapeze","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","1115","1.115","0"
"22","3","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","748","0.748","1"
"22","3","square","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","919","0.919","0"
"22","3","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","930","0.93","1"
"22","3","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","867","0.867","1"
"22","3","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","782","0.782","0"
"22","3","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","816","0.816","0"
"22","3","square","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","443","0.443","0"
"22","3","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","548","0.548","0"
"22","3","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","666","0.666","1"
"22","1","rhomboid","NA","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","484","0.484","1"
"22","1","diamond","NA","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","881","0.881","1"
"22","1","diamond","NA","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","767","0.767","1"
"22","1","diamond","NA","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","1038","1.038","1"
"22","1","diamond","NA","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","672","0.672","1"
"22","1","diamond","NA","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","682","0.682","1"
"22","1","diamond","NA","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","726","0.726","1"
"22","1","rhomboid","NA","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","1106","1.106","1"
"22","1","diamond","NA","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","732","0.732","1"
"22","1","triangle","NA","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","1175","1.175","1"
"22","1","rhomboid","NA","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","821","0.821","1"
"22","1","diamond","NA","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","950","0.95","1"
"22","1","rhomboid","NA","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","615","0.615","1"
"22","1","triangle","NA","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","999","0.999","1"
"22","1","triangle","NA","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","807","0.807","1"
"22","1","triangle","NA","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","644","0.644","1"
"22","2","rhomboid","NA","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","792","0.792","1"
"22","2","diamond","NA","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","1610","1.61","1"
"22","2","diamond","NA","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","975","0.975","1"
"22","2","diamond","NA","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","896","0.896","1"
"22","2","triangle","NA","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","998","0.998","1"
"22","2","diamond","NA","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","616","0.616","0"
"22","2","diamond","NA","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","1065","1.065","1"
"22","2","diamond","NA","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","999","0.999","1"
"22","2","diamond","NA","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","882","0.882","1"
"22","2","rhomboid","NA","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","778","0.778","1"
"22","2","triangle","NA","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","830","0.83","1"
"22","2","rhomboid","NA","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","696","0.696","1"
"22","2","triangle","NA","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1049","1.049","1"
"22","2","triangle","NA","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","1010","1.01","1"
"22","2","rhomboid","NA","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","880","0.88","1"
"22","2","diamond","NA","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","942","0.942","1"
"22","3","diamond","NA","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","788","0.788","1"
"22","3","rhomboid","NA","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","792","0.792","1"
"22","3","diamond","NA","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","760","0.76","1"
"22","3","diamond","NA","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","808","0.808","1"
"22","3","rhomboid","NA","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","851","0.851","1"
"22","3","diamond","NA","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","805","0.805","0"
"22","3","rhomboid","NA","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","661","0.661","1"
"22","3","triangle","NA","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","1054","1.054","1"
"22","3","diamond","NA","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","742","0.742","1"
"22","3","diamond","NA","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","850","0.85","1"
"22","3","diamond","NA","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","491","0.491","1"
"22","3","rhomboid","NA","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","709","0.709","1"
"22","3","triangle","NA","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","758","0.758","1"
"22","3","triangle","NA","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","592","0.592","1"
"22","3","diamond","NA","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","877","0.877","1"
"22","3","triangle","NA","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","818","0.818","1"
"23","1","square","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","934","0.934","1"
"23","1","trapeze","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","1194","1.194","1"
"23","1","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","950","0.95","1"
"23","1","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","1110","1.11","1"
"23","1","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","914","0.914","1"
"23","1","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","754","0.754","1"
"23","1","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","1207","1.207","0"
"23","1","trapeze","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","855","0.855","1"
"23","1","square","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","1197","1.197","1"
"23","1","square","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","1081","1.081","1"
"23","1","trapeze","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","887","0.887","1"
"23","1","square","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","749","0.749","1"
"23","1","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","508","0.508","0"
"23","1","trapeze","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","498","0.498","1"
"23","1","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","431","0.431","0"
"23","1","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","790","0.79","1"
"23","2","trapeze","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","881","0.881","0"
"23","2","trapeze","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","1361","1.361","1"
"23","2","square","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","834","0.834","1"
"23","2","square","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","856","0.856","1"
"23","2","trapeze","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","1008","1.008","1"
"23","2","square","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","691","0.691","1"
"23","2","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","913","0.913","1"
"23","2","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","1060","1.06","1"
"23","2","trapeze","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","823","0.823","0"
"23","2","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","773","0.773","1"
"23","2","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","784","0.784","0"
"23","2","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","965","0.965","0"
"23","2","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","812","0.812","1"
"23","2","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","658","0.658","0"
"23","2","square","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","769","0.769","1"
"23","2","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","898","0.898","1"
"23","3","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","1197","1.197","0"
"23","3","trapeze","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","842","0.842","0"
"23","3","trapeze","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","740","0.74","1"
"23","3","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","801","0.801","1"
"23","3","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","847","0.847","1"
"23","3","square","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","768","0.768","1"
"23","3","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","689","0.689","1"
"23","3","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","854","0.854","1"
"23","3","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","559","0.559","0"
"23","3","square","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","681","0.681","0"
"23","3","square","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","725","0.725","1"
"23","3","trapeze","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","867","0.867","1"
"23","3","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","831","0.831","1"
"23","3","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","907","0.907","1"
"23","3","square","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","1111","1.111","1"
"23","3","trapeze","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","840","0.84","0"
"23","1","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","844","0.844","0"
"23","1","rhomboid","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","960","0.96","1"
"23","1","rhomboid","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","568","0.568","1"
"23","1","triangle","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","796","0.796","1"
"23","1","rhomboid","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","817","0.817","1"
"23","1","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1047","1.047","1"
"23","1","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","924","0.924","1"
"23","1","triangle","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","824","0.824","1"
"23","1","triangle","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","719","0.719","1"
"23","1","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","963","0.963","1"
"23","1","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","623","0.623","1"
"23","1","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","724","0.724","1"
"23","1","rhomboid","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","812","0.812","1"
"23","1","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","720","0.72","0"
"23","1","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","756","0.756","1"
"23","1","triangle","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","542","0.542","0"
"23","2","rhomboid","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","578","0.578","1"
"23","2","triangle","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","832","0.832","1"
"23","2","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","784","0.784","1"
"23","2","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1131","1.131","1"
"23","2","triangle","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","679","0.679","0"
"23","2","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","763","0.763","1"
"23","2","triangle","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","984","0.984","1"
"23","2","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","809","0.809","1"
"23","2","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","710","0.71","1"
"23","2","rhomboid","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","635","0.635","1"
"23","2","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","750","0.75","1"
"23","2","triangle","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","866","0.866","1"
"23","2","rhomboid","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","723","0.723","1"
"23","2","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","978","0.978","0"
"23","2","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","779","0.779","1"
"23","2","rhomboid","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","807","0.807","1"
"23","3","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","860","0.86","1"
"23","3","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","849","0.849","1"
"23","3","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","911","0.911","1"
"23","3","rhomboid","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","703","0.703","0"
"23","3","rhomboid","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","735","0.735","0"
"23","3","rhomboid","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","881","0.881","1"
"23","3","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","767","0.767","1"
"23","3","triangle","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","974","0.974","1"
"23","3","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","680","0.68","1"
"23","3","triangle","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","847","0.847","1"
"23","3","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","895","0.895","0"
"23","3","triangle","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","793","0.793","1"
"23","3","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1018","1.018","1"
"23","3","rhomboid","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","663","0.663","1"
"23","3","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","756","0.756","1"
"23","3","triangle","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","846","0.846","0"
"24","1","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","1179","1.179","1"
"24","1","trapeze","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","914","0.914","1"
"24","1","trapeze","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","996","0.996","1"
"24","1","pentagon","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","timeout","1651","1.651","0"
"24","1","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","636","0.636","0"
"24","1","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","819","0.819","1"
"24","1","pentagon","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1329","1.329","0"
"24","1","pentagon","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","1282","1.282","1"
"24","1","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","timeout","1651","1.651","0"
"24","1","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","783","0.783","1"
"24","1","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","750","0.75","1"
"24","1","pentagon","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1135","1.135","1"
"24","1","trapeze","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","1455","1.455","0"
"24","1","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","875","0.875","1"
"24","1","trapeze","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","846","0.846","1"
"24","1","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","899","0.899","1"
"24","2","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","788","0.788","1"
"24","2","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","1507","1.507","1"
"24","2","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","1117","1.117","0"
"24","2","pentagon","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1230","1.23","1"
"24","2","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","691","0.691","0"
"24","2","trapeze","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","614","0.614","1"
"24","2","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","1244","1.244","1"
"24","2","pentagon","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","873","0.873","1"
"24","2","trapeze","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","1218","1.218","1"
"24","2","pentagon","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","1241","1.241","1"
"24","2","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","806","0.806","1"
"24","2","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","1348","1.348","1"
"24","2","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","861","0.861","1"
"24","2","pentagon","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","1025","1.025","1"
"24","2","trapeze","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","1158","1.158","0"
"24","2","trapeze","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","878","0.878","1"
"24","3","pentagon","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1139","1.139","1"
"24","3","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","940","0.94","1"
"24","3","pentagon","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1284","1.284","0"
"24","3","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","943","0.943","1"
"24","3","trapeze","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","1167","1.167","1"
"24","3","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","871","0.871","1"
"24","3","trapeze","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","timeout","1651","1.651","0"
"24","3","trapeze","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","958","0.958","1"
"24","3","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","1126","1.126","1"
"24","3","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","695","0.695","0"
"24","3","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","729","0.729","1"
"24","3","pentagon","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1539","1.539","0"
"24","3","pentagon","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","860","0.86","1"
"24","3","trapeze","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","1128","1.128","1"
"24","3","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","1537","1.537","0"
"24","3","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","929","0.929","1"
"24","1","rhomboid","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","1072","1.072","1"
"24","1","octagon","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","timeout","1652","1.652","0"
"24","1","diamond","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","670","0.67","1"
"24","1","octagon","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","1034","1.034","1"
"24","1","octagon","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","711","0.711","1"
"24","1","triangle","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","1385","1.385","1"
"24","1","triangle","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","630","0.63","1"
