"Subject","Block","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"17","1","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","1013","1.013","1"
"17","1","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","587","0.587","1"
"17","1","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1341","1.341","0"
"17","1","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","1209","1.209","1"
"17","1","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","679","0.679","1"
"17","1","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","875","0.875","1"
"17","1","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","989","0.989","1"
"17","1","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","666","0.666","1"
"17","1","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","625","0.625","1"
"17","1","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","522","0.522","1"
"17","1","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","612","0.612","0"
"17","1","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","668","0.668","1"
"17","1","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","699","0.699","0"
"17","1","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","737","0.737","0"
"17","2","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1303","1.303","1"
"17","2","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","800","0.8","1"
"17","2","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","timeout","1648","1.648","0"
"17","2","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1422","1.422","0"
"17","2","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","659","0.659","1"
"17","2","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","553","0.553","0"
"17","2","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","580","0.58","1"
"17","2","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","1062","1.062","1"
"17","2","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","605","0.605","1"
"17","2","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","686","0.686","0"
"17","2","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","597","0.597","0"
"17","2","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","timeout","1650","1.65","0"
"17","2","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","554","0.554","1"
"17","2","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1172","1.172","0"
"17","2","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","timeout","1649","1.649","0"
"17","2","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","1566","1.566","1"
"17","3","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","734","0.734","0"
"17","3","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","1212","1.212","1"
"17","3","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","578","0.578","1"
"17","3","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","557","0.557","1"
"17","3","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","496","0.496","1"
"17","3","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","1108","1.108","0"
"17","3","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","679","0.679","1"
"17","3","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","684","0.684","0"
"17","3","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","635","0.635","1"
"17","3","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","1082","1.082","1"
"17","3","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","856","0.856","1"
"17","3","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","651","0.651","0"
"17","3","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","1003","1.003","1"
"17","3","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","576","0.576","0"
"17","3","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","909","0.909","1"
"17","3","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","934","0.934","0"
"18","1","pentagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","650","0.65","1"
"18","1","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","554","0.554","0"
"18","1","pentagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","779","0.779","1"
"18","1","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","852","0.852","0"
"18","1","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","786","0.786","0"
"18","1","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","532","0.532","0"
"18","1","kite","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","816","0.816","0"
"18","1","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","806","0.806","1"
"18","1","kite","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","966","0.966","1"
"18","1","pentagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","968","0.968","1"
"18","1","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","870","0.87","1"
"18","1","kite","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","713","0.713","0"
"18","1","pentagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","741","0.741","0"
"18","1","kite","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","871","0.871","1"
"18","1","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","952","0.952","1"
"18","1","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","991","0.991","1"
"18","2","kite","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","797","0.797","0"
"18","2","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","868","0.868","0"
"18","2","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","1008","1.008","1"
"18","2","pentagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","1207","1.207","1"
"18","2","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","1330","1.33","1"
"18","2","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","1411","1.411","1"
"18","2","kite","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","1306","1.306","1"
"18","2","pentagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","1069","1.069","1"
"18","2","kite","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","1289","1.289","1"
"18","2","pentagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","1068","1.068","0"
"18","2","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","1003","1.003","1"
"18","2","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","835","0.835","1"
"18","2","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","1437","1.437","0"
"18","2","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","800","0.8","0"
"18","2","pentagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","757","0.757","1"
"18","2","kite","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","1078","1.078","1"
"18","3","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","854","0.854","0"
"18","3","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","797","0.797","0"
"18","3","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","781","0.781","0"
"18","3","pentagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","1231","1.231","1"
"18","3","kite","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","666","0.666","1"
"18","3","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","600","0.6","1"
"18","3","kite","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","651","0.651","1"
"18","3","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","647","0.647","0"
"18","3","kite","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","1117","1.117","1"
"18","3","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","966","0.966","1"
"18","3","kite","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","906","0.906","1"
"18","3","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","754","0.754","1"
"18","3","pentagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","837","0.837","0"
"18","3","pentagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","674","0.674","0"
"18","3","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","837","0.837","1"
"18","3","pentagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","760","0.76","1"
"18","1","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","814","0.814","1"
"18","1","octagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","944","0.944","1"
"18","1","rhomboid","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","1325","1.325","1"
"18","1","rhomboid","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","727","0.727","1"
"18","1","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","989","0.989","1"
"18","1","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","907","0.907","1"
"18","1","octagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","766","0.766","1"
"18","1","triangle","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","1026","1.026","1"
"18","1","rhomboid","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","887","0.887","1"
"18","1","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","780","0.78","1"
"18","1","rhomboid","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1067","1.067","1"
"18","1","triangle","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","1219","1.219","0"
"18","1","octagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","945","0.945","1"
"18","1","triangle","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","851","0.851","0"
"18","1","triangle","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","911","0.911","0"
"18","1","octagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","992","0.992","1"
"18","2","octagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","790","0.79","1"
"18","2","rhomboid","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","957","0.957","1"
"18","2","triangle","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","1561","1.561","0"
"18","2","rhomboid","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","824","0.824","0"
"18","2","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","1078","1.078","1"
"18","2","octagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","955","0.955","0"
"18","2","triangle","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","844","0.844","0"
"18","2","rhomboid","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","839","0.839","0"
"18","2","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","751","0.751","0"
"18","2","triangle","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","781","0.781","0"
"18","2","rhomboid","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","823","0.823","0"
"18","2","triangle","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","1057","1.057","1"
"18","2","octagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","731","0.731","1"
"18","2","octagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","948","0.948","1"
"18","2","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","775","0.775","1"
"18","2","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","701","0.701","1"
"18","3","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","1114","1.114","1"
"18","3","triangle","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","1267","1.267","1"
"18","3","triangle","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","587","0.587","1"
"18","3","triangle","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","1010","1.01","1"
"18","3","triangle","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","1175","1.175","1"
"18","3","rhomboid","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","940","0.94","0"
"18","3","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","726","0.726","1"
"18","3","octagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","1345","1.345","1"
"18","3","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","954","0.954","0"
"18","3","rhomboid","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","716","0.716","0"
"18","3","octagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","684","0.684","1"
"18","3","octagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","1368","1.368","1"
"18","3","rhomboid","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1414","1.414","1"
"18","3","rhomboid","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","1421","1.421","1"
"18","3","octagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","747","0.747","1"
"18","3","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","1094","1.094","1"
"19","1","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","1267","1.267","1"
"19","1","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","1647","1.647","1"
"19","1","kite","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","1040","1.04","1"
"19","1","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","1065","1.065","0"
"19","1","kite","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","1092","1.092","1"
"19","1","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","1077","1.077","1"
"19","1","kite","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","770","0.77","1"
"19","1","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","487","0.487","0"
"19","1","trapeze","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","1204","1.204","1"
"19","1","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","951","0.951","1"
"19","1","kite","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","1102","1.102","1"
"19","1","trapeze","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","1169","1.169","1"
"19","1","trapeze","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","1291","1.291","0"
"19","1","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","1341","1.341","1"
"19","1","trapeze","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","1071","1.071","1"
"19","1","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","864","0.864","1"
"19","2","kite","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","1046","1.046","1"
"19","2","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","744","0.744","0"
"19","2","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","1196","1.196","1"
"19","2","trapeze","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","990","0.99","1"
"19","2","trapeze","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","902","0.902","1"
"19","2","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","1088","1.088","1"
"19","2","kite","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","1059","1.059","1"
"19","2","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","1303","1.303","1"
"19","2","kite","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","880","0.88","1"
"19","2","trapeze","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","1000","1","1"
"19","2","kite","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","888","0.888","0"
"19","2","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","1258","1.258","1"
"19","2","trapeze","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","959","0.959","1"
"19","2","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","975","0.975","0"
"19","2","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","1228","1.228","1"
"19","2","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","899","0.899","1"
"19","3","kite","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","678","0.678","1"
"19","3","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","889","0.889","1"
"19","3","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","1283","1.283","1"
"19","3","kite","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","1093","1.093","1"
"19","3","trapeze","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","1049","1.049","1"
"19","3","trapeze","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","739","0.739","1"
"19","3","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","874","0.874","0"
"19","3","trapeze","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","1366","1.366","1"
"19","3","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","1025","1.025","0"
"19","3","square","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","1342","1.342","1"
"19","3","kite","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","1207","1.207","1"
"19","3","square","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","1265","1.265","1"
"19","3","kite","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","1274","1.274","1"
"19","3","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","1295","1.295","1"
"19","3","trapeze","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","1114","1.114","1"
"19","3","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","1160","1.16","1"
"19","1","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","808","0.808","1"
"19","1","triangle","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","1183","1.183","1"
"19","1","rhomboid","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","878","0.878","0"
"19","1","triangle","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","1249","1.249","0"
"19","1","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","1124","1.124","1"
"19","1","rhomboid","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","914","0.914","0"
"19","1","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","1395","1.395","1"
"19","1","rhomboid","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","1385","1.385","1"
"19","1","rhomboid","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","977","0.977","1"
"19","1","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","719","0.719","1"
"19","1","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","949","0.949","1"
"19","1","triangle","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","1384","1.384","1"
"19","1","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","865","0.865","1"
"19","1","triangle","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","940","0.94","1"
"19","1","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","1375","1.375","1"
"19","1","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","1374","1.374","1"
"19","2","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","1001","1.001","1"
"19","2","triangle","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","1010","1.01","1"
"19","2","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","860","0.86","1"
"19","2","rhomboid","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","1006","1.006","1"
"19","2","triangle","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","924","0.924","1"
"19","2","rhomboid","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1276","1.276","1"
"19","2","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","1018","1.018","1"
"19","2","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","573","0.573","1"
"19","2","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","1023","1.023","1"
"19","2","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","632","0.632","1"
"19","2","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","1009","1.009","1"
"19","2","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","1010","1.01","1"
