"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","image","word","target","valence","matchness","correct_response","correct","exp_condition","question_order"
"true","false","[]","[]","[]","preload","0","563","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","5557","0.0-1.0","4993","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     "," ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","6615","0.0-2.0-0.0","1057","
      <p>本实验首先需要您填写一些基本个人信息。</p>
      <p> <div style = ""color: green""><按任意键至下页></div></p>
      "," ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","6615","0.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","12722","0.0-2.0-2.0","6106","","{""Q0"":""1017""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","13778","0.0-2.0-3.0","1055","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","18072","0.0-2.0-4.0","4293","","{""Q0"":""2000""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","22578","0.0-2.0-5.0","4505","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","192075","0.0-3.0","169495","","","","85.6","53.98","480.64914885773277","5.615060150207158","509","9.612982977154655","50","0.8904624111311672","29.76","14.32","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","195053","0.0-4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","253369","0.0-5.0","58315","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":4131},{""page_index"":1,""viewing_time"":35849},{""page_index"":2,""viewing_time"":16431},{""page_index"":3,""viewing_time"":1904}]","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","257021","0.0-6.0","null","<count-down title=""""></count-down>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","12","259737","0.0-7.0-0.0-0.0","null","","null","","","","","","","","","","","","","key","null","16.661490683229633","768","428","./1_3_Stimuli/C_ambi40.png","他人","Word","朋友","Mismatch","f","false","Practice",""
"","","","","","html-keyboard-response","13","260050","0.0-7.0-0.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
