"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","image","word","target","valence","matchness","correct_response","correct","exp_condition"
"","","","","","psychophysics","26","251664","0.0-7.0-0.0-0.7","931","","f","","","","","","","","","","","","","key","f","16.666741935483692","640","356","./1_3_Stimuli/S_ambi40.png","他人","Image","自我","Mismatch","j","false","Practice"
"","","","","","html-keyboard-response","27","251968","0.0-7.0-0.0-1.7","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","28","254188","0.0-7.0-0.0-0.8","1068","","f","","","","","","","","","","","","","key","f","16.66733333333325","640","356","./1_3_Stimuli/S_ambi40.png","朋友","Image","自我","Mismatch","j","false","Practice"
"","","","","","html-keyboard-response","29","254497","0.0-7.0-0.0-1.8","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","30","256484","0.0-7.0-0.0-0.9","827","","f","","","","","","","","","","","","","key","f","16.667754237287998","640","356","./1_3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","j","false","Practice"
"","","","","","html-keyboard-response","31","256789","0.0-7.0-0.0-1.9","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","32","259083","0.0-7.0-0.0-0.10","1141","","j","","","","","","","","","","","","","key","j","16.587499999999956","640","356","./1_3_Stimuli/T_ambi40.png","自我","Word","朋友","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","33","259399","0.0-7.0-0.0-1.10","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","34","261743","0.0-7.0-0.0-0.11","1191","","f","","","","","","","","","","","","","key","f","16.665657142857007","640","356","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","f","true","Practice"
"","","","","","html-keyboard-response","35","262051","0.0-7.0-0.0-1.11","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","36","263944","0.0-7.0-0.0-0.12","741","","j","","","","","","","","","","","","","key","j","16.66750442477889","640","356","./1_3_Stimuli/T_ambi40.png","自我","Image","朋友","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","37","264255","0.0-7.0-0.0-1.12","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","38","266334","0.0-7.0-0.0-0.13","927","","j","","","","","","","","","","","","","key","j","16.66750000000015","640","356","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","f","false","Practice"
"","","","","","html-keyboard-response","39","266642","0.0-7.0-0.0-1.13","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","40","268565","0.0-7.0-0.0-0.14","770","","j","","","","","","","","","","","","","key","j","16.66730701754364","640","356","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","f","false","Practice"
"","","","","","html-keyboard-response","41","268873","0.0-7.0-0.0-1.14","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","42","271117","0.0-7.0-0.0-0.15","1091","","j","","","","","","","","","","","","","key","j","16.667639097744594","640","356","./1_3_Stimuli/T_ambi40.png","他人","Image","朋友","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","43","271432","0.0-7.0-0.0-1.15","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","44","273394","0.0-7.0-0.0-0.16","811","","f","","","","","","","","","","","","","key","f","16.666717948718393","640","356","./1_3_Stimuli/T_ambi40.png","他人","Word","朋友","Mismatch","j","false","Practice"
"","","","","","html-keyboard-response","45","273700","0.0-7.0-0.0-1.16","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","46","276080","0.0-7.0-0.0-0.17","1229","","j","","","","","","","","","","","","","key","j","16.66717605633804","640","356","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","f","false","Practice"
"","","","","","html-keyboard-response","47","276396","0.0-7.0-0.0-1.17","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","48","278555","0.0-7.0-0.0-0.18","1007","","j","","","","","","","","","","","","","key","j","16.66640624999991","640","356","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","f","false","Practice"
"","","","","","html-keyboard-response","49","278871","0.0-7.0-0.0-1.18","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","50","280851","0.0-7.0-0.0-0.19","827","","j","","","","","","","","","","","","","key","j","16.66711016949138","640","356","./1_3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","51","281164","0.0-7.0-0.0-1.19","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","52","283318","0.0-7.0-0.0-0.20","1003","","f","","","","","","","","","","","","","key","f","16.666828124999938","640","356","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","f","true","Practice"
"","","","","","html-keyboard-response","53","283626","0.0-7.0-0.0-1.20","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","54","285741","0.0-7.0-0.0-0.21","964","","j","","","","","","","","","","","","","key","j","16.667134920634986","640","356","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","f","false","Practice"
"","","","","","html-keyboard-response","55","286047","0.0-7.0-0.0-1.21","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","56","288418","0.0-7.0-0.0-0.22","1219","","f","","","","","","","","","","","","","key","f","16.667092198581543","640","356","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","f","true","Practice"
"","","","","","html-keyboard-response","57","288723","0.0-7.0-0.0-1.22","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","58","290867","0.0-7.0-0.0-0.23","992","","j","","","","","","","","","","","","","key","j","16.66703937007857","640","356","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","f","false","Practice"
"","","","","","html-keyboard-response","59","291182","0.0-7.0-0.0-1.23","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","html-keyboard-response","60","340965","0.0-7.0-1.0-0.0","49780","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                        <div><p class='context'>您正确回答了46% 的试次。</p><p class='context'>您的平均反应时为1021毫秒。</p><p> <div style = 'color: green'><按空格键至下页></div></p>"," ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","61","367697","0.0-7.0-1.0-1.0","26727","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":6848},{""page_index"":1,""viewing_time"":16593},{""page_index"":2,""viewing_time"":3286}]","","","","","","","","","","","","",""
"","","","","","psychophysics","62","370401","0.0-7.1-0.1-0.24","null","","null","","","","","","","","","","","","","key","null","16.667186335403827","640","356","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","f","false","Practice"
"","","","","","html-keyboard-response","63","370706","0.0-7.1-0.1-1.24","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","64","372871","0.0-7.1-0.1-0.25","1012","","j","","","","","","","","","","","","","key","j","16.667620155038925","640","356","./1_3_Stimuli/T_ambi40.png","自我","Image","朋友","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","65","373188","0.0-7.1-0.1-1.25","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","66","375337","0.0-7.1-0.1-0.26","994","","j","","","","","","","","","","","","","key","j","16.667398437500196","640","356","./1_3_Stimuli/S_ambi40.png","朋友","Word","自我","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","67","375649","0.0-7.1-0.1-1.26","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","68","377815","0.0-7.1-0.1-0.27","1013","","f","","","","","","","","","","","","","key","f","16.667038759689998","640","356","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","f","true","Practice"
"","","","","","html-keyboard-response","69","378126","0.0-7.1-0.1-1.27","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","70","380267","0.0-7.1-0.1-0.28","990","","f","","","","","","","","","","","","","key","f","16.66703937007857","640","356","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","f","true","Practice"
"","","","","","html-keyboard-response","71","380572","0.0-7.1-0.1-1.28","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","72","383017","0.0-7.1-0.1-0.29","1284","","j","","","","","","","","","","","","","key","j","16.667438356164357","640","356","./1_3_Stimuli/S_ambi40.png","他人","Word","自我","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","73","383330","0.0-7.1-0.1-1.29","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","74","385287","0.0-7.1-0.1-0.30","805","","f","","","","","","","","","","","","","key","f","16.667051724137654","640","356","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","f","true","Practice"
"","","","","","html-keyboard-response","75","385593","0.0-7.1-0.1-1.30","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","76","387822","0.0-7.1-0.1-0.31","1078","","j","","","","","","","","","","","","","key","j","16.667219696969507","640","356","./1_3_Stimuli/C_ambi40.png","自我","Image","他人","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","77","388134","0.0-7.1-0.1-1.31","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","78","390592","0.0-7.1-0.1-0.32","1307","","j","","","","","","","","","","","","","key","j","16.665239726027398","640","356","./1_3_Stimuli/T_ambi40.png","他人","Image","朋友","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","79","390909","0.0-7.1-0.1-1.32","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","80","392915","0.0-7.1-0.1-0.33","853","","f","","","","","","","","","","","","","key","f","16.561100840336202","640","356","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","f","true","Practice"
"","","","","","html-keyboard-response","81","393218","0.0-7.1-0.1-1.33","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","82","395508","0.0-7.1-0.1-0.34","1138","","j","","","","","","","","","","","","","key","j","16.664419117646876","640","356","./1_3_Stimuli/S_ambi40.png","他人","Image","自我","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","83","395822","0.0-7.1-0.1-1.34","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","84","398133","0.0-7.1-0.1-0.35","1159","","j","","","","","","","","","","","","","key","j","16.664586956521656","640","356","./1_3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","85","398441","0.0-7.1-0.1-1.35","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","86","401138","0.0-7.1-0.1-0.36","1545","","f","","","","","","","","","","","","","key","f","16.667316770186122","640","356","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","f","true","Practice"
"","","","","","html-keyboard-response","87","401452","0.0-7.1-0.1-1.36","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","88","403898","0.0-7.1-0.1-0.37","1294","","j","","","","","","","","","","","","","key","j","16.66727397260288","640","356","./1_3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","89","404202","0.0-7.1-0.1-1.37","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","90","406615","0.0-7.1-0.1-0.38","1253","","j","","","","","","","","","","","","","key","j","16.667354166666982","640","356","./1_3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","91","406928","0.0-7.1-0.1-1.38","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","92","409208","0.0-7.1-0.1-0.39","1128","","j","","","","","","","","","","","","","key","j","16.666762962963226","640","356","./1_3_Stimuli/T_ambi40.png","他人","Word","朋友","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","93","409519","0.0-7.1-0.1-1.39","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","94","412015","0.0-7.1-0.1-0.40","1345","","j","","","","","","","","","","","","","key","j","16.667315436241562","640","356","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","f","false","Practice"
"","","","","","html-keyboard-response","95","412326","0.0-7.1-0.1-1.40","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","96","414548","0.0-7.1-0.1-0.41","1070","","f","","","","","","","","","","","","","key","f","16.569143939393776","640","356","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","f","true","Practice"
"","","","","","html-keyboard-response","97","414856","0.0-7.1-0.1-1.41","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","98","417034","0.0-7.1-0.1-0.42","1026","","f","","","","","","","","","","","","","key","f","16.66736923076902","640","356","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","f","true","Practice"
"","","","","","html-keyboard-response","99","417346","0.0-7.1-0.1-1.42","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","100","420049","0.0-7.1-0.1-0.43","null","","null","","","","","","","","","","","","","key","null","16.66726086956524","640","356","./1_3_Stimuli/T_ambi40.png","自我","Word","朋友","Mismatch","j","false","Practice"
"","","","","","html-keyboard-response","101","420356","0.0-7.1-0.1-1.43","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","102","422480","0.0-7.1-0.1-0.44","973","","f","","","","","","","","","","","","","key","f","16.666417322834718","640","356","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","f","true","Practice"
"","","","","","html-keyboard-response","103","422791","0.0-7.1-0.1-1.44","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","104","424845","0.0-7.1-0.1-0.45","900","","j","","","","","","","","","","","","","key","j","16.66763114754099","640","356","./1_3_Stimuli/S_ambi40.png","朋友","Image","自我","Mismatch","j","true","Practice"
"","","","","","html-keyboard-response","105","425158","0.0-7.1-0.1-1.45","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","106","427693","0.0-7.1-0.1-0.46","1383","","f","","","","","","","","","","","","","key","f","16.66739735099339","640","356","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","f","true","Practice"
"","","","","","html-keyboard-response","107","427999","0.0-7.1-0.1-1.46","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","108","430117","0.0-7.1-0.1-0.47","967","","f","","","","","","","","","","","","","key","f","16.667047619047697","640","356","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","f","true","Practice"
"","","","","","html-keyboard-response","109","430418","0.0-7.1-0.1-1.47","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","html-keyboard-response","110","499111","0.0-8.0","68689","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                          <div><p class='context'>您正确回答了88% 的试次。</p><p class='context'>您的平均反应时为1103毫秒。</p><p class='context'>恭喜您完成练习。现在请休息3~5分钟。</p><p class='context'>之后，按任意键进入正式实验。需要注意的是，正式实验将不再提供反应是否正确的反馈。</p><p class='footer' style='font-size: 35px; line-height:40px;'>请在进入正式实验实验之前将您的<span style='color: lightgreen;'>食指</span>放在电脑键盘的相应键位上进行按键。</p>","f","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","111","501556","0.0-9.0-0.0-0.0","1270","","f","","","","","","","","","","","","","key","f","16.633696551724128","640","356","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","f","true","Formal"
"","","","","","psychophysics","112","503979","0.0-9.0-0.0-0.1","1265","","j","","","","","","","","","","","","","key","j","16.666041666666892","640","356","./1_3_Stimuli/C_ambi40.png","自我","Image","他人","Mismatch","j","true","Formal"
"","","","","","psychophysics","113","506132","0.0-9.0-0.0-0.2","994","","f","","","","","","","","","","","","","key","f","16.667913385826864","640","356","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","f","true","Formal"
"","","","","","psychophysics","114","508145","0.0-9.0-0.0-0.3","852","","f","","","","","","","","","","","","","key","f","16.66742016806731","640","356","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","f","true","Formal"
"","","","","","psychophysics","115","510374","0.0-9.0-0.0-0.4","1074","","j","","","","","","","","","","","","","key","j","16.666886363636657","640","356","./1_3_Stimuli/S_ambi40.png","朋友","Image","自我","Mismatch","j","true","Formal"
"","","","","","psychophysics","116","512836","0.0-9.0-0.0-0.5","1306","","j","","","","","","","","","","","","","key","j","16.66696575342491","640","356","./1_3_Stimuli/T_ambi40.png","自我","Image","朋友","Mismatch","j","true","Formal"
"","","","","","psychophysics","117","515417","0.0-9.0-0.0-0.6","1420","","j","","","","","","","","","","","","","key","j","16.666999999999852","640","356","./1_3_Stimuli/S_ambi40.png","他人","Image","自我","Mismatch","j","true","Formal"
"","","","","","psychophysics","118","517457","0.0-9.0-0.0-0.7","876","","j","","","","","","","","","","","","","key","j","16.667256198347207","640","356","./1_3_Stimuli/T_ambi40.png","他人","Image","朋友","Mismatch","j","true","Formal"
"","","","","","psychophysics","119","519503","0.0-9.0-0.0-0.8","889","","j","","","","","","","","","","","","","key","j","16.66866666666659","640","356","./1_3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","j","true","Formal"
"","","","","","psychophysics","120","521707","0.0-9.0-0.0-0.9","1043","","f","","","","","","","","","","","","","key","f","16.6670305343511","640","356","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","f","true","Formal"
"","","","","","psychophysics","121","523733","0.0-9.0-0.0-0.10","865","","f","","","","","","","","","","","","","key","f","17.097896551723885","640","356","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","f","true","Formal"
"","","","","","psychophysics","122","526250","0.0-9.0-0.0-0.11","1361","","f","","","","","","","","","","","","","key","f","16.666523489933116","640","356","./1_3_Stimuli/S_ambi40.png","自我","Word","自我","Match","f","true","Formal"
"","","","","","psychophysics","123","528424","0.0-9.0-0.0-0.12","1020","","f","","","","","","","","","","","","","key","f","16.666480620155227","640","356","./1_3_Stimuli/S_ambi40.png","自我","Image","自我","Match","f","true","Formal"
"","","","","","psychophysics","124","530437","0.0-9.0-0.0-0.13","860","","j","","","","","","","","","","","","","key","j","16.667100840336214","640","356","./1_3_Stimuli/T_ambi40.png","自我","Word","朋友","Mismatch","j","true","Formal"
"","","","","","psychophysics","125","533145","0.0-9.0-0.0-0.14","null","","null","","","","","","","","","","","","","key","null","16.666801242236634","640","356","./1_3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","j","false","Formal"
"","","","","","psychophysics","126","535142","0.0-9.0-0.0-0.15","833","","f","","","","","","","","","","","","","key","f","16.80916239316257","640","356","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","f","true","Formal"
"","","","","","psychophysics","127","537316","0.0-9.0-0.0-0.16","1019","","f","","","","","","","","","","","","","key","f","16.668217054263206","640","356","./1_3_Stimuli/S_ambi40.png","他人","Word","自我","Mismatch","j","false","Formal"
