"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","image","word","target","valence","matchness","correct_response","correct","exp_condition"
"true","false","[]","[]","[]","preload","0","384","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","14166","0.0-1.0","13780","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ","arrowright","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","16053","0.0-2.0-0.0","1887","
      <p>本实验首先需要您填写一些基本个人信息。</p>
      <p> <div style = ""color: green""><按任意键至下页></div></p>
      ","arrowright","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","16054","0.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","26879","0.0-2.0-2.0","10824","","{""Q0"":""1016""}","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","28026","0.0-2.0-3.0","1146","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","34742","0.0-2.0-4.0","6716","","{""Q0"":""2003""}","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","38697","0.0-2.0-5.0","3954","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","181189","0.0-3.0","142491","","","","85.6","53.98","361.6204741161122","4.222217074157903","677.23","7.232409482322243","50","1.0065801746698773","50.24","26.36","","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","183795","0.0-4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
