"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","image","word","target","valence","matchness","correct_response","correct","exp_condition","question_order"
"true","false","[]","[]","[]","preload","0","606","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","85429","0.0-1.0","84825","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ","arrowright","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","87467","0.0-2.0-0.0","2037","
      <p>本实验首先需要您填写一些基本个人信息。</p>
      <p> <div style = ""color: green""><按任意键至下页></div></p>
      ","arrowright","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","87468","0.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","99597","0.0-2.0-2.0","12126","","{""Q0"":""1032""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","102628","0.0-2.0-3.0","3029","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","110278","0.0-2.0-4.0","7649","","{""Q0"":""2003""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","113746","0.0-2.0-5.0","3467","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","201736","0.0-3.0","88004","","","","85.6","53.98","470.1137096249606","5.495542207421414","520.46","9.402274192499211","50","0.9189266153174594","25.38","13.1","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","206006","0.0-4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","248805","0.0-5.0","42799","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":14498},{""page_index"":1,""viewing_time"":15634},{""page_index"":2,""viewing_time"":10999},{""page_index"":3,""viewing_time"":1668}]","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","252457","0.0-6.0","null","<count-down title=""""></count-down>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","12","255199","0.0-7.0-0.0-0.0","null","","null","","","","","","","","","","","","","key","null","16.663975155279466","720","446","./1_3_Stimuli/C_ambi40.png","自我","Image","自我","Match","f","false","Practice",""
"","","","","","html-keyboard-response","13","255521","0.0-7.0-0.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","14","258229","0.0-7.0-0.0-0.1","null","","null","","","","","","","","","","","","","key","null","16.668695652173934","720","446","./1_3_Stimuli/S_ambi40.png","他人","Image","朋友","Mismatch","j","false","Practice",""
"","","","","","html-keyboard-response","15","258542","0.0-7.0-0.0-1.1","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","16","260593","0.0-7.0-0.0-0.2","895","","j","","","","","","","","","","","","","key","j","16.822975206611225","720","446","./1_3_Stimuli/C_ambi40.png","朋友","Image","自我","Mismatch","j","true","Practice",""
"","","","","","html-keyboard-response","17","260899","0.0-7.0-0.0-1.2","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","18","262765","0.0-7.0-0.0-0.3","710","","j","","","","","","","","","","","","","key","j","16.667454545454927","720","446","./1_3_Stimuli/T_ambi40.png","自我","Image","他人","Mismatch","j","true","Practice",""
"","","","","","html-keyboard-response","19","263066","0.0-7.0-0.0-1.3","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","20","265022","0.0-7.0-0.0-0.4","801","","j","","","","","","","","","","","","","key","j","16.770344827586086","720","446","./1_3_Stimuli/S_ambi40.png","自我","Word","朋友","Mismatch","j","true","Practice",""
"","","","","","html-keyboard-response","21","265325","0.0-7.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
