"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","image","word","target","valence","matchness","correct_response","correct","exp_condition","question_order"
"true","false","[]","[]","[]","preload","0","509","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","9419","0.0-1.0","8910","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     "," ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","10508","0.0-2.0-0.0","1088","
      <p>本实验首先需要您填写一些基本个人信息。</p>
      <p> <div style = ""color: green""><按任意键至下页></div></p>
      "," ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","10508","0.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","18942","0.0-2.0-2.0","8433","","{""Q0"":""1036""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","20118","0.0-2.0-3.0","1175","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","23734","0.0-2.0-4.0","3615","","{""Q0"":""2003""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","25998","0.0-2.0-5.0","2264","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","124126","0.0-3.0","98127","","","","85.6","53.98","422.611933975328","4.9380057525994205","579.21","8.452238679506559","50","0.8849726425894875","29.76","14.16","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","128248","0.0-4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
