"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","image","word","target","valence","matchness","correct_response","correct","exp_condition","question_order"
"true","false","[]","[]","[]","preload","0","5","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","4627","0.0-1.0","4621","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     "," ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","7214","0.0-2.0-0.0","2586","
      <p>本实验首先需要您填写一些基本个人信息。</p>
      <p> <div style = ""color: green""><按任意键至下页></div></p>
      "," ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","7215","0.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","25982","0.0-2.0-2.0","18765","","{""Q0"":""1033""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","27492","0.0-2.0-3.0","1508","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","31924","0.0-2.0-4.0","4431","","{""Q0"":""2004""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","36533","0.0-2.0-5.0","4609","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","181466","0.0-3.0","144931","","","","85.6","53.98","571.8556783600105","6.685073423081814","427.4","11.43711356720021","50","0.7449432017912264","29.76","15","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","186733","0.0-4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","284661","0.0-5.0","97925","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":8128},{""page_index"":1,""viewing_time"":64403},{""page_index"":2,""viewing_time"":22678},{""page_index"":3,""viewing_time"":2716}]","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","288322","0.0-6.0","null","<count-down title=""""></count-down>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","12","291038","0.0-7.0-0.0-0.0","null","","null","","","","","","","","","","","","","key","null","16.667080745341398","768","428","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","j","false","Practice",""
"","","","","","html-keyboard-response","13","291348","0.0-7.0-0.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","14","294053","0.0-7.0-0.0-0.1","null","","null","","","","","","","","","","","","","key","null","16.66708074534176","768","428","./1_3_Stimuli/T_ambi40.png","朋友","Image","朋友","Match","j","false","Practice",""
"","","","","","html-keyboard-response","15","294366","0.0-7.0-0.0-1.1","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","16","296719","0.0-7.0-0.0-0.2","1196","","f","","","","","","","","","","","","","key","f","16.667857142857144","768","428","./1_3_Stimuli/S_ambi40.png","自我","Image","他人","Mismatch","f","true","Practice",""
"","","","","","html-keyboard-response","17","297024","0.0-7.0-0.0-1.2","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","18","299641","0.0-7.0-0.0-0.3","1462","","f","","","","","","","","","","","","","key","f","16.666666666666668","768","428","./1_3_Stimuli/C_ambi40.png","朋友","Image","自我","Mismatch","f","true","Practice",""
"","","","","","html-keyboard-response","19","299954","0.0-7.0-0.0-1.3","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","20","302153","0.0-7.0-0.0-0.4","1047","","j","","","","","","","","","","","","","key","j","16.66641221374037","768","428","./1_3_Stimuli/C_ambi40.png","自我","Word","自我","Match","j","true","Practice",""
"","","","","","html-keyboard-response","21","302469","0.0-7.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","22","304871","0.0-7.0-0.0-0.5","1249","","f","","","","","","","","","","","","","key","f","16.66993006992999","768","428","./1_3_Stimuli/T_ambi40.png","自我","Word","朋友","Mismatch","f","true","Practice",""
"","","","","","html-keyboard-response","23","305175","0.0-7.0-0.0-1.5","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","24","307889","0.0-7.0-0.0-0.6","null","","null","","","","","","","","","","","","","key","null","16.66645962732912","768","428","./1_3_Stimuli/C_ambi40.png","他人","Image","自我","Mismatch","f","false","Practice",""
"","","","","","html-keyboard-response","25","308205","0.0-7.0-0.0-1.6","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","26","310922","0.0-7.0-0.0-0.7","null","","null","","","","","","","","","","","","","key","null","16.668322981366316","768","428","./1_3_Stimuli/S_ambi40.png","他人","Image","他人","Match","j","false","Practice",""
"","","","","","html-keyboard-response","27","311237","0.0-7.0-0.0-1.7","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","28","313423","0.0-7.0-0.0-0.8","1033","","f","","","","","","","","","","","","","key","f","16.666153846153666","768","428","./1_3_Stimuli/S_ambi40.png","朋友","Image","他人","Mismatch","f","true","Practice",""
"","","","","","html-keyboard-response","29","313737","0.0-7.0-0.0-1.8","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","30","315987","0.0-7.0-0.0-0.9","1098","","j","","","","","","","","","","","","","key","j","16.667164179104653","768","428","./1_3_Stimuli/C_ambi40.png","自我","Image","自我","Match","j","true","Practice",""
"","","","","","html-keyboard-response","31","316293","0.0-7.0-0.0-1.9","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","32","318681","0.0-7.0-0.0-0.10","1233","","f","","","","","","","","","","","","","key","f","16.666901408450787","768","428","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","j","false","Practice",""
"","","","","","html-keyboard-response","33","318989","0.0-7.0-0.0-1.10","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","34","320858","0.0-7.0-0.0-0.11","718","","j","","","","","","","","","","","","","key","j","16.67117117117117","768","428","./1_3_Stimuli/C_ambi40.png","自我","Word","自我","Match","j","true","Practice",""
"","","","","","html-keyboard-response","35","321168","0.0-7.0-0.0-1.11","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","36","323442","0.0-7.0-0.0-0.12","1121","","f","","","","","","","","","","","","","key","f","16.667647058823444","768","428","./1_3_Stimuli/T_ambi40.png","自我","Image","朋友","Mismatch","f","true","Practice",""
"","","","","","html-keyboard-response","37","323752","0.0-7.0-0.0-1.12","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","38","326090","0.0-7.0-0.0-0.13","1187","","f","","","","","","","","","","","","","key","f","16.666428571428487","768","428","./1_3_Stimuli/T_ambi40.png","他人","Word","朋友","Mismatch","f","true","Practice",""
"","","","","","html-keyboard-response","39","326398","0.0-7.0-0.0-1.13","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","40","328868","0.0-7.0-0.0-0.14","1316","","j","","","","","","","","","","","","","key","j","16.670068027210885","768","428","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","j","true","Practice",""
"","","","","","html-keyboard-response","41","329176","0.0-7.0-0.0-1.14","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","42","331234","0.0-7.0-0.0-0.15","906","","j","","","","","","","","","","","","","key","j","16.66721311475429","768","428","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","j","true","Practice",""
"","","","","","html-keyboard-response","43","331538","0.0-7.0-0.0-1.15","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","44","333566","0.0-7.0-0.0-0.16","877","","f","","","","","","","","","","","","","key","f","16.664999999999903","768","428","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","j","false","Practice",""
"","","","","","html-keyboard-response","45","333870","0.0-7.0-0.0-1.16","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","46","336040","0.0-7.0-0.0-0.17","1017","","j","","","","","","","","","","","","","key","j","16.661240310077428","768","428","./1_3_Stimuli/C_ambi40.png","他人","Word","自我","Mismatch","f","false","Practice",""
"","","","","","html-keyboard-response","47","336344","0.0-7.0-0.0-1.17","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","48","339052","0.0-7.0-0.0-0.18","null","","null","","","","","","","","","","","","","key","null","16.671428571428788","768","428","./1_3_Stimuli/S_ambi40.png","朋友","Word","他人","Mismatch","f","false","Practice",""
"","","","","","html-keyboard-response","49","339364","0.0-7.0-0.0-1.18","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
