"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","image","word","target","valence","matchness","correct_response","correct","exp_condition"
"true","false","[]","[]","[]","preload","0","1164","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","12028","0.0-1.0","10863","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     "," ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","13443","0.0-2.0-0.0","1414","
      <p>本实验首先需要您填写一些基本个人信息。</p>
      <p> <div style = ""color: green""><按任意键至下页></div></p>
      "," ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","13443","0.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","30834","0.0-2.0-2.0","17389","","{""Q0"":""1009""}","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","32380","0.0-2.0-3.0","1545","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","38766","0.0-2.0-4.0","6385","","{""Q0"":""2003""}","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","45637","0.0-2.0-5.0","6870","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","143595","0.0-3.0","97957","","","","85.6","53.98","547.1555160500186","6.387782557659416","446.82","10.943110321000372","50","0.7749167970760981","30.56","14.84","","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","147025","0.0-4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","201115","0.0-5.0","54090","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":8712},{""page_index"":1,""viewing_time"":30861},{""page_index"":2,""viewing_time"":11446},{""page_index"":3,""viewing_time"":3071}]","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","204774","0.0-6.0","null","<count-down title=""""></count-down>","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","12","207481","0.0-7.0-0.0-0.0","null","","null","","","","","","","","","","","","","key","null","16.664720496894343","768","428","./1_3_Stimuli/S_ambi40.png","朋友","Image","他人","Mismatch","f","false","Practice"
